"";"AC";"ID";"Description";"Gene";"Go.Cc";"GSC.det";"GSC.aqu";"GSC.det.norm";"GSC.aqu.norm";"ratio";"sqrt.ratio"
"349";"Q16666";"IF16_HUMAN";"Gamma-interferon-inducible protein 16";"IFI16";"nucleus, nucleolus, nuclear speck, cytosol, cytoplasm, nucleoplasm";15;5;0,223880597014925;0,0746268656716418;3;1,73205080756888
"350";"Q16698";"DECR_HUMAN";"2,4-dienoyl-CoA reductase, mitochondrial";"DECR1";"mitochondrion, nucleus, mitochondrial matrix, cytoplasm";12;43;0,17910447761194;0,641791044776119;0,27906976744186;0,528270543795374
"351";"Q16822";"PCKGM_HUMAN";"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial";"PCK2";"mitochondrion, mitochondrial matrix";3;20;0,0447761194029851;0,298507462686567;0,15;0,387298334620742
"352";"Q58FF6";"H90B4_HUMAN";"Putative heat shock protein HSP 90-beta 4";"HSP90AB4P";"cytoplasm";1;4;0,0149253731343284;0,0597014925373134;0,25;0,5
"353";"Q5JVF3";"PCID2_HUMAN";"PCI domain-containing protein 2";"PCID2";NA;12;7;0,17910447761194;0,104477611940299;1,71428571428571;1,30930734141595
"354";"Q5T1J5";"CHCH2_HUMAN, CHCH9_HUMAN";"Coiled-coil-helix-coiled-coil-helix domain-containing protein 2, mitochondrial, Putative coiled-coil-helix-coiled-coil-helix domain-containing protein CHCHD2P9, mitochondrial";"CHCHD2, CHCHD2P9";"mitochondrion";2;8;0,0298507462686567;0,119402985074627;0,25;0,5
"355";"Q6KC79";"NIPBL_HUMAN";"Nipped-B-like protein";"NIPBL";"nucleoplasm, extracellular vesicular exosome, SMC loading complex, nucleus";2;9;0,0298507462686567;0,134328358208955;0,222222222222222;0,471404520791032
"356";"Q6Y7W6";"PERQ2_HUMAN";"PERQ amino acid-rich with GYF domain-containing protein 2";"GIGYF2";NA;20;14;0,298507462686567;0,208955223880597;1,42857142857143;1,19522860933439
"357";"Q71DI3";"H32_HUMAN";"Histone H3.2";"HIST2H3A,HIST2H3C,HIST2H3D";"extracellular vesicular exosome, nucleosome, nucleoplasm, extracellular region";2;5;0,0298507462686567;0,0746268656716418;0,4;0,632455532033676
"358";"Q71U36";"TBA1A_HUMAN";"Tubulin alpha-1A chain";"TUBA1A";"cytoplasmic microtubule, cytosol, microtubule, extracellular vesicular exosome";0;0;0;0;NA;NA
"359";"Q7KZF4";"SND1_HUMAN";"Staphylococcal nuclease domain-containing protein 1";"SND1";"RISC complex, nucleus, mitochondrion, melanosome, extracellular vesicular exosome, cytoplasm";29;124;0,432835820895522;1,85074626865672;0,233870967741935;0,483602075824676
"360";"Q7L0Y3";"MRRP1_HUMAN";"Mitochondrial ribonuclease P protein 1";"TRMT10C";"mitochondrion, nucleus, mitochondrial nucleoid";10;1;0,149253731343284;0,0149253731343284;10;3,16227766016838
"361";"Q7L1Q6";"BZW1_HUMAN";"Basic leucine zipper and W2 domain-containing protein 1";"BZW1";"cytoplasm";26;7;0,388059701492537;0,104477611940299;3,71428571428571;1,92724822331886
"362";"Q7L2H7";"EIF3M_HUMAN";"Eukaryotic translation initiation factor 3 subunit M";"EIF3M";"eukaryotic 43S preinitiation complex, eukaryotic 48S preinitiation complex, eukaryotic translation initiation factor 3 complex";2;53;0,0298507462686567;0,791044776119403;0,0377358490566038;0,194257172471453
"363";"Q7L576";"CYFP1_HUMAN";"Cytoplasmic FMR1-interacting protein 1";"CYFIP1";"cell junction, extracellular vesicular exosome, ruffle, lamellipodium, synapse, neuron projection, perinuclear region of cytoplasm, SCAR complex, mRNA cap binding complex";2;12;0,0298507462686567;0,17910447761194;0,166666666666667;0,408248290463863
"364";"Q7LBC6";"KDM3B_HUMAN";"Lysine-specific demethylase 3B";"KDM3B";"nucleus";8;12;0,119402985074627;0,17910447761194;0,666666666666667;0,816496580927726
"365";"Q7Z3D6";"CN159_HUMAN";"UPF0317 protein C14orf159, mitochondrial";"C14orf159";"mitochondrion";2;6;0,0298507462686567;0,0895522388059701;0,333333333333333;0,577350269189626
"366";"Q7Z739";"YTHD1_HUMAN, YTHD3_HUMAN";"YTH domain family protein 1, YTH domain family protein 3";"YTHDF1, YTHDF3";NA;2;12;0,0298507462686567;0,17910447761194;0,166666666666667;0,408248290463863
"367";"Q86V81";"THOC4_HUMAN";"THO complex subunit 4";"ALYREF";"nuclear speck, cytosol, nucleoplasm, extracellular vesicular exosome, transcription export complex, catalytic step 2 spliceosome";8;25;0,119402985074627;0,373134328358209;0,32;0,565685424949238
"368";"Q8IV48";"ERI1_HUMAN";"3'-5' exoribonuclease 1";"ERI1";"cytoplasm, histone pre-mRNA 3'end processing complex, nucleus, nucleolus";1;4;0,0149253731343284;0,0597014925373134;0,25;0,5
"369";"Q8IWS0";"PHF6_HUMAN";"PHD finger protein 6";"PHF6";"nucleus, nucleolus";2;12;0,0298507462686567;0,17910447761194;0,166666666666667;0,408248290463863
"370";"Q8IWS0";"PHF6_HUMAN";"PHD finger protein 6";"PHF6";"nucleus, nucleolus";2;1;0,0298507462686567;0,0149253731343284;2;1,4142135623731
"371";"Q8IZH2";"XRN1_HUMAN";"5'-3' exoribonuclease 1";"XRN1";"cytoplasmic mRNA processing body, cytosol";1;1;0,0149253731343284;0,0149253731343284;1;1
"372";"Q8N163";"K1967_HUMAN";"DBIRD complex subunit KIAA1967";"KIAA1967";"nuclear chromatin, DBIRD complex, nucleus, mitochondrial matrix, cytoplasm";2;65;0,0298507462686567;0,970149253731343;0,0307692307692308;0,175411603861406
"373";"Q8N726";"CD2A2_HUMAN";"Cyclin-dependent kinase inhibitor 2A, isoform 4";"CDKN2A";"nucleolus, mitochondrion, nucleoplasm, nucleus, protein complex";4;7;0,0597014925373134;0,104477611940299;0,571428571428571;0,755928946018454
"374";"Q8NBS9";"TXND5_HUMAN";"Thioredoxin domain-containing protein 5";"TXNDC5";"endoplasmic reticulum lumen, endoplasmic reticulum, lysosomal lumen, extracellular vesicular exosome";2;32;0,0298507462686567;0,477611940298507;0,0625;0,25
"375";"Q8ND04";"SMG8_HUMAN";"Protein SMG8";"SMG8";"cytosol";2;4;0,0298507462686567;0,0597014925373134;0,5;0,707106781186548
"376";"Q8NE71";"ABCF1_HUMAN";"ATP-binding cassette sub-family F member 1";"ABCF1";"nucleoplasm, nuclear envelope, polysomal ribosome, ribosome, cytoplasm";2;26;0,0298507462686567;0,388059701492537;0,0769230769230769;0,277350098112615
"377";"Q8NF50";"DOCK8_HUMAN";"Dedicator of cytokinesis protein 8";"DOCK8";"cytosol";5;9;0,0746268656716418;0,134328358208955;0,555555555555555;0,74535599249993
"378";"Q8NI27";"THOC2_HUMAN";"THO complex subunit 2";"THOC2";"nuclear speck, transcription export complex, THO complex part of transcription export complex, THO complex";4;8;0,0597014925373134;0,119402985074627;0,5;0,707106781186548
"379";"Q8TC07";"TBC15_HUMAN";"TBC1 domain family member 15";"TBC1D15";"extracellular region, cytoplasm, mitochondrion";63;9;0,940298507462687;0,134328358208955;7;2,64575131106459
"380";"Q8TEQ6";"GEMI5_HUMAN";"Gem-associated protein 5";"GEMIN5";"SMN-Sm protein complex, nuclear body, SMN complex, cytosol, Gemini of coiled bodies, cytoplasm, nucleoplasm, nucleus";51;7;0,761194029850746;0,104477611940299;7,28571428571429;2,69920623252731
"381";"Q8TEX9";"IPO4_HUMAN";"Importin-4";"IPO4";"cytoplasm, nucleus";77;2;1,14925373134328;0,0298507462686567;38,5;6,20483682299543
"382";"Q8WUM4";"PDC6I_HUMAN";"Programmed cell death 6-interacting protein";"PDCD6IP";"cytosol, cytoplasm, extracellular vesicular exosome, melanosome, immunological synapse, microtubule organizing center";7;59;0,104477611940299;0,880597014925373;0,11864406779661;0,344447481913586
"383";"Q8WXX5";"DNJC9_HUMAN";"DnaJ homolog subfamily C member 9";"DNAJC9";NA;3;25;0,0447761194029851;0,373134328358209;0,12;0,346410161513775
"384";"Q8WYA6";"CTBL1_HUMAN";"Beta-catenin-like protein 1";"CTNNBL1";"Prp19 complex, spliceosomal complex, nucleus";16;4;0,238805970149254;0,0597014925373134;4;2
"385";"Q92499";"DDX1_HUMAN";"ATP-dependent RNA helicase DDX1";"DDX1";"cytoplasmic stress granule, nucleus, ribonucleoprotein complex, cytoplasm, cleavage body, tRNA-splicing ligase complex";5;71;0,0746268656716418;1,05970149253731;0,0704225352112676;0,265372446217138
"386";"Q92522";"H1X_HUMAN";"Histone H1x";"H1FX";"nucleus, nucleolus, nucleosome";5;12;0,0746268656716418;0,17910447761194;0,416666666666667;0,645497224367903
"387";"Q92598";"HS105_HUMAN";"Heat shock protein 105 kDa";"HSPH1";"cytoplasm, nucleus, microtubule, extracellular vesicular exosome, endocytic vesicle lumen, extracellular region";3;62;0,0447761194029851;0,925373134328358;0,0483870967741935;0,21997067253203
"388";"Q92769";"HDAC2_HUMAN";"Histone deacetylase 2";"HDAC2";"heterochromatin, Sin3 complex, NuRD complex, transcription factor complex, cytoplasm, replication fork, ESC/E(Z) complex, nucleus, nucleoplasm";1;15;0,0149253731343284;0,223880597014925;0,0666666666666667;0,258198889747161
"389";"Q92841";"DDX17_HUMAN";"Probable ATP-dependent RNA helicase DDX17";"DDX17";"nucleus, nucleolus";9;75;0,134328358208955;1,11940298507463;0,12;0,346410161513775
"390";"Q92922";"SMRC1_HUMAN";"SWI/SNF complex subunit SMARCC1";"SMARCC1";"SWI/SNF complex, nucleus, WINAC complex, XY body, nBAF complex, npBAF complex";2;13;0,0298507462686567;0,194029850746269;0,153846153846154;0,392232270276368
"391";"Q92945";"FUBP2_HUMAN";"Far upstream element-binding protein 2";"KHSRP";"nucleus, cytoplasmic stress granule, cytosol, nucleoplasm";43;71;0,641791044776119;1,05970149253731;0,605633802816901;0,778224776537538
"392";"Q92973";"TNPO1_HUMAN";"Transportin-1";"TNPO1";"nucleus, cytosol, cytoplasm";93;6;1,38805970149254;0,0895522388059701;15,5;3,93700393700591
"393";"Q93008";"USP9X_HUMAN";"Probable ubiquitin carboxyl-terminal hydrolase FAF-X";"USP9X";"apical part of cell, cytoplasm, cytosol";164;1;2,44776119402985;0,0149253731343284;164;12,8062484748657
"394";"Q96AE4";"FUBP1_HUMAN";"Far upstream element-binding protein 1";"FUBP1";"nucleus";2;41;0,0298507462686567;0,611940298507463;0,0487804878048781;0,220863052149693
"395";"Q96AE4";"FUBP1_HUMAN";"Far upstream element-binding protein 1";"FUBP1";"nucleus";2;41;0,0298507462686567;0,611940298507463;0,0487804878048781;0,220863052149693
"396";"Q96C36";"P5CR2_HUMAN";"Pyrroline-5-carboxylate reductase 2";"PYCR2";"cytoplasm";8;2;0,119402985074627;0,0298507462686567;4;2
"397";"Q96ER3";"SAAL1_HUMAN";"Protein SAAL1";"SAAL1";"extracellular region";21;4;0,313432835820896;0,0597014925373134;5,25;2,29128784747792
"398";"Q96IV0";"NGLY1_HUMAN";"Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase";"NGLY1";"cytoplasm";2;3;0,0298507462686567;0,0447761194029851;0,666666666666667;0,816496580927726
"399";"Q96JH7";"VCIP1_HUMAN";"Deubiquitinating protein VCIP135";"VCPIP1";"endoplasmic reticulum, cytoplasm, Golgi stack";3;4;0,0447761194029851;0,0597014925373134;0,75;0,866025403784439
"400";"Q96P70";"IPO9_HUMAN";"Importin-9";"IPO9";"cytoplasm, nucleus";60;5;0,895522388059702;0,0746268656716418;12;3,46410161513775
"401";"Q99460";"PSMD1_HUMAN";"26S proteasome non-ATPase regulatory subunit 1";"PSMD1";"proteasome regulatory particle, proteasome complex, nucleoplasm, cytosol, proteasome accessory complex";1;55;0,0149253731343284;0,82089552238806;0,0181818181818182;0,134839972492648
"402";"Q99729";"ROAA_HUMAN";"Heterogeneous nuclear ribonucleoprotein A/B";"HNRNPAB";"ribonucleoprotein complex, cytoplasm, nucleus";1;27;0,0149253731343284;0,402985074626866;0,037037037037037;0,192450089729875
"403";"Q99733";"NP1L4_HUMAN";"Nucleosome assembly protein 1-like 4";"NAP1L4";"nucleus, cytoplasm";9;19;0,134328358208955;0,283582089552239;0,473684210526316;0,688247201611685
"404";"Q99832";"TCPH_HUMAN";"T-complex protein 1 subunit eta";"CCT7";"cytoplasm, mitochondrion, zona pellucida receptor complex, microtubule, chaperonin-containing T-complex, cytosol, cell body, extracellular vesicular exosome";34;115;0,507462686567164;1,71641791044776;0,295652173913043;0,543739067856121
"405";"Q9BPX3";"CND3_HUMAN";"Condensin complex subunit 3";"NCAPG";"actin cytoskeleton, nucleus, condensin complex, cytoplasm, centrosome, cytosol";62;24;0,925373134328358;0,358208955223881;2,58333333333333;1,60727512683216
"406";"Q9BQE3";"TBA1C_HUMAN";"Tubulin alpha-1C chain";"TUBA1C";"cytoplasmic microtubule, microtubule";5;1;0,0746268656716418;0,0149253731343284;5;2,23606797749979
"407";"Q9BUF5";"TBB6_HUMAN";"Tubulin beta-6 chain";"TUBB6";"cytoplasm, microtubule, extracellular vesicular exosome";4;9;0,0597014925373134;0,134328358208955;0,444444444444444;0,666666666666667
"408";"Q9BUJ2";"HNRL1_HUMAN";"Heterogeneous nuclear ribonucleoprotein U-like protein 1";"HNRNPUL1";"ribonucleoprotein complex, nucleoplasm, nucleus";3;26;0,0447761194029851;0,388059701492537;0,115384615384615;0,339683110243379
"409";"Q9BV20";"MTNA_HUMAN";"Methylthioribose-1-phosphate isomerase";"MRI1";"cell projection, cytosol, nucleolus, cytoplasm";2;6;0,0298507462686567;0,0895522388059701;0,333333333333333;0,577350269189626
"410";"Q9BV86";"NTM1A_HUMAN";"N-terminal Xaa-Pro-Lys N-methyltransferase 1";"NTMT1";"cytoplasm, nucleus";1;2;0,0149253731343284;0,0298507462686567;0,5;0,707106781186548
"411";"Q9BY32";"ITPA_HUMAN";"Inosine triphosphate pyrophosphatase";"ITPA";"cytosol";4;12;0,0597014925373134;0,17910447761194;0,333333333333333;0,577350269189626
"412";"Q9BZE1";"RM37_HUMAN";"39S ribosomal protein L37, mitochondrial";"MRPL37";"mitochondrion, mitochondrial ribosome";9;7;0,134328358208955;0,104477611940299;1,28571428571429;1,13389341902768
"413";"Q9BZK3";"NACP1_HUMAN";"Putative nascent polypeptide-associated complex subunit alpha-like protein";"NACAP1";NA;1;1;0,0149253731343284;0,0149253731343284;1;1
"414";"Q9GZT3";"SLIRP_HUMAN";"SRA stem-loop-interacting RNA-binding protein, mitochondrial";"SLIRP";"ribonucleoprotein complex, nucleus, mitochondrion";23;2;0,343283582089552;0,0298507462686567;11,5;3,39116499156263
"415";"Q9GZZ1";"NAA50_HUMAN";"N-alpha-acetyltransferase 50";"NAA50";"cytoplasm, extracellular vesicular exosome";1;13;0,0149253731343284;0,194029850746269;0,0769230769230769;0,277350098112615
"416";"Q9H0A0";"NAT10_HUMAN";"N-acetyltransferase 10";"NAT10";"nucleus, nucleolus";2;4;0,0298507462686567;0,0597014925373134;0,5;0,707106781186548
"417";"Q9H845";"ACAD9_HUMAN";"Acyl-CoA dehydrogenase family member 9, mitochondrial";"ACAD9";"dendrite, mitochondrion, nucleus";45;4;0,671641791044776;0,0597014925373134;11,25;3,35410196624968
"418";"Q9H993";"CF211_HUMAN";"UPF0364 protein C6orf211";"C6orf211";NA;71;22;1,05970149253731;0,328358208955224;3,22727272727273;1,79646116776086
"419";"Q9NR56";"MBNL1_HUMAN";"Muscleblind-like protein 1";"MBNL1";"cytoplasmic stress granule, nucleus, cytoplasm";2;7;0,0298507462686567;0,104477611940299;0,285714285714286;0,534522483824849
"420";"Q9NRN7";"ADPPT_HUMAN";"L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase";"AASDHPPT";"cytosol, extracellular vesicular exosome";2;8;0,0298507462686567;0,119402985074627;0,25;0,5
"421";"Q9NRW3";"ABC3C_HUMAN";"Probable DNA dC->dU-editing enzyme APOBEC-3C";"APOBEC3C";"cytoplasm, nucleus";2;3;0,0298507462686567;0,0447761194029851;0,666666666666667;0,816496580927726
"422";"Q9NTI5";"PDS5B_HUMAN";"Sister chromatid cohesion protein PDS5 homolog B";"PDS5B";"chromosome, centromeric region, nucleoplasm, chromatin, chromosome, nucleus, cytosol";1;1;0,0149253731343284;0,0149253731343284;1;1
"423";"Q9NTJ3";"SMC4_HUMAN";"Structural maintenance of chromosomes protein 4";"SMC4";"cytosol, nucleus, cytoplasm, nucleoplasm, condensin complex";5;39;0,0746268656716418;0,582089552238806;0,128205128205128;0,358057437019716
"424";"Q9NUQ9";"FA49B_HUMAN";"Protein FAM49B";"FAM49B";"cilium, extracellular vesicular exosome";8;57;0,119402985074627;0,850746268656716;0,140350877192982;0,374634324632678
"425";"Q9NW13";"RBM28_HUMAN";"RNA-binding protein 28";"RBM28";"nucleolus, spliceosomal complex";4;4;0,0597014925373134;0,0597014925373134;1;1
"426";"Q9NX58";"LYAR_HUMAN";"Cell growth-regulating nucleolar protein";"LYAR";"nucleolus, nucleus";14;20;0,208955223880597;0,298507462686567;0,7;0,836660026534076
"427";"Q9NY65";"TBA8_HUMAN";"Tubulin alpha-8 chain";"TUBA8";"microtubule, cytoplasm";0;0;0;0;NA;NA
"428";"Q9P258";"RCC2_HUMAN";"Protein RCC2";"RCC2";"cytosol, microtubule, midbody, nucleolus, mitotic spindle midzone, chromosome, centromeric core region";3;50;0,0447761194029851;0,746268656716418;0,06;0,244948974278318
"429";"Q9P2J5";"SYLC_HUMAN";"Leucine--tRNA ligase, cytoplasmic";"LARS";"nucleus, cytosol, cytoplasm";31;69;0,462686567164179;1,02985074626866;0,449275362318841;0,670280062599836
"430";"Q9P2R7";"SUCB1_HUMAN";"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial";"SUCLA2";"extracellular vesicular exosome, mitochondrial matrix, mitochondrion";1;9;0,0149253731343284;0,134328358208955;0,111111111111111;0,333333333333333
"431";"Q9UBQ5";"EIF3K_HUMAN";"Eukaryotic translation initiation factor 3 subunit K";"EIF3K";"cytosol, eukaryotic 43S preinitiation complex, eukaryotic translation initiation factor 3 complex, eukaryotic 48S preinitiation complex, nucleus";4;12;0,0597014925373134;0,17910447761194;0,333333333333333;0,577350269189626
"432";"Q9UBS4";"DJB11_HUMAN";"DnaJ homolog subfamily B member 11";"DNAJB11";"nucleus, endoplasmic reticulum lumen, endoplasmic reticulum";8;10;0,119402985074627;0,149253731343284;0,8;0,894427190999916
"433";"Q9UHB9";"SRP68_HUMAN";"Signal recognition particle 68 kDa protein";"SRP68";"signal recognition particle, endoplasmic reticulum targeting, cytosol, ribosome, endoplasmic reticulum, nucleolus";12;32;0,17910447761194;0,477611940298507;0,375;0,612372435695794
"434";"Q9UII2";"ATIF1_HUMAN";"ATPase inhibitor, mitochondrial";"ATPIF1";"mitochondrion, cell surface";21;15;0,313432835820896;0,223880597014925;1,4;1,18321595661992
"435";"Q9UKT5";"FBX4_HUMAN";"F-box only protein 4";"FBXO4";"SCF ubiquitin ligase complex, ubiquitin ligase complex, cytoplasm";3;2;0,0447761194029851;0,0298507462686567;1,5;1,22474487139159
"436";"Q9UNM6";"PSD13_HUMAN";"26S proteasome non-ATPase regulatory subunit 13";"PSMD13";"nucleoplasm, proteasome regulatory particle, proteasome complex, cytosol, proteasome accessory complex";4;51;0,0597014925373134;0,761194029850746;0,0784313725490196;0,280056016805602
"437";"Q9UQ35";"SRRM2_HUMAN";"Serine/arginine repetitive matrix protein 2";"SRRM2";"Cajal body, catalytic step 2 spliceosome, nuclear speck, nucleus";5;46;0,0746268656716418;0,686567164179104;0,108695652173913;0,329690236697893
"438";"Q9UQ80";"PA2G4_HUMAN";"Proliferation-associated protein 2G4";"PA2G4";"nucleolus, ribonucleoprotein complex, cytoplasm, extracellular vesicular exosome, nucleus";24;86;0,358208955223881;1,28358208955224;0,27906976744186;0,528270543795374
"439";"Q9Y263";"PLAP_HUMAN";"Phospholipase A-2-activating protein";"PLAA";"extracellular vesicular exosome";36;6;0,537313432835821;0,0895522388059701;6;2,44948974278318
"440";"Q9Y285";"SYFA_HUMAN";"Phenylalanine--tRNA ligase alpha subunit";"FARSA";"cytosol, cytoplasm";14;20;0,208955223880597;0,298507462686567;0,7;0,836660026534076
"441";"Q9Y305";"ACOT9_HUMAN";"Acyl-coenzyme A thioesterase 9, mitochondrial";"ACOT9";"mitochondrion";21;8;0,313432835820896;0,119402985074627;2,625;1,62018517460197
"442";"Q9Y3B7";"RM11_HUMAN";"39S ribosomal protein L11, mitochondrial";"MRPL11";"mitochondrial ribosome";19;1;0,283582089552239;0,0149253731343284;19;4,35889894354067
"443";"Q9Y3U8";"RL36_HUMAN";"60S ribosomal protein L36";"RPL36";"cytosol, cytoplasm, nucleolus, cytosolic large ribosomal subunit";7;17;0,104477611940299;0,253731343283582;0,411764705882353;0,641688947919748
"444";"Q9Y4L1";"HYOU1_HUMAN";"Hypoxia up-regulated protein 1";"HYOU1";"endoplasmic reticulum lumen, endoplasmic reticulum, endocytic vesicle lumen, extracellular region, extracellular vesicular exosome";6;62;0,0895522388059701;0,925373134328358;0,0967741935483871;0,311085508419128
"445";"Q9Y4P3";"TBL2_HUMAN";"Transducin beta-like protein 2";"TBL2";NA;10;2;0,149253731343284;0,0298507462686567;5;2,23606797749979
"446";"Q9Y5A9";"YTHD2_HUMAN";"YTH domain family protein 2";"YTHDF2";"cytoplasmic mRNA processing body";4;9;0,0597014925373134;0,134328358208955;0,444444444444444;0,666666666666667
"447";"Q9Y5K5";"UCHL5_HUMAN";"Ubiquitin carboxyl-terminal hydrolase isozyme L5";"UCHL5";"nucleus, proteasome complex, Ino80 complex, cytosol";23;2;0,343283582089552;0,0298507462686567;11,5;3,39116499156263
"448";"Q9Y6E2";"BZW2_HUMAN";"Basic leucine zipper and W2 domain-containing protein 2";"BZW2";NA;17;9;0,253731343283582;0,134328358208955;1,88888888888889;1,37436854187255
"449";"Q9Y6M1";"IF2B2_HUMAN";"Insulin-like growth factor 2 mRNA-binding protein 2";"IGF2BP2";"cytosol, cytoplasm, cytoskeleton, nucleus";14;13;0,208955223880597;0,194029850746269;1,07692307692308;1,03774904332554
