"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5572"	"spectra.count.P5572"	"dNSAF.P5572"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"P32119-1"	"P32119-1"	"PRDX2_HUMAN"	"Peroxiredoxin-2"	"PRDX2"	3	5	0.00215339038749514	3	5	0	2	"removal of superoxide radicals;negative regulation of neuron apoptotic process;negative regulation of apoptotic process;hydrogen peroxide catabolic process"	"cytosol;cytoplasm"	"thioredoxin peroxidase activity"
"P34897-1,P34897-3"	"P34897-[1,3]"	"GLYM_HUMAN"	"Serine hydroxymethyltransferase, mitochondrial"	"SHMT2"	9	12	0.000926894123313125	9	12	0	0	"L-serine biosynthetic process;tetrahydrofolate interconversion;protein homotetramerization;one-carbon metabolic process;positive regulation of cell proliferation;glycine biosynthetic process from serine"	"mitochondrial nucleoid;mitochondrial inner membrane;microtubule cytoskeleton;mitochondrial intermembrane space"	"chromatin binding;L-allo-threonine aldolase activity;pyridoxal phosphate binding;amino acid binding;glycine hydroxymethyltransferase activity"
"P36507"	"P36507"	"MP2K2_HUMAN"	"Dual specificity mitogen-activated protein kinase kinase 2"	"MAP2K2"	1	1	0.000389295531791512	1	1	0.000492933926570487	2	"toll-like receptor 9 signaling pathway;peptidyl-serine autophosphorylation;toll-like receptor 4 signaling pathway;toll-like receptor 5 signaling pathway;toll-like receptor TLR6:TLR2 signaling pathway;neurotrophin TRK receptor signaling pathway;epidermal growth factor receptor signaling pathway;toll-like receptor 10 signaling pathway;insulin receptor signaling pathway;regulation of early endosome to late endosome transport;activation of MAPKK activity;fibroblast growth factor receptor signaling pathway;toll-like receptor TLR1:TLR2 signaling pathway;TRIF-dependent toll-like receptor signaling pathway;axon guidance;Fc-epsilon receptor signaling pathway;regulation of stress-activated MAPK cascade;toll-like receptor 3 signaling pathway;Ras protein signal transduction;positive regulation of cell motility;toll-like receptor 2 signaling pathway;innate immune response;MyD88-dependent toll-like receptor signaling pathway;stress-activated MAPK cascade;ERK1 and ERK2 cascade;regulation of Golgi inheritance"	"cell cortex;microtubule;perinuclear region of cytoplasm;extracellular region;internal side of plasma membrane;cytosol;endoplasmic reticulum;cell-cell junction;late endosome;peroxisomal membrane;mitochondrion;nucleus;Golgi apparatus;focal adhesion;early endosome"	"protein serine/threonine kinase activator activity;PDZ domain binding;ATP binding;MAP kinase kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity"
"P38159-1"	"P38159-1"	"RBMX_HUMAN"	"RNA-binding motif protein, X chromosome"	"RBMX"	10	14	0.00278779408955559	10	14	0	0	"protein homooligomerization;cellular response to interleukin-1;negative regulation of mRNA splicing;membrane protein ectodomain proteolysis;positive regulation of transcription from RNA polymerase II promoter;positive regulation of mRNA splicing;mRNA splice site selection;regulation of alternative mRNA splicing;transcription from RNA polymerase II promoter;mRNA splicing"	"catalytic step 2 spliceosome;nuclear euchromatin;extracellular vesicular exosome;supraspliceosomal complex;nucleoplasm"	"chromatin binding;core promoter binding;nucleotide binding;single-stranded RNA binding;mRNA binding"
"P38606"	"P38606"	"VATA_HUMAN"	"V-type proton ATPase catalytic subunit A"	"ATP6V1A"	1	2	0.00025237959921654	1	2	0.000319568185783135	0	"transmembrane transport;insulin receptor signaling pathway;phagosome maturation;ATP hydrolysis coupled proton transport;transferrin transport;cellular iron ion homeostasis;interaction with host"	"microvillus;proton-transporting two-sector ATPase complex;apical plasma membrane;cytosol;proton-transporting V-type ATPase;integral to plasma membrane;mitochondrion"	"ATP binding;proton-transporting ATPase activity"
"P38919"	"P38919"	"IF4A3_HUMAN"	"Eukaryotic initiation factor 4A-III"	"EIF4A3"	1	1	0.000210486905537449	1	1	0.000266522804309536	3	"rRNA processing;cytokine-mediated signaling pathway;nuclear-transcribed mRNA poly(A) tail shortening;negative regulation of translation;positive regulation of translation;mRNA splicing;nuclear-transcribed mRNA catabolic process;mRNA transport"	"nuclear speck;cytosol;exon-exon junction complex;catalytic step 2 spliceosome"	"ATP-dependent RNA helicase activity;ATP binding;poly(A) RNA binding"
"P39023"	"P39023"	"RL3_HUMAN"	"60S ribosomal protein L3"	"RPL3"	1	1	0.000193198775082636	1	1	0.00024463222162307	0	"cellular response to interleukin-4;translational initiation;SRP-dependent cotranslational protein targeting to membrane;translational termination;translational elongation;viral transcription;nuclear-transcribed mRNA catabolic process"	"nucleolus;cytosolic large ribosomal subunit"	"structural constituent of ribosome;RNA binding"
"P41091"	"P41091"	"IF2G_HUMAN"	"Eukaryotic translation initiation factor 2 subunit 3"	"EIF2S3"	3	4	0.000659822935239851	3	4	0.000835481231475401	0	""	"cytosol"	"GTPase activity;translation initiation factor activity;GTP binding"
"P42331-1,P42331-3,P42331-4"	"P42331-[1,3,4]"	"RHG25_HUMAN"	"Rho GTPase-activating protein 25"	"ARHGAP25"	1	1	4.02372642678566e-05	1	1	0	0	"small GTPase mediated signal transduction;positive regulation of GTPase activity;regulation of small GTPase mediated signal transduction"	"cytosol"	"GTPase activator activity;phospholipid binding"
"P42765"	"P42765"	"THIM_HUMAN"	"3-ketoacyl-CoA thiolase, mitochondrial"	"ACAA2"	1	1	0.000196118655814364	1	1	0.000248329434040547	0	"negative regulation of mitochondrial outer membrane permeabilization;cholesterol biosynthetic process;fatty acid metabolic process"	"mitochondrion;mitochondrial inner membrane"	"acetyl-CoA C-acyltransferase activity"
"P43034-1"	"P43034-1"	"LIS1_HUMAN"	"Platelet-activating factor acetylhydrolase IB subunit alpha"	"PAFAH1B1"	1	1	0.000189900259410494	1	1	0	0	"positive regulation of cytokine-mediated signaling pathway;hippocampus development;adult locomotory behavior;regulation of Rho GTPase activity;mitosis;negative regulation of neuron projection development;neuroblast proliferation;negative regulation of JNK cascade;layer formation in cerebral cortex;neuromuscular process controlling balance;cerebral cortex neuron differentiation;retrograde axon cargo transport;platelet activating factor metabolic process;lipid catabolic process;microtubule organizing center organization;learning or memory;synaptic transmission;establishment of centrosome localization;osteoclast development;corpus callosum morphogenesis;brain morphogenesis;ameboidal cell migration;nuclear envelope disassembly;nuclear migration;actin cytoskeleton organization;protein secretion;neuron migration;stem cell division;acrosome assembly;establishment of mitotic spindle orientation;vesicle transport along microtubule;positive regulation of axon extension;positive regulation of mitotic cell cycle;G2/M transition of mitotic cell cycle"	"cell leading edge;microtubule associated complex;cytosol;cell cortex;neuronal cell body;nuclear membrane;astral microtubule;kinetochore;motile primary cilium;perinuclear region of cytoplasm;vesicle;growth cone;kinesin complex;centrosome;nuclear envelope"	"dynactin binding;microtubule binding;protein homodimerization activity;heparin binding;dynein binding;phosphoprotein binding;phospholipase binding"
"P47985"	"P47985"	"UCRI_HUMAN"	"Cytochrome b-c1 complex subunit Rieske, mitochondrial"	"UQCRFS1"	7	10	0.00284157322475556	7	10	0.00359805785817873	0	"response to hormone stimulus;respiratory electron transport chain;response to drug;response to antibiotic;small molecule metabolic process"	"mitochondrial respiratory chain complex III;integral to membrane"	"metal ion binding;2 iron;ubiquinol-cytochrome-c reductase activity"
"P48059-1,P48059-2,P48059-3,P48059-4,P48059-5"	"P48059-[1-5]"	"LIMS1_HUMAN"	"LIM and senescent cell antigen-like-containing domain protein 1"	"LIMS1"	1	1	4.79132962204938e-05	1	1	0	0	"cellular response to transforming growth factor beta stimulus;negative regulation of transcription;cell aging;cell junction assembly"	"perinuclear region of cytoplasm;focal adhesion;cytosol;plasma membrane"	"zinc ion binding"
"P49368-1"	"P49368-1"	"TCPG_HUMAN"	"T-complex protein 1 subunit gamma"	"CCT3"	8	13	0.00185718969295033	8	13	0	0	"'de novo' posttranslational protein folding;binding of sperm to zona pellucida"	"zona pellucida receptor complex;chaperonin-containing T-complex;cytosol;plasma membrane;microtubule"	"unfolded protein binding;ATP binding"
"P49588"	"P49588"	"SYAC_HUMAN"	"Alanine--tRNA ligase, cytoplasmic"	"AARS"	1	1	8.04329611139488e-05	1	1	0.000101845852597208	0	"cerebellar Purkinje cell layer development;hair follicle development;neuromuscular process controlling balance;alanyl-tRNA aminoacylation;negative regulation of neuron apoptotic process;response to amino acid stimulus;tRNA modification;tRNA processing;protein folding;endoplasmic reticulum unfolded protein response"	"cytosol"	"alanine-tRNA ligase activity;metal ion binding;amino acid binding;ATP binding;tRNA binding;aminoacyl-tRNA editing activity"
"P50213-1,P50213-2"	"P50213-[1,2]"	"IDH3A_HUMAN"	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial"	"IDH3A"	1	1	0.000106364899396588	1	1	0	0	"tricarboxylic acid cycle;carbohydrate metabolic process;small molecule metabolic process"	"mitochondrial matrix"	"magnesium ion binding;isocitrate dehydrogenase (NAD+) activity;NAD binding"
"P50502,Q8IZP2"	"P50502, Q8IZP2"	"F10A1_HUMAN, ST134_HUMAN"	"Hsc70-interacting protein, Putative protein FAM10A4"	"ST13, ST13P4"	3	5	0.000639237326422845	3	5	0.000809415314565659	0	"protein folding;negative regulation of protein refolding;protein homooligomerization;chaperone cofactor-dependent protein refolding"	"cytoplasm;cytosol;protein complex"	"protein binding;dATP binding"
"P54105"	"P54105"	"ICLN_HUMAN"	"Methylosome subunit pICln"	"CLNS1A"	1	1	0.000328519436110981	1	1	0.000415977997105896	0	"chloride transport;cell volume homeostasis;blood circulation;spliceosomal snRNP assembly;transport;ncRNA metabolic process"	"nucleus;plasma membrane;cytosol;cytoskeleton"	""
"P55036-1"	"P55036-1"	"PSMD4_HUMAN"	"26S proteasome non-ATPase regulatory subunit 4"	"PSMD4"	3	5	0.00103261414268306	3	5	0	0	"negative regulation of apoptotic process;protein polyubiquitination;G1/S transition of mitotic cell cycle;anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process;small molecule metabolic process;negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;DNA damage response;viral process;antigen processing and presentation of exogenous peptide antigen via MHC class I;positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;regulation of cellular amino acid metabolic process;mRNA metabolic process;apoptotic process;gene expression"	"cytosol;proteasome accessory complex;proteasome regulatory particle;nucleoplasm"	""
"P55795"	"P55795"	"HNRH2_HUMAN"	"Heterogeneous nuclear ribonucleoprotein H2"	"HNRNPH2"	1	1	0.000767939006397511	1	1	0.000972380001507164	9	"mRNA splicing"	"nucleoplasm;cytoplasm;actin cytoskeleton;ribonucleoprotein complex"	"nucleotide binding;RNA binding"
"P55809"	"P55809"	"SCOT1_HUMAN"	"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial"	"OXCT1"	1	2	0.000299458101378086	1	2	0.000379179943515759	0	"adipose tissue development;cellular lipid metabolic process;response to starvation;heart development;cellular response to glucose stimulus;response to drug;response to activity;response to nutrient;brain development;response to hormone stimulus;cellular response to acid;positive regulation of insulin secretion;response to ethanol;ketone catabolic process;ketone body catabolic process"	"mitochondrial matrix"	"protein homodimerization activity;3-oxoacid CoA-transferase activity"
"P55854,P61956-1,P61956-2,Q6EEV6"	"P55854, P61956-[1,2], Q6EEV6"	"SUMO2_HUMAN, SUMO3_HUMAN, SUMO4_HUMAN"	"Small ubiquitin-related modifier 2, Small ubiquitin-related modifier 3, Small ubiquitin-related modifier 4"	"SUMO2, SUMO3, SUMO4"	1	1	0.000200667799892532	1	1	0.000497913057141906	0	"positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process;protein sumoylation;protein localization to nucleus;positive regulation of proteasomal ubiquitin-dependent protein catabolic process"	"nuclear body;kinetochore;nucleoplasm;cytoplasm;PML body;nucleus"	"SUMO ligase activity"
"P61019-1,P61019-2"	"P61019-[1,2]"	"RAB2A_HUMAN"	"Ras-related protein Rab-2A"	"RAB2A"	1	1	0.000183629967826185	1	1	0	0	"ER to Golgi vesicle-mediated transport;protein transport;small GTPase mediated signal transduction;mitotic cell cycle"	"melanosome;Golgi membrane;endoplasmic reticulum membrane;endoplasmic reticulum-Golgi intermediate compartment membrane"	"GTPase activity;GDP binding;GTP binding"
"P62136-1"	"P62136-1"	"PP1A_HUMAN"	"Serine/threonine-protein phosphatase PP1-alpha catalytic subunit"	"PPP1CA"	4	4	0.000943746743737	4	4	0	0	"regulation of glycogen catabolic process;negative regulation of transforming growth factor beta receptor signaling pathway;small molecule metabolic process;glycogen metabolic process;cell cycle;transforming growth factor beta receptor signaling pathway;triglyceride catabolic process;cell division;lung development;protein dephosphorylation;regulation of glycogen biosynthetic process;branching morphogenesis of an epithelial tube"	"nucleolus;protein phosphatase type 1 complex;perikaryon;cytosol;glycogen granule;PTW/PP1 phosphatase complex;MLL5-L complex;dendritic spine"	"protein serine/threonine phosphatase activity;metal ion binding;ribonucleoprotein complex binding"
"P62191"	"P62191"	"PRS4_HUMAN"	"26S protease regulatory subunit 4"	"PSMC1"	1	2	0.000495467040461925	1	2	0.000627370451998801	2	"apoptotic process;G1/S transition of mitotic cell cycle;DNA damage response;regulation of cellular amino acid metabolic process;negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;protein polyubiquitination;gene expression;viral process;mRNA metabolic process;antigen processing and presentation of exogenous peptide antigen via MHC class I;anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process;positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;negative regulation of apoptotic process"	"cytosol;proteasome accessory complex;nucleoplasm"	"ATPase activity;ATP binding"
"P62273-1"	"P62273-1"	"RS29_HUMAN"	"40S ribosomal protein S29"	"RPS29"	4	7	0.00973238829478781	4	7	0	0	"viral transcription;SRP-dependent cotranslational protein targeting to membrane;translational elongation;translational termination;translational initiation;nuclear-transcribed mRNA catabolic process"	"cytosolic small ribosomal subunit"	"zinc ion binding;structural constituent of ribosome"
"P62333"	"P62333"	"PRS10_HUMAN"	"26S protease regulatory subunit 10B"	"PSMC6"	1	1	0.000200151944365816	1	1	0.000253436466103078	0	"negative regulation of apoptotic process;positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;mRNA metabolic process;apoptotic process;DNA damage response;protein polyubiquitination;anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process;antigen processing and presentation of exogenous peptide antigen via MHC class I;viral process;negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;G1/S transition of mitotic cell cycle;gene expression;regulation of cellular amino acid metabolic process"	"cytosol;plasma membrane;proteasome accessory complex;nucleoplasm"	"protein binding;ATPase activity;ATP binding"
"P62873"	"P62873"	"GBB1_HUMAN"	"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1"	"GNB1"	5	9	0.00206097634477859	5	9	0.00260965019949081	0	"adenylate cyclase-activating dopamine receptor signaling pathway;cardiac muscle cell apoptotic process;cellular response to prostaglandin E stimulus;regulation of rhodopsin mediated signaling pathway;cellular response to hypoxia;energy reserve metabolic process;sensory perception of taste;synaptic transmission;retina development in camera-type eye;cell proliferation;phospholipase C-activating G-protein coupled receptor signaling pathway;cellular response to catecholamine stimulus;cellular response to glucagon stimulus;elevation of cytosolic calcium ion concentration;Ras protein signal transduction;G-protein coupled acetylcholine receptor signaling pathway;rhodopsin mediated signaling pathway;platelet activation"	"cell body;photoreceptor disc membrane;heterotrimeric G-protein complex;dendrite;photoreceptor outer segment membrane;photoreceptor inner segment"	"signal transducer activity;GTPase activity"
"P63162"	"P63162"	"RSMN_HUMAN"	"Small nuclear ribonucleoprotein-associated protein N"	"SNRPN"	4	6	0.00194647765895756	4	6	0.00246466963285243	0	"response to hormone stimulus;RNA splicing"	"spliceosomal complex;U1 snRNP;small nuclear ribonucleoprotein complex;U2 snRNP"	"RNA binding"
"P63241-1,P63241-2,Q9GZV4"	"P63241-[1,2], Q9GZV4"	"IF5A1_HUMAN, IF5A2_HUMAN"	"Eukaryotic translation initiation factor 5A-1, Eukaryotic translation initiation factor 5A-2"	"EIF5A, EIF5A2"	4	7	0.00118224239589613	4	7	0.00451050651763844	0	"positive regulation of translational termination;apoptotic process;post-translational protein modification;mRNA export from nucleus;translational frameshifting;protein export from nucleus;peptidyl-lysine modification to hypusine;positive regulation of cell proliferation;positive regulation of translational elongation;mRNA transport;spermatogenesis;protein transport;polyamine homeostasis"	"annulate lamellae;cytosol;nuclear pore;endoplasmic reticulum membrane"	"translation elongation factor activity;U6 snRNA binding;ribosome binding"
"P68366"	"P68366"	"TBA4A_HUMAN"	"Tubulin alpha-4A chain"	"TUBA4A"	1	2	0.00217240810151514	1	2	0.00275074735809423	19	"platelet activation;'de novo' posttranslational protein folding;G2/M transition of mitotic cell cycle;protein polymerization;microtubule-based process;platelet degranulation"	"extracellular region;microtubule;cytosol"	"structural constituent of cytoskeleton;GTP binding;GTPase activity"
"P68371"	"P68371"	"TBB4B_HUMAN"	"Tubulin beta-4B chain"	"TUBB4B"	1	2	0.00207684100471354	1	2	0.00262973835482989	58	"protein polymerization;G2/M transition of mitotic cell cycle;natural killer cell mediated cytotoxicity;spindle assembly;'de novo' posttranslational protein folding;cellular component movement"	"microtubule;cytosol;nucleus;plasma membrane"	"GTP binding;MHC class I protein binding;unfolded protein binding;structural constituent of cytoskeleton;GTPase activity"
"P78371-1"	"P78371-1"	"TCPB_HUMAN"	"T-complex protein 1 subunit beta"	"CCT2"	12	21	0.00305615183836327	12	21	0	0	"chaperone-mediated protein complex assembly;binding of sperm to zona pellucida;'de novo' posttranslational protein folding"	"nucleus;zona pellucida receptor complex;cytosol;microtubule;chaperonin-containing T-complex"	"unfolded protein binding;ATP binding"
"Q00537-1,Q00537-2"	"Q00537-[1,2]"	"CDK17_HUMAN"	"Cyclin-dependent kinase 17"	"CDK17"	1	1	0.000104209128969047	1	1	0	2	""	""	"cyclin-dependent protein serine/threonine kinase activity;protein kinase activity;ATP binding"
"Q02750-1,Q02750-2"	"Q02750-[1,2]"	"MP2K1_HUMAN"	"Dual specificity mitogen-activated protein kinase kinase 1"	"MAP2K1"	1	1	0.000198114774448607	1	1	0	2	"neurotrophin TRK receptor signaling pathway;response to oxidative stress;response to glucocorticoid stimulus;insulin receptor signaling pathway;labyrinthine layer development;positive regulation of cell differentiation;mitosis;regulation of early endosome to late endosome transport;negative regulation of homotypic cell-cell adhesion;toll-like receptor TLR6:TLR2 signaling pathway;toll-like receptor 2 signaling pathway;positive regulation of Ras protein signal transduction;toll-like receptor TLR1:TLR2 signaling pathway;activation of MAPKK activity;cell cycle arrest;vesicle transport along microtubule;fibroblast growth factor receptor signaling pathway;Ras protein signal transduction;placenta blood vessel development;negative regulation of cell proliferation;positive regulation of cell migration;positive regulation of Ras GTPase activity;cell proliferation;toll-like receptor 10 signaling pathway;melanosome transport;axon guidance;MyD88-dependent toll-like receptor signaling pathway;cell motility;TRIF-dependent toll-like receptor signaling pathway;toll-like receptor 9 signaling pathway;toll-like receptor 4 signaling pathway;positive regulation of transcription elongation from RNA polymerase II promoter;stress-activated MAPK cascade;keratinocyte differentiation;toll-like receptor 5 signaling pathway;Golgi inheritance;epidermal growth factor receptor signaling pathway;regulation of Golgi inheritance;protein heterooligomerization;cellular senescence;regulation of stress-activated MAPK cascade;response to axon injury;innate immune response;toll-like receptor 3 signaling pathway;Fc-epsilon receptor signaling pathway;regulation of vascular smooth muscle contraction"	"dendrite cytoplasm;plasma membrane;mitochondrion;Golgi apparatus;perinuclear region of cytoplasm;perikaryon;spindle pole body;cytosol;cell cortex;nucleus;early endosome;focal adhesion;late endosome"	"ATP binding;protein serine/threonine kinase activator activity;protein serine/threonine kinase activity;receptor signaling protein tyrosine phosphatase activity;MAP kinase kinase activity;protein tyrosine kinase activity"
"Q13263-1"	"Q13263-1"	"TIF1B_HUMAN"	"Transcription intermediary factor 1-beta"	"TRIM28"	15	31	0.0028905776013262	15	31	0	0	"negative regulation of transcription;convergent extension involved in axis elongation;positive regulation of DNA repair;transcription initiation from RNA polymerase II promoter;DNA repair;protein sumoylation;epithelial to mesenchymal transition;protein autophosphorylation;negative regulation of transcription from RNA polymerase II promoter;positive regulation of transcription;protein oligomerization;embryonic placenta morphogenesis"	"nucleoplasm;nuclear heterochromatin;nuclear euchromatin"	"sequence-specific DNA binding;ubiquitin-protein ligase activity;protein kinase activity;ubiquitin protein ligase binding;transcription corepressor activity;DNA binding;sequence-specific DNA binding transcription factor activity;zinc ion binding;transcription coactivator activity"
"Q15006"	"Q15006"	"EMC2_HUMAN"	"ER membrane protein complex subunit 2"	"EMC2"	1	1	0.000262151873260278	1	1	0.000331942038094604	0	""	"ER membrane protein complex;mitochondrion;nucleus"	""
"Q15427"	"Q15427"	"SF3B4_HUMAN"	"Splicing factor 3B subunit 4"	"SF3B4"	1	1	0.000183629967826185	1	1	0.000232516003099286	0	"mRNA splicing"	"U12-type spliceosomal complex;nucleoplasm"	"RNA binding;nucleotide binding"
"Q15717"	"Q15717"	"ELAV1_HUMAN"	"ELAV-like protein 1"	"ELAVL1"	1	1	0.00023883161459602	1	1	0.000302413451883734	0	"positive regulation of translation;mRNA metabolic process;gene expression;3'-UTR-mediated mRNA stabilization;multicellular organismal development"	"nucleoplasm;cytosol"	"nucleotide binding;mRNA 3'-UTR AU-rich region binding"
"Q16181-1,Q16181-2"	"Q16181-[1,2]"	"SEPT7_HUMAN"	"Septin-7"	"SEPT7"	1	1	0.000133625468578322	1	1	0	2	"cilium morphogenesis;regulation of embryonic cell shape;protein heterooligomerization;mitosis;cytokinesis"	"midbody;cleavage furrow;microtubule cytoskeleton;plasma membrane;cilium axoneme;septin complex;condensed chromosome kinetochore;stress fiber;synapse;nucleolus;spindle;axon terminus"	"GTP binding;structural molecule activity"
"Q16630-1,Q16630-2,Q16630-3"	"Q16630-[1-3]"	"CPSF6_HUMAN"	"Cleavage and polyadenylation specificity factor subunit 6"	"CPSF6"	1	1	4.71016977364201e-05	1	1	0	0	"protein tetramerization;mRNA polyadenylation"	"ribonucleoprotein complex;paraspeckles;mRNA cleavage factor complex"	"nucleotide binding;mRNA binding"
"Q16891-1,Q16891-2"	"Q16891-[1,2]"	"IMMT_HUMAN"	"Mitochondrial inner membrane protein"	"IMMT"	17	22	0.00112988149068777	17	22	0	0	"response to cold;mitochondrial calcium ion homeostasis"	"mitochondrial inner membrane;integral to membrane"	""
"Q58FF8"	"Q58FF8"	"H90B2_HUMAN"	"Putative heat shock protein HSP 90-beta 2"	"HSP90AB2P"	1	1	0.000252111393691297	1	1	0.000319228578487677	9	"response to stress;protein folding"	"cytoplasm"	"ATP binding"
"Q6P2E9-1"	"Q6P2E9-1"	"EDC4_HUMAN"	"Enhancer of mRNA-decapping protein 4"	"EDC4"	6	7	0.000389017662032917	6	7	0	0	"gene expression;exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay"	"cytosol;nucleus;cytoplasmic mRNA processing body"	""
"Q7L7X3-1,Q7L7X3-3,Q9H2K8"	"Q7L7X3-[1,3], Q9H2K8"	"TAOK1_HUMAN, TAOK3_HUMAN"	"Serine/threonine-protein kinase TAO1, Serine/threonine-protein kinase TAO3"	"TAOK1, TAOK3"	1	1	2.68479677097595e-05	1	1	0.000109784838879841	0	"positive regulation of JNK cascade;execution phase of apoptosis;mitotic cell cycle;DNA repair;regulation of cytoskeleton organization;G2 DNA damage checkpoint;MAPK cascade;protein autophosphorylation;positive regulation of JUN kinase activity;negative regulation of JNK cascade"	"cytosol;mitochondrion;plasma membrane"	"protein serine/threonine kinase activity;ATP binding;protein kinase inhibitor activity"
"Q7Z5L9-1,Q7Z5L9-2"	"Q7Z5L9-[1,2]"	"I2BP2_HUMAN"	"Interferon regulatory factor 2-binding protein 2"	"IRF2BP2"	1	1	6.63195113784518e-05	1	1	0	0	"regulation of transcription;transcription"	"cytoplasm;nucleus"	"metal ion binding"
"Q8IUE6"	"Q8IUE6"	"H2A2B_HUMAN"	"Histone H2A type 2-B"	"HIST2H2AB"	1	1	0.00161246669972816	1	1	0.00204173815739255	22	"nucleosome assembly"	"nucleus;nucleosome"	"DNA binding"
"Q8IXM2-1,Q8IXM2-2"	"Q8IXM2-[1,2]"	"BAP18_HUMAN"	"Chromatin complexes subunit BAP18"	"BAP18"	1	2	0.000452669223013386	1	2	0	0	"chromatin modification"	"NURF complex;MLL1 complex"	"DNA binding;chromatin binding"
"Q8N1F7-1"	"Q8N1F7-1"	"NUP93_HUMAN"	"Nuclear pore complex protein Nup93"	"NUP93"	2	4	0.000380264255718205	2	4	0	0	"small molecule metabolic process;viral process;transmembrane transport;mitotic nuclear envelope disassembly;carbohydrate metabolic process;regulation of glucose transport;cytokine-mediated signaling pathway;protein transport;glucose transport;mRNA transport;nuclear pore complex assembly"	"nuclear membrane;nuclear pore;nuclear periphery"	"structural constituent of nuclear pore"
"Q8N983-4"	"Q8N983-4"	"RM43_HUMAN"	"39S ribosomal protein L43, mitochondrial"	"MRPL43"	3	3	0.00108640613523213	3	3	0	0	"translation"	"mitochondrial ribosome"	"structural constituent of ribosome"
"Q8NCA5-1,Q8NCA5-2"	"Q8NCA5-[1,2]"	"FA98A_HUMAN"	"Protein FAM98A"	"FAM98A"	1	1	7.50087729848771e-05	1	1	0	0	""	""	""
"Q8WW12-1"	"Q8WW12-1"	"PCNP_HUMAN"	"PEST proteolytic signal-containing nuclear protein"	"PCNP"	3	4	0.00174964283951241	3	4	0	0	"protein ubiquitination;cell cycle;proteasomal ubiquitin-dependent protein catabolic process"	"nucleus"	""
"Q92820"	"Q92820"	"GGH_HUMAN"	"Gamma-glutamyl hydrolase"	"GGH"	1	1	0.00024483995710158	1	1	0.000310021337465715	0	"response to insulin stimulus;response to ethanol;glutamine metabolic process;response to zinc ion;response to drug"	"extracellular space;lysosome;melanosome;cytosol"	"gamma-glutamyl-peptidase activity"
"Q92841-4"	"Q92841-4"	"DDX17_HUMAN"	"Probable ATP-dependent RNA helicase DDX17"	"DDX17"	11	15	0.00213535606455695	11	15	0	14	"regulation of skeletal muscle cell differentiation;transcription;RNA processing;positive regulation of intracellular estrogen receptor signaling pathway;positive regulation of transcription from RNA polymerase II promoter"	"nucleus;nucleolus"	"RNA helicase activity;ATP binding;estrogen receptor binding;ATP-dependent helicase activity;RNA-dependent ATPase activity;RNA binding;transcription coactivator activity"
"Q95604"	"Q95604"	"1C17_HUMAN"	"HLA class I histocompatibility antigen, Cw-17 alpha chain"	"HLA-C"	1	1	0.000446503835746537	1	1	0.000565372245528873	6	"regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;modulation by virus of host morphology or physiology;positive regulation of T cell mediated cytotoxicity;interferon-gamma-mediated signaling pathway"	"MHC class I protein complex;ER to Golgi transport vesicle membrane;phagocytic vesicle membrane;plasma membrane;Golgi membrane;integral to lumenal side of endoplasmic reticulum membrane;early endosome membrane"	"peptide antigen binding"
"Q96K17-1"	"Q96K17-1"	"BT3L4_HUMAN"	"Transcription factor BTF3 homolog 4"	"BTF3L4"	3	3	0.00147833746249941	3	3	0	0	""	""	""
