"";"Protein.Acs";"X.1";"X";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5572";"Spectra.Count.P5572";"DNSAF.P5572";"Unspecific.Spectra.Count";"Go.Cc";"norm.sc";"Go.Mf"
"209";"Q13765";388;388;"Q13765";"NACA_HUMAN";"Nascent polypeptide-associated complex subunit alpha";"NACA";3;4;"0.00144854151364284";3;4;"0.00183417275002972";0;"nucleus, nascent polypeptide-associated complex, extracellular vesicular exosome";0,000899887514060742;"TBP-class protein binding, protein binding, transcription coactivator activity, DNA binding"
"210";"Q13885";389;389;"Q13885,Q9BVA1";"TBB2A_HUMAN, TBB2B_HUMAN";"Tubulin beta-2A chain, Tubulin beta-2B chain";"TUBB2A, TUBB2B";0;0;"0";0;0;"0";49;"microtubule, extracellular vesicular exosome, cytoplasm, plasma membrane";0;"structural constituent of cytoskeleton, GTP binding, GTPase activity"
"211";"Q14444";392;392;"Q14444-1,Q14444-2";"CAPR1_HUMAN";"Caprin-1";"CAPRIN1";3;6;"3.29446148201562E-4";3;6;"0";0;"cytosol, cytoplasmic mRNA processing body, dendrite, cytoplasmic stress granule, integral component of plasma membrane";0,00134983127109111;"RNA binding, poly(A) RNA binding"
"212";"Q14697";395;395;"Q14697-1,Q14697-2";"GANAB_HUMAN";"Neutral alpha-glucosidase AB";"GANAB";3;3;"1.23716800357472E-4";3;3;"0";0;"glucosidase II complex, melanosome, extracellular vesicular exosome, endoplasmic reticulum lumen, Golgi apparatus";0,000674915635545557;"carbohydrate binding, glucan 1,3-alpha-glucosidase activity, poly(A) RNA binding"
"213";"Q15019";401;401;"Q15019-1,Q15019-2";"SEPT2_HUMAN";"Septin-2";"SEPT2";6;10;"0.00107838097449172";6;10;"0";0;"septin complex, ciliary membrane, cell surface, midbody, exocyst, cytoplasm, spindle, condensed chromosome kinetochore, extracellular vesicular exosome, synapse, nucleolus, actin cytoskeleton, cleavage furrow, perinuclear region of cytoplasm";0,00224971878515186;"GTP binding, protein binding, enzyme regulator activity"
"214";"Q15084";404;404;"Q15084-1,Q15084-2";"PDIA6_HUMAN";"Protein disulfide-isomerase A6";"PDIA6";7;10;"8.84762572253437E-4";7;10;"0";0;"melanosome, extracellular vesicular exosome, endoplasmic reticulum lumen, endoplasmic reticulum membrane, plasma membrane, endoplasmic reticulum-Golgi intermediate compartment";0,00224971878515186;"protein disulfide isomerase activity, isomerase activity, protein binding"
"215";"Q15181";405;405;"Q15181";"IPYR_HUMAN";"Inorganic pyrophosphatase";"PPA1";4;4;"0.00107763469008031";4;4;"0.00136452298012591";0;"cytosol, extracellular vesicular exosome";0,000899887514060742;"magnesium ion binding, inorganic diphosphatase activity"
"216";"Q15365";407;407;"Q15365";"PCBP1_HUMAN";"Poly(rC)-binding protein 1";"PCBP1";4;6;"0.0020995714074149";4;6;"0.00265852005341386";6;"nucleoplasm, cytoplasm, extracellular vesicular exosome, ribonucleoprotein complex";0,00134983127109111;"poly(A) RNA binding, protein binding, single-stranded DNA binding, RNA binding"
"217";"Q15942";416;416;"Q15942";"ZYX_HUMAN";"Zyxin";"ZYX";3;4;"5.44469275232884E-4";3;4;"6.89418079119562E-4";0;"focal adhesion, nucleus, cytoplasm, integral component of plasma membrane, stress fiber, cell-cell adherens junction";0,000899887514060742;"zinc ion binding, protein binding, poly(A) RNA binding"
"218";"Q16181";417;417;"Q16181-1,Q16181-2";"SEPT7_HUMAN";"Septin-7";"SEPT7";1;1;"1.33625468578322E-4";1;1;"0";2;"stress fiber, septin complex, extracellular vesicular exosome, synapse, axoneme, microtubule cytoskeleton, cleavage furrow, condensed chromosome kinetochore, nucleolus, midbody, spindle, plasma membrane, axon terminus";0,000224971878515186;"GTP binding, identical protein binding, structural molecule activity, protein binding"
"219";"Q16555";419;419;"Q16555";"DPYL2_HUMAN";"Dihydropyrimidinase-related protein 2";"DPYSL2";7;11;"0.00149729050689043";7;11;"0.00189589971757879";0;"membrane, cytosol, dendrite, extracellular vesicular exosome, growth cone, mitochondrion, axon, protein complex, neuronal cell body, cytoskeleton";0,00247469066366704;"protein binding, dihydropyrimidinase activity"
"220";"Q71U36";430;430;"Q71U36";"TBA1A_HUMAN";"Tubulin alpha-1A chain";"TUBA1A";1;2;"0.00371168688847783";1;2;"0.00469981349058335";28;"cytosol, microtubule, cytoplasmic microtubule, extracellular vesicular exosome";0,000449943757030371;"protein binding, structural constituent of cytoskeleton, structural molecule activity, GTP binding, GTPase activity"
"221";"Q7KZF4";431;431;"Q7KZF4";"SND1_HUMAN";"Staphylococcal nuclease domain-containing protein 1";"SND1";5;5;"4.27797287682981E-4";5;5;"5.41685633593941E-4";0;"mitochondrion, nucleus, melanosome, extracellular vesicular exosome, RISC complex, cytoplasm";0,00112485939257593;"protein binding, nuclease activity, transcription cofactor activity, poly(A) RNA binding"
"222";"Q7L7X3";432;432;"Q7L7X3-1,Q7L7X3-3,Q9H2K8";"TAOK1_HUMAN, TAOK3_HUMAN";"Serine/threonine-protein kinase TAO1, Serine/threonine-protein kinase TAO3";"TAOK1, TAOK3";1;1;"2.68479677097595E-5";1;1;"1.09784838879841E-4";0;"extracellular vesicular exosome, cytosol";0,000224971878515186;"protein kinase activity, protein binding, protein serine/threonine kinase activity, transferase activity, ATP binding, MAP kinase kinase kinase activity, kinase activity"
"223";"Q7Z2W4";433;433;"Q7Z2W4-1,Q7Z2W4-2,Q7Z2W4-3";"ZCCHV_HUMAN";"Zinc finger CCCH-type antiviral protein 1";"ZC3HAV1";2;2;"5.75455331546951E-5";2;2;"0";0;"nucleus, plasma membrane, Golgi apparatus, cytoplasm";0,000449943757030371;"protein binding, poly(A) RNA binding, NAD+ ADP-ribosyltransferase activity, metal ion binding"
"224";"Q86V81";435;435;"Q86V81";"THOC4_HUMAN";"THO complex subunit 4";"ALYREF";4;8;"0.00242362976990825";4;8;"0.00306884934829875";0;"transcription export complex, cytosol, nuclear speck, nucleoplasm, extracellular vesicular exosome, catalytic step 2 spliceosome";0,00179977502812148;"nucleotide binding, poly(A) RNA binding, protein binding"
"225";"Q8IUE6";438;438;"Q8IUE6";"H2A2B_HUMAN";"Histone H2A type 2-B";"HIST2H2AB";1;1;"0.00161246669972816";1;1;"0.00204173815739255";22;"extracellular vesicular exosome, nucleosome, nucleus";0,000224971878515186;"DNA binding"
"226";"Q8NC51";445;445;"Q8NC51-1";"PAIRB_HUMAN";"Plasminogen activator inhibitor 1 RNA-binding protein";"SERBP1";14;23;"0.00438911628980627";14;23;"0";0;"nucleus, extracellular vesicular exosome, cytoplasm, perinuclear region of cytoplasm, plasma membrane";0,00517435320584927;"poly(A) RNA binding, mRNA 3'-UTR binding, protein binding"
"227";"Q92598";451;451;"Q92598-1,Q92598-2,Q92598-3";"HS105_HUMAN";"Heat shock protein 105 kDa";"HSPH1";4;4;"1.45191806728769E-4";4;4;"0";1;"endocytic vesicle lumen, extracellular vesicular exosome, nucleus, microtubule";0,000899887514060742;"ATP binding, protein binding"
"228";"Q92688";453;453;"Q92688-1,Q92688-2";"AN32B_HUMAN";"Acidic leucine-rich nuclear phosphoprotein 32 family member B";"ANP32B";2;2;"3.10195642861763E-4";2;2;"0";0;"nucleus, extracellular vesicular exosome, cytoplasm";0,000449943757030371;"RNA polymerase binding, histone binding"
"229";"Q92820";454;454;"Q92820";"GGH_HUMAN";"Gamma-glutamyl hydrolase";"GGH";1;1;"2.4483995710158E-4";1;1;"3.10021337465715E-4";0;"extracellular vesicular exosome, lysosome, extracellular space, melanosome, cytosol";0,000224971878515186;"omega peptidase activity, exopeptidase activity, gamma-glutamyl-peptidase activity"
"230";"Q95604";458;458;"Q95604";"1C17_HUMAN";"HLA class I histocompatibility antigen, Cw-17 alpha chain";"HLA-C";1;1;"4.46503835746537E-4";1;1;"5.65372245528873E-4";6;"MHC class I protein complex, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, early endosome membrane, Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane, cell surface";0,000224971878515186;"peptide antigen binding"
"231";"Q99653";467;467;"Q99653";"CHP1_HUMAN";"Calcineurin B homologous protein 1";"CHP1";4;7;"0.00279494227952881";4;7;"0.00353901280614708";0;"endoplasmic reticulum-Golgi intermediate compartment, transport vesicle, plasma membrane, endoplasmic reticulum, cytosol, microtubule cytoskeleton, Golgi membrane, nucleus, extracellular vesicular exosome";0,0015748031496063;"transporter activity, kinase binding, calcium-dependent protein binding, protein kinase inhibitor activity, potassium channel regulator activity, calcium ion binding, protein binding, microtubule binding"
"232";"Q99714";468;468;"Q99714-1";"HCD2_HUMAN";"3-hydroxyacyl-CoA dehydrogenase type-2";"HSD17B10";7;10;"0.00298310752330661";7;10;"0";0;"endoplasmic reticulum, mitochondrial inner membrane, mitochondrial matrix, plasma membrane";0,00224971878515186;"cholate 7-alpha-dehydrogenase activity, testosterone dehydrogenase [NAD(P)] activity, protein binding, 3-hydroxyacyl-CoA dehydrogenase activity, poly(A) RNA binding, 3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity"
"233";"Q99832";471;471;"Q99832-1,Q99832-3";"TCPH_HUMAN";"T-complex protein 1 subunit eta";"CCT7";6;7;"5.01854276710974E-4";6;7;"0";0;"extracellular vesicular exosome, mitochondrion, chaperonin-containing T-complex, zona pellucida receptor complex, cell body, cytosol, microtubule";0,0015748031496063;"unfolded protein binding, ATP binding"
"234";"Q9BUF5";474;474;"Q9BUF5";"TBB6_HUMAN";"Tubulin beta-6 chain";"TUBB6";2;3;"0.0010765272553278";2;3;"0.00136312072370015";19;"plasma membrane, extracellular vesicular exosome, cytoplasm, microtubule";0,000674915635545557;"structural constituent of cytoskeleton, GTPase activity, GTP binding"
"235";"Q9H2G2";481;481;"Q9H2G2-1,Q9H2G2-2";"SLK_HUMAN";"STE20-like serine/threonine-protein kinase";"SLK";2;2;"6.30438108164392E-5";2;2;"0";0;"extracellular vesicular exosome, plasma membrane, cytoplasm";0,000449943757030371;"ATP binding, receptor signaling protein serine/threonine kinase activity, identical protein binding, protein serine/threonine kinase activity, protein homodimerization activity"
"236";"Q9H444";483;483;"Q9H444";"CHM4B_HUMAN";"Charged multivesicular body protein 4b";"CHMP4B";4;7;"0.00243309707369695";4;7;"0.00308083704106554";0;"midbody, late endosome membrane, cytosol, extracellular vesicular exosome";0,0015748031496063;"protein binding, identical protein binding, protein homodimerization activity"
"237";"Q9H4G4";484;484;"Q9H4G4";"GAPR1_HUMAN";"Golgi-associated plant pathogenesis-related protein 1";"GLIPR2";1;2;"0.0010111572254325";1;2;"0.00128034786122204";0;"Golgi membrane, extracellular vesicular exosome";0,000449943757030371;"protein homodimerization activity"
"238";"Q9HB71";487;487;"Q9HB71-1";"CYBP_HUMAN";"Calcyclin-binding protein";"CACYBP";6;11;"0.0037563603944795";6;11;"0";0;"nuclear envelope lumen, cell body, neuron projection, extracellular vesicular exosome, beta-catenin destruction complex";0,00247469066366704;"protein homodimerization activity, protein binding"
"239";"Q9NTK5";492;492;"Q9NTK5-1";"OLA1_HUMAN";"Obg-like ATPase 1";"OLA1";2;2;"3.93227809890417E-4";2;2;"0";0;"extracellular vesicular exosome, cytoplasm, nucleolus";0,000449943757030371;"GTP binding, ribosome binding, protein binding, ribosomal large subunit binding, ATP binding, metal ion binding, ATPase activity"
"240";"Q9NX63";495;495;"Q9NX63";"CHCH3_HUMAN";"Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial";"CHCHD3";9;11;"0.00377290823762699";9;11;"0.00477733320905317";0;"mitochondrial inner membrane, extracellular vesicular exosome, nucleus";0,00247469066366704;"phosphatase binding, protein complex scaffold, protein binding, RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription"
"241";"Q9UJU6";506;506;"Q9UJU6-1,Q9UJU6-2,Q9UJU6-3";"DBNL_HUMAN";"Drebrin-like protein";"DBNL";3;4;"2.41423585607139E-4";3;4;"0";0;"plasma membrane, Golgi membrane, lamellipodium, postsynaptic density, cell cortex, ruffle, extracellular vesicular exosome, podosome, cytosol, dendrite, cell junction, clathrin-coated vesicle membrane";0,000899887514060742;"actin binding, actin filament binding, enzyme activator activity, protein binding"
"242";"Q9UJZ1";507;507;"Q9UJZ1";"STML2_HUMAN";"Stomatin-like protein 2";"STOML2";7;10;"0.00218705354939052";7;10;"0.0027692917223061";0;"mitochondrial intermembrane space, cytoskeleton, extrinsic component of plasma membrane, mitochondrial inner membrane, membrane raft";0,00224971878515186;"receptor binding, protein binding, cardiolipin binding"
"243";"Q9UQ80";514;514;"Q9UQ80";"PA2G4_HUMAN";"Proliferation-associated protein 2G4";"PA2G4";8;8;"0.00158089556057467";8;8;"0.00200176213835731";0;"ribonucleoprotein complex, nucleolus, cytoplasm, extracellular vesicular exosome";0,00179977502812148;"DNA binding, poly(A) RNA binding, sequence-specific DNA binding transcription factor activity, ubiquitin protein ligase binding, protein binding"
"244";"Q9Y230";517;517;"Q9Y230";"RUVB2_HUMAN";"RuvB-like 2";"RUVBL2";10;13;"0.00218610881783571";10;13;"0.00276809548398113";0;"NuA4 histone acetyltransferase complex, extracellular vesicular exosome, membrane, nuclear matrix, MLL1 complex, Ino80 complex, cytoplasm, ribonucleoprotein complex";0,00292463442069741;"RNA polymerase II distal enhancer sequence-specific DNA binding, identical protein binding, DNA helicase activity, ATP-dependent 5'-3' DNA helicase activity, RNA polymerase II core promoter sequence-specific DNA binding, damaged DNA binding, ATP binding, chromatin DNA binding, ATP-dependent DNA helicase activity, unfolded protein binding, protein binding"
"245";"Q9Y265";519;519;"Q9Y265-1";"RUVB1_HUMAN";"RuvB-like 1";"RUVBL1";10;12;"0.00204892385153428";10;12;"0";0;"microtubule organizing center, MLL1 complex, extracellular vesicular exosome, membrane, Ino80 complex, NuA4 histone acetyltransferase complex, Golgi apparatus, nuclear matrix";0,00269966254218223;"protein binding, DNA helicase activity, ATP binding"
"246";"Q9Y277";521;521;"Q9Y277-1,Q9Y277-2";"VDAC3_HUMAN";"Voltage-dependent anion-selective channel protein 3";"VDAC3";1;1;"1.60486968347502E-4";1;1;"0";3;"pore complex, mitochondrial outer membrane, extracellular vesicular exosome";0,000224971878515186;"nucleotide binding, voltage-gated anion channel activity, porin activity"
"247";"Q9Y3F4";526;526;"Q9Y3F4";"STRAP_HUMAN";"Serine-threonine kinase receptor-associated protein";"STRAP";2;2;"4.449091791903E-4";2;2;"5.63353058937699E-4";0;"cell junction, SMN complex, plasma membrane, SMN-Sm protein complex, cytosol, nucleus, spliceosomal complex, mitochondrion";0,000449943757030371;"protein binding, poly(A) RNA binding"
"248";"Q9Y490";528;528;"Q9Y490";"TLN1_HUMAN";"Talin-1";"TLN1";31;45;"0.00137885076195341";31;45;"0.00174592890166642";0;"cytosol, actin cytoskeleton, ruffle, intracellular membrane-bounded organelle, centrosome, focal adhesion, cell-cell junction, extracellular vesicular exosome, plasma membrane, cell surface, ruffle membrane";0,0101237345331834;"integrin binding, vinculin binding, LIM domain binding, structural constituent of cytoskeleton, protein binding"
"249";"Q9Y4L1";529;529;"Q9Y4L1";"HYOU1_HUMAN";"Hypoxia up-regulated protein 1";"HYOU1";9;11;"8.57307477418746E-4";9;11;"0.0010855401786337";0;"extracellular vesicular exosome, endocytic vesicle lumen, endoplasmic reticulum lumen";0,00247469066366704;"ATP binding"
