"";"Protein.Acs";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5572";"Spectra.Count.P5572";"DNSAF.P5572";"Unspecific.Spectra.Count";"Go.Cc"
"308";"P62244";"P62244";"RS15A_HUMAN";"40S ribosomal protein S15a";"RPS15A";"3";"3";"0.00179674860826852";"3";"3";"0.00227507966109455";"0";"cytosolic small ribosomal subunit, extracellular vesicular exosome"
"309";"P62249";"P62249";"RS16_HUMAN";"40S ribosomal protein S16";"RPS16";"4";"4";"0.00213312620159733";"4";"4";"0.00270100781682458";"0";"extracellular vesicular exosome, cytosolic small ribosomal subunit"
"310";"P62258";"P62258-1";"1433E_HUMAN";"14-3-3 protein epsilon";"YWHAE";"3";"4";"0.00160298160149446";"3";"4";"0";"5";"mitochondrion, cytosol, extracellular vesicular exosome, kinesin complex, cytoplasmic vesicle membrane, melanosome"
"311";"P62263";"P62263";"RS14_HUMAN";"40S ribosomal protein S14";"RPS14";"8";"18";"0.00928121797648639";"8";"18";"0.0117520671235348";"0";"extracellular vesicular exosome, nucleolus, mitochondrion, cytosolic small ribosomal subunit"
"312";"P62266";"P62266";"RS23_HUMAN";"40S ribosomal protein S23";"RPS23";"3";"4";"0.00217787710093154";"3";"4";"0.00275767231647825";"0";"cytosolic small ribosomal subunit"
"313";"P62269";"P62269";"RS18_HUMAN";"40S ribosomal protein S18";"RPS18";"2";"2";"0.00102446192576714";"2";"2";"0.00129719454360654";"0";"cytosolic small ribosomal subunit, extracellular vesicular exosome"
"314";"P62273";"P62273-1";"RS29_HUMAN";"40S ribosomal protein S29";"RPS29";"4";"7";"0.00973238829478781";"4";"7";"0";"0";"cytosolic small ribosomal subunit, extracellular vesicular exosome"
"315";"P62280";"P62280";"RS11_HUMAN";"40S ribosomal protein S11";"RPS11";"2";"2";"9.85558308332943E-4";"2";"2";"0.00124793399131769";"0";"cytosolic small ribosomal subunit, extracellular vesicular exosome"
"316";"P62306";"P62306";"RUXF_HUMAN";"Small nuclear ribonucleoprotein F";"SNRPF";"2";"3";"0.00271601533808032";"2";"3";"0.00343907390630572";"0";"U7 snRNP, cytosol, nucleoplasm, U1 snRNP, pICln-Sm protein complex, U12-type spliceosomal complex, methylosome, catalytic step 2 spliceosome, SMN-Sm protein complex, U4 snRNP"
"317";"P62318";"P62318";"SMD3_HUMAN";"Small nuclear ribonucleoprotein Sm D3";"SNRPD3";"3";"8";"0.00494343532433666";"3";"8";"0.0062594784326411";"0";"methylosome, U1 snRNP, U7 snRNP, nucleoplasm, U4 snRNP, SMN-Sm protein complex, pICln-Sm protein complex, catalytic step 2 spliceosome, cytosol, U12-type spliceosomal complex"
"318";"P62333";"P62333";"PRS10_HUMAN";"26S protease regulatory subunit 10B";"PSMC6";"1";"1";"2.00151944365816E-4";"1";"1";"2.53436466103078E-4";"0";"plasma membrane, cytosolic proteasome complex, extracellular vesicular exosome, cytosol, inclusion body, proteasome accessory complex, nucleoplasm"
"319";"P62491";"P62491,Q15907";"RB11A_HUMAN, RB11B_HUMAN";"Ras-related protein Rab-11A, Ras-related protein Rab-11B";"RAB11A, RAB11B";"4";"6";"0.0010763931754604";"4";"6";"0.00136295094904282";"0";"extracellular vesicular exosome, cytoplasmic vesicle membrane, protein complex, plasma membrane, cleavage furrow, perinuclear region of cytoplasm, mitochondrion, trans-Golgi network, transport vesicle, phagocytic vesicle, axon, recycling endosome membrane, phagocytic vesicle membrane, recycling endosome"
"320";"P62495";"P62495";"ERF1_HUMAN";"Eukaryotic peptide chain release factor subunit 1";"ETF1";"2";"4";"7.12669165751052E-4";"2";"4";"9.0239620424803E-4";"0";"cytosol"
"321";"P62701";"P62701";"RS4X_HUMAN";"40S ribosomal protein S4, X isoform";"RPS4X";"3";"5";"0.00148021114749624";"3";"5";"0.00187427348505888";"0";"cytosolic small ribosomal subunit, extracellular vesicular exosome, polysome"
"322";"P62750";"P62750";"RL23A_HUMAN";"60S ribosomal protein L23a";"RPL23A";"3";"3";"0.00149729050689043";"3";"3";"0.00189589971757879";"0";"extracellular vesicular exosome, nucleus, TORC2 complex, cytosolic large ribosomal subunit"
"323";"P62753";"P62753";"RS6_HUMAN";"40S ribosomal protein S6";"RPS6";"4";"6";"0.00187612304477837";"4";"6";"0.0023755851882915";"0";"cytosolic small ribosomal subunit, nucleolus"
"324";"P62805";"P62805";"H4_HUMAN";"Histone H4";"HIST1H4J,HIST1H4D,HIST1H4K,HIST1H4C,HIST2H4A,HIST4H4,HIST1H4E,HIST1H4A,HIST1H4B,HIST1H4I,HIST2H4B,HIST1H4H,HIST1H4L,HIST1H4F";"9";"19";"0.0143623594253179";"9";"19";"0.0181859118540568";"0";"nucleosome, nucleolus, extracellular vesicular exosome, actin cytoskeleton, nucleoplasm"
"325";"P62826";"P62826";"RAN_HUMAN";"GTP-binding nuclear protein Ran";"RAN";"9";"16";"0.00576734121172611";"9";"16";"0.00730272483808128";"0";"melanosome, nucleoplasm, nuclear pore, extracellular vesicular exosome, cytosol"
"326";"P62857";"P62857";"RS28_HUMAN";"40S ribosomal protein S28";"RPS28";"4";"8";"0.00902714276618";"4";"8";"0.011430351920475";"0";"extracellular vesicular exosome, cytosolic small ribosomal subunit"
"327";"P62873";"P62873";"GBB1_HUMAN";"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1";"GNB1";"5";"9";"0.00206097634477859";"5";"9";"0.00260965019949081";"0";"heterotrimeric G-protein complex, photoreceptor inner segment, lysosomal membrane, extracellular vesicular exosome, dendrite, cell body, photoreceptor outer segment membrane, photoreceptor disc membrane"
"328";"P62888";"P62888";"RL30_HUMAN";"60S ribosomal protein L30";"RPL30";"3";"3";"0.00253888390298812";"3";"3";"0.00321478647763361";"1";"extracellular vesicular exosome, cytosolic large ribosomal subunit"
"329";"P62913";"P62913-1,P62913-2";"RL11_HUMAN";"60S ribosomal protein L11";"RPL11";"6";"12";"0.00262446425926862";"6";"12";"0";"0";"extracellular vesicular exosome, cytosolic large ribosomal subunit, nucleolus"
"330";"P62937";"P62937";"PPIA_HUMAN";"Peptidyl-prolyl cis-trans isomerase A";"PPIA";"9";"20";"0.01025811677975";"9";"20";"0.0129890362732671";"2";"cytosol, nucleus, extracellular vesicular exosome"
"331";"P63104";"P63104";"1433Z_HUMAN";"14-3-3 protein zeta/delta";"YWHAZ";"4";"5";"0.00224440791287964";"4";"5";"0.00284191498481964";"6";"cytosol, blood microparticle, protein complex, mast cell granule, perinuclear region of cytoplasm, postsynaptic density, melanosome, nucleoplasm, mitochondrion, cell leading edge, extracellular vesicular exosome, cytoplasmic vesicle membrane"
"332";"P63162";"P63162";"RSMN_HUMAN";"Small nuclear ribonucleoprotein-associated protein N";"SNRPN";"4";"6";"0.00194647765895756";"4";"6";"0.00246466963285243";"0";"U1 snRNP, small nuclear ribonucleoprotein complex, U2 snRNP, spliceosomal complex"
"333";"P63173";"P63173";"RL38_HUMAN";"60S ribosomal protein L38";"RPL38";"3";"4";"0.00479132962204938";"3";"4";"0.00606687909625214";"1";"cytosolic large ribosomal subunit, eukaryotic 80S initiation complex"
"334";"P63241";"P63241-1,P63241-2,Q9GZV4";"IF5A1_HUMAN, IF5A2_HUMAN";"Eukaryotic translation initiation factor 5A-1, Eukaryotic translation initiation factor 5A-2";"EIF5A, EIF5A2";"4";"7";"0.00118224239589613";"4";"7";"0.00451050651763844";"0";"annulate lamellae, nuclear pore, endoplasmic reticulum membrane, cytosol"
"335";"P63244";"P63244";"GBLP_HUMAN";"Guanine nucleotide-binding protein subunit beta-2-like 1";"GNB2L1";"7";"15";"0.0036841848434528";"7";"15";"0.00466498984136107";"0";"neuronal cell body, mitochondrion, cytoskeleton, phagocytic cup, cytosol, nucleus, perinuclear region of cytoplasm, dendrite, perikaryon, midbody, small ribosomal subunit, extracellular vesicular exosome"
"336";"P68032";"P68032,P68133";"ACTC_HUMAN, ACTS_HUMAN";"Actin, alpha cardiac muscle 1, Actin, alpha skeletal muscle";"ACTA1, ACTC1";"1";"5";"0.00116647153154938";"1";"5";"0.00147700999709204";"34";"I band, cytosol, extracellular vesicular exosome, actomyosin, actin portion, blood microparticle"
"337";"P68104";"P68104";"EF1A1_HUMAN";"Elongation factor 1-alpha 1";"EEF1A1";"20";"54";"0.0091004150288925";"20";"54";"0.0115231307509984";"0";"extracellular space, eukaryotic translation elongation factor 1 complex, nucleus, cytosol, plasma membrane, extracellular vesicular exosome"
"338";"P68363";"P68363";"TBA1B_HUMAN";"Tubulin alpha-1B chain";"TUBA1B";"0";"0";"0";"0";"0";"0";"30";"microtubule, cytoplasmic microtubule"
"339";"P68366";"P68366";"TBA4A_HUMAN";"Tubulin alpha-4A chain";"TUBA4A";"1";"2";"0.00217240810151514";"1";"2";"0.00275074735809423";"19";"microtubule, cytosol, extracellular vesicular exosome"
"340";"P68371";"P68371";"TBB4B_HUMAN";"Tubulin beta-4B chain";"TUBB4B";"1";"2";"0.00207684100471354";"1";"2";"0.00262973835482989";"58";"cytosol, extracellular vesicular exosome, nucleus, microtubule, plasma membrane"
"341";"P68431";"P68431,P84243,Q16695,Q71DI3";"H31T_HUMAN, H31_HUMAN, H32_HUMAN, H33_HUMAN";"Histone H3.1, Histone H3.1t, Histone H3.2, Histone H3.3";"H3F3A,H3F3B, HIST1H3C,HIST1H3G,HIST1H3I,HIST1H3F,HIST1H3H,HIST1H3D,HIST1H3E,HIST1H3J,HIST1H3B,HIST1H3A, HIST2H3A,HIST2H3C,HIST2H3D, HIST3H3";"6";"15";"0.00214685035914437";"6";"15";"0.00271838562446959";"0";"nucleosome, nucleoplasm, extracellular vesicular exosome"
"342";"P69905";"P69905";"HBA_HUMAN";"Hemoglobin subunit alpha";"HBA2,HBA1";"3";"7";"0.00383812496132477";"3";"7";"0.00485991195210339";"0";"cytosolic small ribosomal subunit, hemoglobin complex, haptoglobin-hemoglobin complex, endocytic vesicle lumen, blood microparticle, extracellular vesicular exosome"
"343";"P78347";"P78347-1,P78347-2,P78347-3,P78347-4";"GTF2I_HUMAN";"General transcription factor II-I";"GTF2I";"2";"2";"3.90075683157828E-5";"2";"2";"0";"0";"nucleus, cytoplasm, neuronal cell body, cell projection"
"344";"P78371";"P78371-1";"TCPB_HUMAN";"T-complex protein 1 subunit beta";"CCT2";"12";"21";"0.00305615183836327";"12";"21";"0";"0";"zona pellucida receptor complex, cell body, chaperonin-containing T-complex, nucleus, extracellular vesicular exosome, microtubule, cytosol"
"345";"P78527";"P78527-1,P78527-2";"PRKDC_HUMAN";"DNA-dependent protein kinase catalytic subunit";"PRKDC";"3";"3";"2.82918264383367E-5";"3";"3";"0";"0";"nucleolus, nucleoplasm, cytosol, DNA-dependent protein kinase-DNA ligase 4 complex, transcription factor complex"
"346";"P82650";"P82650";"RT22_HUMAN";"28S ribosomal protein S22, mitochondrial";"MRPS22";"3";"3";"6.48825886319187E-4";"3";"3";"8.21556544284144E-4";"0";"mitochondrial small ribosomal subunit"
"347";"P82912";"P82912-1,P82912-2";"RT11_HUMAN";"28S ribosomal protein S11, mitochondrial";"MRPS11";"3";"4";"8.02671199570129E-4";"3";"4";"0";"0";"mitochondrial small ribosomal subunit"
"348";"P82933";"P82933";"RT09_HUMAN";"28S ribosomal protein S9, mitochondrial";"MRPS9";"3";"4";"7.86455619780833E-4";"3";"4";"9.95826114283811E-4";"0";"mitochondrial small ribosomal subunit"
"349";"P82979";"P82979";"SARNP_HUMAN";"SAP domain-containing ribonucleoprotein";"SARNP";"9";"15";"0.00556136473987875";"9";"15";"0.00704191323672123";"0";"nuclear speck, transcription export complex"
"350";"P84101";"P84101";"SERF2_HUMAN";"Small EDRK-rich factor 2";"SERF2";"2";"3";"0.00395893761143911";"2";"3";"0.00501288738885241";"0";"nucleus, cytosol"
"351";"P98171";"P98171-1,P98171-2";"RHG04_HUMAN";"Rho GTPase-activating protein 4";"ARHGAP4";"2";"2";"8.2303495093343E-5";"2";"2";"0";"0";"nucleus, growth cone, cytosol, focal adhesion"
"352";"Q00059";"Q00059";"TFAM_HUMAN";"Transcription factor A, mitochondrial";"TFAM";"5";"6";"0.00189900259410494";"5";"6";"0.00240455573936823";"0";"mitochondrial nucleoid"
"353";"Q00341";"Q00341";"VIGLN_HUMAN";"Vigilin";"HDLBP";"4";"4";"2.45612322896853E-4";"4";"4";"3.10999322757405E-4";"0";"plasma membrane, high-density lipoprotein particle, nucleus, cytoplasm"
"354";"Q00688";"Q00688";"FKBP3_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP3";"FKBP3";"7";"11";"0.00382343825866664";"7";"11";"0.00484131535024585";"0";"nucleus, membrane"
"355";"Q00839";"Q00839-1,Q00839-2";"HNRPU_HUMAN";"Heterogeneous nuclear ribonucleoprotein U";"HNRNPU";"10";"17";"8.0218473217645E-4";"10";"17";"0";"0";"cell surface, catalytic step 2 spliceosome, CRD-mediated mRNA stability complex, nucleoplasm"
"356";"Q01105";"Q01105-1,Q01105-2";"SET_HUMAN";"Protein SET";"SET";"3";"4";"5.36959354195189E-4";"3";"4";"0";"0";"nucleoplasm, protein complex, cytosol, perinuclear region of cytoplasm, endoplasmic reticulum"
"357";"Q01518";"Q01518-1,Q01518-2";"CAP1_HUMAN";"Adenylyl cyclase-associated protein 1";"CAP1";"13";"16";"0.00131131126498194";"13";"16";"0";"0";"cortical actin cytoskeleton, plasma membrane, extracellular vesicular exosome"
"358";"Q02750";"Q02750-1,Q02750-2";"MP2K1_HUMAN";"Dual specificity mitogen-activated protein kinase kinase 1";"MAP2K1";"1";"1";"1.98114774448607E-4";"1";"1";"0";"2";"cell cortex, cytosol, spindle pole body, perinuclear region of cytoplasm, early endosome, focal adhesion, late endosome, Golgi apparatus, nucleus, plasma membrane, perikaryon, dendrite cytoplasm, mitochondrion"
"359";"Q02790";"Q02790";"FKBP4_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP4";"FKBP4";"5";"5";"8.48138413489134E-4";"5";"5";"0.00107393012324725";"0";"perinuclear region of cytoplasm, microtubule, axonal growth cone, extracellular vesicular exosome, neuronal cell body, cytosol, mitochondrion, nucleus, membrane"
"360";"Q03252";"Q03252";"LMNB2_HUMAN";"Lamin-B2";"LMNB2";"23";"34";"0.0047426373205276";"23";"34";"0.00600522391292026";"6";"nuclear inner membrane, intermediate filament"
"361";"Q04206";"Q04206-1,Q04206-2,Q04206-3,Q04206-4";"TF65_HUMAN";"Transcription factor p65";"RELA";"2";"2";"7.06525466046302E-5";"2";"2";"0";"0";"cytosol, nucleoplasm, transcription factor complex"
"362";"Q04637";"Q04637-1,Q04637-3,Q04637-4,Q04637-5,Q04637-6";"IF4G1_HUMAN";"Eukaryotic translation initiation factor 4 gamma 1";"EIF4G1";"6";"6";"5.84308490493827E-5";"6";"6";"0";"0";"eukaryotic translation initiation factor 4F complex, cytosol"
"363";"Q04837";"Q04837";"SSBP_HUMAN";"Single-stranded DNA-binding protein, mitochondrial";"SSBP1";"4";"8";"0.00420860034369203";"4";"8";"0.00532901542238364";"0";"mitochondrial nucleoid, extracellular vesicular exosome"
"364";"Q06323";"Q06323";"PSME1_HUMAN";"Proteasome activator complex subunit 1";"PSME1";"4";"4";"0.00125074869651892";"4";"4";"0.001583723458861";"0";"extracellular vesicular exosome, cytosol, nucleoplasm, proteasome complex, proteasome activator complex"
"365";"Q06830";"Q06830";"PRDX1_HUMAN";"Peroxiredoxin-1";"PRDX1";"10";"16";"0.00850359781790153";"10";"16";"0.0107674286500655";"7";"extracellular space, nuclear euchromatin, melanosome, mitochondrial matrix, mitochondrion, nucleus, cytosol, extracellular vesicular exosome, peroxisomal matrix, nucleolus"
"366";"Q07666";"Q07666-1,Q07666-2";"KHDR1_HUMAN";"KH domain-containing, RNA-binding, signal transduction-associated protein 1";"KHDRBS1";"4";"8";"7.03016761700248E-4";"4";"8";"0";"0";"cytoplasm, Grb2-Sos complex, membrane, nucleus"
"367";"Q08211";"Q08211-1";"DHX9_HUMAN";"ATP-dependent RNA helicase A";"DHX9";"5";"5";"3.06531914796466E-4";"5";"5";"0";"0";"CRD-mediated mRNA stability complex, ribonucleoprotein complex, nucleoplasm, cytosol, centrosome, nucleolus"
"368";"Q08J23";"Q08J23-1,Q08J23-2";"NSUN2_HUMAN";"tRNA (cytosine(34)-C(5))-methyltransferase";"NSUN2";"2";"4";"2.03022441612262E-4";"2";"4";"0";"0";"nucleolus, cytoplasm, spindle"
"369";"Q12904";"Q12904-1,Q12904-2";"AIMP1_HUMAN";"Aminoacyl tRNA synthase complex-interacting multifunctional protein 1";"AIMP1";"3";"3";"3.74322626722608E-4";"3";"3";"0";"0";"transport vesicle, cell surface, aminoacyl-tRNA synthetase multienzyme complex, nucleus, Golgi apparatus, cytosol, endoplasmic reticulum, extracellular space"
"370";"Q12905";"Q12905";"ILF2_HUMAN";"Interleukin enhancer-binding factor 2";"ILF2";"3";"6";"0.00119783240551235";"3";"6";"0.00151671977406304";"0";"cytoplasm, nucleolus, ribonucleoprotein complex"
"371";"Q12906";"Q12906-1,Q12906-2,Q12906-3,Q12906-4,Q12906-5,Q12906-6";"ILF3_HUMAN";"Interleukin enhancer-binding factor 3";"ILF3";"6";"9";"1.30636084493796E-4";"6";"9";"0";"0";"ribonucleoprotein complex, nucleus, mitochondrion, nucleolus"
"372";"Q12931";"Q12931";"TRAP1_HUMAN";"Heat shock protein 75 kDa, mitochondrial";"TRAP1";"5";"6";"6.89594357785767E-4";"5";"6";"8.73178412708415E-4";"2";"mitochondrial inner membrane, mitochondrial matrix"
"373";"Q13112";"Q13112";"CAF1B_HUMAN";"Chromatin assembly factor 1 subunit B";"CHAF1B";"2";"2";"2.78565675700546E-4";"2";"2";"3.52725528851869E-4";"0";"CAF-1 complex, nucleus, cytoplasm"
"374";"Q13148";"Q13148-1,Q13148-2";"TADBP_HUMAN";"TAR DNA-binding protein 43";"TARDBP";"4";"4";"3.76130948590833E-4";"4";"4";"0";"0";"nucleus"
"375";"Q13151";"Q13151";"ROA0_HUMAN";"Heterogeneous nuclear ribonucleoprotein A0";"HNRNPA0";"4";"4";"0.00102110303420725";"4";"4";"0.00129294144674226";"0";"nucleoplasm, ribonucleoprotein complex"
"376";"Q13155";"Q13155";"AIMP2_HUMAN";"Aminoacyl tRNA synthase complex-interacting multifunctional protein 2";"AIMP2";"2";"2";"4.8661941473939E-4";"2";"2";"6.16167408213108E-4";"0";"cytosol, nucleus"
"377";"Q13162";"Q13162";"PRDX4_HUMAN";"Peroxiredoxin-4";"PRDX4";"2";"3";"0.0010887270650219";"2";"3";"0.00137856837106526";"5";"mitochondrion, extracellular space, extracellular vesicular exosome"
"378";"Q13185";"Q13185";"CBX3_HUMAN";"Chromobox protein homolog 3";"CBX3";"7";"10";"0.00425459597586352";"7";"10";"0.00538725602809275";"0";"nuclear inner membrane, spindle, nuclear euchromatin, nuclear centromeric heterochromatin, condensed chromosome, centromeric region"
"379";"Q13263";"Q13263-1";"TIF1B_HUMAN";"Transcription intermediary factor 1-beta";"TRIM28";"15";"31";"0.0028905776013262";"15";"31";"0";"0";"nuclear euchromatin, nuclear heterochromatin, nucleoplasm"
"380";"Q13283";"Q13283";"G3BP1_HUMAN";"Ras GTPase-activating protein-binding protein 1";"G3BP1";"6";"9";"0.00164041815971453";"6";"9";"0.00207713086498683";"1";"cytoplasm, plasma membrane, cytosol, cytoplasmic stress granule, nucleus"
"381";"Q13310";"Q13310-1,Q13310-2,Q13310-3";"PABP4_HUMAN";"Polyadenylate-binding protein 4";"PABPC4";"2";"4";"2.4179846695125E-4";"2";"4";"0";"10";"cytoplasmic stress granule, nucleus"
"382";"Q13347";"Q13347";"EIF3I_HUMAN";"Eukaryotic translation initiation factor 3 subunit I";"EIF3I";"4";"4";"9.58265924409877E-4";"4";"4";"0.00121337581925043";"0";"eukaryotic 48S preinitiation complex, eukaryotic 43S preinitiation complex, extracellular vesicular exosome, cytosol, eukaryotic translation initiation factor 3 complex"
"383";"Q13423";"Q13423";"NNTM_HUMAN";"NAD(P) transhydrogenase, mitochondrial";"NNT";"2";"2";"1.43386936203135E-4";"2";"2";"1.81559457300363E-4";"0";"mitochondrial respiratory chain, integral component of membrane"
"384";"Q13509";"Q13509";"TBB3_HUMAN";"Tubulin beta-3 chain";"TUBB3";"0";"0";"0";"0";"0";"0";"39";"microtubule, axon, cytoplasm, plasma membrane"
"385";"Q13547";"Q13547,Q92769";"HDAC1_HUMAN, HDAC2_HUMAN";"Histone deacetylase 1, Histone deacetylase 2";"HDAC1, HDAC2";"3";"3";"2.40801359871039E-4";"3";"3";"3.04907583445662E-4";"0";"cytosol, Sin3 complex, NuRD complex"
"386";"Q13573";"Q13573";"SNW1_HUMAN";"SNW domain-containing protein 1";"SNW1";"13";"21";"0.00305045006254543";"13";"21";"0.00386254196193292";"0";"nuclear matrix, nucleoplasm, catalytic step 2 spliceosome, chromatin"
"387";"Q13596";"Q13596-1,Q13596-2";"SNX1_HUMAN";"Sorting nexin-1";"SNX1";"2";"3";"2.23733064247996E-4";"2";"3";"0";"0";"cytosol, early endosome membrane, Golgi apparatus"
"388";"Q13765";"Q13765";"NACA_HUMAN";"Nascent polypeptide-associated complex subunit alpha";"NACA";"3";"4";"0.00144854151364284";"3";"4";"0.00183417275002972";"0";"nucleus, nascent polypeptide-associated complex, extracellular vesicular exosome"
"389";"Q13885";"Q13885,Q9BVA1";"TBB2A_HUMAN, TBB2B_HUMAN";"Tubulin beta-2A chain, Tubulin beta-2B chain";"TUBB2A, TUBB2B";"0";"0";"0";"0";"0";"0";"49";"microtubule, extracellular vesicular exosome, cytoplasm, plasma membrane"
"390";"Q14103";"Q14103-1,Q14103-3";"HNRPD_HUMAN";"Heterogeneous nuclear ribonucleoprotein D0";"HNRNPD";"6";"7";"8.44387491491449E-4";"6";"7";"0";"1";"nucleoplasm, ribonucleoprotein complex, cytosol"
"391";"Q14141";"Q14141-1,Q14141-2,Q14141-4";"SEPT6_HUMAN";"Septin-6";"SEPT6";"3";"3";"2.69098293865101E-4";"3";"3";"0";"2";"cleavage furrow, condensed chromosome kinetochore, cytoplasm, axon terminus, septin complex, midbody, spindle, synaptic vesicle"
"392";"Q14444";"Q14444-1,Q14444-2";"CAPR1_HUMAN";"Caprin-1";"CAPRIN1";"3";"6";"3.29446148201562E-4";"3";"6";"0";"0";"cytosol, cytoplasmic mRNA processing body, dendrite, cytoplasmic stress granule, integral component of plasma membrane"
"393";"Q14566";"Q14566";"MCM6_HUMAN";"DNA replication licensing factor MCM6";"MCM6";"12";"18";"0.00170702060225267";"12";"18";"0.00216146423343941";"0";"nucleoplasm, MCM complex"
"394";"Q14696";"Q14696";"MESD_HUMAN";"LDLR chaperone MESD";"MESDC2";"3";"3";"9.98193671260288E-4";"3";"3";"0.00126393314505253";"0";"plasma membrane, endoplasmic reticulum"
"395";"Q14697";"Q14697-1,Q14697-2";"GANAB_HUMAN";"Neutral alpha-glucosidase AB";"GANAB";"3";"3";"1.23716800357472E-4";"3";"3";"0";"0";"glucosidase II complex, melanosome, extracellular vesicular exosome, endoplasmic reticulum lumen, Golgi apparatus"
"396";"Q14807";"Q14807";"KIF22_HUMAN";"Kinesin-like protein KIF22";"KIF22";"3";"3";"3.51244088834447E-4";"3";"3";"4.44752414950815E-4";"0";"kinesin complex, nucleus, spindle, cytosol, microtubule, kinetochore, chromatin, focal adhesion"
"397";"Q14980";"Q14980-1,Q14980-2,Q14980-3,Q14980-4";"NUMA1_HUMAN";"Nuclear mitotic apparatus protein 1";"NUMA1";"4";"5";"4.60160203063253E-5";"4";"5";"0";"0";"spindle pole, neuronal cell body, chromosome, dendrite, cytosol, Golgi membrane, nuclear matrix, apical part of cell, nucleoplasm, spindle microtubule"
"398";"Q15003";"Q15003";"CND2_HUMAN";"Condensin complex subunit 2";"NCAPH";"3";"3";"3.15219054082196E-4";"3";"3";"3.99136782648167E-4";"0";"microtubule cytoskeleton, condensin complex, cytosol, nucleus"
"399";"Q15004";"Q15004";"PAF15_HUMAN";"PCNA-associated factor";"KIAA0101";"4";"7";"0.00491003373430736";"4";"7";"0.00621718465944758";"0";"nucleus, perinuclear region of cytoplasm"
"400";"Q15006";"Q15006";"EMC2_HUMAN";"ER membrane protein complex subunit 2";"EMC2";"1";"1";"2.62151873260278E-4";"1";"1";"3.31942038094604E-4";"0";"mitochondrion, ER membrane protein complex, nucleus"
"401";"Q15019";"Q15019-1,Q15019-2";"SEPT2_HUMAN";"Septin-2";"SEPT2";"6";"10";"0.00107838097449172";"6";"10";"0";"0";"septin complex, ciliary membrane, cell surface, midbody, exocyst, cytoplasm, spindle, condensed chromosome kinetochore, extracellular vesicular exosome, synapse, nucleolus, actin cytoskeleton, cleavage furrow, perinuclear region of cytoplasm"
"402";"Q15029";"Q15029-1,Q15029-2";"U5S1_HUMAN";"116 kDa U5 small nuclear ribonucleoprotein component";"EFTUD2";"10";"13";"5.20662748280829E-4";"10";"13";"0";"0";"catalytic step 2 spliceosome, nuclear speck, cytoplasm, Cajal body"
"403";"Q15056";"Q15056-1,Q15056-2";"IF4H_HUMAN";"Eukaryotic translation initiation factor 4H";"EIF4H";"5";"5";"7.8487002377321E-4";"5";"5";"0";"0";"perinuclear region of cytoplasm, eukaryotic translation initiation factor 4F complex, cytosol"
"404";"Q15084";"Q15084-1,Q15084-2";"PDIA6_HUMAN";"Protein disulfide-isomerase A6";"PDIA6";"7";"10";"8.84762572253437E-4";"7";"10";"0";"0";"melanosome, extracellular vesicular exosome, endoplasmic reticulum lumen, endoplasmic reticulum membrane, plasma membrane, endoplasmic reticulum-Golgi intermediate compartment"
"405";"Q15181";"Q15181";"IPYR_HUMAN";"Inorganic pyrophosphatase";"PPA1";"4";"4";"0.00107763469008031";"4";"4";"0.00136452298012591";"0";"cytosol, extracellular vesicular exosome"
"406";"Q15233";"Q15233";"NONO_HUMAN";"Non-POU domain-containing octamer-binding protein";"NONO";"14";"29";"0.00496207885346801";"14";"29";"0.00628308524872129";"2";"paraspeckles, nuclear speck, nuclear matrix, nucleolus"
"407";"Q15365";"Q15365";"PCBP1_HUMAN";"Poly(rC)-binding protein 1";"PCBP1";"4";"6";"0.0020995714074149";"4";"6";"0.00265852005341386";"6";"nucleoplasm, cytoplasm, extracellular vesicular exosome, ribonucleoprotein complex"
"408";"Q15366";"Q15366-1,Q15366-2,Q15366-3,Q15366-4,Q15366-5,Q15366-6";"PCBP2_HUMAN";"Poly(rC)-binding protein 2";"PCBP2";"3";"4";"2.27533461503715E-4";"3";"4";"0";"6";"ribonucleoprotein complex, nucleoplasm, cytosol"
"409";"Q15370";"Q15370";"ELOB_HUMAN";"Transcription elongation factor B polypeptide 2";"TCEB2";"2";"2";"0.0013196458704797";"2";"2";"0.0016709624629508";"0";"Cul5-RING ubiquitin ligase complex, Cul2-RING ubiquitin ligase complex, nucleoplasm, cytosol, elongin complex"
"410";"Q15424";"Q15424";"SAFB1_HUMAN";"Scaffold attachment factor B1";"SAFB";"7";"7";"5.95643436620893E-4";"7";"7";"7.54215843932985E-4";"0";"nucleus"
"411";"Q15427";"Q15427";"SF3B4_HUMAN";"Splicing factor 3B subunit 4";"SF3B4";"1";"1";"1.83629967826185E-4";"1";"1";"2.32516003099286E-4";"0";"nucleoplasm, U12-type spliceosomal complex"
"412";"Q15428";"Q15428";"SF3A2_HUMAN";"Splicing factor 3A subunit 2";"SF3A2";"3";"4";"6.71199192743987E-4";"3";"4";"8.49886080293942E-4";"0";"catalytic step 2 spliceosome, small nuclear ribonucleoprotein complex, nucleoplasm"
