"";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5838.1.id.csv";"peptide.count.P5838.2.id.csv";"peptide.count.P5839.1.id.csv";"peptide.count.P5839.2.id.csv";"spectra.count.P5838.1.id.csv";"spectra.count.P5838.2.id.csv";"spectra.count.P5839.1.id.csv";"spectra.count.P5839.2.id.csv";"dNSAF.P5838.1.id.csv";"dNSAF.P5838.2.id.csv";"dNSAF.P5839.1.id.csv";"dNSAF.P5839.2.id.csv";"Go.Cc"
"1678";"Q9BSJ8";"Q9BSJ8-1,Q9BSJ8-2";"Q9BSJ8-1,Q9BSJ8-2";"ESYT1_HUMAN";"Extended synaptotagmin-1";"ESYT1";15;41;0,000162627031550955;9;11;7;9;11;11;9;10;NA;NA;NA;NA;"integral component of membrane"
"1679";"Q9BT78";"Q9BT78";"Q9BT78";"CSN4_HUMAN";"COP9 signalosome complex subunit 4";"COPS4";6;12;0,000258858934757546;2;2;4;4;2;2;4;4;0,000235464580377819;0,000237844148496246;0,000433819530554147;0,000433422027239669;"cytoplasm, COP9 signalosome, nucleus, cell junction"
"1680";"Q9BTE3";"Q9BTE3-1,Q9BTE3-2";"Q9BTE3-1,Q9BTE3-2";"MCMBP_HUMAN";"Mini-chromosome maintenance complex-binding protein";"MCMBP";6;7;4,77464364343812e-05;NA;2;4;1;NA;2;4;1;NA;NA;NA;NA;"nucleus, cytoplasm, plasma membrane"
"1681";"Q9BTE6";"Q9BTE6-1,Q9BTE6-2,Q9BTE6-3";"Q9BTE6-1,Q9BTE6-2,Q9BTE6-3";"AASD1_HUMAN";"Alanyl-tRNA editing protein Aarsd1";"AARSD1";2;2;1,41716191358635e-05;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;"cytoplasm"
"1682";"Q9BTM9";"Q9BTM9-1,Q9BTM9-2";"Q9BTM9-1,Q9BTM9-2";"URM1_HUMAN";"Ubiquitin-related modifier 1 homolog";"URM1";1;1;4,33567357720972e-05;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;"cytosol"
"1683";"Q9BTT0";"Q9BTT0";"Q9BTT0";"AN32E_HUMAN";"Acidic leucine-rich nuclear phosphoprotein 32 family member E";"ANP32E";7;19;0,000620907283183989;2;4;4;6;2;4;6;7;0,000356711267288786;0,000720632270816986;0,000985806321296551;0,00114905354609621;"nucleus, Swr1 complex, cytoplasmic membrane-bounded vesicle"
"1684";"Q9BTW9";"Q9BTW9-1,Q9BTW9-3,Q9BTW9-4,Q9BTW9-5";"Q9BTW9-1,Q9BTW9-3,Q9BTW9-4,Q9BTW9-5";"TBCD_HUMAN";"Tubulin-specific chaperone D";"TBCD";1;1;1,83684157423734e-06;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;"microtubule, cytoplasm, tight junction, adherens junction, lateral plasma membrane"
"1685";"Q9BTZ2";"Q9BTZ2-1,Q9BTZ2-4";"Q9BTZ2-1,Q9BTZ2-4";"DHRS4_HUMAN";"Dehydrogenase/reductase SDR family member 4";"DHRS4";2;2;3,1503815201308e-05;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;"intracellular membrane-bounded organelle, peroxisome, peroxisomal membrane, nucleus, nuclear membrane, mitochondrion"
"1686";"Q9BUB7";"Q9BUB7-1,Q9BUB7-2";"Q9BUB7-1,Q9BUB7-2";"TMM70_HUMAN";"Transmembrane protein 70, mitochondrial";"TMEM70";1;3;5,05272728420979e-05;1;1;1;NA;1;1;1;NA;NA;NA;NA;NA;"integral component of mitochondrial membrane, mitochondrial inner membrane"
"1687";"Q9BUF5";"Q9BUF5";"Q9BUF5";"TBB6_HUMAN";"Tubulin beta-6 chain";"TUBB6";4;7;0,000446556979407162;0;0;4;3;0;0;4;3;NA;NA;0,000891543643203648;0,000789100193091056;"cytoplasm, extracellular vesicular exosome, microtubule"
"1688";"Q9BUJ2";"Q9BUJ2-1,Q9BUJ2-2,Q9BUJ2-3,Q9BUJ2-4";"Q9BUJ2-1,Q9BUJ2-2,Q9BUJ2-3,Q9BUJ2-4";"HNRL1_HUMAN";"Heterogeneous nuclear ribonucleoprotein U-like protein 1";"HNRNPUL1";6;24;6,27132022231646e-05;3;3;4;6;6;5;6;7;NA;NA;NA;NA;"nucleus, ribonucleoprotein complex, nucleoplasm"
"1689";"Q9BUL8";"Q9BUL8";"Q9BUL8";"PDC10_HUMAN";"Programmed cell death protein 10";"PDCD10";2;4;0,000165246426904974;NA;NA;2;2;NA;NA;2;2;NA;NA;0,000415402663691;0,00041502203551723;"cytosol, Golgi membrane, plasma membrane, extracellular vesicular exosome"
"1690";"Q9BUQ8";"Q9BUQ8";"Q9BUQ8";"DDX23_HUMAN";"Probable ATP-dependent RNA helicase DDX23";"DDX23";6;11;0,00011748617912878;4;4;3;NA;4;4;3;NA;0,000233167364959499;0,00023552371777921;0,000161095179333827;NA;"U5 snRNP, nucleus, catalytic step 2 spliceosome, nucleoplasm, extracellular vesicular exosome, plasma membrane, mitochondrion"
"1691";"Q9BV20";"Q9BV20-1";"Q9BV20-1";"MTNA_HUMAN";"Methylthioribose-1-phosphate isomerase";"MRI1";3;8;0,000189876653137423;2;2;2;2;2;2;2;2;NA;NA;NA;NA;"cytosol, cell projection, nucleolus, cytoplasm"
"1692";"Q9BV40";"Q9BV40";"Q9BV40";"VAMP8_HUMAN";"Vesicle-associated membrane protein 8";"VAMP8";5;19;0,00166403151893309;4;4;5;4;4;4;6;5;0,00191197239266789;0,00193129448578952;0,00264196094107476;0,00219961678824132;"plasma membrane, lysosomal membrane, mitochondrion, late endosome membrane, SNARE complex, membrane, integral component of membrane, recycling endosome, early endosome, secretory granule membrane, extracellular vesicular exosome"
"1693";"Q9BV57";"Q9BV57-1";"Q9BV57-1";"MTND_HUMAN";"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase";"ADI1";4;7;0,000342493990959472;NA;2;3;2;NA;2;3;2;NA;NA;NA;NA;"cytoplasm, nucleus, plasma membrane, cytosol, Golgi apparatus"
"1694";"Q9BVC6";"Q9BVC6";"Q9BVC6";"TM109_HUMAN";"Transmembrane protein 109";"TMEM109";3;6;0,00021624841051762;1;3;1;1;1;3;1;1;0,000196704978669536;0,000596078544996766;0,000181204454120354;0,000181038418785294;"extracellular vesicular exosome, nuclear outer membrane, sarcoplasmic reticulum membrane, integral component of membrane"
"1695";"Q9BVK6";"Q9BVK6";"Q9BVK6";"TMED9_HUMAN";"Transmembrane emp24 domain-containing protein 9";"TMED9";2;4;0,000223610058535242;0;0;2;2;0;0;2;2;0;0;0,000499661643702082;0,000499203810097321;"integral component of membrane, endoplasmic reticulum-Golgi intermediate compartment, trans-Golgi network transport vesicle, extracellular vesicular exosome, endoplasmic reticulum, endoplasmic reticulum-Golgi intermediate compartment membrane, endoplasmic reticulum membrane, Golgi apparatus, Golgi membrane"
"1696";"Q9BWD1";"Q9BWD1";"Q9BWD1";"THIC_HUMAN";"Acetyl-CoA acetyltransferase, cytosolic";"ACAT2";10;40;0,000882424244429585;9;7;9;8;10;8;11;11;0,00120401284173041;0,000972944325334771;0,00122004913315795;0,00121893121766521;"nucleolus, nucleus, cytoplasm"
"1697";"Q9BWF3";"Q9BWF3-1";"Q9BWF3-1";"RBM4_HUMAN";"RNA-binding protein 4";"RBM4";4;6;0,000144363636691708;NA;4;2;NA;NA;4;2;NA;NA;NA;NA;NA;"nucleoplasm, nucleolus, nucleus, cytoplasmic stress granule, cytoplasm, nuclear speck"
"1698";"Q9BWJ5";"Q9BWJ5";"Q9BWJ5";"SF3B5_HUMAN";"Splicing factor 3B subunit 5";"SF3B5";1;2;0,000203675828510782;NA;NA;1;1;NA;NA;1;1;NA;NA;0,000512007934316813;0,000511538787963098;"nucleus, U12-type spliceosomal complex, nucleoplasm"
"1699";"Q9BX68";"Q9BX68";"Q9BX68";"HINT2_HUMAN";"Histidine triad nucleotide-binding protein 2, mitochondrial";"HINT2";3;7;0,000376113033016843;NA;NA;3;3;NA;NA;4;3;NA;NA;0,00108055662211647;0,000809674891377173;"mitochondrion"
"1700";"Q9BXJ9";"Q9BXJ9-1";"Q9BXJ9-1";"NAA15_HUMAN";"N-alpha-acetyltransferase 15, NatA auxiliary subunit";"NAA15";14;38;0,00043486906110443;5;9;8;11;7;11;8;12;NA;NA;NA;NA;"nucleus, transcription factor complex, NatA complex, cytoplasm"
"1701";"Q9BXP5";"Q9BXP5-1,Q9BXP5-2,Q9BXP5-3,Q9BXP5-4,Q9BXP5-5";"Q9BXP5-1,Q9BXP5-2,Q9BXP5-3,Q9BXP5-4,Q9BXP5-5";"SRRT_HUMAN";"Serrate RNA effector molecule homolog";"SRRT";9;22;4,39902588518721e-05;5;4;4;7;6;5;4;7;NA;NA;NA;NA;"cytoplasm, nucleoplasm"
"1702";"Q9BXS5";"Q9BXS5-1,Q9BXS5-2";"Q9BXS5-1,Q9BXS5-2";"AP1M1_HUMAN";"AP-1 complex subunit mu-1";"AP1M1";4;8;8,28185401982376e-05;2;1;3;2;2;1;3;2;NA;NA;NA;NA;"trans-Golgi network membrane, cytosol, extracellular vesicular exosome, clathrin-coated vesicle membrane, Golgi membrane, lysosomal membrane, clathrin adaptor complex, cytoplasmic vesicle membrane"
"1703";"Q9BXW7";"Q9BXW7-1,Q9BXW7-2";"Q9BXW7-1,Q9BXW7-2";"CECR5_HUMAN";"Cat eye syndrome critical region protein 5";"CECR5";1;2;2,07046350495594e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;NA;NA;"mitochondrion"
"1704";"Q9BY32";"Q9BY32-1";"Q9BY32-1";"ITPA_HUMAN";"Inosine triphosphate pyrophosphatase";"ITPA";4;9;0,000406301781616869;3;1;1;2;3;1;2;3;NA;NA;NA;NA;"cytosol"
"1705";"Q9BY44";"Q9BY44-1";"Q9BY44-1";"EIF2A_HUMAN";"Eukaryotic translation initiation factor 2A";"EIF2A";3;3;4,49131314151981e-05;NA;NA;3;NA;NA;NA;3;NA;NA;NA;NA;NA;"cytoplasm, extracellular space, blood microparticle, eukaryotic translation initiation factor 2 complex"
"1706";"Q9BYT8";"Q9BYT8";"Q9BYT8";"NEUL_HUMAN";"Neurolysin, mitochondrial";"NLN";2;2;2,4880854051033e-05;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,000125092847588767;NA;"plasma membrane, mitochondrial intermembrane space"
"1707";"Q9BZE1";"Q9BZE1";"Q9BZE1";"RM37_HUMAN";"39S ribosomal protein L37, mitochondrial";"MRPL37";5;8;0,000165637080396475;1;NA;3;4;1;NA;3;4;0,00011300073242718;NA;0,000312288527313801;0,000416003175081101;"mitochondrion, mitochondrial ribosome"
"1708";"Q9BZF1";"Q9BZF1-1,Q9BZF1-2";"Q9BZF1-1,Q9BZF1-2";"OSBL8_HUMAN";"Oxysterol-binding protein-related protein 8";"OSBPL8";2;4;1,97031735117292e-05;2;NA;1;NA;3;NA;1;NA;NA;NA;NA;NA;"nuclear membrane"
"1709";"Q9BZF9";"Q9BZF9";"Q9BZF9";"UACA_HUMAN";"Uveal autoantigen with coiled-coil domains and ankyrin repeats";"UACA";3;3;1,85552131906009e-05;3;NA;NA;NA;3;NA;NA;NA;0,000101269724187918;NA;NA;NA;"cytoplasm, cytoskeleton, nucleus, nuclear envelope, mitochondrion, extracellular region, apoptosome, perinuclear region of cytoplasm, extracellular vesicular exosome, membrane"
"1710";"Q9BZI7";"Q9BZI7-1,Q9BZI7-2";"Q9BZI7-1,Q9BZI7-2";"REN3B_HUMAN";"Regulator of nonsense transcripts 3B";"UPF3B";2;3;2,71989460433653e-05;1;NA;NA;2;1;NA;NA;2;NA;NA;NA;NA;"exon-exon junction complex, cytosol, cytoplasm, nucleoplasm, nucleus"
"1711";"Q9BZK7";"Q9BZK7";"Q9BZK7";"TBL1R_HUMAN";"F-box-like/WD repeat-containing protein TBL1XR1";"TBL1XR1";1;2;9,37146565035019e-05;1;1;0;0;1;1;0;0;0,000278984298541035;0,000125246075602433;NA;NA;"transcriptional repressor complex, nucleoplasm, spindle microtubule, nucleus"
"1712";"Q9BZM6";"Q9BZM6";"Q9BZM6";"N2DL1_HUMAN";"NKG2D ligand 1";"ULBP1";1;6;0,000215362146540089;NA;1;1;1;NA;2;2;2;NA;0,000395757066760148;0,000360923625829885;0,000360592916105134;"plasma membrane, anchored component of plasma membrane, endoplasmic reticulum"
"1713";"Q9BZZ5";"Q9BZZ5-2";"Q9BZZ5-2";"API5_HUMAN";"Apoptosis inhibitor 5";"API5";9;26;0,000434560260066898;5;7;7;6;5;7;8;6;NA;NA;NA;NA;"cytoplasm, nucleus, spliceosomal complex"
"1714";"Q9C005";"Q9C005";"Q9C005";"DPY30_HUMAN";"Protein dpy-30 homolog";"DPY30";2;7;0,000619256811936822;2;1;2;2;2;1;2;2;0,000965642622559542;0,000487700627724627;0,000889549138409009;0,000888734055855079;"Golgi apparatus, trans-Golgi network, nucleus, histone methyltransferase complex, Set1C/COMPASS complex"
"1715";"Q9C0J8";"Q9C0J8-1";"Q9C0J8-1";"WDR33_HUMAN";"pre-mRNA 3' end processing protein WDR33";"WDR33";2;4;2,62217384010887e-05;2;NA;1;1;2;NA;1;1;NA;NA;NA;NA;"nucleus, collagen"
"1716";"Q9GZL7";"Q9GZL7";"Q9GZL7";"WDR12_HUMAN";"Ribosome biogenesis protein WDR12";"WDR12";2;4;8,28185401982376e-05;2;1;NA;1;2;1;NA;1;0,000226001464854361;0,000114142700105764;NA;0,000104000793770275;"PeBoW complex, nucleoplasm, nucleolus, preribosome, large subunit precursor"
"1717";"Q9GZS3";"Q9GZS3";"Q9GZS3";"WDR61_HUMAN";"WD repeat-containing protein 61";"WDR61";3;8;0,000229719622976095;3;2;2;NA;3;3;2;NA;0,000470157145738006;0,000474908480112177;0,000288738900663908;NA;"transcriptionally active chromatin, nucleus, Ski complex, cytoplasm, Cdc73/Paf1 complex"
"1718";"Q9GZT3";"Q9GZT3";"Q9GZT3";"SLIRP_HUMAN";"SRA stem-loop-interacting RNA-binding protein, mitochondrial";"SLIRP";5;11;0,000883840980601834;2;1;4;4;2;1;4;4;0,000877051556269676;0,000442957450869156;0,00161587825142187;0,00161439764274592;"nucleus, ribonucleoprotein complex, mitochondrion"
"1719";"Q9GZZ1";"Q9GZZ1-1";"Q9GZZ1-1";"NAA50_HUMAN";"N-alpha-acetyltransferase 50";"NAA50";4;15;0,000777342659109198;2;4;4;4;2;4;5;4;NA;NA;NA;NA;"extracellular vesicular exosome, cytoplasm"
"1720";"Q9GZZ9";"Q9GZZ9-1";"Q9GZZ9-1";"UBA5_HUMAN";"Ubiquitin-like modifier-activating enzyme 5";"UBA5";1;1;2,16783678860486e-05;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;"cytoplasm, nucleus, intracellular membrane-bounded organelle"
"1721";"Q9H074";"Q9H074-1,Q9H074-2";"Q9H074-1,Q9H074-2";"PAIP1_HUMAN";"Polyadenylate-binding protein-interacting protein 1";"PAIP1";3;8;7,31362056447902e-05;NA;NA;3;3;NA;NA;3;5;NA;NA;NA;NA;"cytoplasm, cytosol"
"1722";"Q9H0A0";"Q9H0A0";"Q9H0A0";"NAT10_HUMAN";"N-acetyltransferase 10";"NAT10";3;3;2,56333481735521e-05;2;1;NA;NA;2;1;NA;NA;9,32669459837996e-05;4,7104743555842e-05;NA;NA;"nucleus, nucleolus"
"1723";"Q9H0C8";"Q9H0C8";"Q9H0C8";"ILKAP_HUMAN";"Integrin-linked kinase-associated serine/threonine phosphatase 2C";"ILKAP";2;4;8,93679655710574e-05;1;NA;2;1;1;NA;2;1;0,000121937014838514;NA;0,000224656542608398;0,000112225346338843;"cytoplasm"
"1724";"Q9H0D6";"Q9H0D6-1,Q9H0D6-2";"Q9H0D6-1,Q9H0D6-2";"XRN2_HUMAN";"5'-3' exoribonuclease 2";"XRN2";9;23;0,000106018628630086;3;5;7;5;3;5;8;7;NA;NA;NA;NA;"aggresome, nucleolus, nucleus"
"1725";"Q9H0G5";"Q9H0G5";"Q9H0G5";"NSRP1_HUMAN";"Nuclear speckle splicing regulatory protein 1";"NSRP1";1;2;3,13908983009449e-05;1;NA;NA;NA;2;NA;NA;NA;0,000171323691099274;NA;NA;NA;"nucleus, ribonucleoprotein complex, nuclear speck"
"1726";"Q9H0U4";"Q9H0U4";"Q9H0U4";"RAB1B_HUMAN";"Ras-related protein Rab-1B";"RAB1B";2;10;0,00066949401294581;2;2;2;2;3;3;2;2;0,00107310639576043;0,00103598917364331;0,000753176893096413;0,000659218918474659;"membrane, Golgi apparatus, extracellular vesicular exosome, mitochondrion"
"1727";"Q9H1E3";"Q9H1E3-1";"Q9H1E3-1";"NUCKS_HUMAN";"Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1";"NUCKS1";4;15;0,000540621026294051;3;3;4;3;3;3;5;4;NA;NA;NA;NA;"cytoplasm, nucleus"
"1728";"Q9H299";"Q9H299";"Q9H299";"SH3L3_HUMAN";"SH3 domain-binding glutamic acid-rich-like protein 3";"SH3BGRL3";1;2;0,000188345389805669;1;1;NA;NA;1;1;NA;NA;0,000513971073297821;0,000519165184352022;NA;NA;"extracellular vesicular exosome, nucleus, cytoplasm"
"1729";"Q9H2G2";"Q9H2G2-1,Q9H2G2-2";"Q9H2G2-1,Q9H2G2-2";"SLK_HUMAN";"STE20-like serine/threonine-protein kinase";"SLK";4;5;2,14612608562927e-05;0;4;0;1;0;4;0;1;NA;NA;NA;NA;"extracellular vesicular exosome, cytoplasm"
"1730";"Q9H2K8";"Q9H2K8";"Q9H2K8";"TAOK3_HUMAN";"Serine/threonine-protein kinase TAO3";"TAOK3";6;12;0,00011703421771889;1;2;4;5;1;2;4;5;5,3228630085409e-05;0,000107533100545074;0,000196136669716018;0,000244946190227318;"plasma membrane, cytoplasm"
"1731";"Q9H2M9";"Q9H2M9-1";"Q9H2M9-1";"RBGPR_HUMAN";"Rab3 GTPase-activating protein non-catalytic subunit";"RAB3GAP2";4;8;5,02975484621027e-05;2;1;3;2;2;1;3;2;NA;NA;NA;NA;"cytoplasm, plasma membrane"
"1732";"Q9H2U1";"Q9H2U1-1,Q9H2U1-2,Q9H2U1-3";"Q9H2U1-1,Q9H2U1-2,Q9H2U1-3";"DHX36_HUMAN";"Probable ATP-dependent RNA helicase DHX36";"DHX36";1;3;8,68855220829725e-06;NA;NA;1;1;NA;NA;2;1;NA;NA;NA;NA;"nucleus, cytosol"
"1733";"Q9H2U2";"Q9H2U2-1,Q9H2U2-2";"Q9H2U2-1,Q9H2U2-2";"IPYR2_HUMAN";"Inorganic pyrophosphatase 2, mitochondrial";"PPA2";7;14;0,000195588376598285;3;4;3;3;3;4;4;3;NA;NA;NA;NA;"mitochondrial matrix"
"1734";"Q9H2W6";"Q9H2W6";"Q9H2W6";"RM46_HUMAN";"39S ribosomal protein L46, mitochondrial";"MRPL46";2;2;6,27817966018898e-05;NA;2;NA;NA;NA;2;NA;NA;NA;0,000346110122901348;NA;NA;"mitochondrion, ribosome"
"1735";"Q9H307";"Q9H307-1,Q9H307-2";"Q9H307-1,Q9H307-2";"PININ_HUMAN";"Pinin";"PNN";1;1;6,10743418825915e-06;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;"cytoplasm, nucleus, nuclear speck, desmosome, plasma membrane, catalytic step 2 spliceosome, intermediate filament, cell-cell junction"
"1736";"Q9H3K2";"Q9H3K2";"Q9H3K2";"GHITM_HUMAN";"Growth hormone-inducible transmembrane protein";"GHITM";2;10;0,000253856829738076;2;2;2;2;2;3;3;2;0,000277097448212738;0,000419846627345548;0,000382892890010834;0,000255028033419283;"integral component of membrane, mitochondrial inner membrane, extracellular vesicular exosome"
"1737";"Q9H3N1";"Q9H3N1";"Q9H3N1";"TMX1_HUMAN";"Thioredoxin-related transmembrane protein 1";"TMX1";4;8;0,000250230303598961;1;NA;4;3;1;NA;4;3;0,000170711820773919;NA;0,000629038319303514;0,00047134645462314;"nucleolus, endoplasmic reticulum membrane, endoplasmic reticulum, integral component of membrane"
"1738";"Q9H3P7";"Q9H3P7";"Q9H3P7";"GCP60_HUMAN";"Golgi resident protein GCP60";"ACBD3";1;1;1,6587236034022e-05;NA;NA;1;NA;NA;NA;1;NA;NA;NA;8,33952317258446e-05;NA;"Golgi membrane, Golgi apparatus, integral component of membrane, mitochondrion"
"1739";"Q9H3Z4";"Q9H3Z4-1,Q9H3Z4-2";"Q9H3Z4-1,Q9H3Z4-2";"DNJC5_HUMAN";"DnaJ homolog subfamily C member 5";"DNAJC5";2;5;0,000110581573560147;2;1;1;1;2;1;1;1;NA;NA;NA;NA;"synaptic vesicle, lysosomal membrane, plasma membrane, mitochondrion, melanosome, clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane"
"1740";"Q9H444";"Q9H444";"Q9H444";"CHM4B_HUMAN";"Charged multivesicular body protein 4b";"CHMP4B";2;5;0,000195492424686688;NA;NA;2;2;NA;NA;2;3;NA;NA;0,000393148949564696;0,000589183068278925;"cytosol, extracellular vesicular exosome, midbody, late endosome membrane"
"1741";"Q9H488";"Q9H488-1,Q9H488-2";"Q9H488-1,Q9H488-2";"OFUT1_HUMAN";"GDP-fucose protein O-fucosyltransferase 1";"POFUT1";1;1;1,12861606004686e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;"endoplasmic reticulum, membrane"
"1742";"Q9H4A3";"Q9H4A3-1,Q9H4A3-2,Q9H4A3-5,Q9H4A3-6";"Q9H4A3-1,Q9H4A3-2,Q9H4A3-5,Q9H4A3-6";"WNK1_HUMAN";"Serine/threonine-protein kinase WNK1";"WNK1";1;2;1,83838384256163e-06;NA;NA;1;1;NA;NA;1;1;NA;NA;NA;NA;"cytoplasm"
"1743";"Q9H4A4";"Q9H4A4";"Q9H4A4";"AMPB_HUMAN";"Aminopeptidase B";"RNPEP";2;2;2,69478788491189e-05;NA;2;NA;NA;NA;2;NA;NA;NA;0,000148561114291502;NA;NA;"plasma membrane, extracellular vesicular exosome, extracellular region, extracellular space"
"1744";"Q9H4A5";"Q9H4A5,Q9H4A6";"Q9H4A5,Q9H4A6";"GLP3L_HUMAN, GOLP3_HUMAN";"Golgi phosphoprotein 3, Golgi phosphoprotein 3-like";"GOLPH3, GOLPH3L";1;2;3,00448048918135e-05;NA;1;NA;1;NA;1;NA;1;NA;8,28170877268234e-05;NA;7,54585519122237e-05;"Golgi membrane, Golgi cisterna membrane, trans-Golgi network membrane"
"1745";"Q9H4B7";"Q9H4B7";"Q9H4B7";"TBB1_HUMAN";"Tubulin beta-1 chain";"TUBB1";0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;"microtubule, cytoplasm"
"1746";"Q9H4M9";"Q9H4M9";"Q9H4M9";"EHD1_HUMAN";"EH domain-containing protein 1";"EHD1";3;4;6,560345038175e-05;2;NA;NA;2;2;NA;NA;2;0,000179023632272275;NA;NA;0,000164765302489986;"plasma membrane, perinuclear region of cytoplasm, endosome membrane, platelet dense tubular network membrane, endocytic vesicle, recycling endosome membrane, extracellular vesicular exosome, early endosome membrane, lipid particle"
"1747";"Q9H6Z4";"Q9H6Z4-1,Q9H6Z4-2,Q9H6Z4-3";"Q9H6Z4-1,Q9H6Z4-2,Q9H6Z4-3";"RANB3_HUMAN";"Ran-binding protein 3";"RANBP3";2;6;3,08926300739458e-05;2;2;NA;2;2;2;NA;2;NA;NA;NA;NA;"cytoplasm, nucleus"
"1748";"Q9H773";"Q9H773";"Q9H773";"DCTP1_HUMAN";"dCTP pyrophosphatase 1";"DCTPP1";5;12;0,000618216044185668;2;3;3;3;2;3;4;3;0,00056234482137291;0,000852041684907142;0,00103606311414696;0,000776335337026348;"cytosol"
"1749";"Q9H845";"Q9H845";"Q9H845";"ACAD9_HUMAN";"Acyl-CoA dehydrogenase family member 9, mitochondrial";"ACAD9";4;8;0,000112825257661367;2;1;3;2;2;1;3;2;0,000153943026784854;7,77493754343608e-05;0,000212718272228241;0,000141682240788491;"dendrite, mitochondrion, nucleus"
"1750";"Q9H8Y8";"Q9H8Y8-1";"Q9H8Y8-1";"GORS2_HUMAN";"Golgi reassembly-stacking protein 2";"GORASP2";4;11;0,000213138643552212;3;4;2;2;3;4;2;2;NA;NA;NA;NA;"membrane, Golgi apparatus, Golgi membrane, plasma membrane"
"1751";"Q9H9B4";"Q9H9B4";"Q9H9B4";"SFXN1_HUMAN";"Sideroflexin-1";"SFXN1";10;33;0,000897565219431055;7;8;8;7;8;8;8;9;0,00118756049234031;0,00119956179241585;0,00109397968574524;0,00122959944684297;"mitochondrial inner membrane, integral component of membrane"
"1752";"Q9H9J2";"Q9H9J2";"Q9H9J2";"RM44_HUMAN";"39S ribosomal protein L44, mitochondrial";"MRPL44";1;2;5,27594013612267e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;0,000132628561298934;0,000132507035436224;"mitochondrion, ribosome"
"1753";"Q9H9Q2";"Q9H9Q2-1,Q9H9Q2-3";"Q9H9Q2-1,Q9H9Q2-3";"CSN7B_HUMAN";"COP9 signalosome complex subunit 7b";"COPS7B";3;7;0,000116110652238154;2;1;2;2;2;1;2;2;NA;NA;NA;NA;"COP9 signalosome, nucleus, cytoplasm"
"1754";"Q9HAV0";"Q9HAV0";"Q9HAV0";"GBB4_HUMAN";"Guanine nucleotide-binding protein subunit beta-4";"GNB4";1;1;4,89704100934618e-05;1;0;0;0;1;0;0;0;0,000281172410686455;0;0;0;"lysosomal membrane, plasma membrane"
"1755";"Q9HAV4";"Q9HAV4";"Q9HAV4";"XPO5_HUMAN";"Exportin-5";"XPO5";2;5;3,63706836626397e-05;NA;1;2;1;NA;1;2;2;NA;4,01016296883206e-05;7,31439906166876e-05;7,30769697090139e-05;"nucleus, nucleoplasm, cytosol, cytoplasm"
"1756";"Q9HAV7";"Q9HAV7";"Q9HAV7";"GRPE1_HUMAN";"GrpE protein homolog 1, mitochondrial";"GRPEL1";3;10;0,000403597263869292;3;1;3;3;3;1;3;3;0,000660819951382912;0,000222499364722295;0,000608746760616304;0,000608188973707277;"mitochondrial matrix, mitochondrion"
"1757";"Q9HB40";"Q9HB40-1,Q9HB40-2";"Q9HB40-1,Q9HB40-2";"RISC_HUMAN";"Retinoid-inducible serine carboxypeptidase";"SCPEP1";1;2;1,93762403229284e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;NA;NA;"cytosol, extracellular vesicular exosome"
"1758";"Q9HB71";"Q9HB71-1";"Q9HB71-1";"CYBP_HUMAN";"Calcyclin-binding protein";"CACYBP";9;46;0,00180538969043987;8;8;9;9;10;11;12;13;NA;NA;NA;NA;"neuron projection, nuclear envelope lumen, nucleus, cell body, extracellular vesicular exosome, beta-catenin destruction complex, cytoplasm"
"1759";"Q9HBL7";"Q9HBL7";"Q9HBL7";"PLRKT_HUMAN";"Plasminogen receptor (KT)";"PLGRKT";1;4;0,000238314574856153;1;1;1;1;1;1;1;1;0,000325165372902703;0,000328451443161483;0,000299542056811197;0,000299267590236914;"mitochondrion, integral component of plasma membrane"
"1760";"Q9HC38";"Q9HC38-2";"Q9HC38-2";"GLOD4_HUMAN";"Glyoxalase domain-containing protein 4";"GLOD4";10;32;0,000895392779651234;6;8;8;7;8;9;8;7;NA;NA;NA;NA;"mitochondrion"
"1761";"Q9HC77";"Q9HC77";"Q9HC77";"CENPJ_HUMAN";"Centromere protein J";"CENPJ";2;2;1,30912714887349e-05;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;6,57583494242547e-05;"microtubule, gamma-tubulin small complex, centriole, cytosol, centrosome"
