"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5838-1.id.csv";"peptide.count.P5838-2.id.csv";"peptide.count.P5839-1.id.csv";"peptide.count.P5839-2.id.csv";"spectra.count.P5838-1.id.csv";"spectra.count.P5838-2.id.csv";"spectra.count.P5839-1.id.csv";"spectra.count.P5839-2.id.csv";"dNSAF.P5838-1.id.csv";"dNSAF.P5838-2.id.csv";"dNSAF.P5839-1.id.csv";"dNSAF.P5839-2.id.csv"
"P22234-1";"P22234-1";"P22234-1";"PUR6_HUMAN";"Multifunctional protein ADE2";"PAICS";17;76;0,00156614731193703;13;16;15;17;17;21;18;20;NA;NA;NA;NA
"P22307-1";"P22307-1";"P22307-1";"NLTP_HUMAN";"Non-specific lipid-transfer protein";"SCP2";7;19;0,000304210515344258;5;5;3;5;6;5;3;5;NA;NA;NA;NA
"P22626-1";"P22626-1";"P22626-1";"ROA2_HUMAN";"Heterogeneous nuclear ribonucleoproteins A2/B1";"HNRNPA2B1";15;89;0,00248726324007268;13;13;14;13;22;24;23;20;NA;NA;NA;NA
"P22830-1,P22830-2";"P22830-1,P22830-2";"P22830-[1,2]";"HEMH_HUMAN";"Ferrochelatase, mitochondrial";"FECH";1;1;1,03523175247797e-05;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA
"P23193-1";"P23193-1";"P23193-1";"TCEA1_HUMAN";"Transcription elongation factor A protein 1";"TCEA1";11;37;0,00107657223641413;10;9;9;8;10;10;9;8;NA;NA;NA;NA
"P23434";"P23434";"P23434";"GCSH_HUMAN";"Glycine cleavage system H protein, mitochondrial";"GCSH";1;1;5,06246278957435e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000254290958178187
"P23786";"P23786";"P23786";"CPT2_HUMAN";"Carnitine O-palmitoyltransferase 2, mitochondrial";"CPT2";1;1;1,33101225318596e-05;1;NA;NA;NA;1;NA;NA;NA;7,26433279889017e-05;NA;NA;NA
"P24941-1,P24941-2,Q00526";"P24941-1,P24941-2,Q00526";"P24941-[1,2], Q00526";"CDK2_HUMAN, CDK3_HUMAN";"Cyclin-dependent kinase 2, Cyclin-dependent kinase 3";"CDK2, CDK3";1;1;1,04827606456443e-05;0;0;0;1;0;0;0;1;NA;0;NA;0,000154539821187915
"P25490";"P25490";"P25490";"TYY1_HUMAN";"Transcriptional repressor protein YY1";"YY1";1;3;6,34642074345191e-05;1;1;1;NA;1;1;1;NA;0,000115457270088641;0,000116624063151541;0,000106359136114121;NA
"P26358-1";"P26358-1";"P26358-1";"DNMT1_HUMAN";"DNA (cytosine-5)-methyltransferase 1";"DNMT1";5;9;4,87763277436093e-05;3;4;NA;NA;4;5;NA;NA;NA;NA;NA;NA
"P27144";"P27144";"P27144";"KAD4_HUMAN";"Adenylate kinase isoenzyme 4, mitochondrial";"AK4";1;2;7,85476289324092e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;0,000197455974669264;0,000197275048272764
"P27361-1,P27361-2,P27361-3";"P27361-1,P27361-2,P27361-3";"P27361-[1-3]";"MK03_HUMAN";"Mitogen-activated protein kinase 3";"MAPK3";1;1;2,31083393824898e-05;0;0;0;1;0;0;0;1;NA;NA;NA;NA
"P27449";"P27449";"P27449";"VATL_HUMAN";"V-type proton ATPase 16 kDa proteolipid subunit";"ATP6V0C";1;2;0,000113007233883402;NA;NA;1;1;NA;NA;1;1;NA;NA;0,000284081821620942;0,000283821521063396
"P28340";"P28340";"P28340";"DPOD1_HUMAN";"DNA polymerase delta catalytic subunit";"POLD1";1;1;8,01701424358008e-06;0;0;0;1;0;0;0;1;NA;NA;NA;4,02998610006425e-05
"P29692-3";"P29692-3";"P29692-3";"EF1D_HUMAN";"Elongation factor 1-delta";"EEF1D";1;3;0,000337352505104754;1;1;1;0;1;1;1;0;NA;NA;NA;NA
"P30046";"P30046";"P30046";"DOPD_HUMAN";"D-dopachrome decarboxylase";"DDT";5;22;0,00163285876077288;4;3;4;5;6;5;4;7;0,00243047338051003;0,00204586280274314;0,00149263330004224;0,00260971483350665
"P30419-1";"P30419-1";"P30419-1";"NMT1_HUMAN";"Glycylpeptide N-tetradecanoyltransferase 1";"NMT1";8;20;0,00035314760588563;2;3;5;6;3;4;6;7;NA;NA;NA;NA
"P30566-1";"P30566-1";"P30566-1";"PUR8_HUMAN";"Adenylosuccinate lyase";"ADSL";8;19;0,00034380816506882;6;3;5;4;7;3;5;4;NA;NA;NA;NA
"P30613-1,P30613-2";"P30613-1,P30613-2";"P30613-[1,2]";"KPYR_HUMAN";"Pyruvate kinase isozymes R/L";"PKLR";1;1;7,94805517783957e-06;0;1;0;0;0;1;0;0;NA;NA;NA;NA
"P31942-1,P31942-2";"P31942-1,P31942-2";"P31942-[1,2]";"HNRH3_HUMAN";"Heterogeneous nuclear ribonucleoprotein H3";"HNRNPH3";6;23;0,000291091610400525;6;4;5;5;6;5;5;7;NA;NA;NA;NA
"P32929-1,P32929-2";"P32929-1,P32929-2";"P32929-[1,2]";"CGL_HUMAN";"Cystathionine gamma-lyase";"CTH";1;1;1,0812420525881e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA
"P34896-1,P34896-2";"P34896-1,P34896-2";"P34896-[1,2]";"GLYC_HUMAN";"Serine hydroxymethyltransferase, cytosolic";"SHMT1";2;5;4,84578923761106e-05;1;1;1;2;1;1;1;2;NA;NA;NA;NA
"P34931";"P34931";"P34931";"HS71L_HUMAN";"Heat shock 70 kDa protein 1-like";"HSPA1L";1;1;2,51030808098446e-05;0;0;0;1;0;0;0;1;0;0;0;0,000122657582059202
"P35237";"P35237";"P35237";"SPB6_HUMAN";"Serpin B6";"SERPINB6";1;2;4,65854288615087e-05;NA;1;NA;1;NA;1;NA;1;NA;0,000128410537618984;NA;0,00011700089299156
"P35250-1,P35250-2";"P35250-1,P35250-2";"P35250-[1,2]";"RFC2_HUMAN";"Replication factor C subunit 2";"RFC2";1;1;1,23701421270673e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA
"P35251-1,P35251-2";"P35251-1,P35251-2";"P35251-[1,2]";"RFC1_HUMAN";"Replication factor C subunit 1";"RFC1";1;1;3,81448633535001e-06;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA
"P35580-3";"P35580-3";"P35580-3";"MYH10_HUMAN";"Myosin-10";"MYH10";4;5;2,75594391906714e-05;2;1;2;0;2;1;2;0;NA;NA;NA;NA
"P35613-1,P35613-2";"P35613-1,P35613-2";"P35613-[1,2]";"BASI_HUMAN";"Basigin";"BSG";6;22;0,000250230303598961;6;6;3;4;7;7;4;4;NA;NA;NA;NA
"P35749-1,P35749-2,P35749-3,P35749-4";"P35749-1,P35749-2,P35749-3,P35749-4";"P35749-[1-4]";"MYH11_HUMAN";"Myosin-11";"MYH11";1;1;1,33206434185716e-06;0;0;1;0;0;0;1;0;NA;NA;NA;NA
"P36543-1,P36543-2";"P36543-1,P36543-2";"P36543-[1,2]";"VATE1_HUMAN";"V-type proton ATPase subunit E 1";"ATP6V1E1";4;15;0,000290643604843926;3;2;3;3;4;3;4;4;NA;NA;NA;NA
"P36639-1,P36639-2,P36639-3,P36639-4";"P36639-1,P36639-2,P36639-3,P36639-4";"P36639-[1-4]";"8ODP_HUMAN";"7,8-dihydro-8-oxoguanine triphosphatase";"NUDT1";1;1;1,11142901344716e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA
"P36959";"P36959";"P36959";"GMPR1_HUMAN";"GMP reductase 1";"GMPR";1;1;2,53856829738076e-05;1;NA;NA;NA;1;NA;NA;NA;0,000138548724106369;NA;NA;NA
"P38159-3";"P38159-3";"P38159-3";"RBMX_HUMAN";"RNA-binding motif protein, X chromosome";"RBMX";1;1;4,01317782306517e-05;0;0;1;0;0;0;1;0;NA;NA;NA;NA
"P40818";"P40818";"P40818";"UBP8_HUMAN";"Ubiquitin carboxyl-terminal hydrolase 8";"USP8";1;2;1,56673714239063e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;3,9385225716678e-05;3,93491375356229e-05
"P40937-1,P40937-2";"P40937-1,P40937-2";"P40937-[1,2]";"RFC5_HUMAN";"Replication factor C subunit 5";"RFC5";1;2;2,57590018410695e-05;NA;1;1;NA;NA;1;1;NA;NA;NA;NA;NA
"P40938";"P40938";"P40938";"RFC3_HUMAN";"Replication factor C subunit 3";"RFC3";1;2;4,92025877863125e-05;NA;1;NA;1;NA;1;NA;1;NA;0,000135624612766118;NA;0,00012357397686749
"P41219-1,P41219-2";"P41219-1,P41219-2";"P41219-[1,2]";"PERI_HUMAN";"Peripherin";"PRPH";1;1;1,07728804242239e-05;0;1;NA;0;0;1;NA;0;NA;NA;NA;NA
"P42167-2";"P42167-2";"P42167-2";"LAP2B_HUMAN";"Lamina-associated polypeptide 2, isoforms beta/gamma";"TMPO";1;8;0,000333857053400027;1;1;1;1;2;2;2;2;NA;NA;NA;NA
"P43307-1";"P43307-1";"P43307-1";"SSRA_HUMAN";"Translocon-associated protein subunit alpha";"SSR1";3;12;0,000367471075215257;3;3;2;NA;4;4;4;NA;NA;NA;NA;NA
"P43686-1";"P43686-1";"P43686-1";"PRS6B_HUMAN";"26S protease regulatory subunit 6B";"PSMC4";6;18;0,000396237132069216;5;4;4;4;5;5;4;4;NA;NA;NA;NA
"P45954";"P45954";"P45954";"ACDSB_HUMAN";"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial";"ACADSB";1;1;2,02732884860269e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000101834110566728
"P46527";"P46527";"P46527";"CDN1B_HUMAN";"Cyclin-dependent kinase inhibitor 1B";"CDKN1B";1;2;8,84652588481175e-05;1;1;NA;NA;1;1;NA;NA;0,000241410655639885;0,000243850313862313;NA;NA
"P46779-1";"P46779-1";"P46779-1";"RL28_HUMAN";"60S ribosomal protein L28";"RPL28";9;34;0,00217353329403477;8;9;9;8;8;9;9;8;NA;NA;NA;NA
"P47813";"P47813";"P47813";"IF1AX_HUMAN";"Eukaryotic translation initiation factor 1A, X-chromosomal";"EIF1AX";3;11;0,000669018520038888;2;3;2;3;2;4;2;3;0,000663879303009685;0,00134117672624272;0,000611565032656194;0,00091650699510055
"P48454-1,P48454-2";"P48454-1,P48454-2";"P48454-[1,2]";"PP2BC_HUMAN";"Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform";"PPP3CC";1;6;6,84223486403409e-05;1;1;1;1;1;1;2;2;NA;NA;NA;NA
"P48634-1";"P48634-1";"P48634-1";"PRC2A_HUMAN";"Protein PRRC2A";"PRRC2A";3;7;2,84220789901462e-05;NA;2;2;3;NA;2;2;3;NA;NA;NA;NA
"P49590";"P49590";"P49590";"SYHM_HUMAN";"Probable histidine--tRNA ligase, mitochondrial";"HARS2";1;1;3,46168404188286e-05;0;0;1;0;0;0;1;0;NA;0;0,000130531667049148;0
"P49750-1,P49750-3,P49750-4";"P49750-1,P49750-3,P49750-4";"P49750-[1,3,4]";"YLPM1_HUMAN";"YLP motif-containing protein 1";"YLPM1";1;4;5,98534811273783e-06;NA;NA;1;1;NA;NA;2;2;NA;NA;NA;NA
"P49770";"P49770";"P49770";"EI2BB_HUMAN";"Translation initiation factor eIF-2B subunit beta";"EIF2B2";1;4;9,98069587004402e-05;1;1;1;1;1;1;1;1;0,00013618036984814;0,000137556587306946;0,000125449237467937;0,00012533428992828
"P49790";"P49790";"P49790";"NU153_HUMAN";"Nuclear pore complex protein Nup153";"NUP153";1;2;1,18753364419846e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;2,98526660008447e-05;2,98253123829331e-05
"P50750-1,P50750-2";"P50750-1,P50750-2";"P50750-[1,2]";"CDK9_HUMAN";"Cyclin-dependent kinase 9";"CDK9";1;2;2,5389697155176e-05;0;1;0;1;0;1;0;1;NA;NA;NA;NA
"P50851-1,P50851-2";"P50851-1,P50851-2";"P50851-[1,2]";"LRBA_HUMAN";"Lipopolysaccharide-responsive and beige-like anchor protein";"LRBA";1;2;3,05905016624646e-06;NA;1;NA;1;NA;1;NA;1;NA;NA;NA;NA
"P51153";"P51153";"P51153";"RAB13_HUMAN";"Ras-related protein Rab-13";"RAB13";1;1;4,82792457682724e-05;1;0;0;0;1;0;0;0;0,000250181116651433;NA;0;NA
"P51817";"P51817";"P51817";"PRKX_HUMAN";"cAMP-dependent protein kinase catalytic subunit PRKX";"PRKX";1;4;0,000139793465697743;NA;0;1;1;NA;0;2;2;NA;NA;0,000327990185111702;0,000368650858364467
"P51965,Q969T4,Q96LR5";"P51965,Q969T4,Q96LR5";"P51965, Q969T4, Q96LR5";"UB2E1_HUMAN, UB2E2_HUMAN, UB2E3_HUMAN";"Ubiquitin-conjugating enzyme E2 E1, Ubiquitin-conjugating enzyme E2 E2, Ubiquitin-conjugating enzyme E2 E3";"UBE2E1, UBE2E2, UBE2E3";1;1;1,45724802428679e-05;NA;1;NA;NA;NA;1;NA;NA;NA;8,03367090594643e-05;NA;NA
"P51991-1";"P51991-1";"P51991-1";"ROA3_HUMAN";"Heterogeneous nuclear ribonucleoprotein A3";"HNRNPA3";10;37;0,00089656055200486;10;8;8;9;11;8;8;10;NA;NA;NA;NA
"P53582";"P53582";"P53582";"AMPM1_HUMAN";"Methionine aminopeptidase 1";"METAP1";1;4;9,07571049322656e-05;1;1;1;1;1;1;1;1;0,000123832408851547;0,000125083839753207;0,000114074306609445;0,000113969781774162
"P53985";"P53985";"P53985";"MOT1_HUMAN";"Monocarboxylate transporter 1";"SLC16A1";1;3;5,25483637557818e-05;1;NA;1;1;1;NA;1;1;9,55986196333946e-05;NA;8,80653647024919e-05;8,79846715296528e-05
"P54105";"P54105";"P54105";"ICLN_HUMAN";"Methylosome subunit pICln";"CLNS1A";1;3;0,000110861526910932;NA;NA;NA;1;NA;NA;NA;3;NA;NA;NA;0,000556865009681347
"P54278-1,P54278-3,Q68D20";"P54278-1,P54278-3,Q68D20";"P54278-[1,3], Q68D20";"PMS2_HUMAN, PMS2L_HUMAN";"Mismatch repair endonuclease PMS2, Protein PMS2CL";"PMS2, PMS2CL";1;8;3,65490271297387e-05;1;1;1;1;1;3;2;2;0,000247664817703095;0,000750503038519244;0,000456297226437782;0,000455879127096647
"P54687-1,P54687-4";"P54687-1,P54687-4";"P54687-[1,4]";"BCAT1_HUMAN";"Branched-chain-amino-acid aminotransferase, cytosolic";"BCAT1";6;25;0,00028361595291333;5;5;6;5;6;6;7;6;NA;NA;NA;NA
"P55036-1";"P55036-1";"P55036-1";"PSMD4_HUMAN";"26S proteasome non-ATPase regulatory subunit 4";"PSMD4";4;18;0,000418156740762189;3;4;4;4;3;5;5;5;NA;NA;NA;NA
"P55160";"P55160";"P55160";"NCKPL_HUMAN";"Nck-associated protein 1-like";"NCKAP1L";1;1;7,77112744096152e-06;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;3,90349030743801e-05
"P55212-1,P55212-2";"P55212-1,P55212-2";"P55212-[1,2]";"CASP6_HUMAN";"Caspase-6";"CASP6";1;1;1,49454959487434e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA
"P55263-1,P55263-2";"P55263-1,P55263-2";"P55263-[1,2]";"ADK_HUMAN";"Adenosine kinase";"ADK";7;24;0,000290322451689402;6;6;6;6;6;6;6;6;NA;NA;NA;NA
"P55854";"P55854";"P55854";"SUMO3_HUMAN";"Small ubiquitin-related modifier 3";"SUMO3";1;1;0,000170059429630362;1;0;0;0;1;0;0;0;0,000928141938188297;NA;0;0
"P55957-1,P55957-2";"P55957-1,P55957-2";"P55957-[1,2]";"BID_HUMAN";"BH3-interacting domain death agonist";"BID";2;6;0,000134739394245594;1;1;2;2;1;1;2;2;NA;NA;NA;NA
"P57772";"P57772";"P57772";"SELB_HUMAN";"Selenocysteine-specific elongation factor";"EEFSEC";1;3;4,40841977816961e-05;NA;1;1;1;NA;1;1;1;NA;8,10106747394933e-05;7,38803395155133e-05;7,38126439007154e-05
"P58876";"P58876";"P58876";"H2B1D_HUMAN";"Histone H2B type 1-D";"HIST1H2BD";3;13;0,00191352585105088;3;3;3;3;3;3;4;3;0,00227615761031892;0,00287395012766298;0,00279572586357117;0,0020948731316584
"P60602-1,P60602-2";"P60602-1,P60602-2";"P60602-[1,2]";"ROMO1_HUMAN";"Reactive oxygen species modulator 1";"ROMO1";1;2;0,000110861526910932;NA;NA;1;1;NA;NA;1;1;NA;NA;NA;NA
"P60981-1,P60981-2";"P60981-1,P60981-2";"P60981-[1,2]";"DEST_HUMAN";"Destrin";"DSTN";1;1;2,71975837119832e-05;NA;1;0;0;NA;1;0;0;NA;NA;NA;NA
"P60983";"P60983";"P60983";"GMFB_HUMAN";"Glia maturation factor beta";"GMFB";1;1;8,2235311041912e-05;1;0;0;0;1;0;0;0;0,000420768572330082;NA;NA;NA
"P61225";"P61225";"P61225";"RAP2B_HUMAN";"Ras-related protein Rap-2b";"RAP2B";1;1;0,000175480267551184;0;0;0;1;0;0;0;1;NA;NA;NA;0,000721185832210269
"P61769";"P61769";"P61769";"B2MG_HUMAN";"Beta-2-microglobulin";"B2M";1;4;0,000294388592469366;NA;1;1;1;NA;1;1;2;NA;0,000405734135670068;0,000370022540766773;0,000739366987644141
"P61923";"P61923";"P61923";"COPZ1_HUMAN";"Coatomer subunit zeta-1";"COPZ1";1;3;0,000148441705524807;1;NA;1;1;1;NA;1;1;0,000270052597834448;NA;0,000248772216673706;0,000248544269857776
"P61956-1,P61956-2";"P61956-1,P61956-2";"P61956-[1,2]";"SUMO2_HUMAN";"Small ubiquitin-related modifier 2";"SUMO2";1;3;0,000276570335556746;0;0;1;1;0;0;2;1;NA;NA;NA;NA
"P61960-1";"P61960-1";"P61960-1";"UFM1_HUMAN";"Ubiquitin-fold modifier 1";"UFM1";1;2;0,000206072014728556;NA;NA;NA;1;NA;NA;NA;2;NA;NA;NA;NA
"P61978-1,P61978-2";"P61978-1,P61978-2";"P61978-[1,2]";"HNRPK_HUMAN";"Heterogeneous nuclear ribonucleoprotein K";"HNRNPK";1;2;0,00037831795360534;0;0;1;1;0;0;1;1;NA;NA;NA;NA
"P61978-3";"P61978-3";"P61978-3";"HNRPK_HUMAN";"Heterogeneous nuclear ribonucleoprotein K";"HNRNPK";1;4;0,00151327181442136;1;1;1;1;1;1;1;1;NA;NA;NA;NA
"P62136-1";"P62136-1";"P62136-1";"PP1A_HUMAN";"Serine/threonine-protein phosphatase PP1-alpha catalytic subunit";"PPP1CA";4;13;0,00101688487012783;3;3;4;3;3;3;4;3;NA;NA;NA;NA
"P62140";"P62140";"P62140";"PP1B_HUMAN";"Serine/threonine-protein phosphatase PP1-beta catalytic subunit";"PPP1CB";1;6;0,000473637271901461;1;1;1;1;2;1;1;2;0,000643171141264429;0,000553696813586445;0,000403969562855467;0,000807198821372961
"P62158";"P62158";"P62158";"CALM_HUMAN";"Calmodulin";"CALM2,CALM1,CALM3";1;3;0,000176336791126784;NA;NA;1;1;NA;NA;1;2;NA;NA;0,000295521358062053;0,000590501151205723
"P62273-1";"P62273-1";"P62273-1";"RS29_HUMAN";"40S ribosomal protein S29";"RPS29";5;16;0,00250230303598961;3;2;4;3;3;4;5;4;NA;NA;NA;NA
"P62714";"P62714";"P62714";"PP2AB_HUMAN";"Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform";"PPP2CB";6;25;0,000708580956793174;5;4;5;6;6;5;6;8;0,000928141938188297;0,000781267995869548;0,000855003540800892;0,00113896014925117
"P62745";"P62745";"P62745";"RHOB_HUMAN";"Rho-related GTP-binding protein RhoB";"RHOB";1;3;0,000145460624812466;0;1;NA;1;0;2;NA;1;0;0,00053373359513741;NA;0,00024485530110293
"P62834";"P62834";"P62834";"RAP1A_HUMAN";"Ras-related protein Rap-1A";"RAP1A";1;2;0,000237990777879446;1;1;0;0;1;1;0;0;0,000584502429823744;0,000590409319704677;0;0
"P62854";"P62854";"P62854";"RS26_HUMAN";"40S ribosomal protein S26";"RPS26";5;30;0,00228471146764269;4;4;5;5;7;5;9;9;0,00290952320623375;0,00209923313672774;0,00344603601009751;0,00344287845116033
"P62899-1";"P62899-1";"P62899-1";"RL31_HUMAN";"60S ribosomal protein L31";"RPL31";5;16;0,00112103176012334;4;4;4;4;4;4;4;4;NA;NA;NA;NA
"P62987";"P62987";"P62987";"RL40_HUMAN";"Ubiquitin-60S ribosomal protein L40";"UBA52";1;8;0,00139332782685785;1;1;1;1;2;2;2;2;0,00209121980448051;0,00176029445319357;0,00160535821072251;0,00192466468971115
"P63027,Q15836";"P63027,Q15836";"P63027, Q15836";"VAMP2_HUMAN, VAMP3_HUMAN";"Vesicle-associated membrane protein 2, Vesicle-associated membrane protein 3";"VAMP2, VAMP3";1;2;8,10931539441077e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;0,000203855010885398;0,000203668221133455
"P63165";"P63165";"P63165";"SUMO1_HUMAN";"Small ubiquitin-related modifier 1";"SUMO1";1;1;8,67134715441944e-05;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000435967151992534;NA
"P63167";"P63167";"P63167";"DYL1_HUMAN";"Dynein light chain 1, cytoplasmic";"DYNLL1";3;9;0,000885646580153625;1;1;3;3;1;1;4;3;0,000537070896816824;0,000542498451064472;0,00197899695960656;0,00148288772240988
"P68371";"P68371";"P68371";"TBB4B_HUMAN";"Tubulin beta-4B chain";"TUBB4B";1;4;0,00064257699214007;1;1;1;1;1;1;1;1;0,000939426510348761;0,000841670390989733;0,000699582921421524;0,00121455565835476
"P68402-1";"P68402-1";"P68402-1";"PA1B2_HUMAN";"Platelet-activating factor acetylhydrolase IB subunit beta";"PAFAH1B2";4;15;0,000573672093403731;3;3;3;3;3;3;5;4;NA;NA;NA;NA
"P68431";"P68431";"P68431";"H31_HUMAN";"Histone H3.1";"HIST1H3C,HIST1H3G,HIST1H3I,HIST1H3F,HIST1H3H,HIST1H3D,HIST1H3E,HIST1H3J,HIST1H3B,HIST1H3A";1;5;0,000933763816738769;1;1;0;1;2;2;0;1;0,00246025859350648;0,00165674772065278;0;0,000727814378462201
"P78318";"P78318";"P78318";"IGBP1_HUMAN";"Immunoglobulin-binding protein 1";"IGBP1";1;3;7,75049612917135e-05;1;1;NA;1;1;1;NA;1;0,000141000913913561;0,000142425847034625;NA;0,00012977090196114
"P78346";"P78346";"P78346";"RPP30_HUMAN";"Ribonuclease P protein subunit p30";"RPP30";1;1;3,26793306938941e-05;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000164301053549425;NA
"P82932";"P82932";"P82932";"RT06_HUMAN";"28S ribosomal protein S6, mitochondrial";"MRPS6";1;7;0,000490451395053963;1;1;1;1;2;2;2;1;0,000764788957067157;0,000772517794315809;0,000704522917619935;0,000351938686118611
"P84243";"P84243";"P84243";"H33_HUMAN";"Histone H3.3";"H3F3A,H3F3B";1;2;0,000373505526695508;0;0;0;1;0;0;0;2;0;0;0;0,0014556287569244
"Q00005-1,Q00005-2,Q00005-3,Q00005-4,Q00005-5";"Q00005-1,Q00005-2,Q00005-3,Q00005-4,Q00005-5";"Q00005-[1-5]";"2ABB_HUMAN";"Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform";"PPP2R2B";1;1;5,53556879293412e-06;1;0;NA;0;1;0;NA;0;NA;NA;NA;NA
"Q00325-2";"Q00325-2";"Q00325-2";"MPCP_HUMAN";"Phosphate carrier protein, mitochondrial";"SLC25A3";11;39;0,000943547967990557;9;8;8;8;10;10;10;9;NA;NA;NA;NA
"Q01081-1";"Q01081-1";"Q01081-1";"U2AF1_HUMAN";"Splicing factor U2AF 35 kDa subunit";"U2AF1";3;8;0,000291935354198788;2;NA;2;3;2;NA;3;3;NA;NA;NA;NA
"Q01415-1";"Q01415-1";"Q01415-1";"GALK2_HUMAN";"N-acetylgalactosamine kinase";"GALK2";2;4;7,64896124538308e-05;NA;1;1;2;NA;1;1;2;NA;NA;NA;NA
"Q01518-1";"Q01518-1";"Q01518-1";"CAP1_HUMAN";"Adenylyl cyclase-associated protein 1";"CAP1";20;85;0,00156723190148823;18;18;17;17;21;21;22;21;NA;NA;NA;NA
"Q02252";"Q02252";"Q02252";"MMSA_HUMAN";"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial";"ALDH6A1";1;2;3,27404135550042e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;8,23040791612074e-05;8,22286649809839e-05
"Q03936-1,Q03936-2,Q03936-3";"Q03936-1,Q03936-2,Q03936-3";"Q03936-[1-3]";"ZNF92_HUMAN";"Zinc finger protein 92";"ZNF92";1;3;1,49454959487434e-05;NA;NA;1;1;NA;NA;2;1;NA;NA;NA;NA
"Q04323-1,Q04323-2";"Q04323-1,Q04323-2";"Q04323-[1,2]";"UBXN1_HUMAN";"UBX domain-containing protein 1";"UBXN1";1;5;7,37210490400979e-05;1;1;1;1;1;2;1;1;NA;NA;NA;NA
"Q04637-1,Q04637-3,Q04637-4,Q04637-5";"Q04637-1,Q04637-3,Q04637-4,Q04637-5";"Q04637-[1,3-5]";"IF4G1_HUMAN";"Eukaryotic translation initiation factor 4 gamma 1";"EIF4G1";24;71;0,000114774198886653;19;18;12;13;23;19;14;15;NA;NA;NA;NA
"Q05639";"Q05639";"Q05639";"EF1A2_HUMAN";"Elongation factor 1-alpha 2";"EEF1A2";1;1;3,76916775999395e-05;0;0;1;0;0;0;1;0;0;0;0,000192583545920676;0
"Q06124-1,Q06124-2";"Q06124-1,Q06124-2";"Q06124-[1,2]";"PTN11_HUMAN";"Tyrosine-protein phosphatase non-receptor type 11";"PTPN11";5;10;7,33505915072331e-05;NA;2;2;4;NA;3;2;5;NA;NA;NA;NA
"Q07666-1,Q07666-2";"Q07666-1,Q07666-2";"Q07666-[1,2]";"KHDR1_HUMAN";"KH domain-containing, RNA-binding, signal transduction-associated protein 1";"KHDRBS1";7;31;0,000306433272465996;7;5;5;6;8;7;7;9;NA;NA;NA;NA
"Q07866-1,Q07866-2,Q07866-3,Q07866-4,Q07866-5,Q07866-6,Q07866-7,Q07866-8,Q07866-9";"Q07866-1,Q07866-2,Q07866-3,Q07866-4,Q07866-5,Q07866-6,Q07866-7,Q07866-8,Q07866-9";"Q07866-[1-9]";"KLC1_HUMAN";"Kinesin light chain 1";"KLC1";1;2;3,39657189294692e-06;NA;NA;1;NA;NA;NA;2;NA;NA;NA;NA;NA
"Q08J23-1";"Q08J23-1";"Q08J23-1";"NSUN2_HUMAN";"tRNA (cytosine(34)-C(5))-methyltransferase";"NSUN2";8;21;0,000239790447386227;3;6;5;5;3;8;5;5;NA;NA;NA;NA
"Q0VDF9";"Q0VDF9";"Q0VDF9";"HSP7E_HUMAN";"Heat shock 70 kDa protein 14";"HSPA14";1;2;3,44128118898374e-05;1;1;NA;NA;1;1;NA;NA;9,39082707597197e-05;9,48572930152024e-05;NA;NA
"Q10570";"Q10570";"Q10570";"CPSF1_HUMAN";"Cleavage and polyadenylation specificity factor subunit 1";"CPSF1";1;1;6,06934208313488e-06;1;NA;NA;NA;1;NA;NA;NA;3,31249548279261e-05;NA;NA;NA
"Q12789-2,Q12789-3";"Q12789-2,Q12789-3";"Q12789-[2,3]";"TF3C1_HUMAN";"General transcription factor 3C polypeptide 1";"GTF3C1";1;4;8,30541548218457e-06;1;1;1;1;1;1;1;1;NA;NA;NA;NA
"Q12797-1,Q12797-2,Q12797-6,Q12797-7";"Q12797-1,Q12797-2,Q12797-6,Q12797-7";"Q12797-[1,2,6,7]";"ASPH_HUMAN";"Aspartyl/asparaginyl beta-hydroxylase";"ASPH";1;4;1,15541696912449e-05;1;1;1;1;1;1;1;1;NA;NA;NA;NA
