"";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5772";"peptide.count.P5774";"spectra.count.P5772";"spectra.count.P5774";"dNSAF.P5772";"dNSAF.P5774";"Go.Cc"
"277";"P50395";"P50395-1";"P50395-1";"GDIB_HUMAN";"Rab GDP dissociation inhibitor beta";"GDI2";6;11;0,0010863203200451;2;6;2;9;NA;NA;"cytosol, Golgi apparatus, extracellular vesicular exosome, cytoplasm, membrane"
"278";"P50502";"P50502";"P50502";"F10A1_HUMAN";"Hsc70-interacting protein";"ST13";6;16;0,00190554340446442;4;6;7;9;0,00202056771018907;0,00250207693146553;"cytoplasm, extracellular vesicular exosome, protein complex, cytosol"
"279";"P50552";"P50552";"P50552";"VASP_HUMAN";"Vasodilator-stimulated phosphoprotein";"VASP";4;6;0,000693893601559906;NA;4;NA;6;NA;0,00161976559247505;"filopodium membrane, extracellular vesicular exosome, plasma membrane, tight junction, cytoplasm, focal adhesion, actin cytoskeleton, lamellipodium membrane, cytosol"
"280";"P50914";"P50914";"P50914";"RL14_HUMAN";"60S ribosomal protein L14";"RPL14";7;29;0,00592768022417843;7;7;12;17;0,0059448995486493;0,00811138428479755;"cytosol, extracellular vesicular exosome, cytoplasm, cytosolic large ribosomal subunit"
"281";"P50990";"P50990";"P50990";"TCPQ_HUMAN";"T-complex protein 1 subunit theta";"CCT8";13;22;0,00176427935189806;5;11;6;16;0,0011661983603646;0,00299518698365216;"cell body, cytosol, centrosome, zona pellucida receptor complex, cytoplasm, aggresome, microtubule, extracellular vesicular exosome, intermediate filament cytoskeleton, chaperonin-containing T-complex"
"282";"P50991";"P50991";"P50991";"TCPD_HUMAN";"T-complex protein 1 subunit delta";"CCT4";11;16;0,00130453713589494;8;5;8;8;0,00158089474701249;0,00152259969113301;"extracellular vesicular exosome, centrosome, microtubule, cytoplasm, cell body, zona pellucida receptor complex, nucleus, chaperonin-containing T-complex, cytosol, melanosome"
"283";"P51148";"P51148";"P51148";"RAB5C_HUMAN";"Ras-related protein Rab-5C";"RAB5C";2;4;0,000813825828990014;2;2;2;2;0,000986229477592284;0,000949862538797098;"melanosome, early endosome membrane, lysosomal membrane, extracellular vesicular exosome, lipid particle, plasma membrane, endocytic vesicle, intracellular membrane-bounded organelle"
"284";"P51572";"P51572-1,P51572-2";"P51572-1,P51572-2";"BAP31_HUMAN";"B-cell receptor-associated protein 31";"BCAP31";7;19;0,00169712459460113;6;7;10;9;NA;NA;"Golgi membrane, endoplasmic reticulum, integral component of plasma membrane, cytosol, endoplasmic reticulum membrane, lipid particle, endoplasmic reticulum-Golgi intermediate compartment membrane, integral component of lumenal side of endoplasmic reticulum membrane"
"285";"P51858";"P51858";"P51858";"HDGF_HUMAN";"Hepatoma-derived growth factor";"HDGF";3;3;0,000549332434568259;NA;3;NA;3;NA;0,00128231442737608;"nucleus, transcriptional repressor complex, extracellular space, cytoplasm, nucleoplasm"
"286";"P51991";"P51991-1,P51991-2";"P51991-1,P51991-2";"ROA3_HUMAN";"Heterogeneous nuclear ribonucleoprotein A3";"HNRNPA3";4;9;0,000523173747207866;3;4;3;6;NA;NA;"ribonucleoprotein complex, catalytic step 2 spliceosome, nucleoplasm"
"287";"P52209";"P52209";"P52209";"6PGD_HUMAN";"6-phosphogluconate dehydrogenase, decarboxylating";"PGD";3;7;0,000636907170513924;2;3;2;5;0,000441046722898413;0,0010619581179098;"extracellular vesicular exosome, cytosol"
"288";"P52272";"P52272-1,P52272-2";"P52272-1,P52272-2";"HNRPM_HUMAN";"Heterogeneous nuclear ribonucleoprotein M";"HNRNPM";5;7;0,000210702851615223;4;3;4;3;NA;NA;"paraspeckles, integral component of plasma membrane, nuclear matrix, nucleus, spliceosomal complex, nucleoplasm, catalytic step 2 spliceosome"
"289";"P52565";"P52565";"P52565";"GDIR1_HUMAN";"Rho GDP-dissociation inhibitor 1";"ARHGDIA";3;8;0,00172339587315532;3;3;3;5;0,00156636446441128;0,00251434201446291;"cytoskeleton, cytosol, immunological synapse, extracellular vesicular exosome"
"290";"P52566";"P52566";"P52566";"GDIR2_HUMAN";"Rho GDP-dissociation inhibitor 2";"ARHGDIB";6;19;0,00415415572409828;5;6;8;11;0,00423931476935191;0,00561411291587539;"cytoplasmic membrane-bounded vesicle, cytosol, extracellular vesicular exosome, cytoskeleton, cytoplasm"
"291";"P52597";"P52597";"P52597";"HNRPF_HUMAN";"Heterogeneous nuclear ribonucleoprotein F";"HNRNPF";2;4;0,000670670924131529;1;2;1;3;0,000410651695729992;0,00116533910095451;"nucleus, nucleoplasm, catalytic step 2 spliceosome"
"292";"P52788";"P52788-1,P52788-2";"P52788-1,P52788-2";"SPSY_HUMAN";"Spermine synthase";"SMS";1;1;6,00363316468043e-05;NA;1;NA;1;NA;NA;"cytosol"
"293";"P52907";"P52907";"P52907";"CAZA1_HUMAN";"F-actin-capping protein subunit alpha-1";"CAPZA1";2;4;0,000614637689027423;2;2;2;2;0,000744844640419348;0,000717378700629976;"WASH complex, cytoskeleton, F-actin capping protein complex, extracellular vesicular exosome, extracellular region, actin cytoskeleton, cytosol"
"294";"P53041";"E7EU14,P53041";"E7EU14,P53041";"PP5D1_HUMAN, PPP5_HUMAN";"Protein PPP5D1, Serine/threonine-protein phosphatase 5";"PPP5C, PPP5D1";1;1;6,55919324857623e-05;NA;1;NA;1;NA;0,000153112170432965;"intracellular membrane-bounded organelle, cytoplasm, neuron projection, nucleus, neuronal cell body, cytosol, membrane"
"295";"P53597";"P53597";"P53597";"SUCA_HUMAN";"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial";"SUCLG1";2;2;0,000254026559337923;2;NA;2;NA;0,000615680829942004;NA;"mitochondrial inner membrane, succinate-CoA ligase complex (GDP-forming), mitochondrial matrix, mitochondrion"
"296";"P53621";"P53621-1,P53621-2";"P53621-1,P53621-2";"COPA_HUMAN";"Coatomer subunit alpha";"COPA";2;8;0,000143616322762944;2;2;4;4;NA;NA;"extracellular vesicular exosome, COPI vesicle coat, extracellular space, cytoplasm, cytosol"
"297";"P53999";"P53999";"P53999";"TCP4_HUMAN";"Activated RNA polymerase II transcriptional coactivator p15";"SUB1";3;7;0,00242225325478917;3;3;3;4;0,00251605000582599;0,00323102847842792;"nucleolus, nucleus, transcription factor complex, extracellular vesicular exosome"
"298";"P54577";"P54577";"P54577";"SYYC_HUMAN";"Tyrosine--tRNA ligase, cytoplasmic";"YARS";5;7;0,000582625309390578;NA;5;NA;7;NA;0,00136003045327766;"nucleus, cytosol, cytoplasm, extracellular space"
"299";"P54819";"P54819-1,P54819-2,P54819-3,P54819-5";"P54819-1,P54819-2,P54819-3,P54819-5";"KAD2_HUMAN";"Adenylate kinase 2, mitochondrial";"AK2";3;10;0,000459692413864652;2;3;6;4;NA;NA;"extracellular vesicular exosome, mitochondrial intermembrane space, mitochondrial inner membrane, sperm mitochondrial sheath, cytosol"
"300";"P55072";"P55072";"P55072";"TERA_HUMAN";"Transitional endoplasmic reticulum ATPase";"VCP";11;22;0,00119953484471481;8;9;11;11;0,00145364841114098;0,00140004552864882;"extracellular vesicular exosome, perinuclear region of cytoplasm, endoplasmic reticulum, intracellular membrane-bounded organelle, lipid particle, nucleus, site of double-strand break, proteasome complex, cytoplasm, cytosol"
"301";"P55884";"P55884-1,P55884-2";"P55884-1,P55884-2";"EIF3B_HUMAN";"Eukaryotic translation initiation factor 3 subunit B";"EIF3B";1;1;2,69942228289071e-05;NA;1;NA;1;NA;NA;"eukaryotic translation initiation factor 3 complex, extracellular vesicular exosome, eukaryotic 48S preinitiation complex, cytosol, eukaryotic 43S preinitiation complex"
"302";"P56134";"P56134-1,P56134-2";"P56134-1,P56134-2";"ATPK_HUMAN";"ATP synthase subunit f, mitochondrial";"ATP5J2";2;2;0,000467516965590008;NA;2;NA;2;NA;NA;"proton-transporting ATP synthase complex, coupling factor F(o), mitochondrial proton-transporting ATP synthase complex, mitochondrial inner membrane, integral component of membrane"
"303";"P57737";"P57737-1,P57737-2";"P57737-1,P57737-2";"CORO7_HUMAN";"Coronin-7";"CORO7";4;7;0,000166284412626068;3;4;3;4;NA;NA;"Golgi membrane, cytoplasmic membrane-bounded vesicle, integral component of membrane, cytosol, Golgi apparatus"
"304";"P58546";"P58546";"P58546";"MTPN_HUMAN";"Myotrophin";"MTPN";1;3;0,00111728630759646;1;1;1;2;0,000902650708304803;0,00173873142695062;"perinuclear region of cytoplasm, F-actin capping protein complex, cytosol, axon, nucleus"
"305";"P60174";"P60174-1,P60174-3";"P60174-1,P60174-3";"TPIS_HUMAN";"Triosephosphate isomerase";"TPI1";14;34;0,00261221017836655;9;14;13;21;NA;NA;"extracellular vesicular exosome, cytosol, extracellular space"
"306";"P60468";"P60468";"P60468";"SC61B_HUMAN";"Protein transport protein Sec61 subunit beta";"SEC61B";2;2;0,000915554057613765;2;NA;2;NA;0,00221901632458264;NA;"membrane, integral component of membrane, endoplasmic reticulum Sec complex, endoplasmic reticulum"
"307";"P60709";"P60709,P63261";"P60709,P63261";"ACTB_HUMAN, ACTG_HUMAN";"Actin, cytoplasmic 1, Actin, cytoplasmic 2";"ACTB, ACTG1";8;71;0,0110034955041208;7;7;32;39;0,0115162889212806;0,0146125224632765;"extracellular vesicular exosome, nucleoplasm, cortical cytoskeleton, cytoplasm, MLL5-L complex, axon, cytosol, ribonucleoprotein complex, extracellular space, NuA4 histone acetyltransferase complex, cytoskeleton, blood microparticle, postsynaptic density"
"308";"P60842";"P60842";"P60842";"IF4A1_HUMAN";"Eukaryotic initiation factor 4A-I";"EIF4A1";6;11;0,00148833910843617;4;6;4;7;0,00131173378793062;0,00221088694375187;"extracellular vesicular exosome, eukaryotic translation initiation factor 4F complex, cytosol"
"309";"P60866";"P60866-1,P60866-2";"P60866-1,P60866-2";"RS20_HUMAN";"40S ribosomal protein S20";"RPS20";4;14;0,00258509380973298;3;4;6;8;NA;NA;"extracellular vesicular exosome, cytosol, cytoplasm, cytosolic small ribosomal subunit"
"310";"P60891";"P60891";"P60891";"PRPS1_HUMAN";"Ribose-phosphate pyrophosphokinase 1";"PRPS1";2;2;0,000276393677770193;2;NA;2;NA;0,000669891720628721;NA;"ribose phosphate diphosphokinase complex, cytosol"
"311";"P60953";"P60953-2";"P60953-2";"CDC42_HUMAN";"Cell division control protein 42 homolog";"CDC42";2;2;0,000460173767177599;NA;2;NA;2;NA;NA;"spindle midzone, midbody, cytoplasm, membrane, neuron projection, neuronal cell body, extracellular vesicular exosome, cytosol, apical part of cell, Golgi membrane, mitotic spindle, plasma membrane, secretory granule, filopodium, microtubule organizing center"
"312";"P61006";"P61006";"P61006";"RAB8A_HUMAN";"Ras-related protein Rab-8A";"RAB8A";2;3;0,00106151195085654;2;1;2;1;0,00166617650872734;0,000859006122042593;"dendrite, postsynaptic density, extracellular vesicular exosome, cytoplasmic vesicle membrane, phagocytic vesicle membrane, Golgi membrane, nonmotile primary cilium, recycling endosome membrane, neuronal cell body, phagocytic vesicle, plasma membrane"
"313";"P61026";"P61026";"P61026";"RAB10_HUMAN";"Ras-related protein Rab-10";"RAB10";1;1;0,000366221623045506;1;0;1;0;0,000862246343266397;0;"trans-Golgi network, cytoplasmic vesicle membrane, insulin-responsive compartment, extracellular vesicular exosome, endosome, phagocytic vesicle membrane, recycling endosome, endoplasmic reticulum tubular network, Golgi apparatus, recycling endosome membrane, endoplasmic reticulum membrane, primary cilium"
"314";"P61088";"P61088,Q5JXB2";"P61088,Q5JXB2";"UBE2N_HUMAN, UE2NL_HUMAN";"Putative ubiquitin-conjugating enzyme E2 N-like, Ubiquitin-conjugating enzyme E2 N";"UBE2N, UBE2NL";2;6;0,000864523175713982;2;2;2;4;0,000698444482491585;0,0013453790713454;"ubiquitin ligase complex, UBC13-UEV1A complex, cytosol, nucleus, cytoplasm, UBC13-MMS2 complex, extracellular vesicular exosome"
"315";"P61106";"P61106";"P61106";"RAB14_HUMAN";"Ras-related protein Rab-14";"RAB14";1;3;0,000817611065403921;1;1;1;2;0,000636953523069568;0,00133599270573136;"plasma membrane, recycling endosome, perinuclear region of cytoplasm, phagocytic vesicle membrane, early endosome membrane, early endosome, late endosome, trans-Golgi network transport vesicle, intracellular, cytoplasmic vesicle membrane, intracellular membrane-bounded organelle, lysosome, extracellular vesicular exosome, nuclear outer membrane-endoplasmic reticulum membrane network, cytosol, lysosomal membrane, phagocytic vesicle, Golgi stack, Golgi membrane, rough endoplasmic reticulum"
"316";"P61158";"P61158";"P61158";"ARP3_HUMAN";"Actin-related protein 3";"ACTR3";1;1;0,000105135394175743;NA;1;NA;1;NA;0,000245419029162887;"podosome, cytosol, actin cytoskeleton, lamellipodium, extracellular vesicular exosome, excitatory synapse, hemidesmosome, Golgi membrane, Arp2/3 protein complex"
"317";"P61224";"P61224";"P61224";"RAP1B_HUMAN";"Ras-related protein Rap-1b";"RAP1B";5;13;0,00382144302308354;5;4;8;5;0,0052098644142375;0,00390269608331851;"intracellular, cell-cell junction, membrane, plasma membrane, lipid particle, cytosol, extracellular vesicular exosome"
"318";"P61247";"P61247";"P61247";"RS3A_HUMAN";"40S ribosomal protein S3a";"RPS3A";9;27;0,00449453810101303;8;9;13;14;0,00524494767628624;0,00544012181311065;"ribonucleoprotein complex, nucleolus, nucleus, extracellular vesicular exosome, cytoplasm, cytosolic small ribosomal subunit, cytosol"
"319";"P61254";"P61254";"P61254";"RL26_HUMAN";"60S ribosomal protein L26";"RPL26";6;17;0,0051523593862954;6;4;10;7;0,0073457092124115;0,00495238675400418;"cytosolic large ribosomal subunit, cytosol, extracellular vesicular exosome"
"320";"P61313";"P61313";"P61313";"RL15_HUMAN";"60S ribosomal protein L15";"RPL15";9;24;0,00517018761946597;7;7;13;11;0,00678757934578219;0,0055315524318184;"cytosolic large ribosomal subunit, cytosol, ribosome"
"321";"P61353";"P61353";"P61353";"RL27_HUMAN";"60S ribosomal protein L27";"RPL27";5;17;0,00549332434568259;5;5;10;7;0,00783182232205638;0,00528011823037211;"ribonucleoprotein complex, extracellular vesicular exosome, cytosol, ribosome, cytosolic large ribosomal subunit"
"322";"P61513";"P61513";"P61513";"RL37A_HUMAN";"60S ribosomal protein L37a";"RPL37A";2;4;0,00191072151154177;2;NA;4;NA;0,00463099059043333;NA;"extracellular vesicular exosome, cytosolic large ribosomal subunit, cytosol"
"323";"P61586";"P61586";"P61586";"RHOA_HUMAN";"Transforming protein RhoA";"RHOA";6;18;0,00409864614392898;5;4;10;8;0,00551879707668221;0,00425223437057354;"plasma membrane, lamellipodium, cell junction, cytoskeleton, apical junction complex, cleavage furrow, extracellular vesicular exosome, cytosol, cell cortex, midbody"
"324";"P61604";"P61604";"P61604";"CH10_HUMAN";"10 kDa heat shock protein, mitochondrial";"HSPE1";4;18;0,00775528142919896;4;4;8;10;0,00835394381019347;0,0100573680578516;"mitochondrial matrix, mitochondrion, extracellular vesicular exosome"
"325";"P61803";"P61803";"P61803";"DAD1_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1";"DAD1";2;4;0,00155563167311365;2;2;2;2;0,0018851820102649;0,00181566644584224;"integral component of membrane, endoplasmic reticulum membrane, oligosaccharyltransferase complex"
"326";"P61956";"P61956-1,P61956-2";"P61956-1,P61956-2";"SUMO2_HUMAN";"Small ubiquitin-related modifier 2";"SUMO2";2;3;0,000693893601559906;NA;2;NA;3;NA;NA;"PML body, nucleoplasm"
"327";"P61978";"P61978-1,P61978-2,P61978-3";"P61978-1,P61978-2,P61978-3";"HNRPK_HUMAN";"Heterogeneous nuclear ribonucleoprotein K";"HNRNPK";9;26;0,000822614444853837;8;7;14;12;NA;NA;"nucleus, catalytic step 2 spliceosome, podosome, nuclear chromatin, nucleoplasm, cell projection, extracellular vesicular exosome, cell junction, cytoplasm"
"328";"P61981";"P61981";"P61981";"1433G_HUMAN";"14-3-3 protein gamma";"YWHAG";5;15;0,00317135496293951;4;4;7;8;0,00353394838381246;0,00397562204764881;"cytosol, cytoplasmic vesicle membrane, extracellular vesicular exosome"
"329";"P62081";"P62081";"P62081";"RS7_HUMAN";"40S ribosomal protein S7";"RPS7";3;3;0,000679586516991661;3;NA;3;NA;0,00164710490072113;NA;"ribonucleoprotein complex, ribosome, small-subunit processome, nucleolus, cytosol, cytoplasm, 90S preribosome, cytosolic small ribosomal subunit, microtubule organizing center, nucleus"
"330";"P62158";"P62158";"P62158";"CALM_HUMAN";"Calmodulin";"CALM2,CALM1,CALM3";3;6;0,00176966153417963;NA;3;NA;6;NA;0,00413094580631221;"centrosome, spindle microtubule, cytoplasm, extracellular region, growth cone, nucleoplasm, spindle pole, extracellular vesicular exosome, sarcomere, plasma membrane, cytosol"
"331";"P62195";"P62195";"P62195";"PRS8_HUMAN";"26S protease regulatory subunit 8";"PSMC5";1;1;0,000108242844249903;NA;1;NA;1;NA;0,000252672793571642;"nucleus, inclusion body, nucleoplasm, nuclear proteasome complex, proteasome accessory complex, cytoplasm, cytosol, cytosolic proteasome complex, blood microparticle, extracellular vesicular exosome, cytoplasmic vesicle, proteasome complex"
"332";"P62241";"P62241";"P62241";"RS8_HUMAN";"40S ribosomal protein S8";"RPS8";5;17;0,003591788995254;5;5;9;8;0,00460872621259471;0,00394558285346487;"ribonucleoprotein complex, cytoplasm, cytosolic small ribosomal subunit, cytosol, extracellular vesicular exosome"
"333";"P62244";"P62244";"P62244";"RS15A_HUMAN";"40S ribosomal protein S15a";"RPS15A";4;12;0,00405660874758099;3;4;6;6;0,00491597462676769;0,00473469942415784;"cytosolic small ribosomal subunit, cytoplasm, extracellular vesicular exosome, cytosol"
"334";"P62249";"P62249";"P62249";"RS16_HUMAN";"40S ribosomal protein S16";"RPS16";5;15;0,00451506110604049;4;4;8;7;0,00583631690849133;0,00491846629678497;"extracellular vesicular exosome, small ribosomal subunit, cytosol, cytosolic small ribosomal subunit"
"335";"P62258";"P62258-1";"P62258-1";"1433E_HUMAN";"14-3-3 protein epsilon";"YWHAE";7;21;0,00411964949678725;6;7;10;11;NA;NA;"cytosol, kinesin complex, cytoplasmic vesicle membrane, melanosome, mitochondrion, extracellular vesicular exosome"
"336";"P62263";"P62263";"P62263";"RS14_HUMAN";"40S ribosomal protein S14";"RPS14";5;14;0,00407451871997649;5;3;8;6;0,00564306138172009;0,00407623129232132;"nucleolus, extracellular vesicular exosome, cytosolic small ribosomal subunit, cytosol, mitochondrion"
"337";"P62266";"P62266";"P62266";"RS23_HUMAN";"40S ribosomal protein S23";"RPS23";4;7;0,00215123191159598;4;2;5;2;0,00372422320209674;0,00143475740125995;"cytoplasm, cytosol, cytosolic small ribosomal subunit, nucleolus, ribosome"
"338";"P62269";"P62269";"P62269";"RS18_HUMAN";"40S ribosomal protein S18";"RPS18";9;24;0,00693893601559906;9;6;15;9;0,0105111299585493;0,00607412097178144;"small ribosomal subunit, extracellular vesicular exosome, cytosolic small ribosomal subunit, ribosome, cytosol"
"339";"P62273";"P62273-1";"P62273-1";"RS29_HUMAN";"40S ribosomal protein S29";"RPS29";2;4;0,0031390424832472;2;NA;4;NA;NA;NA;"cytosol, small ribosomal subunit, extracellular vesicular exosome, cytoplasm, cytosolic small ribosomal subunit"
"340";"P62277";"P62277";"P62277";"RS13_HUMAN";"40S ribosomal protein S13";"RPS13";3;8;0,00232829641141514;3;2;6;2;0,00423229603629007;0,00135874376410711;"cytosol, extracellular vesicular exosome, cytosolic small ribosomal subunit, nucleus, ribosome, nucleolus"
"341";"P62280";"P62280";"P62280";"RS11_HUMAN";"40S ribosomal protein S11";"RPS11";8;20;0,00556286009689376;7;5;11;9;0,00741544695809895;0,00584345815006823;"cytosolic small ribosomal subunit, ribosome, cytosol, extracellular vesicular exosome"
"342";"P62306";"P62306";"P62306";"RUXF_HUMAN";"Small nuclear ribonucleoprotein F";"SNRPF";1;4;0,0020440276635098;1;1;2;2;0,00247704147860388;0,00238570126023457;"cytosol, catalytic step 2 spliceosome, spliceosomal complex, U1 snRNP, U4 snRNP, small nuclear ribonucleoprotein complex, U7 snRNP, methylosome, SMN-Sm protein complex, nucleoplasm, pICln-Sm protein complex, U12-type spliceosomal complex"
"343";"P62328";"P62328";"P62328";"TYB4_HUMAN";"Thymosin beta-4";"TMSB4X";4;17;0,0169793661593826;2;4;6;11;0,0145244704881773;0,0256462885475217;"platelet alpha granule lumen, extracellular region, cytoskeleton"
"344";"P62424";"P62424";"P62424";"RL7A_HUMAN";"60S ribosomal protein L7a";"RPL7A";11;25;0,0041303190569042;9;8;12;13;0,00480508798105113;0,00501356016718468;"cytosol, cytosolic large ribosomal subunit, polysomal ribosome, membrane"
"345";"P62633";"P62633-1,P62633-2";"P62633-1,P62633-2";"CNBP_HUMAN";"Cellular nucleic acid-binding protein";"CNBP";7;18;0,00223457261519292;4;7;6;12;NA;NA;"nucleus, endoplasmic reticulum, cytosol"
"346";"P62701";"P62701";"P62701";"RS4X_HUMAN";"40S ribosomal protein S4, X isoform";"RPS4X";14;48;0,00802067128799283;13;12;26;22;0,0105297808862324;0,00858126765088177;"ribosome, extracellular vesicular exosome, cytosol, polysome, ribonucleoprotein complex, small ribosomal subunit, cytosolic small ribosomal subunit"
"347";"P62750";"P62750";"P62750";"RL23A_HUMAN";"60S ribosomal protein L23a";"RPL23A";5;13;0,00366221623045506;4;4;7;6;0,00477941977602415;0,00394558285346487;"cytosolic large ribosomal subunit, extracellular vesicular exosome, cytosol, nucleus"
"348";"P62753";"P62753";"P62753";"RS6_HUMAN";"40S ribosomal protein S6";"RPS6";9;21;0,00370633931756898;8;6;11;10;0,00470538401357283;0,00411988571044525;"cytosol, cytoplasm, nucleolus, nucleus, cytosolic small ribosomal subunit, small ribosomal subunit, ribonucleoprotein complex"
"349";"P62805";"P62805";"P62805";"H4_HUMAN";"Histone H4";"HIST1H4J,HIST1H4D,HIST1H4K,HIST1H4C,HIST2H4A,HIST4H4,HIST1H4E,HIST1H4A,HIST1H4B,HIST1H4I,HIST2H4B,HIST1H4H,HIST1H4L,HIST1H4F";5;21;0,00895998534053083;5;4;12;9;0,0124092563394136;0,00896375133699786;"nucleosome, extracellular vesicular exosome, extracellular region, nucleoplasm, nucleus"
"350";"P62826";"P62826";"P62826";"RAN_HUMAN";"GTP-binding nuclear protein Ran";"RAN";5;12;0,00244147748697004;4;4;6;6;0,00295868843277685;0,00284958761639129;"cytoplasm, nucleoplasm, extracellular vesicular exosome, melanosome, nuclear pore, cytosol"
"351";"P62829";"P62829";"P62829";"RL23_HUMAN";"60S ribosomal protein L23";"RPL23";6;24;0,00753370195979327;5;5;14;10;0,0106512783579967;0,00732751101357762;"nucleolus, cytoplasm, ribosome, extracellular vesicular exosome, cytosol, cytosolic large ribosomal subunit"
"352";"P62841";"P62841";"P62841";"RS15_HUMAN";"40S ribosomal protein S15";"RPS15";3;5;0,00151539981949865;NA;3;NA;5;NA;0,00353741911000299;"cytosol, cytosolic small ribosomal subunit, nucleus, nucleoplasm"
"353";"P62847";"P62847-1,P62847-2,P62847-3";"P62847-1,P62847-2,P62847-3";"RS24_HUMAN";"40S ribosomal protein S24";"RPS24";4;10;0,00110141841517445;4;3;6;4;NA;NA;"small ribosomal subunit, cytoplasm, nucleolus, nucleus, cytosolic small ribosomal subunit, cytosol"
"354";"P62851";"P62851";"P62851";"RS25_HUMAN";"40S ribosomal protein S25";"RPS25";3;8;0,00281258206498949;2;3;3;5;0,0025563068059192;0,00410340616760346;"extracellular vesicular exosome, small ribosomal subunit, cytosolic small ribosomal subunit, ribosome, cytosol, cytoplasm, nucleolus"
"355";"P62854";"P62854";"P62854";"RS26_HUMAN";"40S ribosomal protein S26";"RPS26";3;12;0,00458573162770025;2;3;6;6;0,00555718870852;0,00535226891426539;"nucleolus, cytoplasm, cytosolic small ribosomal subunit, small ribosomal subunit, extracellular vesicular exosome, cytosol"
"356";"P62857";"P62857";"P62857";"RS28_HUMAN";"40S ribosomal protein S28";"RPS28";3;8;0,00509525736411139;2;3;3;5;0,00463099059043333;0,0074337068253686;"cytosolic small ribosomal subunit, extracellular vesicular exosome, small ribosomal subunit, cytoplasm, cytosol"
"357";"P62879";"P62873,P62879,Q9HAV0";"P62873,P62879,Q9HAV0";"GBB1_HUMAN, GBB2_HUMAN, GBB4_HUMAN";"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1, Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2, Guanine nucleotide-binding protein subunit beta-4";"GNB1, GNB2, GNB4";2;2;8,61697936577662e-05;2;NA;2;NA;0,000208848595254837;NA;"protein complex, perinuclear region of cytoplasm, lysosomal membrane, extracellular vesicular exosome, plasma membrane, cell body"
"358";"P62888";"P62888";"P62888";"RL30_HUMAN";"60S ribosomal protein L30";"RPL30";3;8;0,0042035873253919;3;3;3;5;0,00370479247234667;0,00624431373330962;"cytoplasm, cytosol, extracellular vesicular exosome, cytosolic large ribosomal subunit"
"359";"P62899";"P62899-1";"P62899-1";"RL31_HUMAN";"60S ribosomal protein L31";"RPL31";4;13;0,00457044585560792;4;3;7;6;NA;NA;"cytosolic large ribosomal subunit, cytosol, extracellular vesicular exosome"
"360";"P62906";"P62906";"P62906";"RL10A_HUMAN";"60S ribosomal protein L10a";"RPL10A";4;13;0,00263274530852991;3;4;6;7;0,00294505392387005;0,00330919852226086;"nucleolus, cytosolic large ribosomal subunit, cytosol, cytoplasm, extracellular vesicular exosome"
"361";"P62910";"P62910";"P62910";"RL32_HUMAN";"60S ribosomal protein L32";"RPL32";1;3;0,000976590994788017;1;1;2;1;0,00157796716414765;0,000759890031037679;"cytosolic large ribosomal subunit, cytosol"
"362";"P62913";"P62913-1,P62913-2";"P62913-1,P62913-2";"RL11_HUMAN";"60S ribosomal protein L11";"RPL11";3;9;0,00111100941822794;3;3;4;5;NA;NA;"extracellular vesicular exosome, cytosol, cytosolic large ribosomal subunit, nucleolus"
"363";"P62917";"P62917";"P62917";"RL8_HUMAN";"60S ribosomal protein L8";"RPL8";8;23;0,00393296373387392;6;7;11;12;0,00455891291587406;0,00478996828903128;"cytosol, cytosolic large ribosomal subunit"
"364";"P62937";"P62937";"P62937";"PPIA_HUMAN";"Peptidyl-prolyl cis-trans isomerase A";"PPIA";11;51;0,013583492927506;11;9;29;22;0,0187204286292063;0,0136780205586782;"extracellular vesicular exosome, cytosol, extracellular region, nucleus"
"365";"P62979";"P62979";"P62979";"RS27A_HUMAN";"Ubiquitin-40S ribosomal protein S27a";"RPS27A";1;1;0,00136159321388714;0;1;0;1;0;0,00236734971207892;"endocytic vesicle membrane, small ribosomal subunit, extracellular vesicular exosome, nucleoplasm, plasma membrane, endosome membrane, cytosolic small ribosomal subunit, cytosol"
"366";"P62987";"P62987";"P62987";"RL40_HUMAN";"Ubiquitin-60S ribosomal protein L40";"UBA52";2;5;0,00829720864712475;1;2;1;4;0,00915344233890339;0,0115408298463847;"endocytic vesicle membrane, cytosolic large ribosomal subunit, endosome membrane, nucleoplasm, ribosome, plasma membrane, lysosomal membrane, cytosol"
"367";"P63104";"P63104";"P63104";"1433Z_HUMAN";"14-3-3 protein zeta/delta";"YWHAZ";9;24;0,00564427055909473;5;9;9;15;0,00490679846706118;0,00846676750417183;"melanosome, mast cell granule, nucleoplasm, protein complex, extracellular vesicular exosome, cytoplasmic vesicle membrane, mitochondrion, blood microparticle, postsynaptic density, cytosol, cell leading edge, perinuclear region of cytoplasm, cytoplasm, extracellular space"
"368";"P63173";"P63173";"P63173";"RL38_HUMAN";"60S ribosomal protein L38";"RPL38";4;8;0,00502246797319551;4;1;6;2;0,00912966716399715;0,00293100440543105;"eukaryotic 80S initiation complex, cytosolic large ribosomal subunit, cytosol"
