"";"X";"accession";"name";"go_name"
"584";584;"P49207";"RL34_HUMAN";"P:translational initiation, C:extracellular vesicular exosome, C:cytosolic large ribosomal subunit, P:viral transcription, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:SRP-dependent cotranslational protein targeting to membrane, F:RNA binding, F:structural constituent of ribosome, P:translational elongation, P:translational termination"
"586";586;"P18077";"RL35A_HUMAN";"P:SRP-dependent cotranslational protein targeting to membrane, F:structural constituent of ribosome, P:translational termination, F:tRNA binding, P:translational initiation, P:translational elongation, C:cytosolic large ribosomal subunit, P:rRNA processing, P:viral transcription, P:ribosomal large subunit biogenesis, C:extracellular vesicular exosome, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
"589";589;"P61513";"RL37A_HUMAN";"P:translational initiation, C:extracellular vesicular exosome, P:viral transcription, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:translational elongation, P:SRP-dependent cotranslational protein targeting to membrane, C:cytosolic large ribosomal subunit, P:translational termination, F:structural constituent of ribosome, F:metal ion binding"
"591";591;"P36578";"RL4_HUMAN";"P:SRP-dependent cotranslational protein targeting to membrane, P:translational elongation, P:translational termination, F:structural constituent of ribosome, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:viral transcription, P:translational initiation, C:cytosolic large ribosomal subunit, C:extracellular vesicular exosome, F:RNA binding, C:nucleolus"
"592";592;"P46777";"RL5_HUMAN";"P:ribosomal large subunit biogenesis, P:translational elongation, F:RNA binding, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:extracellular vesicular exosome, F:5S rRNA binding, P:SRP-dependent cotranslational protein targeting to membrane, C:nucleolus, P:viral transcription, C:nucleus, P:translational termination, P:rRNA processing, C:cytosolic large ribosomal subunit, P:translational initiation, F:structural constituent of ribosome"
"598";598;"P05388";"RLA0_HUMAN";"P:translational initiation, F:structural constituent of ribosome, C:extracellular vesicular exosome, F:RNA binding, P:ribosome biogenesis, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:viral transcription, P:SRP-dependent cotranslational protein targeting to membrane, P:translational termination, C:nucleus, C:cytosolic large ribosomal subunit, P:translational elongation"
"600";600;"P05387";"RLA2_HUMAN";"C:extracellular vesicular exosome, P:viral transcription, P:translational initiation, P:SRP-dependent cotranslational protein targeting to membrane, P:translational termination, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:translational elongation, F:RNA binding, F:structural constituent of ribosome, C:cytosolic large ribosomal subunit"
"605";605;"P09651";"ROA1_HUMAN";"P:RNA export from nucleus, C:extracellular vesicular exosome, F:single-stranded DNA binding, F:single-stranded RNA binding, C:intermediate filament cytoskeleton, C:nucleolus, P:nuclear import, P:mRNA splicing, via spliceosome, C:catalytic step 2 spliceosome, P:viral process, C:cytoplasm, P:mRNA transport, C:nucleoplasm, F:nucleotide binding"
"613";613;"P62280";"RS11_HUMAN";"P:SRP-dependent cotranslational protein targeting to membrane, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:viral transcription, P:translational elongation, C:cytosolic small ribosomal subunit, P:translational initiation, F:rRNA binding, C:extracellular vesicular exosome, P:translational termination, F:structural constituent of ribosome"
"615";615;"P62277";"RS13_HUMAN";"C:cytosolic small ribosomal subunit, P:viral transcription, F:mRNA binding, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:negative regulation of RNA splicing, C:nucleolus, P:SRP-dependent cotranslational protein targeting to membrane, F:structural constituent of ribosome, C:extracellular vesicular exosome, P:translational elongation, P:translational termination, P:translational initiation"
"616";616;"P62263";"RS14_HUMAN";"F:structural constituent of ribosome, C:extracellular vesicular exosome, C:nucleolus, P:SRP-dependent cotranslational protein targeting to membrane, F:translation regulator activity, P:translational elongation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:mitochondrion, P:viral transcription, P:ribosomal small subunit assembly, P:negative regulation of transcription from RNA polymerase II promoter, P:translational initiation, P:maturation of SSU-rRNA, P:translational termination, P:erythrocyte differentiation, F:mRNA 5'-UTR binding, C:cytosolic small ribosomal subunit"
"618";618;"P62244";"RS15A_HUMAN";"P:positive regulation of cell cycle, P:translational initiation, P:response to virus, F:structural constituent of ribosome, P:positive regulation of cell proliferation, P:translational elongation, C:cytosolic small ribosomal subunit, C:extracellular vesicular exosome, F:RNA binding, P:SRP-dependent cotranslational protein targeting to membrane, P:translational termination, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:viral transcription"
"619";619;"P62249";"RS16_HUMAN";"P:viral transcription, P:ribosomal small subunit biogenesis, P:translational elongation, F:structural constituent of ribosome, C:extracellular vesicular exosome, P:rRNA processing, P:translational termination, P:translational initiation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:SRP-dependent cotranslational protein targeting to membrane, C:cytosolic small ribosomal subunit, F:RNA binding"
"621";621;"P62269";"RS18_HUMAN";"P:translational elongation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:viral transcription, F:structural constituent of ribosome, P:SRP-dependent cotranslational protein targeting to membrane, C:cytosolic small ribosomal subunit, C:extracellular vesicular exosome, P:translational initiation, P:ribosome biogenesis, F:rRNA binding, P:translational termination"
"622";622;"P39019";"RS19_HUMAN";"C:nucleolus, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:protein homodimerization activity, P:translational elongation, C:extracellular vesicular exosome, P:response to extracellular stimulus, F:structural constituent of ribosome, P:positive regulation of respiratory burst involved in inflammatory response, P:translational termination, P:protein tetramerization, P:nucleolus organization, P:maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), P:erythrocyte differentiation, P:negative regulation of respiratory burst involved in inflammatory response, P:monocyte chemotaxis, C:cytosolic small ribosomal subunit, P:positive regulation of cellular component movement, P:SRP-dependent cotranslational protein targeting to membrane, P:ribosomal small subunit assembly, P:viral transcription, P:translational initiation"
"623";623;"P15880";"RS2_HUMAN";"P:translational termination, P:translational initiation, F:structural constituent of ribosome, P:positive regulation of transferase activity, C:cytosolic small ribosomal subunit, P:viral transcription, F:mRNA binding, C:extracellular vesicular exosome, C:nucleoplasm, P:translational elongation, P:SRP-dependent cotranslational protein targeting to membrane, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
"624";624;"P60866";"RS20_HUMAN";"P:translational elongation, F:RNA binding, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:extracellular vesicular exosome, C:cytosolic small ribosomal subunit, P:SRP-dependent cotranslational protein targeting to membrane, F:structural constituent of ribosome, P:translational initiation, P:viral transcription, P:translational termination"
"627";627;"P62851";"RS25_HUMAN";"C:cytosolic small ribosomal subunit, F:structural constituent of ribosome, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:translational elongation, P:viral transcription, P:SRP-dependent cotranslational protein targeting to membrane, C:extracellular vesicular exosome, C:nucleolus, P:translational initiation, P:ribosomal small subunit assembly, F:RNA binding, P:translational termination"
"628";628;"P62854";"RS26_HUMAN";"F:mRNA binding, F:structural constituent of ribosome, P:translational elongation, P:translational termination, P:viral transcription, C:extracellular vesicular exosome, P:negative regulation of RNA splicing, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:cytosolic small ribosomal subunit, P:translational initiation, P:SRP-dependent cotranslational protein targeting to membrane"
"631";631;"P62857";"RS28_HUMAN";"P:translational initiation, P:viral transcription, P:translational termination, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:translational elongation, C:extracellular vesicular exosome, P:ribosomal small subunit biogenesis, C:cytosolic small ribosomal subunit, P:SRP-dependent cotranslational protein targeting to membrane, P:rRNA processing, F:structural constituent of ribosome"
"632";632;"P62273";"RS29_HUMAN";"P:viral transcription, P:SRP-dependent cotranslational protein targeting to membrane, F:structural constituent of ribosome, F:zinc ion binding, P:translational elongation, P:translational termination, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:cytosolic small ribosomal subunit, C:extracellular vesicular exosome, P:translational initiation"
"633";633;"P23396";"RS3_HUMAN";"C:ruffle membrane, F:endonuclease activity, P:positive regulation of execution phase of apoptosis, C:nucleus, F:iron-sulfur cluster binding, P:negative regulation of DNA repair, F:DNA-(apurinic or apyrimidinic site) lyase activity, P:positive regulation of DNA N-glycosylase activity, P:translational termination, C:extracellular vesicular exosome, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:translational initiation, F:damaged DNA binding, F:structural constituent of ribosome, P:activation of cysteine-type endopeptidase activity involved in apoptotic process, P:negative regulation of NF-kappaB transcription factor activity, C:cytosolic small ribosomal subunit, P:cellular response to DNA damage stimulus, P:translational elongation, F:mRNA binding, P:viral transcription, P:SRP-dependent cotranslational protein targeting to membrane"
"634";634;"P61247";"RS3A_HUMAN";"P:SRP-dependent cotranslational protein targeting to membrane, P:cell differentiation, P:viral transcription, P:translational termination, P:negative regulation of apoptotic process, P:translational elongation, C:extracellular vesicular exosome, P:cytoplasmic translation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:translational initiation, C:cytosolic small ribosomal subunit, F:RNA binding, C:nucleolus, F:structural constituent of ribosome"
"635";635;"P62701";"RS4X_HUMAN";"P:viral transcription, P:SRP-dependent cotranslational protein targeting to membrane, C:cytosolic small ribosomal subunit, C:extracellular vesicular exosome, P:positive regulation of translation, P:multicellular organismal development, C:polysome, P:translational elongation, P:translational termination, P:positive regulation of cell proliferation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:structural constituent of ribosome, P:translational initiation, F:rRNA binding"
"636";636;"P46782";"RS5_HUMAN";"P:translational termination, P:SRP-dependent cotranslational protein targeting to membrane, C:extracellular vesicular exosome, P:translational initiation, P:translational elongation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:mRNA binding, P:regulation of translational fidelity, P:viral transcription, C:cytosolic small ribosomal subunit, F:structural constituent of ribosome"
"639";639;"P62241";"RS8_HUMAN";"P:translational elongation, P:maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), P:SRP-dependent cotranslational protein targeting to membrane, F:structural constituent of ribosome, P:viral transcription, P:translational termination, C:extracellular vesicular exosome, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:translational initiation, C:cytosolic small ribosomal subunit"
"640";640;"P46781";"RS9_HUMAN";"P:viral transcription, F:structural constituent of ribosome, F:translation regulator activity, P:SRP-dependent cotranslational protein targeting to membrane, P:positive regulation of cell proliferation, P:translational initiation, C:cytosolic small ribosomal subunit, C:extracellular vesicular exosome, P:translational elongation, F:rRNA binding, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:translational termination, C:nucleolus"
"642";642;"P08865";"RSSA_HUMAN";"P:SRP-dependent cotranslational protein targeting to membrane, P:rRNA export from nucleus, C:cytosolic small ribosomal subunit, C:90S preribosome, F:ribosome binding, F:laminin receptor activity, P:translational termination, P:translational elongation, P:endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA), C:nucleus, F:structural constituent of ribosome, P:translational initiation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), C:plasma membrane, P:cell adhesion, P:ribosomal small subunit assembly, C:extracellular vesicular exosome, P:viral transcription"
"645";645;"Q9NQC3";"RTN4_HUMAN";"P:neurotrophin TRK receptor signaling pathway, P:regulation of apoptotic process, C:integral component of endoplasmic reticulum membrane, P:apoptotic process, P:endoplasmic reticulum tubular network organization, P:cardiac epithelial to mesenchymal transition, C:neuronal cell body, P:negative regulation of axon extension, C:plasma membrane, C:nuclear envelope, P:regulation of branching morphogenesis of a nerve, P:cerebral cortex radial glia guided migration, C:cell projection, P:axonal fasciculation, P:angiogenesis, P:regulation of cell migration"
"649";649;"Q9Y265";"RUVB1_HUMAN";"P:DNA recombination, C:microtubule organizing center, C:MLL1 complex, P:regulation of transcription from RNA polymerase II promoter, P:spermatogenesis, F:DNA helicase activity, P:histone H2A acetylation, P:DNA repair, P:histone H4 acetylation, F:ATP binding, P:CENP-A containing nucleosome assembly at centromere, P:transcription, DNA-templated, C:extracellular vesicular exosome, C:membrane, P:regulation of growth, C:Ino80 complex, C:NuA4 histone acetyltransferase complex, P:mitosis, C:Golgi apparatus, C:nuclear matrix"
"650";650;"Q9Y230";"RUVB2_HUMAN";"P:histone H2A acetylation, P:transcription, DNA-templated, C:NuA4 histone acetyltransferase complex, C:extracellular vesicular exosome, F:ATP-dependent DNA helicase activity, C:membrane, C:nuclear matrix, C:MLL1 complex, P:histone H4 acetylation, F:ATP-dependent 5'-3' DNA helicase activity, P:protein folding, C:Ino80 complex, C:cytoplasm, F:ATP binding, P:regulation of transcription, DNA-templated, F:unfolded protein binding, P:regulation of growth, P:DNA repair, P:DNA recombination, F:identical protein binding, C:ribonucleoprotein complex, P:cellular response to UV, F:damaged DNA binding"
"652";652;"Q99808";"S29A1_HUMAN";"P:cellular response to hypoxia, P:nucleobase-containing compound metabolic process, P:regulation of excitatory postsynaptic membrane potential, P:cellular response to glucose stimulus, P:lactation, C:basolateral plasma membrane, F:nucleoside transmembrane transporter activity, C:apical plasma membrane, P:sleep, C:integral component of plasma membrane, P:uridine transport"
"653";653;"Q8N357";"S35F6_HUMAN";"P:positive regulation of cell proliferation, C:nucleus, C:mitochondrion, C:integral component of membrane, P:transport, P:negative regulation of mitochondrial outer membrane permeabilization, C:extracellular vesicular exosome, C:lysosomal membrane, C:Golgi apparatus"
"654";654;"Q13433";"S39A6_HUMAN";"P:zinc ion transmembrane import, F:zinc ion transmembrane transporter activity, C:integral component of plasma membrane, C:lamellipodium membrane, P:cellular zinc ion homeostasis, C:endoplasmic reticulum"
"656";656;"Q15043";"S39AE_HUMAN";"C:Golgi apparatus, C:endoplasmic reticulum, C:integral component of plasma membrane, P:zinc ion transmembrane import, F:ferrous iron transmembrane transporter activity, P:iron ion transmembrane transport, C:lamellipodium, F:zinc ion transmembrane transporter activity, P:cellular zinc ion homeostasis"
"659";659;"O00422";"SAP18_HUMAN";"P:regulation of alternative mRNA splicing, via spliceosome, P:RNA splicing, F:transcription corepressor activity, C:histone deacetylase complex, C:ASAP complex, P:regulation of transcription from RNA polymerase II promoter, P:negative regulation of mRNA splicing, via spliceosome, P:transcription, DNA-templated, P:positive regulation of apoptotic process, P:mRNA processing, C:nuclear speck, C:cytoplasm, C:plasma membrane"
"660";660;"P43007";"SATT_HUMAN";"C:melanosome, C:neuronal cell body, F:L-threonine transmembrane transporter activity, F:L-glutamine transmembrane transporter activity, C:intermediate filament, P:synaptic transmission, glutamatergic, P:sodium ion transmembrane transport, P:cognition, F:sodium:dicarboxylate symporter activity, F:chloride channel activity, F:L-cystine transmembrane transporter activity, F:L-serine transmembrane transporter activity, C:dendrite, C:integral component of plasma membrane, F:L-hydroxyproline transmembrane transporter activity, F:L-proline transmembrane transporter activity, F:L-alanine transmembrane transporter activity, C:extracellular vesicular exosome"
"664";664;"O15127";"SCAM2_HUMAN";"P:post-Golgi vesicle-mediated transport, C:extracellular vesicular exosome, C:nucleus, C:Golgi apparatus, C:transport vesicle, C:recycling endosome membrane, P:protein transport, C:integral component of membrane, C:trans-Golgi network membrane"
"665";665;"O14828";"SCAM3_HUMAN";"P:protein transport, P:response to retinoic acid, C:extracellular vesicular exosome, C:integral component of membrane, C:Golgi membrane, P:post-Golgi vesicle-mediated transport"
"668";668;"Q8WTV0";"SCRB1_HUMAN";"F:lipopolysaccharide receptor activity, C:cell surface, P:small molecule metabolic process, F:1-phosphatidylinositol binding, P:viral process, P:cholesterol homeostasis, P:high-density lipoprotein particle clearance, P:low-density lipoprotein particle clearance, C:integral component of plasma membrane, P:cell adhesion, P:blood vessel endothelial cell migration, P:regulation of phagocytosis, F:lipopolysaccharide binding, P:triglyceride homeostasis, P:positive regulation of triglyceride biosynthetic process, P:adhesion to symbiont, F:high-density lipoprotein particle receptor activity, C:caveola, C:extracellular vesicular exosome, P:detection of lipopolysaccharide, P:cholesterol catabolic process, P:phospholipid transport, F:low-density lipoprotein particle binding, P:lipopolysaccharide transport, C:lysosomal membrane, F:high-density lipoprotein particle binding, P:regulation of phosphatidylcholine catabolic process, F:transporter activity, P:positive regulation of cholesterol storage, P:endothelial cell proliferation, P:cholesterol efflux, C:endocytic vesicle membrane, P:cholesterol import, P:lipoprotein metabolic process, F:phosphatidylserine binding, P:positive regulation of nitric-oxide synthase activity, P:wound healing, P:recognition of apoptotic cell, C:microvillus membrane, P:positive regulation of endothelial cell migration, P:androgen biosynthetic process, P:high-density lipoprotein particle remodeling, P:reverse cholesterol transport"
"669";669;"O00560";"SDCB1_HUMAN";"P:Ras protein signal transduction, P:synaptic transmission, F:cytoskeletal adaptor activity, C:nucleus, C:extracellular vesicular exosome, C:melanosome, C:cytosol, P:substrate-dependent cell migration, cell extension, P:protein targeting to membrane, C:adherens junction, F:syndecan binding, P:intracellular signal transduction, C:blood microparticle, C:interleukin-5 receptor complex, C:endoplasmic reticulum membrane, P:positive regulation of JNK cascade, F:interleukin-5 receptor binding, P:actin cytoskeleton organization, P:axon guidance, C:cytoskeleton, C:focal adhesion"
"671";671;"P55735";"SEC13_HUMAN";"C:cytosol, P:post-translational protein modification, P:protein N-linked glycosylation via asparagine, C:nuclear pore outer ring, P:mRNA transport, P:COPII vesicle coating, P:mitotic cell cycle, P:intracellular protein transport, P:antigen processing and presentation of peptide antigen via MHC class I, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:extracellular vesicular exosome, C:endoplasmic reticulum membrane, C:Golgi membrane, C:ER to Golgi transport vesicle membrane"
"672";672;"Q92854";"SEM4D_HUMAN";"F:semaphorin receptor binding, P:negative regulation of peptidyl-tyrosine phosphorylation, P:negative regulation of alkaline phosphatase activity, P:semaphorin-plexin signaling pathway involved in bone trabecula morphogenesis, C:extracellular space, P:negative regulation of transcription from RNA polymerase II promoter, P:positive regulation of collateral sprouting, P:ossification involved in bone maturation, P:immune response, C:integral component of plasma membrane, P:positive regulation of phosphatidylinositol 3-kinase signaling, P:positive regulation of Rho GTPase activity, P:regulation of cell shape, P:negative regulation of osteoblast differentiation, P:leukocyte aggregation, P:positive regulation of cell migration, P:negative regulation of apoptotic process, P:regulation of dendrite morphogenesis, P:axon guidance, F:transmembrane signaling receptor activity, P:positive regulation of peptidyl-tyrosine phosphorylation"
"673";673;"O43175";"SERA_HUMAN";"C:extracellular vesicular exosome, P:spinal cord development, P:G1 to G0 transition, P:brain development, P:L-serine biosynthetic process, P:glial cell development, P:neuron projection development, F:electron carrier activity, F:NAD binding, F:phosphoglycerate dehydrogenase activity, P:regulation of gene expression, P:threonine metabolic process, P:glutamine metabolic process, P:taurine metabolic process, C:cytosol, P:glycine metabolic process, P:cellular nitrogen compound metabolic process, P:gamma-aminobutyric acid metabolic process, P:neural tube development"
"684";684;"P78324";"SHPS1_HUMAN";"C:integral component of membrane, P:leukocyte migration, C:plasma membrane, P:cell adhesion, C:extracellular vesicular exosome, P:blood coagulation"
"688";688;"P62316";"SMD2_HUMAN";"P:spliceosomal complex assembly, C:extracellular vesicular exosome, C:U4 snRNP, C:SMN-Sm protein complex, C:U12-type spliceosomal complex, C:nucleoplasm, C:catalytic step 2 spliceosome, C:pICln-Sm protein complex, C:cytosol, P:ncRNA metabolic process, C:methylosome, P:spliceosomal snRNP assembly, C:U1 snRNP"
"690";690;"Q7KZF4";"SND1_HUMAN";"F:transcription cofactor activity, P:gene silencing by RNA, F:nucleic acid binding, C:mitochondrion, P:viral process, P:transcription, DNA-templated, C:nucleus, C:melanosome, F:nuclease activity, P:nucleic acid phosphodiester bond hydrolysis, P:regulation of transcription, DNA-templated, C:extracellular vesicular exosome, C:RISC complex, C:cytoplasm"
"697";697;"Q01082";"SPTB2_HUMAN";"P:axon guidance, F:actin binding, C:extracellular vesicular exosome, C:spectrin-associated cytoskeleton, P:common-partner SMAD protein phosphorylation, F:phospholipid binding, C:M band, P:protein targeting to plasma membrane, P:Golgi to plasma membrane protein transport, P:membrane assembly, C:protein complex, C:axolemma, P:actin filament capping, P:SMAD protein import into nucleus, C:spectrin, C:nucleolus, F:ankyrin binding, C:cytosol, F:structural constituent of cytoskeleton, C:cuticular plate, P:mitotic cytokinesis"
"700";700;"Q13813";"SPTN1_HUMAN";"C:cytosol, F:structural constituent of cytoskeleton, C:lateral plasma membrane, P:actin filament capping, P:axon guidance, C:spectrin, C:cuticular plate, P:cellular component disassembly involved in execution phase of apoptosis, C:fascia adherens, C:membrane, F:calcium ion binding, C:intracellular membrane-bounded organelle, C:Z disc, C:extracellular vesicular exosome, F:actin binding, C:microtubule cytoskeleton"
"703";703;"O76094";"SRP72_HUMAN";"P:SRP-dependent cotranslational protein targeting to membrane, P:response to drug, C:endoplasmic reticulum, C:cytosol, C:signal recognition particle, endoplasmic reticulum targeting, C:plasma membrane, P:translation, F:signal recognition particle binding, C:nucleolus, F:7S RNA binding"
"714";714;"Q04837";"SSBP_HUMAN";"P:DNA replication, F:single-stranded DNA binding, C:mitochondrial nucleoid, P:mitochondrion morphogenesis, C:extracellular vesicular exosome, P:positive regulation of helicase activity, F:chromatin binding"
"717";717;"P40763";"STAT3_HUMAN";"P:response to estradiol, F:transcription regulatory region DNA binding, F:signal transducer activity, P:eye photoreceptor cell differentiation, P:regulation of multicellular organism growth, F:protein dimerization activity, P:positive regulation of transcription from RNA polymerase II promoter, P:negative regulation of neuron migration, P:negative regulation of transcription from RNA polymerase II promoter, P:positive regulation of Notch signaling pathway, P:JAK-STAT cascade involved in growth hormone signaling pathway, F:calcium ion binding, P:acute-phase response, P:temperature homeostasis, C:plasma membrane, C:cytosol, P:cellular component movement, P:astrocyte differentiation, P:cell proliferation, F:protein kinase binding, P:sexual reproduction, P:stem cell maintenance, P:response to ethanol, P:interleukin-6-mediated signaling pathway, P:radial glial cell differentiation, P:protein import into nucleus, P:phosphorylation, F:sequence-specific DNA binding, P:glucose homeostasis, P:negative regulation of cell death, P:eating behavior, P:viral process, F:ligand-activated sequence-specific DNA binding RNA polymerase II transcription factor activity, C:nucleoplasm, P:neurotrophin TRK receptor signaling pathway, P:response to drug"
"718";718;"Q9UJZ1";"STML2_HUMAN";"P:positive regulation of mitochondrial DNA replication, P:positive regulation of mitochondrial membrane potential, F:cardiolipin binding, P:lipid localization, C:mitochondrial intermembrane space, C:cytoskeleton, P:T cell receptor signaling pathway, P:positive regulation of cardiolipin metabolic process, C:extrinsic component of plasma membrane, P:cellular calcium ion homeostasis, P:protein oligomerization, F:receptor binding, C:mitochondrial inner membrane, P:interleukin-2 production, P:mitochondrial ATP synthesis coupled proton transport, P:CD4-positive, alpha-beta T cell activation, P:stress-induced mitochondrial fusion, C:membrane raft, P:mitochondrial calcium ion transport, P:mitochondrial protein processing"
"719";719;"P27105";"STOM_HUMAN";"C:extracellular vesicular exosome, C:blood microparticle, C:melanosome, P:protein homooligomerization, C:integral component of plasma membrane, C:cytoskeleton, C:cytoplasm, C:membrane raft"
"721";721;"P14868";"SYDC_HUMAN";"F:nucleic acid binding, F:aspartate-tRNA ligase activity, F:aminoacylase activity, C:extracellular vesicular exosome, F:ATP binding, P:protein complex assembly, P:aspartyl-tRNA aminoacylation, C:cytosol"
"725";725;"P41252";"SYIC_HUMAN";"C:cytosol, F:isoleucine-tRNA ligase activity, F:aminoacyl-tRNA editing activity, P:regulation of translational fidelity, P:tRNA aminoacylation for protein translation, C:nucleus, P:isoleucyl-tRNA aminoacylation, F:ATP binding, C:extracellular vesicular exosome"
"726";726;"Q15046";"SYK_HUMAN";"F:metal ion binding, F:ATP binding, F:tRNA binding, C:mitochondrial matrix, P:diadenosine tetraphosphate biosynthetic process, C:cytosol, F:lysine-tRNA ligase activity, P:lysyl-tRNA aminoacylation, C:nucleus, C:plasma membrane, F:amino acid binding, C:extracellular region, C:aminoacyl-tRNA synthetase multienzyme complex, P:viral process, C:microtubule cytoskeleton, P:tRNA processing"
"727";727;"P56192";"SYMC_HUMAN";"C:mitochondrion, F:tRNA binding, C:cytosol, F:ATP binding, C:extracellular vesicular exosome, P:methionyl-tRNA aminoacylation, P:tRNA aminoacylation for protein translation, F:methionine-tRNA ligase activity"
"728";728;"O43776";"SYNC_HUMAN";"F:asparagine-tRNA ligase activity, C:mitochondrion, F:nucleic acid binding, F:ATP binding, C:extracellular vesicular exosome, P:tRNA aminoacylation for protein translation, C:cytosol, P:asparaginyl-tRNA aminoacylation"
"729";729;"Q16563";"SYPL1_HUMAN";"C:melanosome, C:cytoplasmic vesicle membrane, P:synaptic transmission, F:transporter activity, C:extracellular vesicular exosome, C:synaptic vesicle, C:integral component of membrane, C:integral component of plasma membrane, C:secretory granule"
"730";730;"P26639";"SYTC_HUMAN";"C:actin cytoskeleton, P:threonyl-tRNA aminoacylation, C:cytosol, C:extracellular vesicular exosome, F:ATP binding, F:protein homodimerization activity, F:threonine-tRNA ligase activity"
"731";731;"P54577";"SYYC_HUMAN";"F:ATP binding, C:cytosol, P:tyrosyl-tRNA aminoacylation, F:signal transducer activity, F:interleukin-8 receptor binding, F:tRNA binding, C:nucleus, C:extracellular space, P:apoptotic process, F:tyrosine-tRNA ligase activity"
"732";732;"Q71U36";"TBA1A_HUMAN";"C:cytosol, C:microtubule, C:cytoplasmic microtubule, F:structural constituent of cytoskeleton, P:cytoskeleton-dependent intracellular transport, F:GTPase activity, C:extracellular vesicular exosome, P:'de novo' posttranslational protein folding, P:cell division, F:structural molecule activity, P:microtubule-based process, P:G2/M transition of mitotic cell cycle, P:protein polymerization, F:GTP binding"
"735";735;"P68366";"TBA4A_HUMAN";"C:microtubule, F:GTP binding, F:structural constituent of cytoskeleton, P:platelet activation, P:microtubule-based process, P:platelet degranulation, P:'de novo' posttranslational protein folding, C:cytosol, P:protein polymerization, P:G2/M transition of mitotic cell cycle, C:extracellular vesicular exosome, F:GTPase activity"
"737";737;"Q9BVA1";"TBB2B_HUMAN";"F:structural constituent of cytoskeleton, P:microtubule-based process, P:neuron migration, C:plasma membrane, F:GTP binding, P:'de novo' posttranslational protein folding, C:cytoplasm, C:microtubule, P:protein polymerization, F:GTPase activity"
"738";738;"Q13509";"TBB3_HUMAN";"P:protein polymerization, F:GTPase activity, C:microtubule, C:axon, F:peptide binding, C:cytoplasm, P:axon guidance, C:plasma membrane, P:'de novo' posttranslational protein folding, P:mitosis, F:structural constituent of cytoskeleton, F:GTP binding, P:microtubule-based process"
"739";739;"P04350";"TBB4A_HUMAN";"F:structural constituent of cytoskeleton, P:'de novo' posttranslational protein folding, C:internode region of axon, C:plasma membrane, C:neuronal cell body, F:GTP binding, P:protein polymerization, P:microtubule-based process, F:GTPase activity, C:cilium, C:myelin sheath, C:cytosol, P:G2/M transition of mitotic cell cycle, C:microtubule"
"740";740;"P68371";"TBB4B_HUMAN";"P:protein polymerization, P:G2/M transition of mitotic cell cycle, P:cellular component movement, F:unfolded protein binding, F:GTPase activity, P:natural killer cell mediated cytotoxicity, C:cytosol, C:extracellular vesicular exosome, F:structural constituent of cytoskeleton, C:nucleus, P:spindle assembly, P:'de novo' posttranslational protein folding, F:MHC class I protein binding, C:microtubule, F:GTP binding, F:double-stranded RNA binding, C:plasma membrane"
