"";"Protein.Acs";"X.1";"X";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5134";"Peptide.Count.P5136";"Spectra.Count.P5134";"Spectra.Count.P5136";"DNSAF.P5134";"DNSAF.P5136";"Unspecific.Spectra.Count";"Go.Cc";"norm.sc";"Go.Mf"
"636";"Q15365";1247;1247;"Q15365";"PCBP1_HUMAN";"Poly(rC)-binding protein 1";"PCBP1";3;5;"6.15125104465857E-4";3;1;4;1;"8.76640391992511E-4";"6.4720483478697E-4";13;"nucleoplasm, cytoplasm, extracellular vesicular exosome, ribonucleoprotein complex";0,000246913580246914;"poly(A) RNA binding, protein binding, single-stranded DNA binding, RNA binding"
"637";"Q15375";1252;1252;"Q15375-2";"EPHA7_HUMAN";"Ephrin type-A receptor 7";"EPHA7";2;2;"4.84073018501205E-5";2;0;2;0;"0";"0";6;"integral component of plasma membrane, neuronal cell body, postsynaptic membrane, dendrite, neuromuscular junction";9,87654320987654e-05;"protein tyrosine kinase activity, chemorepellent activity, protein binding, axon guidance receptor activity, ATP binding, GPI-linked ephrin receptor activity"
"638";"Q15758";1265;1265;"Q15758-1";"AAAT_HUMAN";"Neutral amino acid transporter B(0)";"SLC1A5";10;24;"8.14402298867566E-4";10;0;24;0;"0";"0";0;"extracellular vesicular exosome, integral component of plasma membrane, Golgi apparatus, melanosome";0,00118518518518519;"L-glutamine transmembrane transporter activity, sodium:dicarboxylate symporter activity, receptor activity, neutral amino acid transmembrane transporter activity, virus receptor activity, L-serine transmembrane transporter activity"
"639";"Q15811";1267;1267;"Q15811-4";"ITSN1_HUMAN";"Intersectin-1";"ITSN1";3;3;"3.84013634823376E-5";0;3;0;3;"0";"0";1;"synapse, coated pit, plasma membrane, cell junction, neuron projection, lamellipodium, cytosol, endocytic vesicle";0,000148148148148148;"kinase activator activity, protein complex scaffold, protein binding, proline-rich region binding, guanyl-nucleotide exchange factor activity, Rho guanyl-nucleotide exchange factor activity, calcium ion binding"
"640";"Q16186";1270;1270;"Q16186";"ADRM1_HUMAN";"Proteasomal ubiquitin receptor ADRM1";"ADRM1";3;7;"3.15739302396752E-4";1;3;1;6;"9.06678670913298E-5";"0.00113221091490988";0;"nucleus, proteasome complex, integral component of plasma membrane, cytoplasm";0,000345679012345679;"protein binding, protease binding, proteasome binding, endopeptidase activator activity"
"641";"Q16288";1271;1271;"Q16288-1";"NTRK3_HUMAN";"NT-3 growth factor receptor";"NTRK3";2;2;"4.37615855867454E-5";2;0;2;0;"0";"0";0;"cytoplasm, integral component of plasma membrane, receptor complex";9,87654320987654e-05;"ATP binding, neurotrophin binding, transmembrane receptor protein tyrosine kinase activity, p53 binding, neurotrophin receptor activity"
"642";"Q16531";1272;1272;"Q16531";"DDB1_HUMAN";"DNA damage-binding protein 1";"DDB1";4;4;"6.44139829952271E-5";4;0;4;0;"1.29480076863759E-4";"0";0;"Cul4B-RING ubiquitin ligase complex, nucleoplasm, Cul4A-RING ubiquitin ligase complex, cytoplasm, extracellular vesicular exosome, extracellular space";0,000197530864197531;"protein binding, DNA binding, damaged DNA binding"
"643";"Q16555";1273;1273;"Q16555";"DPYL2_HUMAN";"Dihydropyrimidinase-related protein 2";"DPYSL2";2;2;"6.41887592784605E-5";0;2;0;2;"0";"2.68537204177344E-4";0;"membrane, cytosol, dendrite, extracellular vesicular exosome, growth cone, mitochondrion, axon, protein complex, neuronal cell body, cytoskeleton";9,87654320987654e-05;"protein binding, dihydropyrimidinase activity"
"644";"Q16720";1281;1281;"Q16720-7";"AT2B3_HUMAN";"Plasma membrane calcium-transporting ATPase 3";"ATP2B3";1;1;"2.4766872822821E-5";1;0;1;0;"0";"0";11;"plasma membrane, integral component of membrane";4,93827160493827e-05;"calcium-transporting ATPase activity, metal ion binding, ATP binding"
"645";"Q16720";1279;1279;"Q16720-6";"AT2B3_HUMAN";"Plasma membrane calcium-transporting ATPase 3";"ATP2B3";1;1;"2.4766872822821E-5";1;0;1;0;"0";"0";11;"plasma membrane, integral component of membrane";4,93827160493827e-05;"calcium-transporting ATPase activity, metal ion binding, ATP binding"
"646";"Q16720";1280;1280;"Q16720-8";"AT2B3_HUMAN";"Plasma membrane calcium-transporting ATPase 3";"ATP2B3";1;1;"2.4766872822821E-5";1;0;1;0;"0";"0";11;"plasma membrane, integral component of membrane";4,93827160493827e-05;"calcium-transporting ATPase activity, metal ion binding, ATP binding"
"647";"Q16777";1282;1282;"Q16777,Q6FI13";"H2A2A_HUMAN, H2A2C_HUMAN";"Histone H2A type 2-A, Histone H2A type 2-C";"HIST2H2AA3,HIST2H2AA4, HIST2H2AC";1;2;"0.00172554034627304";1;0;2;0;"0.00358230593242479";"0";41;"nucleosome, nucleus, extracellular vesicular exosome";9,87654320987654e-05;"DNA binding"
"648";"Q16851";1286;1286;"Q16851-1,Q16851-2";"UGPA_HUMAN";"UTP--glucose-1-phosphate uridylyltransferase";"UGP2";5;9;"1.62619947227123E-4";4;2;7;2;"0";"0";0;"extracellular vesicular exosome, cytosol";0,000444444444444444;"metal ion binding, UTP:glucose-1-phosphate uridylyltransferase activity, pyrimidine ribonucleotide binding, protein binding, glucose binding"
"649";"Q17RW2";1289;1289;"Q17RW2-1";"COOA1_HUMAN";"Collagen alpha-1(XXIV) chain";"COL24A1";3;6;"6.42636586475136E-5";2;2;3;3;"0";"0";0;"collagen, extracellular region, endoplasmic reticulum lumen";0,000296296296296296;"extracellular matrix structural constituent"
"650";"Q29718";1291;1291;"Q29718";"1B82_HUMAN";"HLA class I histocompatibility antigen, B-82 alpha chain";"HLA-B";1;1;"2.49754144161664E-4";1;0;1;0;"6.71714479616352E-4";"0";30;"ER to Golgi transport vesicle membrane, cell surface, early endosome membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, Golgi membrane, phagocytic vesicle membrane";4,93827160493827e-05;"peptide antigen binding"
"651";"Q29940";1292;1292;"Q29940";"1B59_HUMAN";"HLA class I histocompatibility antigen, B-59 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";76;"early endosome membrane, phagocytic vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, cell surface, MHC class I protein complex, ER to Golgi transport vesicle membrane, Golgi membrane";0;"peptide antigen binding"
"652";"Q29960";1293;1293;"Q29960-2";"1C16_HUMAN";"HLA class I histocompatibility antigen, Cw-16 alpha chain";"HLA-C";1;1;"5.43366593322978E-4";1;0;1;0;"0";"0";75;"MHC class I protein complex, ER to Golgi transport vesicle membrane, early endosome membrane, cell surface, phagocytic vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, extracellular region, Golgi membrane";4,93827160493827e-05;"peptide antigen binding"
"653";"Q29974";1294;1294;"Q29974";"2B1G_HUMAN";"HLA class II histocompatibility antigen, DRB1-16 beta chain";"HLA-DRB1";1;2;"9.10997759503926E-4";1;0;2;0;"0.0018312182299303";"0";24;"MHC class II protein complex, external side of plasma membrane, clathrin-coated endocytic vesicle membrane, trans-Golgi network membrane, ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, lysosomal membrane, late endosome membrane, Golgi membrane";9,87654320987654e-05;"MHC class II receptor activity, peptide antigen binding"
"654";"Q29RF7";1295;1295;"Q29RF7-1";"PDS5A_HUMAN";"Sister chromatid cohesion protein PDS5 homolog A";"PDS5A";8;9;"1.23576564235421E-4";8;0;9;0;"0";"0";0;"cytosol, nucleoplasm, chromatin, plasma membrane, chromosome, centromeric region";0,000444444444444444;"protein binding"
"655";"Q2M3G0";1298;1298;"Q2M3G0-1";"ABCB5_HUMAN";"ATP-binding cassette sub-family B member 5";"ABCB5";1;1;"3.39125341508123E-5";0;1;0;1;"0";"0";2;"apical plasma membrane, Golgi membrane, integral component of plasma membrane, intercellular canaliculus";4,93827160493827e-05;"efflux transmembrane transporter activity, ATP binding, ATPase activity, coupled to transmembrane movement of substances"
"656";"Q2Y0W8";1307;1307;"Q2Y0W8-5";"S4A8_HUMAN";"Electroneutral sodium bicarbonate exchanger 1";"SLC4A8";4;4;"6.71838431972176E-5";0;4;0;4;"0";"0";0;"integral component of membrane, plasma membrane";0,000197530864197531;"inorganic anion exchanger activity"
"657";"Q31610";1308;1308;"Q31610";"1B81_HUMAN";"HLA class I histocompatibility antigen, B-81 alpha chain";"HLA-B";1;1;"0.00112164884253266";1;0;1;0;"0.00326302665927142";"0";54;"phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, Golgi membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, cell surface, early endosome membrane";4,93827160493827e-05;"peptide antigen binding"
"658";"Q31612";1309;1309;"Q31612";"1B73_HUMAN";"HLA class I histocompatibility antigen, B-73 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";50;"integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, MHC class I protein complex, ER to Golgi transport vesicle membrane, Golgi membrane, phagocytic vesicle membrane, cell surface";0;"peptide antigen binding"
"659";"Q32M45";1310;1310;"Q32M45-2";"ANO4_HUMAN";"Anoctamin-4";"ANO4";2;2;"3.84460422065753E-5";2;0;2;0;"0";"0";0;"integral component of membrane, intracellular, plasma membrane";9,87654320987654e-05;"intracellular calcium activated chloride channel activity"
"660";"Q3V6T2";1316;1316;"Q3V6T2-3";"GRDN_HUMAN";"Girdin";"CCDC88A";1;1;"1.47177860665203E-5";0;1;0;1;"0";"0";1;"Golgi apparatus, endoplasmic reticulum, lamellipodium, plasma membrane, cytoplasmic membrane-bounded vesicle, cytosol, cytoplasmic vesicle";4,93827160493827e-05;"protein kinase B binding, actin binding, microtubule binding, phosphatidylinositol binding, protein homodimerization activity"
"661";"Q3V6T2";1317;1317;"Q3V6T2-1";"GRDN_HUMAN";"Girdin";"CCDC88A";1;1;"1.47177860665203E-5";0;1;0;1;"0";"0";1;"Golgi apparatus, endoplasmic reticulum, lamellipodium, plasma membrane, cytoplasmic membrane-bounded vesicle, cytosol, cytoplasmic vesicle";4,93827160493827e-05;"protein kinase B binding, actin binding, microtubule binding, phosphatidylinositol binding, protein homodimerization activity"
"662";"Q3V6T2";1318;1318;"Q3V6T2-4";"GRDN_HUMAN";"Girdin";"CCDC88A";3;3;"2.94355721330407E-5";3;0;3;0;"0";"0";0;"Golgi apparatus, endoplasmic reticulum, lamellipodium, plasma membrane, cytoplasmic membrane-bounded vesicle, cytosol, cytoplasmic vesicle";0,000148148148148148;"protein kinase B binding, actin binding, microtubule binding, phosphatidylinositol binding, protein homodimerization activity"
"663";"Q3ZCM7";1319;1319;"Q3ZCM7";"TBB8_HUMAN";"Tubulin beta-8 chain";"TUBB8";1;1;"9.53535754444898E-5";1;0;1;0;"1.76773234198273E-4";"0";108;"plasma membrane, microtubule, cytoplasm, microtubule cytoskeleton, extracellular vesicular exosome";4,93827160493827e-05;"structural constituent of cytoskeleton, GTP binding, GTPase activity"
"664";"Q460N5";1321;1321;"Q460N5-1";"PAR14_HUMAN";"Poly [ADP-ribose] polymerase 14";"PARP14";2;3;"3.05796532264959E-5";0;2;0;3;"0";"0";0;"plasma membrane, nucleus, cytoplasm";0,000148148148148148;"NAD+ ADP-ribosyltransferase activity"
"665";"Q4KMQ2";1329;1329;"Q4KMQ2-1";"ANO6_HUMAN";"Anoctamin-6";"ANO6";4;7;"1.41215270412613E-4";4;0;7;0;"0";"0";0;"plasma membrane, intracellular, chloride channel complex, extracellular vesicular exosome";0,000345679012345679;"voltage-gated chloride channel activity, calcium activated cation channel activity, intracellular calcium activated chloride channel activity, voltage-gated ion channel activity"
"666";"Q4KWH8";1330;1330;"Q4KWH8-1,Q4KWH8-2,Q4KWH8-3,Q4KWH8-4";"PLCH1_HUMAN";"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1";"PLCH1";2;2;"5.4217321776845E-6";0;2;0;2;"0";"0";0;"nuclear membrane, cytoplasm, cytosol, plasma membrane";9,87654320987654e-05;"calcium ion binding, calcium-dependent phospholipase C activity, phosphatidylinositol phospholipase C activity, signal transducer activity"
"667";"Q4LDE5";1331;1331;"Q4LDE5-1";"SVEP1_HUMAN";"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1";"SVEP1";3;3;"1.54225582360457E-5";3;0;3;0;"0";"0";0;"membrane, extracellular region, cytoplasm";0,000148148148148148;"calcium ion binding, chromatin binding"
"668";"Q5IJ48";1351;1351;"Q5IJ48-2";"CRUM2_HUMAN";"Protein crumbs homolog 2";"CRB2";1;1;"1.63272797364222E-5";0;1;0;1;"0";"0";2;"integral component of membrane, plasma membrane, extracellular vesicular exosome";4,93827160493827e-05;"enzyme binding, calcium ion binding"
"669";"Q5JWF2";1356;1356;"Q5JWF2-1";"GNAS1_HUMAN";"Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas";"GNAS";3;4;"7.86798892259283E-5";3;0;4;0;"0";"0";2;"heterotrimeric G-protein complex, dendrite, extracellular vesicular exosome, cytosol";0,000197530864197531;"protein binding, ionotropic glutamate receptor binding, G-protein beta/gamma-subunit complex binding, GTPase activity, GTP binding, mu-type opioid receptor binding, metal ion binding, signal transducer activity"
"670";"Q5SZK8";1361;1361;"Q5SZK8-1";"FREM2_HUMAN";"FRAS1-related extracellular matrix protein 2";"FREM2";3;3;"1.73789698519783E-5";3;0;3;0;"0";"0";0;"plasma membrane, integral component of membrane, basement membrane";0,000148148148148148;"calcium ion binding"
"671";"Q5T6X5";1375;1375;"Q5T6X5-2";"GPC6A_HUMAN";"G-protein coupled receptor family C group 6 member A";"GPRC6A";2;2;"3.96500759257877E-5";2;0;2;0;"0";"0";0;"integral component of membrane, plasma membrane, cell surface";9,87654320987654e-05;"G-protein coupled receptor activity"
"672";"Q5T848";1377;1377;"Q5T848";"GP158_HUMAN";"Probable G-protein coupled receptor 158";"GPR158";2;2;"3.02189056026991E-5";0;2;0;2;"0";"1.26422453324643E-4";0;"plasma membrane, integral component of membrane";9,87654320987654e-05;"G-protein coupled receptor activity"
"673";"Q5TB80";1380;1380;"Q5TB80-2";"QN1_HUMAN";"Protein QN1 homolog";"KIAA1009";4;5;"6.54240383237338E-5";0;4;0;5;"0";"0";0;"plasma membrane, centriole, spindle, nucleus, axonemal microtubule";0,000246913580246914;"protein binding"
"674";"Q5TZA2";1384;1384;"Q5TZA2-2";"CROCC_HUMAN";"Rootletin";"CROCC";4;4;"3.64065149303713E-5";0;4;0;4;"0";"0";0;"plasma membrane, actin cytoskeleton, centriole, ciliary rootlet, extracellular vesicular exosome";0,000197530864197531;"kinesin binding, structural molecule activity, protein binding"
"675";"Q5TZA2";1385;1385;"Q5TZA2-1";"CROCC_HUMAN";"Rootletin";"CROCC";2;2;"1.82032574651856E-5";2;0;2;0;"0";"0";0;"plasma membrane, actin cytoskeleton, centriole, ciliary rootlet, extracellular vesicular exosome";9,87654320987654e-05;"kinesin binding, structural molecule activity, protein binding"
"676";"Q5VWQ8";1395;1395;"Q5VWQ8-2";"DAB2P_HUMAN";"Disabled homolog 2-interacting protein";"DAB2IP";2;2;"3.08797058934226E-5";2;0;2;0;"0";"0";0;"endocytic vesicle, dendrite, climbing fiber, intrinsic component of the cytoplasmic side of the plasma membrane, parallel fiber, cerebellar mossy fiber, neuronal cell body membrane";9,87654320987654e-05;"SH3 domain binding, Ras GTPase activator activity, protein complex binding, mitogen-activated protein kinase kinase binding, identical protein binding, phosphatidylinositol-3-phosphate binding, phosphatidylinositol 3-kinase binding, kinase binding, mitogen-activated protein kinase kinase kinase binding, vascular endothelial growth factor receptor 2 binding, phosphatidylinositol-4-phosphate binding, signaling adaptor activity, 14-3-3 protein binding, protein binding, phosphatidylinositol 3-kinase regulatory subunit binding, protein phosphatase 2A binding, protein kinase binding, protein homodimerization activity, death receptor binding"
"677";"Q5XKE5";1397;1397;"Q5XKE5";"K2C79_HUMAN";"Keratin, type II cytoskeletal 79";"KRT79";1;1;"4.04260599160809E-5";1;0;1;0;"7.75715616834683E-5";"0";18;"extracellular vesicular exosome, keratin filament";4,93827160493827e-05;"enzyme binding, structural molecule activity"
"678";"Q5ZPR3";1399;1399;"Q5ZPR3-1";"CD276_HUMAN";"CD276 antigen";"CD276";4;12;"4.12538992216623E-4";4;0;12;0;"0";"0";0;"external side of plasma membrane, integral component of membrane";0,000592592592592593;"protein binding, receptor binding"
"679";"Q66K79";1404;1404;"Q66K79-2";"CBPZ_HUMAN";"Carboxypeptidase Z";"CPZ";2;2;"5.63128378946003E-5";2;0;2;0;"0";"0";0;"proteinaceous extracellular matrix";9,87654320987654e-05;"zinc ion binding, metallocarboxypeptidase activity"
"680";"Q6IE81";1411;1411;"Q6IE81-2";"JADE1_HUMAN";"Protein Jade-1";"PHF17";1;1;"2.50328820164877E-5";1;0;1;0;"0";"0";4;"histone acetyltransferase complex, mitochondrion, plasma membrane";4,93827160493827e-05;"zinc ion binding, protein binding, RNA polymerase II transcription coactivator activity"
"681";"Q6IQ55";1414;1414;"Q6IQ55-1";"TTBK2_HUMAN";"Tau-tubulin kinase 2";"TTBK2";3;4;"7.08346694031114E-5";1;3;1;3;"0";"0";1;"centriole, extracellular space, nucleus, cytosol, ciliary basal body, ciliary transition zone";0,000197530864197531;"protein serine/threonine kinase activity, ATP binding, protein binding"
"682";"Q6IQ55";1413;1413;"Q6IQ55-2";"TTBK2_HUMAN";"Tau-tubulin kinase 2";"TTBK2";1;1;"1.77086673507779E-5";1;0;1;0;"0";"0";1;"centriole, extracellular space, nucleus, cytosol, ciliary basal body, ciliary transition zone";4,93827160493827e-05;"protein serine/threonine kinase activity, ATP binding, protein binding"
"683";"Q6KC79";1416;1416;"Q6KC79-1";"NIPBL_HUMAN";"Nipped-B-like protein";"NIPBL";6;6;"3.92824218694145E-5";0;6;0;6;"0";"0";0;"SMC loading complex, extracellular vesicular exosome, nucleoplasm";0,000296296296296296;"chromo shadow domain binding, protein binding, chromatin binding, protein C-terminus binding, histone deacetylase binding, protein N-terminus binding"
"684";"Q6P4Q7";1423;1423;"Q6P4Q7";"CNNM4_HUMAN";"Metal transporter CNNM4";"CNNM4";3;3;"8.88289604208373E-5";3;0;3;0;"1.78557202771796E-4";"0";1;"plasma membrane, integral component of membrane";0,000148148148148148;"adenyl nucleotide binding"
"685";"Q6PCB8";1424;1424;"Q6PCB8";"EMB_HUMAN";"Embigin";"EMB";3;3;"1.68421882143484E-4";3;0;3;0;"3.38548824827259E-4";"0";0;"integral component of plasma membrane";0,000148148148148148;"organic cyclic compound binding"
"686";"Q6PFW1";1425;1425;"Q6PFW1-2";"VIP1_HUMAN";"Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1";"PPIP5K1";2;2;"2.56217517845634E-5";0;2;0;2;"0";"0";0;"nucleus, plasma membrane, cytosol";9,87654320987654e-05;"inositol hexakisphosphate 5-kinase activity, inositol hexakisphosphate 3-kinase activity, diphosphoinositol-pentakisphosphate kinase activity, inositol-1,3,4,5,6-pentakisphosphate kinase activity, inositol hexakisphosphate 1-kinase activity, acid phosphatase activity, ATP binding"
"687";"Q6PIW4";1426;1426;"Q6PIW4-1";"FIGL1_HUMAN";"Fidgetin-like protein 1";"FIGNL1";4;4;"1.08949466787179E-4";2;2;2;2;"0";"0";0;"nuclear chromosome, extracellular vesicular exosome, cytoplasm";0,000197530864197531;"protein binding, hydrolase activity, nucleoside-triphosphatase activity, ATP binding, magnesium ion binding"
"688";"Q6UVK1";1432;1432;"Q6UVK1";"CSPG4_HUMAN";"Chondroitin sulfate proteoglycan 4";"CSPG4";2;3;"2.37183270718859E-5";2;0;3;0;"4.76767724885933E-5";"0";0;"cell surface, extracellular region, integral component of plasma membrane, apical plasma membrane, Golgi lumen, lysosomal lumen, lamellipodium membrane";0,000148148148148148;"protein kinase binding, signal transducer activity"
"689";"Q6UX73";1435;1435;"Q6UX73-2";"CP089_HUMAN";"UPF0764 protein C16orf89";"C16orf89";2;2;"9.13332594708443E-5";2;0;2;0;"0";"0";0;"extracellular vesicular exosome";9,87654320987654e-05;"protein homodimerization activity"
"690";"Q6V0I7";1436;1436;"Q6V0I7-1";"FAT4_HUMAN";"Protocadherin Fat 4";"FAT4";4;4;"1.47424092781688E-5";4;0;4;0;"0";"0";0;"plasma membrane, integral component of membrane";0,000197530864197531;"protein binding, calcium ion binding"
"691";"Q6W4X9";1437;1437;"Q6W4X9";"MUC6_HUMAN";"Mucin-6";"MUC6";2;2;"1.50536983629682E-5";0;2;0;2;"0";"6.29779749034198E-5";0;"Golgi lumen, extracellular region";9,87654320987654e-05;"extracellular matrix structural constituent"
"692";"Q6YHK3";1441;1441;"Q6YHK3-1,Q6YHK3-2";"CD109_HUMAN";"CD109 antigen";"CD109";1;2;"2.54089759911968E-5";1;0;2;0;"0";"0";4;"anchored component of membrane, extracellular space, plasma membrane";9,87654320987654e-05;"serine-type endopeptidase inhibitor activity, transforming growth factor beta binding"
"693";"Q6YHK3";1440;1440;"Q6YHK3-4";"CD109_HUMAN";"CD109 antigen";"CD109";1;2;"5.08179519823937E-5";1;0;2;0;"0";"0";4;"anchored component of membrane, extracellular space, plasma membrane";9,87654320987654e-05;"serine-type endopeptidase inhibitor activity, transforming growth factor beta binding"
"694";"Q6ZMJ2";1442;1442;"Q6ZMJ2-3";"SCAR5_HUMAN";"Scavenger receptor class A member 5";"SCARA5";2;2;"7.41736773884433E-5";0;2;0;2;"0";"0";0;"cell surface, integral component of plasma membrane";9,87654320987654e-05;"ferritin receptor activity, scavenger receptor activity"
"695";"Q6ZRI0";1450;1450;"Q6ZRI0-1";"OTOG_HUMAN";"Otogelin";"OTOG";2;8;"5.02098739244847E-5";2;0;8;0;"0";"0";0;"extracellular space, proteinaceous extracellular matrix, apical plasma membrane, cytosol";0,000395061728395062;"structural molecule activity, alpha-L-arabinofuranosidase activity"
"696";"Q6ZSZ5";1454;1454;"Q6ZSZ5-1";"ARHGI_HUMAN";"Rho guanine nucleotide exchange factor 18";"ARHGEF18";2;4;"6.26018249058473E-5";0;2;0;4;"0";"0";0;"plasma membrane, cell junction, apical part of cell, cytosol";0,000197530864197531;"Rho guanyl-nucleotide exchange factor activity, guanyl-nucleotide exchange factor activity"
"697";"Q71DI3";1461;1461;"Q71DI3";"H32_HUMAN";"Histone H3.2";"HIST2H3A,HIST2H3C,HIST2H3D";1;11;"0.00213887239491373";1;0;11;0;"0.00429939819302468";"0";12;"nucleosome, extracellular vesicular exosome, nucleoplasm";0,00054320987654321;"protein binding, DNA binding"
"698";"Q71U36";1463;1463;"Q71U36";"TBA1A_HUMAN";"Tubulin alpha-1A chain";"TUBA1A";0;0;"0";0;0;0;0;"0";"0";245;"cytosol, microtubule, cytoplasmic microtubule, extracellular vesicular exosome";0;"protein binding, structural constituent of cytoskeleton, structural molecule activity, GTP binding, GTPase activity"
"699";"Q76LX8";1467;1467;"Q76LX8-1";"ATS13_HUMAN";"A disintegrin and metalloproteinase with thrombospondin motifs 13";"ADAMTS13";2;2;"2.5729481644905E-5";0;2;0;2;"0";"0";0;"proteinaceous extracellular matrix, cell surface, extracellular space";9,87654320987654e-05;"integrin binding, metalloendopeptidase activity, zinc ion binding, protein binding, metallopeptidase activity, calcium ion binding"
"700";"Q7KZF4";1469;1469;"Q7KZF4";"SND1_HUMAN";"Staphylococcal nuclease domain-containing protein 1";"SND1";29;91;"0.00183579851536397";26;16;59;32;"0.00239253570600451";"0.00270071702486929";0;"mitochondrion, nucleus, melanosome, extracellular vesicular exosome, RISC complex, cytoplasm";0,00449382716049383;"protein binding, nuclease activity, transcription cofactor activity, poly(A) RNA binding"
"701";"Q7L576";1472;1472;"Q7L576-1";"CYFP1_HUMAN";"Cytoplasmic FMR1-interacting protein 1";"CYFIP1";2;2;"2.93024503649477E-5";0;2;0;2;"0";"0";0;"SCAR complex, extracellular vesicular exosome, mRNA cap binding complex, neuron projection, cell junction, lamellipodium, synapse, ruffle, perinuclear region of cytoplasm";9,87654320987654e-05;"protein complex binding, Rac GTPase binding, actin filament binding, protein binding"
"702";"Q7Z2W4";1478;1478;"Q7Z2W4-1";"ZCCHV_HUMAN";"Zinc finger CCCH-type antiviral protein 1";"ZC3HAV1";1;1;"3.05288001446337E-5";1;0;1;0;"0";"0";1;"nucleus, plasma membrane, Golgi apparatus, cytoplasm";4,93827160493827e-05;"protein binding, poly(A) RNA binding, NAD+ ADP-ribosyltransferase activity, metal ion binding"
"703";"Q7Z3B1";1482;1482;"Q7Z3B1";"NEGR1_HUMAN";"Neuronal growth regulator 1";"NEGR1";6;14;"7.26022011725864E-4";6;0;14;0;"0.00145939408668474";"0";0;"anchored component of membrane, plasma membrane";0,000691358024691358;"protein binding"
"704";"Q7Z406";1486;1486;"Q7Z406-6";"MYH14_HUMAN";"Myosin-14";"MYH14";1;1;"2.04185480495384E-5";1;0;1;0;"0";"0";20;"extracellular vesicular exosome, stress fiber, cytoplasm, myosin complex, axon, growth cone";4,93827160493827e-05;"actin-dependent ATPase activity, microfilament motor activity, ATP binding"
"705";"Q7Z406";1487;1487;"Q7Z406-1";"MYH14_HUMAN";"Myosin-14";"MYH14";1;1;"2.04185480495384E-5";0;1;0;1;"0";"0";20;"extracellular vesicular exosome, stress fiber, cytoplasm, myosin complex, axon, growth cone";4,93827160493827e-05;"actin-dependent ATPase activity, microfilament motor activity, ATP binding"
"706";"Q7Z4N2";1490;1490;"Q7Z4N2-1,Q7Z4N2-2,Q7Z4N2-3";"TRPM1_HUMAN";"Transient receptor potential cation channel subfamily M member 1";"TRPM1";2;2;"7.6348451460344E-6";0;2;0;2;"0";"0";0;"new growing cell tip, integral component of plasma membrane";9,87654320987654e-05;"calcium channel activity"
"707";"Q7Z6Z7";1503;1503;"Q7Z6Z7-2";"HUWE1_HUMAN";"E3 ubiquitin-protein ligase HUWE1";"HUWE1";6;6;"7.80655061403061E-5";4;2;4;2;"0";"0";21;"nucleus, cytoplasm, extracellular vesicular exosome";0,000296296296296296;"DNA binding, ligase activity, ubiquitin-protein transferase activity, poly(A) RNA binding, protein binding"
"708";"Q7Z6Z7";1502;1502;"Q7Z6Z7-1";"HUWE1_HUMAN";"E3 ubiquitin-protein ligase HUWE1";"HUWE1";0;0;"0";0;0;0;0;"0";"0";22;"nucleus, cytoplasm, extracellular vesicular exosome";0;"DNA binding, ligase activity, ubiquitin-protein transferase activity, poly(A) RNA binding, protein binding"
"709";"Q7Z6Z7";1501;1501;"Q7Z6Z7-3";"HUWE1_HUMAN";"E3 ubiquitin-protein ligase HUWE1";"HUWE1";4;4;"5.2043670760204E-5";2;2;2;2;"0";"0";21;"nucleus, cytoplasm, extracellular vesicular exosome";0,000197530864197531;"DNA binding, ligase activity, ubiquitin-protein transferase activity, poly(A) RNA binding, protein binding"
"710";"Q86UE4";1508;1508;"Q86UE4";"LYRIC_HUMAN";"Protein LYRIC";"MTDH";12;42;"0.00132480305232452";11;6;23;19;"0.00145831942240883";"0.00250727004725032";0;"nucleolus, intercellular canaliculus, tight junction, perinuclear region of cytoplasm, endoplasmic reticulum membrane, integral component of membrane, apical plasma membrane, nuclear body, nuclear membrane";0,00207407407407407;"protein binding, poly(A) RNA binding, double-stranded RNA binding, NF-kappaB binding, transcription coactivator activity, RNA polymerase II transcription factor binding"
"711";"Q86UL8";1509;1509;"Q86UL8-2";"MAGI2_HUMAN";"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2";"MAGI2";2;2;"2.52343438538003E-5";2;0;2;0;"0";"0";0;"slit diaphragm, protein complex, late endosome, perinuclear region of cytoplasm, nucleus, postsynaptic density, tight junction, dendrite, plasma membrane";9,87654320987654e-05;"phosphatase binding, SMAD binding, type II activin receptor binding, protein binding, signal transducer activity, beta-1 adrenergic receptor binding, receptor signaling complex scaffold activity"
