"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5134"	"peptide.count.P5135"	"peptide.count.P5136"	"peptide.count.P5137"	"spectra.count.P5134"	"spectra.count.P5135"	"spectra.count.P5136"	"spectra.count.P5137"	"dNSAF.P5134"	"dNSAF.P5135"	"dNSAF.P5136"	"dNSAF.P5137"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"Q9Y3B3"	"Q9Y3B3"	"TMED7_HUMAN"	"Transmembrane emp24 domain-containing protein 7"	"TMED7"	1	2	0.000183669654264584	1	0	0	0	2	0	0	0	0.00036899991280819	0	0	0	0	"protein transport"	"endoplasmic reticulum-Golgi intermediate compartment membrane;endoplasmic reticulum;integral to membrane;endoplasmic reticulum membrane;COPI vesicle coat;endoplasmic reticulum-Golgi intermediate compartment;COPII vesicle coat"	""
"Q9Y3B9"	"Q9Y3B9"	"RRP15_HUMAN"	"RRP15-like protein"	"RRP15"	1	1	7.29468130412534e-05	1	0	0	0	1	0	0	0	0.000146553156859991	0	0	0	0	""	"nucleolus;mitochondrion"	""
"Q9Y3Y2-1,Q9Y3Y2-3,Q9Y3Y2-4"	"Q9Y3Y2-[1,3,4]"	"CHTOP_HUMAN"	"Chromatin target of PRMT1 protein"	"CHTOP"	1	2	5.52983905312727e-05	1	0	0	0	2	0	0	0	0	0	0	0	0	"regulation of transcription;transcription"	"nucleoplasm;nucleus"	"RNA binding"
"Q9Y4X5"	"Q9Y4X5"	"ARI1_HUMAN"	"E3 ubiquitin-protein ligase ARIH1"	"ARIH1"	1	2	7.38635593451829e-05	1	0	0	0	2	0	0	0	0.000148394938005448	0	0	0	0	"cytokine-mediated signaling pathway;ubiquitin-dependent protein catabolic process"	"cytosol;ubiquitin ligase complex"	"zinc ion binding;ubiquitin-protein ligase activity"
"Q9Y5A9-1,Q9Y5A9-2"	"Q9Y5A9-[1,2]"	"YTHD2_HUMAN"	"YTH domain family protein 2"	"YTHDF2"	1	2	5.68455993855156e-05	1	0	0	0	2	0	0	0	0	0	0	0	3	"humoral immune response"	""	""
"Q9Y623"	"Q9Y623"	"MYH4_HUMAN"	"Myosin-4"	"MYH4"	1	3	0.000106080727873994	0	1	0	0	0	3	0	0	0	0.0031634172922118	0	0	74	"muscle filament sliding;response to activity;cellular membrane organization"	"focal adhesion;myosin filament;muscle myosin complex;nucleolus;sarcomere"	"structural constituent of muscle;ATP binding;microfilament motor activity"
"Q9Y639-1,Q9Y639-2"	"Q9Y639-[1,2]"	"NPTN_HUMAN"	"Neuroplastin"	"NPTN"	5	11	0.000284272630721065	5	0	0	0	11	0	0	0	0	0	0	0	0	"positive regulation of fibroblast growth factor receptor signaling pathway;positive regulation of neuron projection development;long-term synaptic potentiation;positive regulation of long-term neuronal synaptic plasticity;positive regulation of protein phosphorylation;elevation of cytosolic calcium ion concentration;homophilic cell adhesion"	"presynaptic membrane;integral to membrane;plasma membrane"	"cell adhesion molecule binding;type 1 fibroblast growth factor receptor binding"
"Q9Y6H1"	"Q9Y6H1"	"CHCH2_HUMAN"	"Coiled-coil-helix-coiled-coil-helix domain-containing protein 2, mitochondrial"	"CHCHD2"	2	5	0.000681158982703094	2	0	1	0	4	0	1	0	0.00109478119826536	0	0.000560670464655103	0	0	""	"mitochondrion"	""
"P05023-1"	"P05023-1"	"AT1A1_HUMAN"	"Sodium/potassium-transporting ATPase subunit alpha-1"	"ATP1A1"	27	57	0.00128333514249266	27	0	0	0	57	0	0	0	0	0	0	0	14	"regulation of sodium ion transport;ATP biosynthetic process"	"sodium:potassium-exchanging ATPase complex;endoplasmic reticulum;Golgi apparatus;melanosome"	"sodium:potassium-exchanging ATPase activity;chaperone binding;metal ion binding;ATP binding"
"P14618-1"	"P14618-1"	"KPYM_HUMAN"	"Pyruvate kinase isozymes M1/M2"	"PKM"	32	228	0.00883274631130024	32	7	26	3	121	10	92	5	0	0	0	0	0	"small molecule metabolic process;programmed cell death;glycolysis"	"plasma membrane;extracellular vesicular exosome;nucleus;cytosol;mitochondrion"	"pyruvate kinase activity;magnesium ion binding;potassium ion binding;ATP binding"
"P48668"	"P48668"	"K2C6C_HUMAN"	"Keratin, type II cytoskeletal 6C"	"KRT6C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	"cytoskeleton organization"	"intermediate filament;keratin filament"	"structural molecule activity"
"Q13308-1,Q13308-6"	"Q13308-[1,6]"	"PTK7_HUMAN"	"Inactive tyrosine-protein kinase 7"	"PTK7"	25	42	0.000403729931617105	25	0	0	0	42	0	0	0	0	0	0	0	0	"convergent extension;neural tube closure;establishment of epithelial cell apical/basal polarity;actin cytoskeleton reorganization;establishment of planar polarity;cell migration;positive regulation of neuron projection development;cell adhesion;cellular response to retinoic acid;planar cell polarity pathway involved in neural tube closure;cochlea morphogenesis;wound healing;canonical Wnt receptor signaling pathway;axis elongation;lung-associated mesenchyme development"	"integral to plasma membrane;cell-cell junction"	"transmembrane receptor protein tyrosine kinase activity;ATP binding"
"P68363"	"P68363"	"TBA1B_HUMAN"	"Tubulin alpha-1B chain"	"TUBA1B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	"cytoskeleton-dependent intracellular transport;microtubule cytoskeleton organization;microtubule-based process;'de novo' posttranslational protein folding;protein polymerization;cell division"	"cytoplasmic microtubule;microtubule"	"GTP binding;GTPase activity;structural molecule activity;structural constituent of cytoskeleton"
"Q71U36"	"Q71U36"	"TBA1A_HUMAN"	"Tubulin alpha-1A chain"	"TUBA1A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	"G2/M transition of mitotic cell cycle;cytoskeleton-dependent intracellular transport;cell division;microtubule-based process;'de novo' posttranslational protein folding;protein polymerization"	"microtubule;cytosol;cytoplasmic microtubule"	"structural molecule activity;GTP binding;structural constituent of cytoskeleton;GTPase activity"
"P01892"	"P01892"	"1A02_HUMAN"	"HLA class I histocompatibility antigen, A-2 alpha chain"	"HLA-A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	"antigen processing and presentation of exogenous peptide antigen via MHC class I;regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;regulation of defense response to virus by virus;interferon-gamma-mediated signaling pathway;viral reproduction;type I interferon-mediated signaling pathway;virus-host interaction"	"plasma membrane;phagocytic vesicle membrane;MHC class I protein complex;Golgi membrane;ER to Golgi transport vesicle membrane;early endosome membrane;integral to lumenal side of endoplasmic reticulum membrane"	""
"Q8NC51-3"	"Q8NC51-3"	"PAIRB_HUMAN"	"Plasminogen activator inhibitor 1 RNA-binding protein"	"SERBP1"	18	65	0.00327724285060337	14	0	16	0	31	0	34	0	0	0	0	0	0	"regulation of mRNA stability"	"perinuclear region of cytoplasm;nucleus;cytoplasm;plasma membrane"	"mRNA 3'-UTR binding"
"P10316"	"P10316"	"1A69_HUMAN"	"HLA class I histocompatibility antigen, A-69 alpha chain"	"HLA-A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	"immune response;virus-host interaction;antigen processing and presentation of peptide antigen via MHC class I"	"MHC class I protein complex;integral to membrane"	""
"O60506-1,O60506-2"	"O60506-[1,2]"	"HNRPQ_HUMAN"	"Heterogeneous nuclear ribonucleoprotein Q"	"SYNCRIP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	"mRNA splicing;negative regulation of translation;virus-host interaction;cellular response to interferon-gamma;CRD-mediated mRNA stabilization"	"catalytic step 2 spliceosome;endoplasmic reticulum;CRD-mediated mRNA stability complex;histone pre-mRNA 3'end processing complex;nucleoplasm"	"RNA binding;poly(A) RNA binding;nucleotide binding"
"P07910-1,P07910-2"	"P07910-[1,2]"	"HNRPC_HUMAN"	"Heterogeneous nuclear ribonucleoproteins C1/C2"	"HNRNPC"	16	60	0.00211760307269756	16	0	10	0	40	0	20	0	0	0	0	0	3	"mRNA splicing"	"catalytic step 2 spliceosome;nucleoplasm"	"nucleotide binding;RNA binding"
"O60506-3,O60506-4"	"O60506-[3,4]"	"HNRPQ_HUMAN"	"Heterogeneous nuclear ribonucleoprotein Q"	"SYNCRIP"	1	4	0.000581767979265029	1	0	1	0	2	0	2	0	0	0	0	0	45	"mRNA splicing;negative regulation of translation;virus-host interaction;cellular response to interferon-gamma;CRD-mediated mRNA stabilization"	"catalytic step 2 spliceosome;endoplasmic reticulum;CRD-mediated mRNA stability complex;histone pre-mRNA 3'end processing complex;nucleoplasm"	"RNA binding;poly(A) RNA binding;nucleotide binding"
"Q04826"	"Q04826"	"1B40_HUMAN"	"HLA class I histocompatibility antigen, B-40 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	"regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway;type I interferon-mediated signaling pathway;virus-host interaction"	"integral to lumenal side of endoplasmic reticulum membrane;plasma membrane;phagocytic vesicle membrane;early endosome membrane;ER to Golgi transport vesicle membrane;MHC class I protein complex;Golgi membrane"	""
"P30479"	"P30479"	"1B41_HUMAN"	"HLA class I histocompatibility antigen, B-41 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	"interferon-gamma-mediated signaling pathway;regulation of immune response;type I interferon-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;virus-host interaction;antigen processing and presentation of exogenous peptide antigen via MHC class I"	"integral to lumenal side of endoplasmic reticulum membrane;MHC class I protein complex;phagocytic vesicle membrane;Golgi membrane;plasma membrane;early endosome membrane;ER to Golgi transport vesicle membrane"	""
"O75369-1,O75369-2,O75369-3,O75369-6,O75369-8,O75369-9"	"O75369-[1-3,6,8,9]"	"FLNB_HUMAN"	"Filamin-B"	"FLNB"	13	21	3.19659550983466e-05	3	0	12	0	3	0	18	0	0	0	0	0	5	"actin cytoskeleton organization;cytoskeletal anchoring at plasma membrane;skeletal muscle tissue development;cell differentiation;cytokine-mediated signaling pathway"	"stress fiber;Z disc;cell cortex;integral to membrane;cytosol;actin cytoskeleton;plasma membrane;focal adhesion"	"actin binding"
"Q13509"	"Q13509"	"TBB3_HUMAN"	"Tubulin beta-3 chain"	"TUBB3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	"mitosis;axon guidance;'de novo' posttranslational protein folding;protein polymerization;microtubule-based process"	"axon;microtubule;cytoplasm;plasma membrane"	"GTP binding;peptide binding;GTPase activity;structural constituent of cytoskeleton"
"P30460,P30480"	"P30460, P30480"	"1B08_HUMAN, 1B42_HUMAN"	"HLA class I histocompatibility antigen, B-42 alpha chain, HLA class I histocompatibility antigen, B-8 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	"type I interferon-mediated signaling pathway;interferon-gamma-mediated signaling pathway;virus-host interaction;regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I"	"MHC class I protein complex;Golgi membrane;integral to plasma membrane;ER to Golgi transport vesicle membrane;early endosome membrane;phagocytic vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane;plasma membrane"	""
"P38159-1"	"P38159-1"	"RBMX_HUMAN"	"RNA-binding motif protein, X chromosome"	"RBMX"	13	26	0.00136789266807793	13	0	2	0	24	0	2	0	0	0	0	0	0	"negative regulation of mRNA splicing;mRNA splicing;regulation of alternative mRNA splicing;transcription from RNA polymerase II promoter;protein homooligomerization;positive regulation of mRNA splicing;cellular response to interleukin-1;positive regulation of transcription from RNA polymerase II promoter;membrane protein ectodomain proteolysis"	"catalytic step 2 spliceosome;nuclear euchromatin;supraspliceosomal complex;nucleoplasm;extracellular vesicular exosome"	"mRNA binding;nucleotide binding;core promoter binding;chromatin binding"
"P30486,Q31610"	"P30486, Q31610"	"1B48_HUMAN, 1B81_HUMAN"	"HLA class I histocompatibility antigen, B-48 alpha chain, HLA class I histocompatibility antigen, B-81 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	"immune response;virus-host interaction;antigen processing and presentation of peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;regulation of immune response;interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I"	"integral to membrane;MHC class I protein complex;integral to lumenal side of endoplasmic reticulum membrane;early endosome membrane;plasma membrane;phagocytic vesicle membrane;Golgi membrane;ER to Golgi transport vesicle membrane"	""
"P30508"	"P30508"	"1C12_HUMAN"	"HLA class I histocompatibility antigen, Cw-12 alpha chain"	"HLA-C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	"regulation of immune response;type I interferon-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;virus-host interaction"	"MHC class I protein complex;integral to lumenal side of endoplasmic reticulum membrane;early endosome membrane;Golgi membrane;phagocytic vesicle membrane;ER to Golgi transport vesicle membrane;integral to plasma membrane"	""
"P18465"	"P18465"	"1B57_HUMAN"	"HLA class I histocompatibility antigen, B-57 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	"antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway;regulation of immune response;type I interferon-mediated signaling pathway;virus-host interaction;antigen processing and presentation of exogenous peptide antigen via MHC class I"	"ER to Golgi transport vesicle membrane;early endosome membrane;phagocytic vesicle membrane;MHC class I protein complex;Golgi membrane;plasma membrane;integral to lumenal side of endoplasmic reticulum membrane"	""
"P01889"	"P01889"	"1B07_HUMAN"	"HLA class I histocompatibility antigen, B-7 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	"regulation of interleukin-12 production;interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;regulation of dendritic cell differentiation;antigen processing and presentation of exogenous peptide antigen via MHC class I;regulation of immune response;regulation of interleukin-6 production;regulation of T cell anergy;type I interferon-mediated signaling pathway;virus-host interaction"	"Golgi membrane;integral to plasma membrane;MHC class I protein complex;phagocytic vesicle membrane;early endosome membrane;integral to lumenal side of endoplasmic reticulum membrane;ER to Golgi transport vesicle membrane"	""
"P30459"	"P30459"	"1A74_HUMAN"	"HLA class I histocompatibility antigen, A-74 alpha chain"	"HLA-A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	"virus-host interaction;immune response;antigen processing and presentation of peptide antigen via MHC class I"	"MHC class I protein complex;integral to membrane"	""
"P30447"	"P30447"	"1A23_HUMAN"	"HLA class I histocompatibility antigen, A-23 alpha chain"	"HLA-A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	"virus-host interaction;antigen processing and presentation of peptide antigen via MHC class I;immune response"	"MHC class I protein complex;integral to membrane"	""
"P03989"	"P03989"	"1B27_HUMAN"	"HLA class I histocompatibility antigen, B-27 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	"regulation of immune response;interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;virus-host interaction;type I interferon-mediated signaling pathway;detection of bacterium;antigen processing and presentation of exogenous peptide antigen via MHC class I"	"early endosome membrane;integral to lumenal side of endoplasmic reticulum membrane;Golgi membrane;ER to Golgi transport vesicle membrane;phagocytic vesicle membrane;MHC class I protein complex;plasma membrane"	""
"P06748-1"	"P06748-1"	"NPM_HUMAN"	"Nucleophosmin"	"NPM1"	12	44	0.00307865325243494	9	0	9	0	28	0	16	0	0	0	0	0	0	"protein oligomerization;regulation of endodeoxyribonuclease activity;positive regulation of NF-kappaB transcription factor activity;negative regulation of centrosome duplication;ribosome assembly;negative regulation of cell proliferation;viral reproduction;regulation of endoribonuclease activity;signal transduction;cell aging;regulation of centriole replication;CENP-A containing nucleosome assembly at centromere;centrosome cycle;DNA repair;intracellular protein transport;virus-host interaction;negative regulation of apoptotic process;nucleocytoplasmic transport"	"nucleoplasm;spindle pole centrosome;cytosol;ribonucleoprotein complex;nucleolus"	"NF-kappaB binding;transcription coactivator activity;ribosomal large subunit binding;RNA binding;protein homodimerization activity;unfolded protein binding;histone binding;ribosomal small subunit binding;protein heterodimerization activity;Tat protein binding"
"P33993-1"	"P33993-1"	"MCM7_HUMAN"	"DNA replication licensing factor MCM7"	"MCM7"	12	26	0.000743874872348359	12	0	5	0	19	0	7	0	0	0	0	0	0	"S phase of mitotic cell cycle;response to DNA damage stimulus;DNA replication initiation;regulation of phosphorylation;response to drug;cell cycle checkpoint;G1/S transition of mitotic cell cycle;DNA unwinding involved in replication;cell proliferation;DNA strand elongation involved in DNA replication;cellular response to epidermal growth factor stimulus"	"MCM complex;chromatin;nucleoplasm;cytosol"	"ATP binding;single-stranded DNA binding;DNA helicase activity"
"P10319"	"P10319"	"1B58_HUMAN"	"HLA class I histocompatibility antigen, B-58 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	"type I interferon-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;regulation of immune response;interferon-gamma-mediated signaling pathway;virus-host interaction;antigen processing and presentation of exogenous peptide antigen via MHC class I"	"integral to lumenal side of endoplasmic reticulum membrane;Golgi membrane;plasma membrane;early endosome membrane;phagocytic vesicle membrane;MHC class I protein complex;ER to Golgi transport vesicle membrane"	""
"P16190"	"P16190"	"1A33_HUMAN"	"HLA class I histocompatibility antigen, A-33 alpha chain"	"HLA-A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	"immune response;virus-host interaction;antigen processing and presentation of peptide antigen via MHC class I"	"integral to membrane;MHC class I protein complex"	""
"Q9NY65-1,Q9NY65-2"	"Q9NY65-[1,2]"	"TBA8_HUMAN"	"Tubulin alpha-8 chain"	"TUBA8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	"microtubule-based process;protein polymerization"	"microtubule;cytoplasm"	"GTP binding;structural constituent of cytoskeleton;GTPase activity"
"P30495"	"P30495"	"1B56_HUMAN"	"HLA class I histocompatibility antigen, B-56 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	"type I interferon-mediated signaling pathway;regulation of immune response;virus-host interaction;interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I"	"phagocytic vesicle membrane;early endosome membrane;MHC class I protein complex;ER to Golgi transport vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane;plasma membrane;Golgi membrane"	""
"P30492"	"P30492"	"1B54_HUMAN"	"HLA class I histocompatibility antigen, B-54 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	"regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;virus-host interaction;interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I"	"ER to Golgi transport vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane;early endosome membrane;MHC class I protein complex;phagocytic vesicle membrane;plasma membrane;Golgi membrane"	""
"Q9Y4D7-1"	"Q9Y4D7-1"	"PLXD1_HUMAN"	"Plexin-D1"	"PLXND1"	10	19	0.000205939003514119	10	0	0	0	19	0	0	0	0	0	0	0	1	"angiogenesis;axon guidance;dichotomous subdivision of terminal units involved in salivary gland branching;regulation of cell migration;synapse assembly;regulation of angiogenesis;endothelial cell migration;patterning of blood vessels"	"intracellular;integral to plasma membrane"	"semaphorin receptor activity"
"P04222"	"P04222"	"1C03_HUMAN"	"HLA class I histocompatibility antigen, Cw-3 alpha chain"	"HLA-C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	"interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;virus-host interaction;regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I"	"early endosome membrane;ER to Golgi transport vesicle membrane;MHC class I protein complex;Golgi membrane;plasma membrane;phagocytic vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane"	""
"P30453"	"P30453"	"1A34_HUMAN"	"HLA class I histocompatibility antigen, A-34 alpha chain"	"HLA-A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	"antigen processing and presentation of peptide antigen via MHC class I;immune response;virus-host interaction"	"integral to membrane;MHC class I protein complex"	""
"P30491,P30685"	"P30491, P30685"	"1B35_HUMAN, 1B53_HUMAN"	"HLA class I histocompatibility antigen, B-35 alpha chain, HLA class I histocompatibility antigen, B-53 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	"virus-host interaction;regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway;type I interferon-mediated signaling pathway"	"MHC class I protein complex;early endosome membrane;integral to lumenal side of endoplasmic reticulum membrane;Golgi membrane;plasma membrane;ER to Golgi transport vesicle membrane;phagocytic vesicle membrane"	""
"P08107-1"	"P08107-1"	"HSP71_HUMAN"	"Heat shock 70 kDa protein 1A/1B"	"HSPA1B,HSPA1A"	3	8	0.00077002031945918	3	0	1	0	6	0	2	0	0	0	0	0	27	"negative regulation of cell growth;response to unfolded protein;negative regulation of cell proliferation;gene expression;mRNA catabolic process;negative regulation of apoptotic process;negative regulation of inclusion body assembly;protein refolding;positive regulation of erythrocyte differentiation"	"endoplasmic reticulum;mitochondrion;ribonucleoprotein complex;cytosol;perinuclear region of cytoplasm;nuclear speck;aggresome"	"unfolded protein binding;ATP binding;protein binding involved in protein folding"
"P30464,P30484"	"P30464, P30484"	"1B15_HUMAN, 1B46_HUMAN"	"HLA class I histocompatibility antigen, B-15 alpha chain, HLA class I histocompatibility antigen, B-46 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	"regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway;type I interferon-mediated signaling pathway;virus-host interaction;antigen processing and presentation of exogenous peptide antigen via MHC class I"	"plasma membrane;phagocytic vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane;Golgi membrane;MHC class I protein complex;ER to Golgi transport vesicle membrane;early endosome membrane"	""
"Q29940"	"Q29940"	"1B59_HUMAN"	"HLA class I histocompatibility antigen, B-59 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	"regulation of immune response;interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;virus-host interaction"	"early endosome membrane;plasma membrane;ER to Golgi transport vesicle membrane;phagocytic vesicle membrane;MHC class I protein complex;integral to lumenal side of endoplasmic reticulum membrane;Golgi membrane"	""
"P16188"	"P16188"	"1A30_HUMAN"	"HLA class I histocompatibility antigen, A-30 alpha chain"	"HLA-A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	"virus-host interaction;immune response;antigen processing and presentation of peptide antigen via MHC class I"	"MHC class I protein complex;integral to plasma membrane"	""
"P30475,Q29836,Q95365"	"P30475, Q29836, Q95365"	"1B38_HUMAN, 1B39_HUMAN, 1B67_HUMAN"	"HLA class I histocompatibility antigen, B-38 alpha chain, HLA class I histocompatibility antigen, B-39 alpha chain, HLA class I histocompatibility antigen, B-67 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	"type I interferon-mediated signaling pathway;regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway;virus-host interaction"	"phagocytic vesicle membrane;integral to plasma membrane;integral to lumenal side of endoplasmic reticulum membrane;ER to Golgi transport vesicle membrane;Golgi membrane;MHC class I protein complex;early endosome membrane;plasma membrane"	""
"O95831-1,O95831-3"	"O95831-[1,3]"	"AIFM1_HUMAN"	"Apoptosis-inducing factor 1, mitochondrial"	"AIFM1"	10	24	0.000402694967914521	8	0	6	0	14	0	10	0	0	0	0	0	0	"mitochondrial respiratory chain complex I assembly;activation of cysteine-type endopeptidase activity involved in apoptotic process;neuron apoptotic process;intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress;neuron differentiation;apoptotic DNA fragmentation;cell redox homeostasis"	"perinuclear region of cytoplasm;nucleus;mitochondrial intermembrane space;mitochondrial inner membrane;cytosol"	"oxidoreductase activity;flavin adenine dinucleotide binding;DNA binding;electron carrier activity"
"P18464,P30490,P30498"	"P18464, P30490, P30498"	"1B51_HUMAN, 1B52_HUMAN, 1B78_HUMAN"	"HLA class I histocompatibility antigen, B-51 alpha chain, HLA class I histocompatibility antigen, B-52 alpha chain, HLA class I histocompatibility antigen, B-78 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	"virus-host interaction;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;interferon-gamma-mediated signaling pathway;regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I"	"phagocytic vesicle membrane;Golgi membrane;plasma membrane;integral to lumenal side of endoplasmic reticulum membrane;MHC class I protein complex;early endosome membrane;ER to Golgi transport vesicle membrane"	""
"P30499"	"P30499"	"1C01_HUMAN"	"HLA class I histocompatibility antigen, Cw-1 alpha chain"	"HLA-C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	"type I interferon-mediated signaling pathway;regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway;virus-host interaction"	"early endosome membrane;phagocytic vesicle membrane;ER to Golgi transport vesicle membrane;Golgi membrane;integral to plasma membrane;MHC class I protein complex;integral to lumenal side of endoplasmic reticulum membrane"	""
"P30487,P30488"	"P30487, P30488"	"1B49_HUMAN, 1B50_HUMAN"	"HLA class I histocompatibility antigen, B-49 alpha chain, HLA class I histocompatibility antigen, B-50 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	"virus-host interaction;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway"	"early endosome membrane;integral to lumenal side of endoplasmic reticulum membrane;Golgi membrane;MHC class I protein complex;plasma membrane;phagocytic vesicle membrane;ER to Golgi transport vesicle membrane"	""
"P30466"	"P30466"	"1B18_HUMAN"	"HLA class I histocompatibility antigen, B-18 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	"virus-host interaction;antigen processing and presentation of exogenous peptide antigen via MHC class I;regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;interferon-gamma-mediated signaling pathway"	"plasma membrane;integral to lumenal side of endoplasmic reticulum membrane;MHC class I protein complex;ER to Golgi transport vesicle membrane;Golgi membrane;early endosome membrane;phagocytic vesicle membrane"	""
