"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5134"	"peptide.count.P5135"	"peptide.count.P5136"	"peptide.count.P5137"	"spectra.count.P5134"	"spectra.count.P5135"	"spectra.count.P5136"	"spectra.count.P5137"	"dNSAF.P5134"	"dNSAF.P5135"	"dNSAF.P5136"	"dNSAF.P5137"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"Q9Y5A9-1,Q9Y5A9-2"	"Q9Y5A9-[1,2]"	"YTHD2_HUMAN"	"YTH domain family protein 2"	"YTHDF2"	1	1	2.41020620479534e-05	1	0	0	0	1	0	0	0	0	0	0	0	1	"humoral immune response"	""	""
"Q9Y623"	"Q9Y623"	"MYH4_HUMAN"	"Myosin-4"	"MYH4"	1	3	0.000104280549736965	0	1	0	0	0	3	0	0	0	0.00338777958781014	0	0	75	"response to activity;muscle filament sliding"	"myosin filament;nucleolus;muscle myosin complex;focal adhesion;sarcomere"	"ATP binding;structural constituent of muscle;microfilament motor activity"
"Q9Y639-1,Q9Y639-2"	"Q9Y639-[1,2]"	"NPTN_HUMAN"	"Neuroplastin"	"NPTN"	5	11	0.000289270163034073	5	0	0	0	11	0	0	0	0	0	0	0	0	"positive regulation of long-term neuronal synaptic plasticity;positive regulation of protein phosphorylation;long-term synaptic potentiation;positive regulation of fibroblast growth factor receptor signaling pathway;homophilic cell adhesion;positive regulation of neuron projection development;elevation of cytosolic calcium ion concentration"	"plasma membrane;presynaptic membrane;integral to membrane"	"type 1 fibroblast growth factor receptor binding;cell adhesion molecule binding"
"Q9Y6C9"	"Q9Y6C9"	"MTCH2_HUMAN"	"Mitochondrial carrier homolog 2"	"MTCH2"	1	1	6.90846233948762e-05	1	0	0	0	1	0	0	0	0.000135537218513882	0	0	0	0	"transport"	"integral to membrane;mitochondrial inner membrane;mitochondrion"	""
"Q9Y6H1"	"Q9Y6H1"	"CHCH2_HUMAN"	"Coiled-coil-helix-coiled-coil-helix domain-containing protein 2, mitochondrial"	"CHCHD2"	2	4	0.000554507043407881	2	0	0	0	4	0	0	0	0.00108788813800546	0	0	0	0	""	"mitochondrion"	""
"P05023-1"	"P05023-1"	"AT1A1_HUMAN"	"Sodium/potassium-transporting ATPase subunit alpha-1"	"ATP1A1"	28	63	0.00149654940927028	28	0	0	0	63	0	0	0	0	0	0	0	14	"negative regulation of heart contraction;regulation of cardiac muscle cell contraction;negative regulation of glucocorticoid biosynthetic process;cellular response to mechanical stimulus;ATP biosynthetic process;positive regulation of heart contraction;response to drug;potassium ion import;regulation of blood pressure;regulation of the force of heart contraction;membrane hyperpolarization;positive regulation of striated muscle contraction;regulation of sodium ion transport"	"caveola;T-tubule;Golgi apparatus;sodium:potassium-exchanging ATPase complex;endosome;melanosome;endoplasmic reticulum;basolateral plasma membrane"	"sodium:potassium-exchanging ATPase activity;ADP binding;potassium ion binding;4-nitrophenylphosphatase activity;ATP binding;sodium ion binding;chaperone binding"
"P14618-1"	"P14618-1"	"KPYM_HUMAN"	"Pyruvate kinase isozymes M1/M2"	"PKM"	32	219	0.00863323607271902	32	7	26	3	117	10	88	4	0	0	0	0	0	"small molecule metabolic process;glycolysis;programmed cell death"	"mitochondrion;cilium;plasma membrane;extracellular vesicular exosome;nucleus;cytosol"	"magnesium ion binding;ATP binding;potassium ion binding;pyruvate kinase activity"
"P48668"	"P48668"	"K2C6C_HUMAN"	"Keratin, type II cytoskeletal 6C"	"KRT6C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	"cytoskeleton organization"	"intermediate filament;keratin filament"	"structural molecule activity"
"Q13308-1,Q13308-6"	"Q13308-[1,6]"	"PTK7_HUMAN"	"Inactive tyrosine-protein kinase 7"	"PTK7"	23	41	0.000401045923567545	23	0	0	0	41	0	0	0	0	0	0	0	0	"lung-associated mesenchyme development;cell adhesion;cellular response to retinoic acid;neural tube closure;cochlea morphogenesis;canonical Wnt receptor signaling pathway;planar cell polarity pathway involved in neural tube closure;establishment of epithelial cell apical/basal polarity;establishment of planar polarity;positive regulation of neuron projection development;wound healing;cell migration;axis elongation;actin cytoskeleton reorganization;convergent extension"	"cell-cell junction;integral to plasma membrane"	"transmembrane receptor protein tyrosine kinase activity;ATP binding"
"P68363"	"P68363"	"TBA1B_HUMAN"	"Tubulin alpha-1B chain"	"TUBA1B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	"'de novo' posttranslational protein folding;microtubule cytoskeleton organization;cell division;microtubule-based process;cellular response to interleukin-4;protein polymerization;cytoskeleton-dependent intracellular transport"	"microtubule;cytoplasmic microtubule"	"structural constituent of cytoskeleton;GTP binding;structural molecule activity;GTPase activity"
"Q71U36"	"Q71U36"	"TBA1A_HUMAN"	"Tubulin alpha-1A chain"	"TUBA1A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	"cytoskeleton-dependent intracellular transport;'de novo' posttranslational protein folding;G2/M transition of mitotic cell cycle;microtubule-based process;protein polymerization;cell division"	"cytoplasmic microtubule;microtubule;cytosol"	"structural molecule activity;structural constituent of cytoskeleton;GTP binding;GTPase activity"
"Q04637-1,Q04637-3,Q04637-4,Q04637-5"	"Q04637-[1,3-5]"	"IF4G1_HUMAN"	"Eukaryotic translation initiation factor 4 gamma 1"	"EIF4G1"	21	45	0.000147274677922004	14	0	15	0	22	0	23	0	0	0	0	0	0	"cytokine-mediated signaling pathway;modulation by virus of host morphology or physiology;nuclear-transcribed mRNA poly(A) tail shortening;regulation of translational initiation;cell death;insulin receptor signaling pathway;nuclear-transcribed mRNA catabolic process"	"cytosol;eukaryotic translation initiation factor 4F complex"	"translation initiation factor activity;DNA binding"
"P10316"	"P10316"	"1A69_HUMAN"	"HLA class I histocompatibility antigen, A-69 alpha chain"	"HLA-A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	"regulation of immune response;positive regulation of T cell mediated cytotoxicity;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;modulation by virus of host morphology or physiology;interferon-gamma-mediated signaling pathway;type I interferon-mediated signaling pathway"	"integral to lumenal side of endoplasmic reticulum membrane;ER to Golgi transport vesicle membrane;MHC class I protein complex;early endosome membrane;phagocytic vesicle membrane;plasma membrane;Golgi membrane"	"peptide antigen binding"
"Q8NC51-3"	"Q8NC51-3"	"PAIRB_HUMAN"	"Plasminogen activator inhibitor 1 RNA-binding protein"	"SERBP1"	18	62	0.00318094052719643	14	0	15	0	31	0	31	0	0	0	0	0	0	"regulation of mRNA stability"	"cytoplasm;perinuclear region of cytoplasm;nucleus;plasma membrane"	"mRNA 3'-UTR binding"
"O60506-1,O60506-2"	"O60506-[1,2]"	"HNRPQ_HUMAN"	"Heterogeneous nuclear ribonucleoprotein Q"	"SYNCRIP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	"mRNA splicing;CRD-mediated mRNA stabilization;cellular response to interferon-gamma;negative regulation of translation;modulation by virus of host morphology or physiology"	"nucleoplasm;catalytic step 2 spliceosome;histone pre-mRNA 3'end processing complex;CRD-mediated mRNA stability complex;endoplasmic reticulum"	"RNA binding;poly(A) RNA binding;nucleotide binding"
"Q04826"	"Q04826"	"1B40_HUMAN"	"HLA class I histocompatibility antigen, B-40 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	"antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;modulation by virus of host morphology or physiology;interferon-gamma-mediated signaling pathway;positive regulation of T cell mediated cytotoxicity;regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I"	"MHC class I protein complex;plasma membrane;integral to lumenal side of endoplasmic reticulum membrane;ER to Golgi transport vesicle membrane;Golgi membrane;phagocytic vesicle membrane;early endosome membrane"	"peptide antigen binding"
"P07910-1,P07910-2"	"P07910-[1,2]"	"HNRPC_HUMAN"	"Heterogeneous nuclear ribonucleoproteins C1/C2"	"HNRNPC"	8	30	0.00212173036205298	8	0	3	0	23	0	7	0	0	0	0	0	33	"mRNA splicing"	"nucleoplasm;pronucleus;catalytic step 2 spliceosome"	"RNA binding;nucleotide binding;mRNA binding"
"P30479"	"P30479"	"1B41_HUMAN"	"HLA class I histocompatibility antigen, B-41 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	"antigen processing and presentation of exogenous peptide antigen via MHC class I;regulation of immune response;positive regulation of T cell mediated cytotoxicity;modulation by virus of host morphology or physiology;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway;type I interferon-mediated signaling pathway"	"Golgi membrane;ER to Golgi transport vesicle membrane;MHC class I protein complex;early endosome membrane;plasma membrane;phagocytic vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane"	"peptide antigen binding"
"O60506-3,O60506-4"	"O60506-[3,4]"	"HNRPQ_HUMAN"	"Heterogeneous nuclear ribonucleoprotein Q"	"SYNCRIP"	1	4	0.000568795676520231	1	0	1	0	2	0	2	0	0	0	0	0	42	"mRNA splicing;CRD-mediated mRNA stabilization;cellular response to interferon-gamma;negative regulation of translation;modulation by virus of host morphology or physiology"	"nucleoplasm;catalytic step 2 spliceosome;histone pre-mRNA 3'end processing complex;CRD-mediated mRNA stability complex;endoplasmic reticulum"	"RNA binding;poly(A) RNA binding;nucleotide binding"
"P30459"	"P30459"	"1A74_HUMAN"	"HLA class I histocompatibility antigen, A-74 alpha chain"	"HLA-A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	"interferon-gamma-mediated signaling pathway;modulation by virus of host morphology or physiology;regulation of immune response;type I interferon-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;positive regulation of T cell mediated cytotoxicity;antigen processing and presentation of exogenous peptide antigen via MHC class I"	"MHC class I protein complex;integral to lumenal side of endoplasmic reticulum membrane;Golgi membrane;ER to Golgi transport vesicle membrane;early endosome membrane;phagocytic vesicle membrane;plasma membrane"	"peptide antigen binding"
"O75369-1,O75369-2,O75369-3,O75369-6,O75369-8,O75369-9"	"O75369-[1-3,6,8,9]"	"FLNB_HUMAN"	"Filamin-B"	"FLNB"	12	18	2.7015785622556e-05	2	0	11	0	2	0	16	0	0	0	0	0	4	"skeletal muscle tissue development;actin cytoskeleton organization;cell differentiation;cytoskeletal anchoring at plasma membrane;cytokine-mediated signaling pathway"	"Z disc;cytosol;cell cortex;plasma membrane;focal adhesion;stress fiber;integral to membrane;actin cytoskeleton"	"actin binding"
"P30508"	"P30508"	"1C12_HUMAN"	"HLA class I histocompatibility antigen, Cw-12 alpha chain"	"HLA-C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	"regulation of immune response;positive regulation of T cell mediated cytotoxicity;type I interferon-mediated signaling pathway;modulation by virus of host morphology or physiology;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway"	"early endosome membrane;Golgi membrane;MHC class I protein complex;integral to plasma membrane;phagocytic vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane;ER to Golgi transport vesicle membrane"	"peptide antigen binding"
"P18465"	"P18465"	"1B57_HUMAN"	"HLA class I histocompatibility antigen, B-57 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	"antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;regulation of immune response;positive regulation of T cell mediated cytotoxicity;interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;modulation by virus of host morphology or physiology"	"Golgi membrane;plasma membrane;early endosome membrane;phagocytic vesicle membrane;MHC class I protein complex;integral to lumenal side of endoplasmic reticulum membrane;ER to Golgi transport vesicle membrane"	"peptide antigen binding"
"Q13509"	"Q13509"	"TBB3_HUMAN"	"Tubulin beta-3 chain"	"TUBB3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	"mitosis;'de novo' posttranslational protein folding;protein polymerization;axon guidance;microtubule-based process"	"axon;cytoplasm;microtubule;plasma membrane"	"structural constituent of cytoskeleton;peptide binding;GTPase activity;GTP binding"
"P30460,P30480"	"P30460, P30480"	"1B08_HUMAN, 1B42_HUMAN"	"HLA class I histocompatibility antigen, B-42 alpha chain, HLA class I histocompatibility antigen, B-8 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	"interferon-gamma-mediated signaling pathway;modulation by virus of host morphology or physiology;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;positive regulation of T cell mediated cytotoxicity;regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I"	"integral to plasma membrane;integral to lumenal side of endoplasmic reticulum membrane;Golgi membrane;ER to Golgi transport vesicle membrane;early endosome membrane;MHC class I protein complex;phagocytic vesicle membrane;plasma membrane"	"receptor binding;peptide antigen binding"
"P30486"	"P30486"	"1B48_HUMAN"	"HLA class I histocompatibility antigen, B-48 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	"modulation by virus of host morphology or physiology;positive regulation of T cell mediated cytotoxicity;immune response;antigen processing and presentation of peptide antigen via MHC class I"	"integral to membrane;MHC class I protein complex"	"peptide antigen binding"
"P38159-1"	"P38159-1"	"RBMX_HUMAN"	"RNA-binding motif protein, X chromosome"	"RBMX"	13	26	0.00139194031484612	13	0	2	0	24	0	2	0	0	0	0	0	0	"protein homooligomerization;cellular response to interleukin-1;negative regulation of mRNA splicing;membrane protein ectodomain proteolysis;positive regulation of transcription from RNA polymerase II promoter;positive regulation of mRNA splicing;mRNA splice site selection;regulation of alternative mRNA splicing;transcription from RNA polymerase II promoter;mRNA splicing"	"catalytic step 2 spliceosome;nuclear euchromatin;extracellular vesicular exosome;supraspliceosomal complex;nucleoplasm"	"chromatin binding;core promoter binding;nucleotide binding;single-stranded RNA binding;mRNA binding"
"P30464"	"P30464"	"1B15_HUMAN"	"HLA class I histocompatibility antigen, B-15 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	"type I interferon-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;regulation of immune response;modulation by virus of host morphology or physiology;positive regulation of T cell mediated cytotoxicity;interferon-gamma-mediated signaling pathway"	"plasma membrane;MHC class I protein complex;early endosome membrane;Golgi membrane;ER to Golgi transport vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane;phagocytic vesicle membrane"	"receptor binding;peptide antigen binding"
"P30453"	"P30453"	"1A34_HUMAN"	"HLA class I histocompatibility antigen, A-34 alpha chain"	"HLA-A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	"regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;modulation by virus of host morphology or physiology;positive regulation of T cell mediated cytotoxicity;interferon-gamma-mediated signaling pathway;type I interferon-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I"	"early endosome membrane;ER to Golgi transport vesicle membrane;Golgi membrane;plasma membrane;MHC class I protein complex;phagocytic vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane"	"peptide antigen binding"
"P30447"	"P30447"	"1A23_HUMAN"	"HLA class I histocompatibility antigen, A-23 alpha chain"	"HLA-A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	"interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;positive regulation of T cell mediated cytotoxicity;modulation by virus of host morphology or physiology;type I interferon-mediated signaling pathway"	"ER to Golgi transport vesicle membrane;MHC class I protein complex;integral to lumenal side of endoplasmic reticulum membrane;Golgi membrane;plasma membrane;phagocytic vesicle membrane;early endosome membrane"	"peptide antigen binding"
"P03989"	"P03989"	"1B27_HUMAN"	"HLA class I histocompatibility antigen, B-27 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	"modulation by virus of host morphology or physiology;positive regulation of T cell mediated cytotoxicity;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;detection of bacterium;regulation of immune response"	"plasma membrane;Golgi membrane;early endosome membrane;MHC class I protein complex;integral to lumenal side of endoplasmic reticulum membrane;phagocytic vesicle membrane;ER to Golgi transport vesicle membrane"	"peptide antigen binding"
"P10319"	"P10319"	"1B58_HUMAN"	"HLA class I histocompatibility antigen, B-58 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	"type I interferon-mediated signaling pathway;regulation of immune response;positive regulation of T cell mediated cytotoxicity;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway;modulation by virus of host morphology or physiology;antigen processing and presentation of exogenous peptide antigen via MHC class I"	"early endosome membrane;phagocytic vesicle membrane;Golgi membrane;MHC class I protein complex;integral to lumenal side of endoplasmic reticulum membrane;ER to Golgi transport vesicle membrane;plasma membrane"	"peptide antigen binding"
"P30495"	"P30495"	"1B56_HUMAN"	"HLA class I histocompatibility antigen, B-56 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	"antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;positive regulation of T cell mediated cytotoxicity;regulation of immune response;modulation by virus of host morphology or physiology;interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I"	"integral to lumenal side of endoplasmic reticulum membrane;Golgi membrane;plasma membrane;early endosome membrane;ER to Golgi transport vesicle membrane;phagocytic vesicle membrane;MHC class I protein complex"	"peptide antigen binding"
"P30492"	"P30492"	"1B54_HUMAN"	"HLA class I histocompatibility antigen, B-54 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	"antigen processing and presentation of exogenous peptide antigen via MHC class I;modulation by virus of host morphology or physiology;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway;positive regulation of T cell mediated cytotoxicity;regulation of immune response;type I interferon-mediated signaling pathway"	"Golgi membrane;early endosome membrane;integral to lumenal side of endoplasmic reticulum membrane;plasma membrane;MHC class I protein complex;ER to Golgi transport vesicle membrane;phagocytic vesicle membrane"	"peptide antigen binding"
"P30481"	"P30481"	"1B44_HUMAN"	"HLA class I histocompatibility antigen, B-44 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	"regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;positive regulation of T cell mediated cytotoxicity;interferon-gamma-mediated signaling pathway;modulation by virus of host morphology or physiology;antigen processing and presentation of exogenous peptide antigen via MHC class I"	"integral to lumenal side of endoplasmic reticulum membrane;MHC class I protein complex;early endosome membrane;Golgi membrane;ER to Golgi transport vesicle membrane;plasma membrane;phagocytic vesicle membrane"	"receptor binding;peptide antigen binding"
"P30487,P30488"	"P30487, P30488"	"1B49_HUMAN, 1B50_HUMAN"	"HLA class I histocompatibility antigen, B-49 alpha chain, HLA class I histocompatibility antigen, B-50 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	"regulation of immune response;modulation by virus of host morphology or physiology;positive regulation of T cell mediated cytotoxicity;type I interferon-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway"	"integral to lumenal side of endoplasmic reticulum membrane;plasma membrane;ER to Golgi transport vesicle membrane;early endosome membrane;MHC class I protein complex;phagocytic vesicle membrane;Golgi membrane"	"peptide antigen binding"
"P01889"	"P01889"	"1B07_HUMAN"	"HLA class I histocompatibility antigen, B-7 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	"regulation of interleukin-12 production;type I interferon-mediated signaling pathway;regulation of immune response;regulation of interleukin-6 production;positive regulation of T cell mediated cytotoxicity;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;modulation by virus of host morphology or physiology;regulation of dendritic cell differentiation;regulation of T cell anergy;interferon-gamma-mediated signaling pathway"	"ER to Golgi transport vesicle membrane;integral to plasma membrane;integral to lumenal side of endoplasmic reticulum membrane;MHC class I protein complex;phagocytic vesicle membrane;Golgi membrane;early endosome membrane"	"peptide antigen binding"
"P30491,P30685"	"P30491, P30685"	"1B35_HUMAN, 1B53_HUMAN"	"HLA class I histocompatibility antigen, B-35 alpha chain, HLA class I histocompatibility antigen, B-53 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	"interferon-gamma-mediated signaling pathway;modulation by virus of host morphology or physiology;regulation of immune response;type I interferon-mediated signaling pathway;positive regulation of T cell mediated cytotoxicity;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I"	"plasma membrane;ER to Golgi transport vesicle membrane;MHC class I protein complex;Golgi membrane;phagocytic vesicle membrane;early endosome membrane;integral to lumenal side of endoplasmic reticulum membrane"	"peptide antigen binding"
"Q29940"	"Q29940"	"1B59_HUMAN"	"HLA class I histocompatibility antigen, B-59 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	"regulation of immune response;positive regulation of T cell mediated cytotoxicity;modulation by virus of host morphology or physiology;type I interferon-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I"	"phagocytic vesicle membrane;ER to Golgi transport vesicle membrane;MHC class I protein complex;early endosome membrane;plasma membrane;Golgi membrane;integral to lumenal side of endoplasmic reticulum membrane"	"peptide antigen binding"
"P16190"	"P16190"	"1A33_HUMAN"	"HLA class I histocompatibility antigen, A-33 alpha chain"	"HLA-A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	"antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;interferon-gamma-mediated signaling pathway;regulation of immune response;positive regulation of T cell mediated cytotoxicity;modulation by virus of host morphology or physiology"	"early endosome membrane;phagocytic vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane;Golgi membrane;plasma membrane;ER to Golgi transport vesicle membrane;MHC class I protein complex"	"peptide antigen binding"
"Q9NY65-1,Q9NY65-2"	"Q9NY65-[1,2]"	"TBA8_HUMAN"	"Tubulin alpha-8 chain"	"TUBA8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	"microtubule-based process;protein polymerization"	"microtubule;cytoplasm"	"GTPase activity;structural constituent of cytoskeleton;GTP binding"
"P16188"	"P16188"	"1A30_HUMAN"	"HLA class I histocompatibility antigen, A-30 alpha chain"	"HLA-A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	"interferon-gamma-mediated signaling pathway;regulation of immune response;positive regulation of T cell mediated cytotoxicity;type I interferon-mediated signaling pathway;modulation by virus of host morphology or physiology;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I"	"integral to lumenal side of endoplasmic reticulum membrane;early endosome membrane;Golgi membrane;integral to plasma membrane;phagocytic vesicle membrane;MHC class I protein complex;ER to Golgi transport vesicle membrane"	"peptide antigen binding"
"P30475,Q29836,Q95365"	"P30475, Q29836, Q95365"	"1B38_HUMAN, 1B39_HUMAN, 1B67_HUMAN"	"HLA class I histocompatibility antigen, B-38 alpha chain, HLA class I histocompatibility antigen, B-39 alpha chain, HLA class I histocompatibility antigen, B-67 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	"antigen processing and presentation of exogenous peptide antigen via MHC class I;positive regulation of T cell mediated cytotoxicity;regulation of immune response;type I interferon-mediated signaling pathway;interferon-gamma-mediated signaling pathway;modulation by virus of host morphology or physiology;antigen processing and presentation of exogenous peptide antigen via MHC class I"	"ER to Golgi transport vesicle membrane;Golgi membrane;phagocytic vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane;MHC class I protein complex;integral to plasma membrane;early endosome membrane;plasma membrane"	"peptide antigen binding"
"P18463"	"P18463"	"1B37_HUMAN"	"HLA class I histocompatibility antigen, B-37 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	"interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;positive regulation of T cell mediated cytotoxicity;type I interferon-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;regulation of immune response;modulation by virus of host morphology or physiology"	"ER to Golgi transport vesicle membrane;plasma membrane;integral to lumenal side of endoplasmic reticulum membrane;phagocytic vesicle membrane;MHC class I protein complex;early endosome membrane;Golgi membrane"	"peptide antigen binding"
"P30490"	"P30490"	"1B52_HUMAN"	"HLA class I histocompatibility antigen, B-52 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	"interferon-gamma-mediated signaling pathway;positive regulation of T cell mediated cytotoxicity;regulation of immune response;modulation by virus of host morphology or physiology;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I"	"early endosome membrane;MHC class I protein complex;integral to lumenal side of endoplasmic reticulum membrane;Golgi membrane;phagocytic vesicle membrane;plasma membrane;ER to Golgi transport vesicle membrane"	"peptide antigen binding"
"P04222"	"P04222"	"1C03_HUMAN"	"HLA class I histocompatibility antigen, Cw-3 alpha chain"	"HLA-C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	"regulation of immune response;positive regulation of T cell mediated cytotoxicity;type I interferon-mediated signaling pathway;interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;modulation by virus of host morphology or physiology"	"integral to lumenal side of endoplasmic reticulum membrane;plasma membrane;MHC class I protein complex;Golgi membrane;phagocytic vesicle membrane;ER to Golgi transport vesicle membrane;early endosome membrane"	"peptide antigen binding;receptor binding"
"P10321"	"P10321"	"1C07_HUMAN"	"HLA class I histocompatibility antigen, Cw-7 alpha chain"	"HLA-C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	"modulation by virus of host morphology or physiology;positive regulation of T cell mediated cytotoxicity;regulation of immune response;interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway"	"plasma membrane;ER to Golgi transport vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane;Golgi membrane;MHC class I protein complex;phagocytic vesicle membrane;early endosome membrane"	"receptor binding;peptide antigen binding"
"Q01546"	"Q01546"	"K22O_HUMAN"	"Keratin, type II cytoskeletal 2 oral"	"KRT76"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	"cytoskeleton organization"	"intermediate filament;keratin filament"	"structural molecule activity"
