"";"X";"Protein.Acs";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5134";"Peptide.Count.P5136";"Spectra.Count.P5134";"Spectra.Count.P5136";"DNSAF.P5134";"DNSAF.P5136";"Unspecific.Spectra.Count";"Go.Cc"
"841";841;"P53396";"P53396-1";"ACLY_HUMAN";"ATP-citrate synthase";"ACLY";15;43;"7.16978530069489E-4";14;9;28;15;"0";"0";0;"plasma membrane, mitochondrion, citrate lyase complex, nucleus, extracellular vesicular exosome, cytosol"
"842";842;"P53618";"P53618";"COPB_HUMAN";"Coatomer subunit beta";"COPB1";2;2;"3.85267264504506E-5";0;2;0;2;"0";"1.61178678687766E-4";0;"COPI vesicle coat, endoplasmic reticulum-Golgi intermediate compartment, plasma membrane, cytosol"
"847";847;"P53985";"P53985";"MOT1_HUMAN";"Monocarboxylate transporter 1";"SLC16A1";6;23;"8.44467317067427E-4";6;0;23;0;"0.00169748380768388";"0";0;"integral component of plasma membrane, centrosome, mitochondrion, extracellular vesicular exosome"
"852";852;"P54578";"P54578";"UBP14_HUMAN";"Ubiquitin carboxyl-terminal hydrolase 14";"USP14";5;12;"4.45942959197726E-4";5;3;7;5;"5.22900310411333E-4";"7.77344538408102E-4";0;"plasma membrane, synapse, cytoplasmic membrane-bounded vesicle, proteasome complex, cell surface"
"854";854;"P54760";"P54760";"EPHB4_HUMAN";"Ephrin type-B receptor 4";"EPHB4";5;7;"1.71313784561774E-4";5;0;7;0;"3.54085066266975E-4";"0";6;"integral component of plasma membrane"
"855";855;"P54762";"P54762";"EPHB1_HUMAN";"Ephrin type-B receptor 1";"EPHB1";2;2;"4.90960236244109E-5";2;0;2;0;"1.01475598259438E-4";"0";6;"membrane raft, integral component of plasma membrane, extracellular vesicular exosome, dendrite, early endosome membrane, axon"
"863";863;"P55290";"P55290-1";"CAD13_HUMAN";"Cadherin-13";"CDH13";3;3;"7.7242574278989E-5";3;0;3;0;"0";"0";0;"perinuclear region of cytoplasm, caveola, external side of plasma membrane, neuron projection, plasma membrane, extracellular space, anchored component of membrane, cytoplasm"
"877";877;"P59044";"P59044";"NALP6_HUMAN";"NACHT, LRR and PYD domains-containing protein 6";"NLRP6";2;2;"4.11614016897751E-5";2;0;2;0;"8.27395110003839E-5";"0";0;"plasma membrane, nuclear membrane, cytoplasm"
"879";879;"P59190";"P59190-1";"RAB15_HUMAN";"Ras-related protein Rab-15";"RAB15";1;1;"1.25080611633814E-4";0;1;0;1;"0";"0";4;"extracellular vesicular exosome, endosome membrane, plasma membrane, perinuclear region of cytoplasm"
"880";880;"P59190";"P59190-2";"RAB15_HUMAN";"Ras-related protein Rab-15";"RAB15";1;1;"1.25080611633814E-4";0;1;0;1;"0";"0";4;"extracellular vesicular exosome, endosome membrane, plasma membrane, perinuclear region of cytoplasm"
"882";882;"P60033";"P60033";"CD81_HUMAN";"CD81 antigen";"CD81";2;3;"2.33364218054742E-4";2;0;3;0;"4.6909095643438E-4";"0";0;"extracellular vesicular exosome, immunological synapse, integral component of plasma membrane"
"892";892;"P61006";"P61006";"RAB8A_HUMAN";"Ras-related protein Rab-8A";"RAB8A";1;1;"1.28101882446225E-4";0;1;0;1;"0";"5.19431384312119E-4";4;"neuronal cell body, extracellular vesicular exosome, Golgi membrane, dendrite, phagocytic vesicle, postsynaptic density, phagocytic vesicle membrane, recycling endosome membrane, nonmotile primary cilium, cytoplasmic vesicle membrane, plasma membrane"
"902";902;"P61769";"P61769";"B2MG_HUMAN";"Beta-2-microglobulin";"B2M";3;33;"0.00534541332414803";3;0;33;0;"0.0108017938072686";"0";2;"endoplasmic reticulum lumen, plasma membrane, ER to Golgi transport vesicle membrane, phagocytic vesicle membrane, early endosome lumen, MHC class I protein complex, external side of plasma membrane, Golgi membrane, early endosome membrane, extracellular space, extracellular vesicular exosome"
"909";909;"P62158";"P62158";"CALM_HUMAN";"Calmodulin";"CALM2,CALM1,CALM3";4;12;"0.00147849544861528";4;0;12;0;"0.00297195881123527";"0";0;"spindle microtubule, cytosol, extracellular vesicular exosome, spindle pole, centrosome, nucleoplasm, plasma membrane, growth cone, sarcomere"
"928";928;"P62333";"P62333";"PRS10_HUMAN";"26S protease regulatory subunit 10B";"PSMC6";5;11;"5.19120402802151E-4";3;3;3;8;"2.84589886165845E-4";"0.00157946818292484";0;"plasma membrane, cytosolic proteasome complex, extracellular vesicular exosome, cytosol, inclusion body, proteasome accessory complex, nucleoplasm"
"930";930;"P62491";"P62491,Q15907";"RB11A_HUMAN, RB11B_HUMAN";"Ras-related protein Rab-11A, Ras-related protein Rab-11B";"RAB11A, RAB11B";2;4;"1.69198019849214E-4";0;2;0;4;"0";"7.07849220227838E-4";0;"extracellular vesicular exosome, cytoplasmic vesicle membrane, protein complex, plasma membrane, cleavage furrow, perinuclear region of cytoplasm, mitochondrion, trans-Golgi network, transport vesicle, phagocytic vesicle, axon, recycling endosome membrane, phagocytic vesicle membrane, recycling endosome"
"947";947;"P62879";"P62879";"GBB2_HUMAN";"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2";"GNB2";2;5;"4.85946665831639E-4";2;1;4;1;"7.23565135415122E-4";"6.77661532894592E-4";8;"lysosomal membrane, protein complex, plasma membrane, extracellular vesicular exosome, cell body, perinuclear region of cytoplasm"
"955";955;"P62979";"P62979";"RS27A_HUMAN";"Ubiquitin-40S ribosomal protein S27a";"RPS27A";1;2;"9.02208672080584E-4";1;0;2;0;"0.00118275070212087";"0";17;"endocytic vesicle membrane, extracellular vesicular exosome, nucleoplasm, plasma membrane, cytosolic small ribosomal subunit, endosome membrane"
"956";956;"P62987";"P62987";"RL40_HUMAN";"Ubiquitin-60S ribosomal protein L40";"UBA52";1;3;"0.00164935022864732";1;0;3;0;"0.00216221612731472";"0";17;"ribosome, plasma membrane, lysosomal membrane, cytosol, nucleoplasm, endocytic vesicle membrane, endosome membrane, cytosolic large ribosomal subunit"
"958";958;"P63010";"P63010-1,P63010-2";"AP2B1_HUMAN";"AP-2 complex subunit beta";"AP2B1";1;1;"3.59192167716181E-5";1;0;1;0;"0";"0";8;"clathrin-coated endocytic vesicle membrane, trans-Golgi network, clathrin adaptor complex, plasma membrane, coated pit, cytosol"
"963";963;"P63167";"P63167";"DYL1_HUMAN";"Dynein light chain 1, cytoplasmic";"DYNLL1";3;6;"0.00123761697664987";3;0;6;0;"0.00248776327457334";"0";0;"kinetochore, centrosome, mitochondrion, cytoplasmic dynein complex, nucleus, microtubule, cytosol, mitotic spindle, plasma membrane"
"973";973;"P68104";"P68104,Q5VTE0";"EF1A1_HUMAN, EF1A3_HUMAN";"Elongation factor 1-alpha 1, Putative elongation factor 1-alpha-like 3";"EEF1A1, EEF1A1P5";10;91;"0.00396217635730554";9;5;75;16;"0.00599055550424858";"0.00398969560492054";112;"extracellular space, eukaryotic translation elongation factor 1 complex, nucleus, cytosol, plasma membrane, extracellular vesicular exosome"
"976";976;"P68371";"P68371";"TBB4B_HUMAN";"Tubulin beta-4B chain";"TUBB4B";1;3;"6.44394636484715E-4";1;1;2;1;"8.4549438010235E-4";"0.00110255905589974";269;"cytosol, extracellular vesicular exosome, nucleus, microtubule, plasma membrane"
"979";979;"P78324";"P78324-1,P78324-2,P78324-4";"SHPS1_HUMAN";"Tyrosine-protein phosphatase non-receptor type substrate 1";"SIRPA";4;9;"1.09273721152617E-4";4;0;9;0;"0";"0";0;"integral component of membrane, plasma membrane, extracellular vesicular exosome"
"988";988;"P78539";"P78539-3";"SRPX_HUMAN";"Sushi repeat-containing protein SRPX";"SRPX";2;2;"7.91292463518953E-5";0;2;0;2;"0";"0";0;"autophagic vacuole, cell surface, membrane, endoplasmic reticulum"
"993";993;"P82279";"P82279-1";"CRUM1_HUMAN";"Protein crumbs homolog 1";"CRB1";3;3;"3.91706653349354E-5";0;3;0;3;"0";"0";0;"extracellular region, microvillus, apical plasma membrane, integral component of membrane"
"1004";1004;"P87889";"P87889-1";"GAK10_HUMAN";"HERV-K_5q33.3 provirus ancestral Gag polyprotein";"";2;3;"8.26936268181969E-5";2;0;3;0;"0";"0";0;"viral capsid, plasma membrane"
"1005";1005;"P98160";"P98160";"PGBM_HUMAN";"Basement membrane-specific heparan sulfate proteoglycan core protein";"HSPG2";3;3;"1.25424630974537E-5";0;3;0;3;"0";"5.24720840774679E-5";0;"lysosomal lumen, extracellular space, Golgi lumen, extracellular vesicular exosome, plasma membrane, basal lamina"
"1006";1006;"P98161";"P98161-2";"PKD1_HUMAN";"Polycystin-1";"PKD1";2;2;"8.53264473792225E-6";2;0;2;0;"0";"0";0;"integral component of plasma membrane, motile primary cilium, Golgi apparatus, lateral plasma membrane, extracellular vesicular exosome, cytoplasm, basolateral plasma membrane, nucleus, polycystin complex"
"1007";1007;"P98164";"P98164";"LRP2_HUMAN";"Low-density lipoprotein receptor-related protein 2";"LRP2";4;7;"3.79582399793302E-5";3;2;5;2;"5.94551373353994E-5";"3.29974824467113E-5";3;"endoplasmic reticulum, coated pit, endosome, integral component of membrane, apical plasma membrane, extracellular vesicular exosome, receptor complex, lysosomal membrane, Golgi apparatus, endocytic vesicle, brush border membrane"
"1009";1009;"P98172";"P98172";"EFNB1_HUMAN";"Ephrin-B1";"EFNB1";10;22;"0.00116727073231235";10;0;22;0;"0.00234635861831147";"0";0;"extracellular vesicular exosome, synapse, membrane raft, integral component of plasma membrane, cytoplasm, nucleus"
"1014";1014;"P98198";"P98198-3";"AT8B2_HUMAN";"Probable phospholipid-transporting ATPase ID";"ATP8B2";1;1;"2.0557392549727E-5";0;1;0;1;"0";"0";3;"integral component of membrane, plasma membrane"
"1015";1015;"P98198";"P98198-1";"AT8B2_HUMAN";"Probable phospholipid-transporting ATPase ID";"ATP8B2";3;4;"8.22295701989079E-5";3;1;3;1;"0";"0";3;"integral component of membrane, plasma membrane"
"1017";1017;"Q00325";"Q00325-1,Q00325-2";"MPCP_HUMAN";"Phosphate carrier protein, mitochondrial";"SLC25A3";2;7;"1.77494331595964E-4";2;0;7;0;"0";"0";0;"mitochondrial inner membrane, extracellular vesicular exosome, integral component of plasma membrane"
"1018";1018;"Q00341";"Q00341";"VIGLN_HUMAN";"Vigilin";"HDLBP";3;3;"4.34337188177596E-5";0;3;0;3;"0";"1.8170735109161E-4";0;"plasma membrane, high-density lipoprotein particle, nucleus, cytoplasm"
"1019";1019;"Q00536";"Q00536";"CDK16_HUMAN";"Cyclin-dependent kinase 16";"CDK16";1;1;"3.99730321893768E-5";1;0;1;0;"8.03507412473084E-5";"0";2;"neuron projection, synaptic vesicle, extrinsic component of cytoplasmic side of plasma membrane, cytoplasm, transport vesicle, cell junction"
"1022";1022;"Q00839";"Q00839-1";"HNRPU_HUMAN";"Heterogeneous nuclear ribonucleoprotein U";"HNRNPU";28;101;"0.00224746242486983";27;17;65;36;"0";"0";0;"cell surface, catalytic step 2 spliceosome, CRD-mediated mRNA stability complex, nucleoplasm"
"1029";1029;"Q01518";"Q01518-2";"CAP1_HUMAN";"Adenylyl cyclase-associated protein 1";"CAP1";1;1;"2.80200826029238E-4";0;1;0;1;"0";"0";25;"cortical actin cytoskeleton, plasma membrane, extracellular vesicular exosome"
"1030";1030;"Q01518";"Q01518-1";"CAP1_HUMAN";"Adenylyl cyclase-associated protein 1";"CAP1";2;3;"8.40602478087713E-4";2;0;3;0;"0";"0";25;"cortical actin cytoskeleton, plasma membrane, extracellular vesicular exosome"
"1032";1032;"Q01650";"Q01650";"LAT1_HUMAN";"Large neutral amino acids transporter small subunit 1";"SLC7A5";7;28;"0.00101385322347517";6;4;19;9;"0.00138290851324902";"0.00136334272890036";0;"plasma membrane, extracellular vesicular exosome, integral component of membrane, cytosol, apical plasma membrane"
"1034";1034;"Q01814";"Q01814-3";"AT2B2_HUMAN";"Plasma membrane calcium-transporting ATPase 2";"ATP2B2";1;1;"2.03954169810195E-5";1;0;1;0;"0";"0";8;"integral component of membrane, cilium, cytoplasm, neuronal cell body, apical plasma membrane, plasma membrane, endoplasmic reticulum"
"1035";1035;"Q01814";"Q01814-6";"AT2B2_HUMAN";"Plasma membrane calcium-transporting ATPase 2";"ATP2B2";2;4;"9.33969439682547E-5";2;1;3;1;"0";"0";9;"integral component of membrane, cilium, cytoplasm, neuronal cell body, apical plasma membrane, plasma membrane, endoplasmic reticulum"
"1036";1036;"Q01814";"Q01814-4";"AT2B2_HUMAN";"Plasma membrane calcium-transporting ATPase 2";"ATP2B2";1;1;"2.33492359920637E-5";0;1;0;1;"0";"0";9;"integral component of membrane, cilium, cytoplasm, neuronal cell body, apical plasma membrane, plasma membrane, endoplasmic reticulum"
"1037";1037;"Q01814";"Q01814-2";"AT2B2_HUMAN";"Plasma membrane calcium-transporting ATPase 2";"ATP2B2";2;2;"4.0790833962039E-5";2;0;2;0;"0";"0";8;"integral component of membrane, cilium, cytoplasm, neuronal cell body, apical plasma membrane, plasma membrane, endoplasmic reticulum"
"1038";1038;"Q01844";"Q01844-1";"EWS_HUMAN";"RNA-binding protein EWS";"EWSR1";1;1;"2.65854967926185E-4";0;1;0;1;"0";"0";17;"plasma membrane, nucleus, cytoplasm"
"1039";1039;"Q01844";"Q01844-5";"EWS_HUMAN";"RNA-binding protein EWS";"EWSR1";1;1;"2.65854967926185E-4";0;1;0;1;"0";"0";17;"plasma membrane, nucleus, cytoplasm"
"1040";1040;"Q01968";"Q01968-1";"OCRL_HUMAN";"Inositol polyphosphate 5-phosphatase OCRL-1";"OCRL";3;4;"8.15004890283672E-5";3;0;4;0;"0";"0";0;"photoreceptor outer segment, Golgi-associated vesicle, nucleus, plasma membrane, clathrin-coated vesicle, early endosome, cytosol, early endosome membrane, phagocytic vesicle membrane, Golgi stack, coated pit, trans-Golgi network"
"1046";1046;"Q02413";"Q02413";"DSG1_HUMAN";"Desmoglein-1";"DSG1";3;5;"8.75023124577679E-5";0;3;0;5;"0";"3.66070735913825E-4";0;"apical plasma membrane, cytoplasmic side of plasma membrane, cytosol, integral component of membrane, desmosome, lateral plasma membrane"
"1047";1047;"Q02487";"Q02487-1";"DSC2_HUMAN";"Desmocollin-2";"DSC2";3;3;"7.64067084640942E-5";3;0;3;0;"0";"0";1;"plasma membrane, desmosome, extracellular vesicular exosome, integral component of membrane, cell-cell adherens junction"
"1053";1053;"Q03001";"Q03001-7";"DYST_HUMAN";"Dystonin";"DST";2;3;"7.27529134226144E-6";0;2;0;3;"0";"0";0;"basal plasma membrane, actin cytoskeleton, cytosol, neurofilament cytoskeleton, H zone, endoplasmic reticulum membrane, nucleus, cytoplasmic membrane-bounded vesicle, cell leading edge, basement membrane, cell cortex, axon, microtubule plus-end, microtubule cytoskeleton, Z disc, nuclear envelope, hemidesmosome, intermediate filament cytoskeleton, intermediate filament, integral component of membrane"
"1055";1055;"Q03167";"Q03167-1";"TGBR3_HUMAN";"Transforming growth factor beta receptor type 3";"TGFBR3";1;1;"6.47167514229367E-5";1;0;1;0;"0";"0";2;"proteinaceous extracellular matrix, endoplasmic reticulum, integral component of plasma membrane, external side of plasma membrane, extracellular vesicular exosome, extracellular space, inhibin-betaglycan-ActRII complex"
"1060";1060;"Q04721";"Q04721";"NOTC2_HUMAN";"Neurogenic locus notch homolog protein 2";"NOTCH2";2;2;"1.48587496184862E-5";2;0;2;0;"2.98679254602762E-5";"0";0;"receptor complex, integral component of plasma membrane, endoplasmic reticulum membrane, extracellular region, nucleoplasm, Golgi membrane, cell surface"
"1063";1063;"Q04826";"Q04826";"1B40_HUMAN";"HLA class I histocompatibility antigen, B-40 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";65;"early endosome membrane, cell surface, integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, MHC class I protein complex, phagocytic vesicle membrane, Golgi membrane"
"1065";1065;"Q04917";"Q04917";"1433F_HUMAN";"14-3-3 protein eta";"YWHAH";1;1;"8.27669692810068E-5";1;0;1;0;"1.7143703556874E-4";"0";6;"cytoplasmic vesicle membrane, extracellular vesicular exosome, cytosol, intercalated disc, plasma membrane"
"1066";1066;"Q05209";"Q05209";"PTN12_HUMAN";"Tyrosine-protein phosphatase non-receptor type 12";"PTPN12";2;2;"4.70717568042044E-5";2;0;2;0;"9.46200561696699E-5";"0";0;"podosome, cell projection, cytosol, plasma membrane, cytoplasm, cell junction"
"1070";1070;"Q06187";"Q06187";"BTK_HUMAN";"Tyrosine-protein kinase BTK";"BTK";5;7;"2.56580736513613E-4";5;2;5;2;"3.78801171044336E-4";"2.33085403322369E-4";6;"nucleus, membrane raft, plasma membrane, perinuclear region of cytoplasm, mast cell granule, cytosol, cytoplasmic vesicle"
"1073";1073;"Q07000";"Q07000";"1C15_HUMAN";"HLA class I histocompatibility antigen, Cw-15 alpha chain";"HLA-C";1;1;"5.03142925316535E-4";1;0;1;0;"0.00101533345020603";"0";45;"early endosome membrane, Golgi membrane, cell surface, integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, MHC class I protein complex, phagocytic vesicle membrane"
"1075";1075;"Q07021";"Q07021";"C1QBP_HUMAN";"Complement component 1 Q subcomponent-binding protein, mitochondrial";"C1QBP";6;35;"0.0022784733346716";6;4;25;10;"0.00327143811224922";"0.0027234624253447";0;"nucleus, extracellular space, nucleolus, mitochondrion, mitochondrial matrix, cytosol, cell surface, plasma membrane"
"1077";1077;"Q07108";"Q07108";"CD69_HUMAN";"Early activation antigen CD69";"CD69";3;4;"3.69004726706326E-4";3;0;4;0;"7.41745163943141E-4";"0";0;"integral component of plasma membrane, external side of plasma membrane"
"1078";1078;"Q07157";"Q07157-1";"ZO1_HUMAN";"Tight junction protein ZO-1";"TJP1";2;3;"3.1506839508535E-5";2;0;3;0;"0";"0";0;"cytosol, tight junction, apical plasma membrane, basolateral plasma membrane, nucleus, apicolateral plasma membrane, gap junction, apical part of cell, intercalated disc, intercellular canaliculus, cell-cell adherens junction"
"1086";1086;"Q08289";"Q08289-7";"CACB2_HUMAN";"Voltage-dependent L-type calcium channel subunit beta-2";"CACNB2";0;0;"0";0;0;0;0;"0";"0";3;"sarcolemma, integral component of plasma membrane, voltage-gated calcium channel complex"
"1087";1087;"Q08289";"Q08289-8";"CACB2_HUMAN";"Voltage-dependent L-type calcium channel subunit beta-2";"CACNB2";1;1;"5.56302580413325E-5";0;1;0;1;"0";"0";1;"sarcolemma, integral component of plasma membrane, voltage-gated calcium channel complex"
"1088";1088;"Q08431";"Q08431-1";"MFGM_HUMAN";"Lactadherin";"MFGE8";2;2;"9.48733082875437E-5";2;0;2;0;"0";"0";0;"extracellular space, extrinsic component of plasma membrane, extracellular vesicular exosome, external side of plasma membrane"
"1092";1092;"Q09160";"Q09160";"1A80_HUMAN";"HLA class I histocompatibility antigen, A-80 alpha chain";"HLA-A";1;4;"9.68085768614211E-4";1;0;4;0;"0.00194597219271733";"0";33;"ER to Golgi transport vesicle membrane, MHC class I protein complex, phagocytic vesicle membrane, Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane, integral component of plasma membrane, early endosome membrane"
"1100";1100;"Q10589";"Q10589";"BST2_HUMAN";"Bone marrow stromal antigen 2";"BST2";2;6;"6.11932838454657E-4";2;0;6;0;"0.00123006073020571";"0";0;"extracellular vesicular exosome, membrane raft, Golgi apparatus, late endosome, apical plasma membrane, integral component of plasma membrane, anchored component of membrane, cell surface"
"1112";1112;"Q12923";"Q12923-2";"PTN13_HUMAN";"Tyrosine-protein phosphatase non-receptor type 13";"PTPN13";2;2;"1.47750383530299E-5";0;2;0;2;"0";"0";0;"nucleus, lamellipodium, cytoplasm, cytoskeleton, extracellular vesicular exosome, neuron projection, plasma membrane, cell body"
"1113";1113;"Q12923";"Q12923-3";"PTN13_HUMAN";"Tyrosine-protein phosphatase non-receptor type 13";"PTPN13";3;3;"2.21625575295449E-5";0;3;0;3;"0";"0";0;"nucleus, lamellipodium, cytoplasm, cytoskeleton, extracellular vesicular exosome, neuron projection, plasma membrane, cell body"
"1116";1116;"Q12974";"Q12974-1,Q93096";"TP4A1_HUMAN, TP4A2_HUMAN";"Protein tyrosine phosphatase type IVA 1, Protein tyrosine phosphatase type IVA 2";"PTP4A1, PTP4A2";2;4;"2.15976295925173E-4";2;0;4;0;"8.53221315749624E-4";"0";0;"early endosome, plasma membrane, cytoplasm"
"1118";1118;"Q13018";"Q13018-2";"PLA2R_HUMAN";"Secretory phospholipase A2 receptor";"PLA2R1";2;2;"2.50963570111274E-5";2;0;2;0;"0";"0";0;"cell surface, integral component of plasma membrane, extracellular region, integral component of membrane, plasma membrane, receptor complex"
"1134";1134;"Q13283";"Q13283";"G3BP1_HUMAN";"Ras GTPase-activating protein-binding protein 1";"G3BP1";6;19;"7.48501540599044E-4";5;4;8;11;"6.33507672208948E-4";"0.00181291425824447";0;"cytoplasm, plasma membrane, cytosol, cytoplasmic stress granule, nucleus"
"1135";1135;"Q13308";"Q13308-1";"PTK7_HUMAN";"Inactive tyrosine-protein kinase 7";"PTK7";1;2;"5.60461852042583E-4";1;0;2;0;"0";"0";46;"integral component of plasma membrane, cell-cell junction"
"1136";1136;"Q13308";"Q13308-2";"PTK7_HUMAN";"Inactive tyrosine-protein kinase 7";"PTK7";1;1;"2.80230926021292E-4";1;0;1;0;"0";"0";46;"integral component of plasma membrane, cell-cell junction"
"1143";1143;"Q13433";"Q13433-1";"S39A6_HUMAN";"Zinc transporter ZIP6";"SLC39A6";2;2;"4.86304242480522E-5";2;0;2;0;"0";"0";0;"integral component of plasma membrane, lamellipodium membrane, endoplasmic reticulum"
"1146";1146;"Q13449";"Q13449";"LSAMP_HUMAN";"Limbic system-associated membrane protein";"LSAMP";6;12;"6.51762786519753E-4";6;0;12;0;"0.00131012385465697";"0";0;"anchored component of membrane, plasma membrane"
"1148";1148;"Q13509";"Q13509";"TBB3_HUMAN";"Tubulin beta-3 chain";"TUBB3";1;1;"1.72512984053188E-4";0;1;0;1;"0";"9.90104239275416E-4";166;"microtubule, axon, cytoplasm, plasma membrane"
"1155";1155;"Q13620";"Q13620-1,Q13620-2";"CUL4B_HUMAN";"Cullin-4B";"CUL4B";4;5;"5.02683054590354E-5";4;0;5;0;"0";"0";0;"Cul4B-RING ubiquitin ligase complex, nucleus, plasma membrane, extracellular vesicular exosome"
"1158";1158;"Q13740";"Q13740-1,Q13740-2";"CD166_HUMAN";"CD166 antigen";"ALCAM";11;34;"5.35310030209048E-4";11;0;34;0;"0";"0";0;"extracellular vesicular exosome, axon, neuronal cell body, integral component of membrane, external side of plasma membrane"
"1161";1161;"Q13797";"Q13797";"ITA9_HUMAN";"Integrin alpha-9";"ITGA9";3;7;"1.24160286063264E-4";3;0;7;0;"2.49577539462028E-4";"0";0;"integrin complex, basal plasma membrane, alpha9-beta1 integrin complex"
"1162";1162;"Q13813";"Q13813-1,Q13813-2,Q13813-3";"SPTN1_HUMAN";"Spectrin alpha chain, non-erythrocytic 1";"SPTAN1";5;12;"2.97054775948863E-5";5;0;12;0;"0";"0";0;"cytosol, lateral plasma membrane, spectrin, cuticular plate, fascia adherens, membrane, intracellular membrane-bounded organelle, Z disc, extracellular vesicular exosome, microtubule cytoskeleton"
"1163";1163;"Q13882";"Q13882-1";"PTK6_HUMAN";"Protein-tyrosine kinase 6";"PTK6";2;2;"8.14101337190231E-5";0;2;0;2;"0";"0";0;"cytoplasm, nucleus, plasma membrane, ruffle"
"1164";1164;"Q13885";"Q13885";"TBB2A_HUMAN";"Tubulin beta-2A chain";"TUBB2A";1;1;"1.88996955582275E-4";1;0;1;0;"3.53284196485732E-4";"0";252;"microtubule, extracellular vesicular exosome, cytoplasm, plasma membrane"
"1173";1173;"Q14118";"Q14118";"DAG1_HUMAN";"Dystroglycan";"DAG1";4;4;"8.20468610218534E-5";4;0;4;0;"1.64924343714732E-4";"0";0;"dystroglycan complex, sarcolemma, extracellular space, postsynaptic membrane, filopodium, cytoskeleton, costamere, contractile ring, basement membrane, extracellular vesicular exosome, lamellipodium, dystrophin-associated glycoprotein complex, nucleoplasm, cell outer membrane, cell-cell adherens junction, integral component of membrane, membrane raft, cytoplasm, focal adhesion, node of Ranvier, basolateral plasma membrane"
"1174";1174;"Q14126";"Q14126";"DSG2_HUMAN";"Desmoglein-2";"DSG2";11;23;"3.77668746452337E-4";11;0;23;0;"7.59160915779909E-4";"0";0;"plasma membrane, desmosome, extracellular vesicular exosome, cell-cell junction, lateral plasma membrane, integral component of membrane, apical plasma membrane"
"1185";1185;"Q14439";"Q14439";"GP176_HUMAN";"Probable G-protein coupled receptor 176";"GPR176";2;2;"7.1293146227727E-5";2;0;2;0;"1.43308046237558E-4";"0";0;"integral component of plasma membrane"
"1186";1186;"Q14444";"Q14444-1,Q14444-2";"CAPR1_HUMAN";"Caprin-1";"CAPRIN1";8;20;"2.58927858302394E-4";6;5;13;7;"0";"0";0;"cytosol, cytoplasmic mRNA processing body, dendrite, cytoplasmic stress granule, integral component of plasma membrane"
"1190";1190;"Q14524";"Q14524-3";"SCN5A_HUMAN";"Sodium channel protein type 5 subunit alpha";"SCN5A";2;2;"1.82122868587696E-5";0;2;0;2;"0";"0";0;"T-tubule, lateral plasma membrane, intercalated disc, endoplasmic reticulum, voltage-gated sodium channel complex, caveola, cell surface"
"1196";1196;"Q14574";"Q14574-2";"DSC3_HUMAN";"Desmocollin-3";"DSC3";1;1;"2.56110283951447E-5";1;0;1;0;"0";"0";1;"desmosome, integral component of membrane, extracellular region, cell-cell junction, cytoplasm, plasma membrane"
"1208";1208;"Q14761";"Q14761";"PTCA_HUMAN";"Protein tyrosine phosphatase receptor type C-associated protein";"PTPRCAP";3;6;"5.34698596707953E-4";3;0;6;0;"0.00107481034678169";"0";0;"integral component of membrane, plasma membrane"
"1209";1209;"Q14831";"Q14831-5";"GRM7_HUMAN";"Metabotropic glutamate receptor 7";"GRM7";2;2;"4.01267435052234E-5";2;0;2;0;"0";"0";0;"receptor complex, presynaptic membrane, asymmetric synapse, axon, cell cortex, integral component of plasma membrane, dendritic shaft, postsynaptic membrane, presynaptic active zone"
"1216";1216;"Q14BN4";"Q14BN4-1,Q14BN4-2,Q14BN4-3";"SLMAP_HUMAN";"Sarcolemmal membrane-associated protein";"SLMAP";2;2;"1.47809864361028E-5";2;0;2;0;"0";"0";0;"sarcolemma, smooth endoplasmic reticulum, microtubule organizing center, integral component of plasma membrane"
"1221";1221;"Q15019";"Q15019-1,Q15019-2";"SEPT2_HUMAN";"Septin-2";"SEPT2";1;1;"2.5426572234958E-5";1;0;1;0;"0";"0";0;"septin complex, ciliary membrane, cell surface, midbody, exocyst, cytoplasm, spindle, condensed chromosome kinetochore, extracellular vesicular exosome, synapse, nucleolus, actin cytoskeleton, cleavage furrow, perinuclear region of cytoplasm"
"1225";1225;"Q15043";"Q15043-1,Q15043-2,Q15043-3";"S39AE_HUMAN";"Zinc transporter ZIP14";"SLC39A14";6;17;"2.11440208409129E-4";6;0;17;0;"0";"0";0;"Golgi apparatus, endoplasmic reticulum, integral component of plasma membrane, lamellipodium"
"1226";1226;"Q15046";"Q15046-1,Q15046-2";"SYK_HUMAN";"Lysine--tRNA ligase";"KARS";16;43;"6.61133468682167E-4";12;11;24;19;"0";"0";0;"mitochondrial matrix, cytosol, nucleus, plasma membrane, extracellular region, aminoacyl-tRNA synthetase multienzyme complex, microtubule cytoskeleton"
"1231";1231;"Q15075";"Q15075";"EEA1_HUMAN";"Early endosome antigen 1";"EEA1";4;6;"7.80637214187372E-5";0;4;0;6;"0";"3.26583871274502E-4";0;"extracellular vesicular exosome, cytosol, early endosome, extrinsic component of plasma membrane, cytoplasmic vesicle, serine-pyruvate aminotransferase complex, recycling endosome, early endosome membrane"
