"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5134"	"peptide.count.P5136"	"spectra.count.P5134"	"spectra.count.P5136"	"dNSAF.P5134"	"dNSAF.P5136"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"P0DJD1"	"P0DJD1"	"RGPD2_HUMAN"	"RANBP2-like and GRIP domain-containing protein 2"	"RGPD2"	1	1	1.11513956893787e-05	1	0	1	0	2.24156852884867e-05	0	1	"protein targeting to Golgi"	""	""
"P10316"	"P10316"	"1A69_HUMAN"	"HLA class I histocompatibility antigen, A-69 alpha chain"	"HLA-A"	1	1	0.00261026555492215	1	0	1	0	0.00527647399370622	0	141	"immune response;virus-host interaction;antigen processing and presentation of peptide antigen via MHC class I"	"MHC class I protein complex;integral to membrane"	""
"P10412"	"P10412"	"H14_HUMAN"	"Histone H1.4"	"HIST1H1E"	1	1	0.000318540381661328	0	1	0	1	0	0.00157811589852165	14	"nucleosome assembly;nucleosome positioning"	"nucleus;nucleosome"	"DNA binding"
"P10599"	"P10599"	"THIO_HUMAN"	"Thioredoxin"	"TXN"	1	4	0.000699351815376751	1	1	2	2	0.000702891845831833	0.00146288838847087	0	"oxidation-reduction process;cellular component movement;regulation of protein import into nucleus;innate immune response;electron transport chain;cellular response to hyperoxia;glycerol ether metabolic process;response to axon injury;cell proliferation;response to thyroxine stimulus;response to selenium ion;antibiotic metabolic process;negative regulation of transcription from RNA polymerase II promoter;response to activity;positive regulation of DNA binding;cellular response to drug;nucleotide-binding domain;cell-cell signaling;transcription;negative regulation of protein export from nucleus;cell redox homeostasis;response to radiation;response to dexamethasone stimulus;cellular response to glucose stimulus;nucleobase-containing small molecule interconversion"	"nucleoplasm;extracellular region;neuronal cell body;cytosol;axon;dendrite;mitochondrion"	"electron carrier activity;peptide disulfide oxidoreductase activity;protein disulfide oxidoreductase activity"
"P11142-2"	"P11142-2"	"HSP7C_HUMAN"	"Heat shock cognate 71 kDa protein"	"HSPA8"	1	1	0.000222587201735628	0	1	0	1	0	0	97	"protein folding;chaperone mediated protein folding requiring cofactor;regulation of cell cycle;mRNA metabolic process;neurotransmitter secretion;transcription;response to unfolded protein;RNA splicing;gene expression;mRNA processing;cellular membrane organization;post-Golgi vesicle-mediated transport;negative regulation of transcription;virus-host interaction"	"extracellular vesicular exosome;Prp19 complex;melanosome;ribonucleoprotein complex;cell surface;cytosol;clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane;spliceosomal complex;nucleolus;plasma membrane"	"ATPase activity;ATP binding"
"P11177-1,P11177-2"	"P11177-[1,2]"	"ODPB_HUMAN"	"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial"	"PDHB"	6	15	0.000383523366719493	3	5	5	10	0	0	0	"regulation of acetyl-CoA biosynthetic process from pyruvate;tricarboxylic acid cycle;acetyl-CoA biosynthetic process from pyruvate;glucose metabolic process"	"pyruvate dehydrogenase complex;mitochondrial matrix"	"pyruvate dehydrogenase (acetyl-transferring) activity"
"P11362-5"	"P11362-5"	"FGFR1_HUMAN"	"Fibroblast growth factor receptor 1"	"FGFR1"	1	1	2.41199804938332e-05	1	0	1	0	0	0	2	"paraxial mesoderm development;embryonic limb morphogenesis;mesenchymal cell differentiation;positive regulation of MAP kinase activity;inner ear morphogenesis;positive regulation of cell proliferation;positive regulation of phosphatidylinositol 3-kinase cascade;insulin receptor signaling pathway;lung-associated mesenchyme development;in utero embryonic development;positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway;ventricular zone neuroblast division;positive regulation of mesenchymal cell proliferation;auditory receptor cell development;positive regulation of neuron differentiation;chondrocyte differentiation;regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling;skeletal system morphogenesis;MAPK cascade;branching involved in salivary gland morphogenesis;phosphatidylinositol-mediated signaling;ureteric bud development;positive regulation of phospholipase C activity;positive regulation of cell cycle;negative regulation of apoptotic process;peptidyl-tyrosine phosphorylation;sensory perception of sound;angiogenesis;axon guidance;innate immune response;organ induction;chordate embryonic development;positive regulation of neuron projection development;fibroblast growth factor receptor signaling pathway involved in orbitofrontal cortex development;transcription;outer ear morphogenesis;neuron migration;epidermal growth factor receptor signaling pathway;regulation of lateral mesodermal cell fate specification;protein autophosphorylation;middle ear morphogenesis;cell maturation;positive regulation of cardiac muscle cell proliferation;negative regulation of transcription from RNA polymerase II promoter;midbrain development;neurotrophin TRK receptor signaling pathway"	"extracellular region;cytoplasmic membrane-bounded vesicle;integral to plasma membrane;cytosol;nucleus"	"fibroblast growth factor binding;heparin binding;ATP binding;fibroblast growth factor-activated receptor activity"
"P11388-4"	"P11388-4"	"TOP2A_HUMAN"	"DNA topoisomerase 2-alpha"	"TOP2A"	1	1	3.66265840010863e-05	1	0	1	0	0	0	13	"phosphatidylinositol-mediated signaling;DNA-dependent DNA replication;positive regulation of apoptotic process;DNA repair;DNA topological change;positive regulation of transcription from RNA polymerase II promoter;sister chromatid segregation;mitotic cell cycle;apoptotic chromosome condensation;embryonic cleavage;positive regulation of retroviral genome replication;resolution of meiotic recombination intermediates;mitotic recombination;DNA ligation"	"cytoplasm;DNA topoisomerase complex (ATP-hydrolyzing);synaptonemal complex;nucleolus;nucleoplasm"	"chromatin binding;ATP binding;magnesium ion binding;DNA binding;ubiquitin binding;drug binding;DNA topoisomerase type II (ATP-hydrolyzing) activity"
"P11532-2"	"P11532-2"	"DMD_HUMAN"	"Dystrophin"	"DMD"	1	1	7.47272122943272e-06	0	1	0	1	0	0	2	"regulation of heart rate;regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion;regulation of peptidyl-cysteine S-nitrosylation;positive regulation of sodium ion transmembrane transporter activity;olfactory nerve structural organization;flagellum assembly;positive regulation of neuron projection development;muscle filament sliding;cellular protein localization;nucleus localization;regulation of voltage-gated calcium channel activity;muscle organ development;neurotransmitter receptor metabolic process;regulation of ryanodine-sensitive calcium-release channel activity;muscle cell homeostasis;regulation of transcription;peptide biosynthetic process;cardiac muscle contraction;myotube cell development;cellular protein complex assembly;positive regulation of neuron differentiation;negative regulation of peptidyl-serine phosphorylation;regulation of cellular response to growth factor stimulus;regulation of cardiac muscle cell action potential;regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion;establishment of glial blood-brain barrier;establishment of blood-nerve barrier;muscle fiber development"	"cytoskeleton;postsynaptic membrane;Z disc;dystrophin-associated glycoprotein complex;costamere;sarcolemma;cell surface;cytosol;filopodium;cell-substrate junction;nucleus;membrane raft;neuron projection terminus"	"myosin binding;structural constituent of muscle;zinc ion binding;calcium ion binding;nitric-oxide synthase binding;structural constituent of cytoskeleton;actin binding"
"P11532-3"	"P11532-3"	"DMD_HUMAN"	"Dystrophin"	"DMD"	1	1	7.47272122943272e-06	0	1	0	1	0	0	2	"regulation of heart rate;regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion;regulation of peptidyl-cysteine S-nitrosylation;positive regulation of sodium ion transmembrane transporter activity;olfactory nerve structural organization;flagellum assembly;positive regulation of neuron projection development;muscle filament sliding;cellular protein localization;nucleus localization;regulation of voltage-gated calcium channel activity;muscle organ development;neurotransmitter receptor metabolic process;regulation of ryanodine-sensitive calcium-release channel activity;muscle cell homeostasis;regulation of transcription;peptide biosynthetic process;cardiac muscle contraction;myotube cell development;cellular protein complex assembly;positive regulation of neuron differentiation;negative regulation of peptidyl-serine phosphorylation;regulation of cellular response to growth factor stimulus;regulation of cardiac muscle cell action potential;regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion;establishment of glial blood-brain barrier;establishment of blood-nerve barrier;muscle fiber development"	"cytoskeleton;postsynaptic membrane;Z disc;dystrophin-associated glycoprotein complex;costamere;sarcolemma;cell surface;cytosol;filopodium;cell-substrate junction;nucleus;membrane raft;neuron projection terminus"	"myosin binding;structural constituent of muscle;zinc ion binding;calcium ion binding;nitric-oxide synthase binding;structural constituent of cytoskeleton;actin binding"
"P11532-4"	"P11532-4"	"DMD_HUMAN"	"Dystrophin"	"DMD"	1	1	7.47272122943272e-06	0	1	0	1	0	0	2	"regulation of heart rate;regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion;regulation of peptidyl-cysteine S-nitrosylation;positive regulation of sodium ion transmembrane transporter activity;olfactory nerve structural organization;flagellum assembly;positive regulation of neuron projection development;muscle filament sliding;cellular protein localization;nucleus localization;regulation of voltage-gated calcium channel activity;muscle organ development;neurotransmitter receptor metabolic process;regulation of ryanodine-sensitive calcium-release channel activity;muscle cell homeostasis;regulation of transcription;peptide biosynthetic process;cardiac muscle contraction;myotube cell development;cellular protein complex assembly;positive regulation of neuron differentiation;negative regulation of peptidyl-serine phosphorylation;regulation of cellular response to growth factor stimulus;regulation of cardiac muscle cell action potential;regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion;establishment of glial blood-brain barrier;establishment of blood-nerve barrier;muscle fiber development"	"cytoskeleton;postsynaptic membrane;Z disc;dystrophin-associated glycoprotein complex;costamere;sarcolemma;cell surface;cytosol;filopodium;cell-substrate junction;nucleus;membrane raft;neuron projection terminus"	"myosin binding;structural constituent of muscle;zinc ion binding;calcium ion binding;nitric-oxide synthase binding;structural constituent of cytoskeleton;actin binding"
"P11532-6"	"P11532-6"	"DMD_HUMAN"	"Dystrophin"	"DMD"	1	1	7.47272122943272e-06	0	1	0	1	0	0	2	"regulation of heart rate;regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion;regulation of peptidyl-cysteine S-nitrosylation;positive regulation of sodium ion transmembrane transporter activity;olfactory nerve structural organization;flagellum assembly;positive regulation of neuron projection development;muscle filament sliding;cellular protein localization;nucleus localization;regulation of voltage-gated calcium channel activity;muscle organ development;neurotransmitter receptor metabolic process;regulation of ryanodine-sensitive calcium-release channel activity;muscle cell homeostasis;regulation of transcription;peptide biosynthetic process;cardiac muscle contraction;myotube cell development;cellular protein complex assembly;positive regulation of neuron differentiation;negative regulation of peptidyl-serine phosphorylation;regulation of cellular response to growth factor stimulus;regulation of cardiac muscle cell action potential;regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion;establishment of glial blood-brain barrier;establishment of blood-nerve barrier;muscle fiber development"	"cytoskeleton;postsynaptic membrane;Z disc;dystrophin-associated glycoprotein complex;costamere;sarcolemma;cell surface;cytosol;filopodium;cell-substrate junction;nucleus;membrane raft;neuron projection terminus"	"myosin binding;structural constituent of muscle;zinc ion binding;calcium ion binding;nitric-oxide synthase binding;structural constituent of cytoskeleton;actin binding"
"P11908-1,P11908-2"	"P11908-[1,2]"	"PRPS2_HUMAN"	"Ribose-phosphate pyrophosphokinase 2"	"PRPS2"	1	3	0.000120552806687793	1	1	2	1	0	0	2	"organ regeneration;AMP biosynthetic process;nucleobase-containing compound metabolic process;5-phosphoribose 1-diphosphate biosynthetic process"	"ribose phosphate diphosphokinase complex"	"GDP binding;protein homodimerization activity;magnesium ion binding;kinase activity;ribose phosphate diphosphokinase activity;AMP binding;carbohydrate binding;ATP binding;ADP binding"
"P12036-1,P12036-2"	"P12036-[1,2]"	"NFH_HUMAN"	"Neurofilament heavy polypeptide"	"NEFH"	1	1	1.02490405001651e-05	1	0	1	0	0	0	13	"nervous system development;intermediate filament bundle assembly;microtubule cytoskeleton organization;cell death;neurofilament cytoskeleton organization"	"mitochondrion;neurofilament"	""
"P12236"	"P12236"	"ADT3_HUMAN"	"ADP/ATP translocase 3"	"SLC25A6"	3	10	0.00123207954051273	3	0	10	0	0.00224076259577262	0	28	"small molecule metabolic process;cellular protein metabolic process;energy reserve metabolic process;apoptotic process;regulation of insulin secretion;active induction of host immune response by virus;protein targeting to mitochondrion;viral infectious cycle"	"mitochondrial inner membrane presequence translocase complex;integral to membrane"	"ATP:ADP antiporter activity"
"P12814-3"	"P12814-3"	"ACTN1_HUMAN"	"Alpha-actinin-1"	"ACTN1"	2	2	6.50522851880362e-05	1	1	1	1	0	0	7	"actin crosslink formation;focal adhesion assembly;negative regulation of cellular component movement;platelet degranulation;actin filament bundle assembly;platelet activation;regulation of apoptotic process"	"focal adhesion;Z disc;platelet alpha granule lumen;pseudopodium;extracellular vesicular exosome;fascia adherens;nucleus;ruffle;dendritic spine;cytoskeleton;cytosol;plasma membrane"	"integrin binding;calcium ion binding"
"P12882"	"P12882"	"MYH1_HUMAN"	"Myosin-1"	"MYH1"	1	1	1.26236789779197e-05	0	1	0	1	0	5.28118551794536e-05	1	""	"A band;myosin filament;muscle myosin complex;focal adhesion;intercalated disc;nucleolus"	"motor activity;ATP binding"
"P13591-4"	"P13591-4"	"NCAM1_HUMAN"	"Neural cell adhesion molecule 1"	"NCAM1"	1	1	5.34906327320504e-05	0	1	0	1	0	0	3	"regulation of exocyst assembly;interferon-gamma-mediated signaling pathway;axon guidance;positive regulation of calcium-mediated signaling;homotypic cell-cell adhesion;cell adhesion"	"integral to membrane;Golgi membrane;growth cone;anchored to membrane;axon;extracellular region;neuronal cell body;external side of plasma membrane"	""
"P13611-1"	"P13611-1"	"CSPG2_HUMAN"	"Versican core protein"	"VCAN"	1	1	1.08115342483155e-05	1	0	1	0	0	0	2	"multicellular organismal development;carbohydrate metabolic process;cell adhesion;cell recognition;glial cell migration;heart development;dermatan sulfate biosynthetic process;chondroitin sulfate biosynthetic process;chondroitin sulfate catabolic process"	"proteinaceous extracellular matrix;Golgi lumen;extracellular space;lysosomal lumen"	"calcium ion binding;carbohydrate binding;hyaluronic acid binding"
"P13611-2"	"P13611-2"	"CSPG2_HUMAN"	"Versican core protein"	"VCAN"	1	1	1.08115342483155e-05	1	0	1	0	0	0	2	"multicellular organismal development;carbohydrate metabolic process;cell adhesion;cell recognition;glial cell migration;heart development;dermatan sulfate biosynthetic process;chondroitin sulfate biosynthetic process;chondroitin sulfate catabolic process"	"proteinaceous extracellular matrix;Golgi lumen;extracellular space;lysosomal lumen"	"calcium ion binding;carbohydrate binding;hyaluronic acid binding"
"P13674-1"	"P13674-1"	"P4HA1_HUMAN"	"Prolyl 4-hydroxylase subunit alpha-1"	"P4HA1"	1	1	0.000378459684163945	1	0	1	0	0	0	20	"collagen fibril organization;peptidyl-proline hydroxylation to 4-hydroxy-L-proline"	"endoplasmic reticulum lumen;mitochondrion;endoplasmic reticulum"	"oxidoreductase activity;procollagen-proline 4-dioxygenase activity;iron ion binding;L-ascorbic acid binding"
"P13674-3"	"P13674-3"	"P4HA1_HUMAN"	"Prolyl 4-hydroxylase subunit alpha-1"	"P4HA1"	1	1	0.000447216182866716	1	0	1	0	0	0	22	"collagen fibril organization;peptidyl-proline hydroxylation to 4-hydroxy-L-proline"	"endoplasmic reticulum lumen;mitochondrion;endoplasmic reticulum"	"oxidoreductase activity;procollagen-proline 4-dioxygenase activity;iron ion binding;L-ascorbic acid binding"
"P13942-1"	"P13942-1"	"COBA2_HUMAN"	"Collagen alpha-2(XI) chain"	"COL11A2"	1	1	1.40998349874345e-05	0	1	0	1	0	0	1	"sensory perception of sound;collagen catabolic process;cartilage development;extracellular matrix disassembly;collagen fibril organization;soft palate development"	"endoplasmic reticulum lumen;collagen type XI"	"extracellular matrix structural constituent conferring tensile strength;protein binding;metal ion binding"
"P13942-4"	"P13942-4"	"COBA2_HUMAN"	"Collagen alpha-2(XI) chain"	"COL11A2"	1	1	1.40998349874345e-05	0	1	0	1	0	0	1	"sensory perception of sound;collagen catabolic process;cartilage development;extracellular matrix disassembly;collagen fibril organization;soft palate development"	"endoplasmic reticulum lumen;collagen type XI"	"extracellular matrix structural constituent conferring tensile strength;protein binding;metal ion binding"
"P13942-7"	"P13942-7"	"COBA2_HUMAN"	"Collagen alpha-2(XI) chain"	"COL11A2"	1	1	1.40998349874345e-05	0	1	0	1	0	0	1	"sensory perception of sound;collagen catabolic process;cartilage development;extracellular matrix disassembly;collagen fibril organization;soft palate development"	"endoplasmic reticulum lumen;collagen type XI"	"extracellular matrix structural constituent conferring tensile strength;protein binding;metal ion binding"
"P14136-1"	"P14136-1"	"GFAP_HUMAN"	"Glial fibrillary acidic protein"	"GFAP"	1	1	4.78881965014202e-05	1	0	1	0	0	0	9	"astrocyte development;extracellular matrix organization;intermediate filament organization;long-term synaptic potentiation;regulation of neurotransmitter uptake;neuron projection regeneration;positive regulation of Schwann cell proliferation;response to wounding;Bergmann glial cell differentiation;negative regulation of neuron projection development"	"intermediate filament;cell body;cell projection;cytosol;membrane"	"structural constituent of cytoskeleton"
"P14136-3"	"P14136-3"	"GFAP_HUMAN"	"Glial fibrillary acidic protein"	"GFAP"	1	1	4.78881965014202e-05	1	0	1	0	0	0	9	"astrocyte development;extracellular matrix organization;intermediate filament organization;long-term synaptic potentiation;regulation of neurotransmitter uptake;neuron projection regeneration;positive regulation of Schwann cell proliferation;response to wounding;Bergmann glial cell differentiation;negative regulation of neuron projection development"	"intermediate filament;cell body;cell projection;cytosol;membrane"	"structural constituent of cytoskeleton"
"P14174"	"P14174"	"MIF_HUMAN"	"Macrophage migration inhibitory factor"	"MIF"	1	1	0.000159634653509911	0	1	0	1	0	0.000667840351258439	0	"cell aging;protein homotrimerization;negative regulation of gene expression;positive regulation of chemokine (C-X-C motif) ligand 2 production;positive regulation of fibroblast proliferation;positive regulation of arachidonic acid secretion;positive regulation of lipopolysaccharide-mediated signaling pathway;positive regulation of MAP kinase activity;negative regulation of cell cycle arrest;negative regulation of mature B cell apoptotic process;regulation of macrophage activation;DNA damage response;negative regulation of DNA damage response;positive regulation of prostaglandin secretion involved in immune response;inflammatory response;innate immune response;negative regulation of cellular protein metabolic process;positive regulation of protein kinase A signaling cascade;positive regulation of myeloid leukocyte cytokine production involved in immune response;positive regulation of cytokine secretion;negative regulation of cell aging;positive regulation of B cell proliferation;cell proliferation;negative regulation of apoptotic process;positive regulation of peptidyl-tyrosine phosphorylation;positive regulation of peptidyl-serine phosphorylation;prostaglandin biosynthetic process;cell surface receptor signaling pathway;negative regulation of myeloid cell apoptotic process;positive regulation of ERK1 and ERK2 cascade"	"cytoplasm;extracellular region;extracellular space;cell surface"	"chemoattractant activity;phenylpyruvate tautomerase activity;cell surface binding;dopachrome isomerase activity;cytokine activity"
"P14314-1"	"P14314-1"	"GLU2B_HUMAN"	"Glucosidase 2 subunit beta"	"PRKCSH"	12	36	0.00125168080592998	11	7	22	14	0	0	0	"post-translational protein modification;intracellular protein kinase cascade;innate immune response;protein folding;protein N-linked glycosylation via asparagine;negative regulation of neuron projection development;N-glycan processing;protein heterooligomerization"	"endoplasmic reticulum lumen"	"calcium ion binding;RNA binding"
"P14859-5"	"P14859-5"	"PO2F1_HUMAN"	"POU domain, class 2, transcription factor 1"	"POU2F1"	1	1	0.00014824752479386	0	1	0	1	0	0	10	"transcription from RNA polymerase III promoter;negative regulation of transcription"	"nucleoplasm"	"sequence-specific DNA binding;sequence-specific DNA binding transcription factor activity"
"P15151-1,P15151-2,P15151-3"	"P15151-[1-3]"	"PVR_HUMAN"	"Poliovirus receptor"	"PVR"	3	5	7.33732420209421e-05	3	0	5	0	0	0	0	"cell-cell adhesion;cell migration;susceptibility to natural killer cell mediated cytotoxicity;virus-host interaction;susceptibility to T cell mediated cytotoxicity;adherens junction organization;cell junction assembly;positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target"	"plasma membrane;cell surface;integral to membrane;cell junction;extracellular space;nucleus;cytoplasm"	"receptor activity"
"P15313"	"P15313"	"VATB1_HUMAN"	"V-type proton ATPase subunit B, kidney isoform"	"ATP6V1B1"	1	1	5.36783191626892e-05	1	0	1	0	0.000107900064053132	0	1	"phagosome maturation;transferrin transport;inner ear morphogenesis;pH reduction;ossification;ATP metabolic process;insulin receptor signaling pathway;interaction with host;calcium ion homeostasis;cellular iron ion homeostasis;sensory perception of sound;ATP hydrolysis coupled proton transport;excretion"	"microvillus;cytosol;proton-transporting V-type ATPase;lateral plasma membrane;apical plasma membrane;vacuolar proton-transporting V-type ATPase complex;basolateral plasma membrane;endomembrane system"	"hydrogen ion transmembrane transporter activity;hydrolase activity;ATP binding"
"P15531-1,P15531-2"	"P15531-[1,2]"	"NDKA_HUMAN"	"Nucleoside diphosphate kinase A"	"NME1"	4	9	0.000543492981522228	4	0	9	0	0	0	0	"positive regulation of epithelial cell proliferation;negative regulation of myeloid leukocyte differentiation;cellular response to glucose stimulus;negative regulation of cell proliferation;cellular response to fatty acid;hippocampus development;regulation of apoptotic process;response to cAMP;negative regulation of gene expression;response to amine stimulus;nucleobase-containing small molecule interconversion;response to testosterone stimulus;cellular response to drug;GTP biosynthetic process;endocytosis;CTP biosynthetic process;positive regulation of neuron projection development;UTP biosynthetic process;positive regulation of DNA binding"	"nucleus;cytosol;centrosome;perinuclear region of cytoplasm;membrane"	"nucleoside diphosphate kinase activity;magnesium ion binding;RNA polymerase II regulatory region sequence-specific DNA binding;deoxyribonuclease activity;single-stranded DNA binding;GTP binding;ATP binding;ribosomal small subunit binding"
"P16070-14"	"P16070-14"	"CD44_HUMAN"	"CD44 antigen"	"CD44"	2	2	0.000328383463909752	2	0	2	0	0	0	62	"cartilage development;branching involved in prostate gland morphogenesis;wound healing involved in inflammatory response;positive regulation of peptidyl-tyrosine phosphorylation;negative regulation of DNA damage response;positive regulation of peptidyl-serine phosphorylation;positive regulation of heterotypic cell-cell adhesion;interferon-gamma-mediated signaling pathway;monocyte aggregation;Wnt receptor signaling pathway;cellular response to fibroblast growth factor stimulus;branching involved in ureteric bud morphogenesis;positive regulation of gene expression;hyaluronan catabolic process;positive regulation of ERK1 and ERK2 cascade;negative regulation of cysteine-type endopeptidase activity involved in apoptotic process;cell-matrix adhesion;small molecule metabolic process;carbohydrate metabolic process;negative regulation of apoptotic process;positive regulation of monocyte aggregation"	"external side of plasma membrane;cell surface;integral to plasma membrane;basolateral plasma membrane"	"hyaluronic acid binding;hyalurononglucosaminidase activity;collagen binding"
"P16070-3"	"P16070-3"	"CD44_HUMAN"	"CD44 antigen"	"CD44"	1	3	0.000492575195864628	1	1	1	2	0	0	62	"cartilage development;branching involved in prostate gland morphogenesis;wound healing involved in inflammatory response;positive regulation of peptidyl-tyrosine phosphorylation;negative regulation of DNA damage response;positive regulation of peptidyl-serine phosphorylation;positive regulation of heterotypic cell-cell adhesion;interferon-gamma-mediated signaling pathway;monocyte aggregation;Wnt receptor signaling pathway;cellular response to fibroblast growth factor stimulus;branching involved in ureteric bud morphogenesis;positive regulation of gene expression;hyaluronan catabolic process;positive regulation of ERK1 and ERK2 cascade;negative regulation of cysteine-type endopeptidase activity involved in apoptotic process;cell-matrix adhesion;small molecule metabolic process;carbohydrate metabolic process;negative regulation of apoptotic process;positive regulation of monocyte aggregation"	"external side of plasma membrane;cell surface;integral to plasma membrane;basolateral plasma membrane"	"hyaluronic acid binding;hyalurononglucosaminidase activity;collagen binding"
"P16070-4"	"P16070-4"	"CD44_HUMAN"	"CD44 antigen"	"CD44"	1	1	0.000164191731954876	1	0	1	0	0	0	62	"cartilage development;branching involved in prostate gland morphogenesis;wound healing involved in inflammatory response;positive regulation of peptidyl-tyrosine phosphorylation;negative regulation of DNA damage response;positive regulation of peptidyl-serine phosphorylation;positive regulation of heterotypic cell-cell adhesion;interferon-gamma-mediated signaling pathway;monocyte aggregation;Wnt receptor signaling pathway;cellular response to fibroblast growth factor stimulus;branching involved in ureteric bud morphogenesis;positive regulation of gene expression;hyaluronan catabolic process;positive regulation of ERK1 and ERK2 cascade;negative regulation of cysteine-type endopeptidase activity involved in apoptotic process;cell-matrix adhesion;small molecule metabolic process;carbohydrate metabolic process;negative regulation of apoptotic process;positive regulation of monocyte aggregation"	"external side of plasma membrane;cell surface;integral to plasma membrane;basolateral plasma membrane"	"hyaluronic acid binding;hyalurononglucosaminidase activity;collagen binding"
"P16070-6"	"P16070-6"	"CD44_HUMAN"	"CD44 antigen"	"CD44"	1	1	0.000164191731954876	1	0	1	0	0	0	62	"cartilage development;branching involved in prostate gland morphogenesis;wound healing involved in inflammatory response;positive regulation of peptidyl-tyrosine phosphorylation;negative regulation of DNA damage response;positive regulation of peptidyl-serine phosphorylation;positive regulation of heterotypic cell-cell adhesion;interferon-gamma-mediated signaling pathway;monocyte aggregation;Wnt receptor signaling pathway;cellular response to fibroblast growth factor stimulus;branching involved in ureteric bud morphogenesis;positive regulation of gene expression;hyaluronan catabolic process;positive regulation of ERK1 and ERK2 cascade;negative regulation of cysteine-type endopeptidase activity involved in apoptotic process;cell-matrix adhesion;small molecule metabolic process;carbohydrate metabolic process;negative regulation of apoptotic process;positive regulation of monocyte aggregation"	"external side of plasma membrane;cell surface;integral to plasma membrane;basolateral plasma membrane"	"hyaluronic acid binding;hyalurononglucosaminidase activity;collagen binding"
"P16070-8"	"P16070-8"	"CD44_HUMAN"	"CD44 antigen"	"CD44"	1	2	0.000328383463909752	1	1	1	1	0	0	62	"cartilage development;branching involved in prostate gland morphogenesis;wound healing involved in inflammatory response;positive regulation of peptidyl-tyrosine phosphorylation;negative regulation of DNA damage response;positive regulation of peptidyl-serine phosphorylation;positive regulation of heterotypic cell-cell adhesion;interferon-gamma-mediated signaling pathway;monocyte aggregation;Wnt receptor signaling pathway;cellular response to fibroblast growth factor stimulus;branching involved in ureteric bud morphogenesis;positive regulation of gene expression;hyaluronan catabolic process;positive regulation of ERK1 and ERK2 cascade;negative regulation of cysteine-type endopeptidase activity involved in apoptotic process;cell-matrix adhesion;small molecule metabolic process;carbohydrate metabolic process;negative regulation of apoptotic process;positive regulation of monocyte aggregation"	"external side of plasma membrane;cell surface;integral to plasma membrane;basolateral plasma membrane"	"hyaluronic acid binding;hyalurononglucosaminidase activity;collagen binding"
"P16104"	"P16104"	"H2AX_HUMAN"	"Histone H2A.x"	"H2AFX"	1	1	0.000663997054313853	1	0	1	0	0.00143773332101966	0	27	"DNA damage checkpoint;response to ionizing radiation;nucleosome assembly;double-strand break repair via homologous recombination;meiosis;positive regulation of DNA repair;spermatogenesis"	"condensed nuclear chromosome;replication fork;nucleoplasm;nuclear chromatin;male germ cell nucleus;XY body;nucleosome"	"DNA binding;damaged DNA binding"
"P16157-1"	"P16157-1"	"ANK1_HUMAN"	"Ankyrin-1"	"ANK1"	1	1	1.21996179915203e-05	1	0	1	0	0	0	1	"ER to Golgi vesicle-mediated transport;axon guidance;cytoskeleton organization;exocytosis;monovalent inorganic cation transport;signal transduction;porphyrin-containing compound biosynthetic process;protein targeting to plasma membrane;erythrocyte development;maintenance of epithelial cell apical/basal polarity"	"spectrin-associated cytoskeleton;cytosol;cortical cytoskeleton;basolateral plasma membrane;M band;sarcoplasmic reticulum"	"cytoskeletal adaptor activity;structural constituent of cytoskeleton;enzyme binding;spectrin binding"
"P16157-10"	"P16157-10"	"ANK1_HUMAN"	"Ankyrin-1"	"ANK1"	1	1	1.21996179915203e-05	1	0	1	0	0	0	1	"ER to Golgi vesicle-mediated transport;axon guidance;cytoskeleton organization;exocytosis;monovalent inorganic cation transport;signal transduction;porphyrin-containing compound biosynthetic process;protein targeting to plasma membrane;erythrocyte development;maintenance of epithelial cell apical/basal polarity"	"spectrin-associated cytoskeleton;cytosol;cortical cytoskeleton;basolateral plasma membrane;M band;sarcoplasmic reticulum"	"cytoskeletal adaptor activity;structural constituent of cytoskeleton;enzyme binding;spectrin binding"
