"";"protein.acs";"X.1";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P6157.1.id.csv";"peptide.count.P6157.2.id.csv";"spectra.count.P6157.1.id.csv";"spectra.count.P6157.2.id.csv";"dNSAF.P6157.1.id.csv";"dNSAF.P6157.2.id.csv";"Go.Cc";"norm.sc";"Go.Mf"
"193";"P38606";321;321;"P38606";"VATA_HUMAN";"V-type proton ATPase catalytic subunit A";"ATP6V1A";1;1;0,000113841137589511;1;NA;1;NA;0,000287210064036381;NA;"plasma membrane, extracellular vesicular exosome, proton-transporting V-type ATPase, V1 domain, lysosomal membrane, proton-transporting two-sector ATPase complex, microvillus, cytosol, apical plasma membrane, mitochondrion, integral component of plasma membrane";0,000193236714975845;"ATP binding, proton-transporting ATPase activity, rotational mechanism"
"194";"P38646";322;322;"P38646";"GRP75_HUMAN";"Stress-70 protein, mitochondrial";"HSPA9";11;14;0,00144824704933461;10;4;10;4;0,00260984697364428;0,00116048284994662;"mitochondrial nucleoid, extracellular vesicular exosome, mitochondrion, cytoplasm, nucleolus";0,00270531400966184;"ATP binding, poly(A) RNA binding, protein binding, unfolded protein binding"
"195";"P39019";324;324;"P39019";"RS19_HUMAN";"40S ribosomal protein S19";"RPS19";6;8;0,00387530934580572;4;4;4;4;0,00488851336580543;0,00543426106975001;"cytosol, cytoplasm, extracellular vesicular exosome, ribosome, nucleolus, cytosolic small ribosomal subunit";0,00154589371980676;"structural constituent of ribosome, fibroblast growth factor binding, protein homodimerization activity, protein binding, protein kinase binding, poly(A) RNA binding"
"196";"P39023";325;325;"P39023";"RL3_HUMAN";"60S ribosomal protein L3";"RPL3";11;16;0,00278868414462446;9;7;9;7;0,00395751237120105;0,00342169664131282;"cytosolic large ribosomal subunit, cytosol, nucleolus, cytoplasm, extracellular vesicular exosome, nucleus";0,00309178743961353;"RNA binding, poly(A) RNA binding, structural constituent of ribosome"
"197";"P40227";329;329;"P40227-1";"TCPZ_HUMAN";"T-complex protein 1 subunit zeta";"CCT6A";12;20;0,00264557370594081;11;6;14;6;NA;NA;"extracellular vesicular exosome, cytoplasm, acrosomal vesicle, cell body, microtubule, chaperonin-containing T-complex, cytosol, zona pellucida receptor complex";0,00386473429951691;"unfolded protein binding, poly(A) RNA binding, ATP binding"
"198";"P40926";331;331;"P40926";"MDHM_HUMAN";"Malate dehydrogenase, mitochondrial";"MDH2";16;28;0,00581869672484142;12;14;14;14;0,00734000157735579;0,00815943045236133;"mitochondrial inner membrane, mitochondrion, mitochondrial matrix, nucleus, extracellular vesicular exosome, plasma membrane";0,00541062801932367;"malate dehydrogenase (NADP+) activity, poly(A) RNA binding, oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor, L-malate dehydrogenase activity"
"199";"P41091";334;334;"P41091";"IF2G_HUMAN";"Eukaryotic translation initiation factor 2 subunit 3";"EIF2S3";5;9;0,00133932168863254;5;4;5;4;0,00187720984650897;0,00166942342185117;"cytosol, extracellular vesicular exosome";0,00173913043478261;"protein binding, GTPase activity, translation initiation factor activity, GTP binding, translation factor activity, nucleic acid binding"
"200";"P41252";335;335;"P41252";"SYIC_HUMAN";"Isoleucine--tRNA ligase, cytoplasmic";"IARS";1;1;5,56576718642857e-05;1;NA;1;NA;0,000140418866490053;NA;"cytosol, cytoplasm, extracellular vesicular exosome";0,000193236714975845;"aminoacyl-tRNA editing activity, ATP binding, protein binding, isoleucine-tRNA ligase activity"
"201";"P42081";336;336;"P42081-1,P42081-3,P42081-4";"CD86_HUMAN";"T-lymphocyte activation antigen CD86";"CD86";6;10;0,000711651285640614;5;5;5;5;NA;NA;"external side of plasma membrane, extracellular vesicular exosome, integral component of membrane, plasma membrane, intracellular membrane-bounded organelle";0,00193236714975845;"protein binding, coreceptor activity, receptor activity"
"202";"P46777";347;347;"P46777";"RL5_HUMAN";"60S ribosomal protein L5";"RPL5";10;16;0,00378397208849716;8;8;8;8;0,00477329587906927;0,00530618084251685;"nucleolus, ribonucleoprotein complex, cytoplasm, extracellular vesicular exosome, cytosolic large ribosomal subunit, cytosol, nucleus";0,00309178743961353;"5S rRNA binding, structural constituent of ribosome, protein binding, poly(A) RNA binding, RNA binding"
"203";"P46779";349;349;"P46779-1,P46779-2,P46779-3";"RL28_HUMAN";"60S ribosomal protein L28";"RPL28";7;14;0,00239260278953333;5;7;5;9;NA;NA;"cytosolic large ribosomal subunit, extracellular vesicular exosome, cytosol, cytoplasm";0,00270531400966184;"protein binding, RNA binding, poly(A) RNA binding, structural constituent of ribosome"
"204";"P46781";350;350;"P46781";"RS9_HUMAN";"40S ribosomal protein S9";"RPS9";10;14;0,00506886467267114;6;8;6;8;0,00548067864465299;0,00812337994962631;"cytoplasm, cytosolic small ribosomal subunit, extracellular vesicular exosome, cytosol, nucleolus, ribosome, ribonucleoprotein complex";0,00270531400966184;"rRNA binding, protein binding, structural constituent of ribosome, poly(A) RNA binding, translation regulator activity"
"205";"P46782";351;351;"P46782";"RS5_HUMAN";"40S ribosomal protein S5";"RPS5";8;17;0,00585333182439405;7;7;8;9;0,0069493572357038;0,00869082193140167;"ribonucleoprotein complex, cytosolic small ribosomal subunit, cytosol, extracellular vesicular exosome";0,00328502415458937;"mRNA binding, structural constituent of ribosome, poly(A) RNA binding, RNA binding"
"206";"P47756";353;353;"P47756-2";"CAPZB_HUMAN";"F-actin-capping protein subunit beta";"CAPZB";2;2;0,000507147883702012;2;NA;2;NA;NA;NA;"actin cytoskeleton, F-actin capping protein complex, membrane, cytoskeleton, WASH complex, intercalated disc, extracellular vesicular exosome, Z disc, cortical cytoskeleton, lamellipodium, acrosomal vesicle, cytosol";0,000386473429951691;"actin binding"
"207";"P48047";356;356;"P48047";"ATPO_HUMAN";"ATP synthase subunit O, mitochondrial";"ATP5O";7;13;0,00428694725166888;6;5;7;6;0,00582375712006163;0,00554906940220952;"mitochondrial inner membrane, mitochondrial proton-transporting ATP synthase complex, plasma membrane, mitochondrion";0,00251207729468599;"proton-transporting ATP synthase activity, rotational mechanism, drug binding, transmembrane transporter activity, transporter activity"
"208";"P48643";358;358;"P48643";"TCPE_HUMAN";"T-complex protein 1 subunit epsilon";"CCT5";8;12;0,00160382692154757;7;5;7;5;0,00229290252601318;0,00195067299754197;"centrosome, microtubule, cell body, chaperonin-containing T-complex, extracellular vesicular exosome, cytoplasm, cytosol, nucleolus, zona pellucida receptor complex";0,00231884057971014;"ATP binding, G-protein beta-subunit binding"
"209";"P48960";360;360;"P48960-1,P48960-2,P48960-3";"CD97_HUMAN";"CD97 antigen";"CD97";1;4;0,000112159651724916;1;1;2;2;NA;NA;"extracellular vesicular exosome, extracellular space, integral component of plasma membrane, plasma membrane";0,000772946859903382;"protein binding, transmembrane signaling receptor activity, calcium ion binding, G-protein coupled receptor activity"
"210";"P49207";361;361;"P49207";"RL34_HUMAN";"60S ribosomal protein L34";"RPL34";2;5;0,00300170862789438;2;2;2;3;0,00302920700017858;0,00505107599431892;"cytoplasm, cytosol, extracellular vesicular exosome, nucleolus, cytosolic large ribosomal subunit";0,000966183574879227;"structural constituent of ribosome, RNA binding"
"211";"P49327";362;362;"P49327";"FAS_HUMAN";"Fatty acid synthase";"FASN";23;32;0,000895133182225135;19;13;19;13;0,00134088553592134;0,00101987078021493;"cytoplasm, plasma membrane, extracellular vesicular exosome, melanosome, glycogen granule, cytosol, mitochondrion, Golgi apparatus";0,00618357487922705;"protein binding, drug binding, palmitoyl-[acyl-carrier-protein] hydrolase activity, enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity, 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity, NADPH binding, 3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity, [acyl-carrier-protein] S-acetyltransferase activity, poly(A) RNA binding, fatty acid synthase activity, 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity, [acyl-carrier-protein] S-malonyltransferase activity, zinc ion binding, myristoyl-[acyl-carrier-protein] hydrolase activity, 3-oxoacyl-[acyl-carrier-protein] synthase activity, oleoyl-[acyl-carrier-protein] hydrolase activity, enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity"
"212";"P49368";363;363;"P49368-1";"TCPG_HUMAN";"T-complex protein 1 subunit gamma";"CCT3";13;21;0,00270649471513266;8;12;8;13;NA;NA;"cytoplasm, cell body, cytoskeleton, plasma membrane, extracellular vesicular exosome, chaperonin-containing T-complex, microtubule, cytosol, zona pellucida receptor complex";0,00405797101449275;"protein binding, poly(A) RNA binding, ATP binding, unfolded protein binding"
"213";"P49411";364;364;"P49411";"EFTU_HUMAN";"Elongation factor Tu, mitochondrial";"TUFM";10;13;0,00202017647036609;7;6;7;6;0,00274438112073701;0,00261493757228015;"mitochondrion, extracellular vesicular exosome, mitochondrial nucleoid";0,00251207729468599;"poly(A) RNA binding, translation elongation factor activity, GTP binding, GTPase activity"
"214";"P49720";365;365;"P49720";"PSB3_HUMAN";"Proteasome subunit beta type-3";"PSMB3";1;1;0,00034263405801331;1;NA;1;NA;0,000864432241514375;NA;"proteasome complex, Golgi apparatus, extracellular vesicular exosome, cytosol, cytoplasm, mitochondrion, actin cytoskeleton, nucleoplasm, proteasome core complex";0,000193236714975845;"threonine-type endopeptidase activity, protein binding"
"215";"P49721";366;366;"P49721";"PSB2_HUMAN";"Proteasome subunit beta type-2";"PSMB2";1;1;0,000524178969348721;1;NA;1;NA;0,00132245230977945;NA;"proteasome complex, cytosol, proteasome core complex, extracellular vesicular exosome, nucleus, nucleoplasm";0,000193236714975845;"protein binding, threonine-type endopeptidase activity"
"216";"P49755";368;368;"P49755";"TMEDA_HUMAN";"Transmembrane emp24 domain-containing protein 10";"TMED10";1;1;0,000320730510925701;1;NA;1;NA;0,000809171732924415;NA;"melanosome, secretory granule membrane, endoplasmic reticulum, endoplasmic reticulum-Golgi intermediate compartment membrane, trans-Golgi network transport vesicle, endoplasmic reticulum-Golgi intermediate compartment, plasma membrane, COPI-coated vesicle, gamma-secretase complex, transport vesicle membrane, cis-Golgi network, endoplasmic reticulum membrane, Golgi membrane, integral component of membrane, Golgi apparatus, zymogen granule membrane";0,000193236714975845;"protein binding, syntaxin binding"
"217";"P50895";373;373;"P50895";"BCAM_HUMAN";"Basal cell adhesion molecule";"BCAM";7;11;0,001230318154172;5;5;6;5;0,00169307588704249;0,00156840735492387;"integral component of plasma membrane, extracellular vesicular exosome, plasma membrane, external side of plasma membrane";0,0021256038647343;"laminin binding, transmembrane signaling receptor activity, laminin receptor activity"
"218";"P50914";374;374;"P50914";"RL14_HUMAN";"60S ribosomal protein L14";"RPL14";4;8;0,0026135807215899;3;4;3;5;0,00247267827223879;0,00458120845996367;"cytosol, extracellular vesicular exosome, cytoplasm, cytosolic large ribosomal subunit";0,00154589371980676;"protein binding, structural constituent of ribosome, RNA binding, poly(A) RNA binding"
"219";"P50990";375;375;"P50990";"TCPQ_HUMAN";"T-complex protein 1 subunit theta";"CCT8";14;20;0,00256350298878571;10;10;10;10;0,00323373375019063;0,00359474386457003;"cell body, cytosol, centrosome, zona pellucida receptor complex, cytoplasm, aggresome, microtubule, extracellular vesicular exosome, intermediate filament cytoskeleton, chaperonin-containing T-complex";0,00386473429951691;"ATPase activity, coupled, ATP binding"
"220";"P50991";376;376;"P50991-1,P50991-2";"TCPD_HUMAN";"T-complex protein 1 subunit delta";"CCT4";14;22;0,00147562987169598;12;9;13;9;NA;NA;"extracellular vesicular exosome, centrosome, microtubule, cytoplasm, cell body, zona pellucida receptor complex, nucleus, chaperonin-containing T-complex, cytosol, melanosome";0,0042512077294686;"poly(A) RNA binding, ATP binding, unfolded protein binding"
"221";"P51572";379;379;"P51572-1,P51572-2";"BAP31_HUMAN";"B-cell receptor-associated protein 31";"BCAP31";6;11;0,00157040609922767;5;5;5;6;NA;NA;"Golgi membrane, endoplasmic reticulum, integral component of plasma membrane, cytosol, endoplasmic reticulum membrane, lipid particle, endoplasmic reticulum-Golgi intermediate compartment membrane, integral component of lumenal side of endoplasmic reticulum membrane";0,0021256038647343;"protein binding"
"222";"P51665";381;381;"P51665";"PSMD7_HUMAN";"26S proteasome non-ATPase regulatory subunit 7";"PSMD7";5;7;0,00151753047299105;3;4;3;4;0,00164082045843006;0,00243199955282022;"cytosol, nucleus, nucleoplasm, proteasome regulatory particle, proteasome complex, extracellular vesicular exosome";0,00135265700483092;"protein binding"
"223";"P52209";383;383;"P52209";"6PGD_HUMAN";"6-phosphogluconate dehydrogenase, decarboxylating";"PGD";3;4;0,000581697572610589;1;3;1;3;0,00036689153107753;0,00122355257005241;"extracellular vesicular exosome, cytosol";0,000772946859903382;"NADP binding, phosphogluconate dehydrogenase (decarboxylating) activity"
"224";"P52272";384;384;"P52272-1,P52272-2";"HNRPM_HUMAN";"Heterogeneous nuclear ribonucleoprotein M";"HNRNPM";14;18;0,000865972379499394;12;5;13;5;NA;NA;"paraspeckles, integral component of plasma membrane, nuclear matrix, nucleus, spliceosomal complex, nucleoplasm, catalytic step 2 spliceosome";0,00347826086956522;"protein domain specific binding, RNA binding, poly(A) RNA binding, nucleotide binding, protein binding"
"225";"P52907";388;388;"P52907";"CAZA1_HUMAN";"F-actin-capping protein subunit alpha-1";"CAPZA1";3;4;0,000982377369129071;2;2;2;2;0,0012392210455276;0,0013775661802688;"WASH complex, cytoskeleton, F-actin capping protein complex, extracellular vesicular exosome, extracellular region, actin cytoskeleton, cytosol";0,000772946859903382;"protein binding, actin binding"
"226";"P53396";389;389;"P53396-1,P53396-2";"ACLY_HUMAN";"ATP-citrate synthase";"ACLY";7;9;0,000287084394656929;4;5;4;5;NA;NA;"nucleus, cytosol, citrate lyase complex, cytoplasm, mitochondrion, extracellular vesicular exosome, plasma membrane";0,00173913043478261;"metal ion binding, ATP binding, cofactor binding, protein binding, ATP citrate synthase activity, succinate-CoA ligase (ADP-forming) activity"
"227";"P53985";390;390;"P53985";"MOT1_HUMAN";"Monocarboxylate transporter 1";"SLC16A1";4;10;0,00140479963785457;3;4;5;5;0,00177208609510447;0,00196991963778438;"extracellular vesicular exosome, plasma membrane, membrane, integral component of membrane, mitochondrion, centrosome, integral component of plasma membrane";0,00193236714975845;"organic cyclic compound binding, symporter activity, mevalonate transmembrane transporter activity, secondary active monocarboxylate transmembrane transporter activity, monocarboxylic acid transmembrane transporter activity"
"228";"P53999";391;391;"P53999";"TCP4_HUMAN";"Activated RNA polymerase II transcriptional coactivator p15";"SUB1";7;14;0,00774299012990709;6;6;7;7;0,00976740367380415;0,0108578247751895;"nucleolus, nucleus, transcription factor complex, extracellular vesicular exosome";0,00270531400966184;"protein binding, single-stranded DNA binding, poly(A) RNA binding, transcription coactivator activity"
"229";"P54577";392;392;"P54577";"SYYC_HUMAN";"Tyrosine--tRNA ligase, cytoplasmic";"YARS";4;5;0,000665151343681142;2;3;2;3;0,000671244732994117;0,0011192725214684;"nucleus, cytosol, cytoplasm, extracellular space";0,000966183574879227;"tyrosine-tRNA ligase activity, signal transducer activity, poly(A) RNA binding, tRNA binding, interleukin-8 receptor binding, ATP binding"
"230";"P54709";393;393;"P54709";"AT1B3_HUMAN";"Sodium/potassium-transporting ATPase subunit beta-3";"ATP1B3";2;3;0,000755268622502458;NA;2;NA;3;NA;0,00211819315890793;"plasma membrane, sodium:potassium-exchanging ATPase complex, melanosome, caveola, extracellular vesicular exosome";0,000579710144927536;"sodium:potassium-exchanging ATPase activity"
"231";"P55060";395;395;"P55060-1,P55060-3,P55060-4";"XPO2_HUMAN";"Exportin-2";"CSE1L";1;1;2,41125924794812e-05;1;NA;1;NA;NA;NA;"cytoplasm, nucleus, extracellular vesicular exosome";0,000193236714975845;"protein binding, importin-alpha export receptor activity"
"232";"P55072";396;396;"P55072";"TERA_HUMAN";"Transitional endoplasmic reticulum ATPase";"VCP";12;15;0,00130719569279272;9;6;9;6;0,00197875618560052;0,00146644141770549;"extracellular vesicular exosome, perinuclear region of cytoplasm, endoplasmic reticulum, intracellular membrane-bounded organelle, lipid particle, nucleus, site of double-strand break, proteasome complex, cytoplasm, cytosol";0,00289855072463768;"protein domain specific binding, ATPase activity, ADP binding, ATP binding, deubiquitinase activator activity, protein phosphatase binding, polyubiquitin binding, protein binding, lipid binding, ubiquitin-specific protease binding, poly(A) RNA binding"
"233";"P55884";400;400;"P55884-1,P55884-2";"EIF3B_HUMAN";"Eukaryotic translation initiation factor 3 subunit B";"EIF3B";8;9;0,000388304568203045;5;4;5;4;NA;NA;"eukaryotic translation initiation factor 3 complex, extracellular vesicular exosome, eukaryotic 48S preinitiation complex, cytosol, eukaryotic 43S preinitiation complex";0,00173913043478261;"translation initiation factor activity, protein complex scaffold, protein binding, nucleotide binding"
"234";"P56192";401;401;"P56192";"SYMC_HUMAN";"Methionine--tRNA ligase, cytoplasmic";"MARS";3;3;0,000234133272975762;3;NA;3;NA;0,000590695365034823;NA;"cytoplasm, cytosol, extracellular vesicular exosome, mitochondrion";0,000579710144927536;"methionine-tRNA ligase activity, ATP binding, tRNA binding"
"235";"P58876";403;403;"P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880";"H2B1C_HUMAN, H2B1D_HUMAN, H2B1H_HUMAN, H2B1L_HUMAN, H2B1M_HUMAN, H2B1N_HUMAN, H2B2F_HUMAN";"Histone H2B type 1-C/E/F/G/I, Histone H2B type 1-D, Histone H2B type 1-H, Histone H2B type 1-L, Histone H2B type 1-M, Histone H2B type 1-N, Histone H2B type 2-F";"HIST1H2BD, HIST1H2BH, HIST1H2BI,HIST1H2BG,HIST1H2BC,HIST1H2BE,HIST1H2BF, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST2H2BF";0;0;NA;0;0;0;0;NA;NA;"extracellular vesicular exosome, nucleoplasm, nucleosome";0;"DNA binding"
"236";"P59998";404;404;"P59998-1,P59998-2,P59998-3";"ARPC4_HUMAN";"Actin-related protein 2/3 complex subunit 4";"ARPC4";3;5;0,000696825217189768;1;3;1;4;NA;NA;"extracellular vesicular exosome, Arp2/3 protein complex, cytosol, cell projection";0,000966183574879227;"protein binding, enzyme binding"
"237";"P60174";405;405;"P60174-1,P60174-3";"TPIS_HUMAN";"Triosephosphate isomerase";"TPI1";2;2;0,000245594342282268;2;NA;2;NA;NA;NA;"extracellular vesicular exosome, cytosol, extracellular space";0,000386473429951691;"protein binding, triose-phosphate isomerase activity"
"238";"P60660";408;408;"P60660-1,P60660-2";"MYL6_HUMAN";"Myosin light polypeptide 6";"MYL6";2;3;0,000697748164497304;NA;2;NA;3;NA;NA;"extracellular vesicular exosome, cytosol, myosin complex, unconventional myosin complex";0,000579710144927536;"actin-dependent ATPase activity, calcium ion binding, motor activity, structural constituent of muscle, protein binding"
"239";"P60842";409;409;"P60842-1";"IF4A1_HUMAN";"Eukaryotic initiation factor 4A-I";"EIF4A1";5;7;0,00121103417056429;4;3;4;3;NA;NA;"extracellular vesicular exosome, eukaryotic translation initiation factor 4F complex, cytosol";0,00135265700483092;"poly(A) RNA binding, RNA cap binding, ATP binding, protein binding, translation factor activity, nucleic acid binding, helicase activity, mRNA binding, ATP-dependent helicase activity, translation initiation factor activity, double-stranded RNA binding"
"240";"P60866";410;410;"P60866-1,P60866-2";"RS20_HUMAN";"40S ribosomal protein S20";"RPS20";4;10;0,00295125974339196;4;3;7;3;NA;NA;"extracellular vesicular exosome, cytosol, cytoplasm, cytosolic small ribosomal subunit";0,00193236714975845;"RNA binding, protein binding, poly(A) RNA binding, structural constituent of ribosome"
"241";"P60900";412;412;"P60900";"PSA6_HUMAN";"Proteasome subunit alpha type-6";"PSMA6";3;4;0,00114211352671103;1;3;1;3;0,000720360201261979;0,00240234102168827;"nucleoplasm, cytoplasmic mRNA processing body, nuclear matrix, cytoplasm, myofibril, polysome, cytosol, extracellular vesicular exosome, nucleus, sarcomere, proteasome core complex, proteasome core complex, alpha-subunit complex";0,000772946859903382;"RNA binding, protein binding, endopeptidase activity, threonine-type endopeptidase activity, purine ribonucleoside triphosphate binding, NF-kappaB binding"
"242";"P61158";413;413;"P61158";"ARP3_HUMAN";"Actin-related protein 3";"ACTR3";7;10;0,00168038234193131;5;5;5;5;0,00211972020945511;0,00235636320309136;"podosome, cytosol, actin cytoskeleton, lamellipodium, extracellular vesicular exosome, excitatory synapse, hemidesmosome, Golgi membrane, Arp2/3 protein complex";0,00193236714975845;"protein binding, ATP binding"
"243";"P61160";414;414;"P61160-1,P61160-2";"ARP2_HUMAN";"Actin-related protein 2";"ACTR2";6;9;0,000802233295729134;6;2;7;2;NA;NA;"actin cap, cytosol, actin cytoskeleton, cell projection, extracellular vesicular exosome, Arp2/3 protein complex";0,00173913043478261;"ATP binding"
"244";"P61163";415;415;"P61163";"ACTZ_HUMAN";"Alpha-centractin";"ACTR1A";1;1;0,000186808462480661;1;NA;1;NA;0,000471299493378848;NA;"extracellular vesicular exosome, dynactin complex, cytosol, cytoplasm, microtubule associated complex, centrosome";0,000193236714975845;"ATP binding"
"245";"P61247";417;417;"P61247";"RS3A_HUMAN";"40S ribosomal protein S3a";"RPS3A";13;17;0,00452302913703176;10;6;11;6;0,00738369206293528;0,00447709008587359;"ribonucleoprotein complex, nucleolus, nucleus, extracellular vesicular exosome, cytoplasm, cytosolic small ribosomal subunit, cytosol";0,00328502415458937;"poly(A) RNA binding, structural constituent of ribosome, protein binding, RNA binding"
"246";"P61254";418;418;"P61254";"RL26_HUMAN";"60S ribosomal protein L26";"RPL26";5;12;0,00581296401870857;5;3;6;6;0,00733277004870814;0,00815139160462502;"cytosolic large ribosomal subunit, cytosol, extracellular vesicular exosome";0,00231884057971014;"RNA binding, poly(A) RNA binding, structural constituent of ribosome"
"247";"P61353";420;420;"P61353";"RL27_HUMAN";"60S ribosomal protein L27";"RPL27";4;7;0,00361529318565515;3;4;3;4;0,00390901344508339;0,00579388128760112;"ribonucleoprotein complex, extracellular vesicular exosome, cytosol, ribosome, cytosolic large ribosomal subunit";0,00135265700483092;"structural constituent of ribosome, poly(A) RNA binding"
"248";"P61513";421;421;"P61513";"RL37A_HUMAN";"60S ribosomal protein L37a";"RPL37A";3;4;0,00305391225620559;3;NA;4;NA;0,00770472215262812;NA;"extracellular vesicular exosome, cytosolic large ribosomal subunit, cytosol";0,000772946859903382;"metal ion binding, poly(A) RNA binding, structural constituent of ribosome"
"249";"P61604";422;422;"P61604";"CH10_HUMAN";"10 kDa heat shock protein, mitochondrial";"HSPE1";7;16;0,01101803637533;6;6;8;8;0,0138987144714076;0,0154503501002696;"mitochondrial matrix, mitochondrion, extracellular vesicular exosome";0,00309178743961353;"chaperone binding, unfolded protein binding, protein binding, poly(A) RNA binding, ATP binding"
"250";"P61769";423;423;"P61769";"B2MG_HUMAN";"Beta-2-microglobulin";"B2M";9;25;0,0147562987169598;8;7;12;13;0,0178697757489526;0,0215201304968041;"MHC class I protein complex, early endosome membrane, extracellular space, phagocytic vesicle membrane, external side of plasma membrane, extracellular region, Golgi apparatus, ER to Golgi transport vesicle membrane, extracellular vesicular exosome, plasma membrane, Golgi membrane, endoplasmic reticulum lumen, cytoplasm, early endosome lumen";0,00483091787439614;"identical protein binding, protein binding"
"251";"P61978";426;426;"P61978-1,P61978-2,P61978-3";"HNRPK_HUMAN";"Heterogeneous nuclear ribonucleoprotein K";"HNRNPK";17;31;0,00156763098536687;16;11;17;14;NA;NA;"nucleus, catalytic step 2 spliceosome, podosome, nuclear chromatin, nucleoplasm, cell projection, extracellular vesicular exosome, cell junction, cytoplasm";0,00599033816425121;"single-stranded DNA binding, RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription, RNA binding, protein binding, RNA polymerase II core promoter proximal region sequence-specific DNA binding, poly(A) RNA binding"
"252";"P61981";427;427;"P61981";"1433G_HUMAN";"14-3-3 protein gamma";"YWHAG";3;4;0,00113748958530735;2;2;2;2;0,00143488752640038;0,00159507662978492;"cytosol, cytoplasmic vesicle membrane, extracellular vesicular exosome";0,000772946859903382;"poly(A) RNA binding, insulin-like growth factor receptor binding, protein kinase C inhibitor activity, protein binding, protein kinase C binding"
"253";"P62158";429;429;"P62158";"CALM_HUMAN";"Calmodulin";"CALM3,CALM1,CALM2";1;3;0,00141422782334353;1;1;2;1;0,0023786390538315;0,00132209371663381;"centrosome, spindle microtubule, cytoplasm, extracellular region, growth cone, nucleoplasm, spindle pole, extracellular vesicular exosome, sarcomere, plasma membrane, cytosol";0,000579710144927536;"protein domain specific binding, nitric-oxide synthase regulator activity, thioesterase binding, ion channel binding, phospholipase binding, protein binding, calcium ion binding, N-terminal myristoylation domain binding, protein phosphatase activator activity, titin binding"
"254";"P62195";431;431;"P62195-1,P62195-2";"PRS8_HUMAN";"26S protease regulatory subunit 8";"PSMC5";2;3;0,00032438415282972;2;1;2;1;NA;NA;"nucleus, inclusion body, nucleoplasm, nuclear proteasome complex, proteasome accessory complex, cytoplasm, cytosol, cytosolic proteasome complex, blood microparticle, extracellular vesicular exosome, cytoplasmic vesicle, proteasome complex";0,000579710144927536;"transcription factor binding, ATPase activity, ATP binding, thyrotropin-releasing hormone receptor binding, protein binding, transcription cofactor activity"
"255";"P62241";432;432;"P62241";"RS8_HUMAN";"40S ribosomal protein S8";"RPS8";9;14;0,00472769108893365;5;8;5;9;0,00425982234400113;0,00852369074041318;"ribonucleoprotein complex, cytoplasm, cytosolic small ribosomal subunit, cytosol, extracellular vesicular exosome";0,00270531400966184;"structural constituent of ribosome, poly(A) RNA binding"
"256";"P62244";433;433;"P62244";"RS15A_HUMAN";"40S ribosomal protein S15a";"RPS15A";7;13;0,00702399818927286;7;5;7;6;0,00954200205056252;0,00909193678977406;"cytosolic small ribosomal subunit, cytoplasm, extracellular vesicular exosome, cytosol";0,00251207729468599;"structural constituent of ribosome, RNA binding, poly(A) RNA binding"
"257";"P62249";434;434;"P62249";"RS16_HUMAN";"40S ribosomal protein S16";"RPS16";6;7;0,00336767036471986;2;5;2;5;0,00242751519877324;0,00674630012939856;"extracellular vesicular exosome, small ribosomal subunit, cytosol, cytosolic small ribosomal subunit";0,00135265700483092;"RNA binding, poly(A) RNA binding, structural constituent of ribosome"
"258";"P62258";435;435;"P62258-1,P62258-2";"1433E_HUMAN";"14-3-3 protein epsilon";"YWHAE";2;2;0,000275450909383249;2;NA;2;NA;NA;NA;"cytosol, kinesin complex, cytoplasmic vesicle membrane, melanosome, mitochondrion, extracellular vesicular exosome";0,000386473429951691;"ion channel binding, enzyme binding, poly(A) RNA binding, phosphoserine binding, MHC class II protein complex binding, potassium channel regulator activity, protein heterodimerization activity, phosphoprotein binding, histone deacetylase binding, protein binding"
"259";"P62263";436;436;"P62263";"RS14_HUMAN";"40S ribosomal protein S14";"RPS14";7;8;0,00372132354398562;3;5;3;5;0,00352070085120093;0,0065229127078953;"nucleolus, extracellular vesicular exosome, cytosolic small ribosomal subunit, cytosol, mitochondrion";0,00154589371980676;"poly(A) RNA binding, RNA binding, mRNA 5'-UTR binding, structural constituent of ribosome, translation regulator activity"
"260";"P62269";438;438;"P62269";"RS18_HUMAN";"40S ribosomal protein S18";"RPS18";8;14;0,00646947201643553;5;8;6;8;0,00699507669120185;0,010367998093602;"small ribosomal subunit, extracellular vesicular exosome, cytosolic small ribosomal subunit, ribosome, cytosol";0,00270531400966184;"rRNA binding, poly(A) RNA binding, structural constituent of ribosome, protein binding"
"261";"P62273";439;439;"P62273-1,P62273-2";"RS29_HUMAN";"40S ribosomal protein S29";"RPS29";1;3;0,00188142808641237;1;1;2;1;NA;NA;"cytosol, small ribosomal subunit, extracellular vesicular exosome, cytoplasm, cytosolic small ribosomal subunit";0,000579710144927536;"structural constituent of ribosome, zinc ion binding"
