"";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5836.1.id.csv";"peptide.count.P5836.2.id.csv";"peptide.count.P5837.1.id.csv";"peptide.count.P5837.2.id.csv";"spectra.count.P5836.1.id.csv";"spectra.count.P5836.2.id.csv";"spectra.count.P5837.1.id.csv";"spectra.count.P5837.2.id.csv";"dNSAF.P5836.1.id.csv";"dNSAF.P5836.2.id.csv";"dNSAF.P5837.1.id.csv";"dNSAF.P5837.2.id.csv";"Go.Cc"
"1387";"Q8WW33";"GTSF1_HUMAN";"Gametocyte-specific factor 1";"GTSF1";2;4;0,000212855524920445;2;NA;1;1;2;NA;1;1;0,000561432335167836;NA;0,000286297310626098;0,000280395939280944;"cytoplasm"
"1389";"Q8WWY3";"PRP31_HUMAN";"U4/U6 small nuclear ribonucleoprotein Prp31";"PRPF31";4;11;0,000195899598837103;3;4;2;2;3;4;2;2;NA;NA;NA;NA;"Cajal body, MLL1 complex, nuclear speck, U2-type spliceosomal complex, U4atac snRNP, nucleus, U4/U6 x U5 tri-snRNP complex, U4 snRNP"
"1391";"Q8WXF1";"PSPC1_HUMAN";"Paraspeckle component 1";"PSPC1";3;5;4,47451073976328e-05;NA;3;1;1;NA;3;1;1;NA;NA;NA;NA;"nuclear matrix, nucleolus, nucleus, cytoplasm, paraspeckles, nuclear speck"
"1392";"Q8WYA6";"CTBL1_HUMAN";"Beta-catenin-like protein 1";"CTNNBL1";4;4;6,31383173387466e-05;NA;1;3;NA;NA;1;3;NA;NA;NA;NA;NA;"Prp19 complex, spliceosomal complex, nucleus"
"1393";"Q8WZ42";"TITIN_HUMAN";"Titin";"TTN";5;5;1,29355431811188e-06;3;NA;NA;2;3;NA;NA;2;NA;NA;NA;NA;"extracellular region, condensed nuclear chromosome, cytoplasm, cytosol, striated muscle thin filament, extracellular vesicular exosome, nucleus, Z disc, M band, I band, Golgi apparatus"
"1394";"Q92499";"DDX1_HUMAN";"ATP-dependent RNA helicase DDX1";"DDX1";18;71;0,000852644580737067;16;14;15;13;22;17;18;14;0,00139371783743691;0,00108853973979111;0,00116298610235412;0,000885899602755197;"cytoplasmic stress granule, nucleus, ribonucleoprotein complex, cytoplasm, cleavage body, tRNA-splicing ligase complex"
"1395";"Q92522";"H1X_HUMAN";"Histone H1x";"H1FX";4;12;0,000500660178334005;2;2;4;1;3;3;5;1;0,000660276056148088;0,000667373162755111;0,00112233922240747;0,000219840947699144;"nucleus, nucleolus, nucleosome"
"1396";"Q92530";"PSMF1_HUMAN";"Proteasome inhibitor PI31 subunit";"PSMF1";3;12;0,000393507815443332;2;2;2;3;2;3;3;4;0,000345974907649552;0,000524540530135936;0,00052928026798404;0,000691160470257086;"cytosol, proteasome core complex, cytoplasm, nucleoplasm, endoplasmic reticulum"
"1397";"Q92541";"RTF1_HUMAN";"RNA polymerase-associated protein RTF1 homolog";"RTF1";3;9;0,000112648540125151;2;2;2;3;2;2;2;3;0,000132055211229618;0,000133474632551022;0,000134680706688897;0,000197856852929229;"nucleolus, Cdc73/Paf1 complex"
"1399";"Q92576";"PHF3_HUMAN";"PHD finger protein 3";"PHF3";4;7;1,52542979789113e-05;2;NA;3;2;2;NA;3;2;NA;NA;NA;NA;"nucleus"
"1400";"Q92598";"HS105_HUMAN";"Heat shock protein 105 kDa";"HSPH1";18;62;0,00033319194174539;16;14;14;11;17;16;15;14;NA;NA;NA;NA;"cytoplasm, nucleus, microtubule, extracellular vesicular exosome, endocytic vesicle lumen, extracellular region"
"1401";"Q92599";"SEPT8_HUMAN";"Septin-8";"SEPT8";1;2;1,62307698053153e-05;0;1;1;0;0;1;1;0;NA;NA;NA;NA;"septin complex"
"1404";"Q92619";"HMHA1_HUMAN";"Minor histocompatibility protein HA-1";"HMHA1";2;3;1,17342229297032e-05;2;NA;NA;1;2;NA;NA;1;NA;NA;NA;NA;"cytosol"
"1405";"Q92688";"AN32B_HUMAN";"Acidic leucine-rich nuclear phosphoprotein 32 family member B";"ANP32B";6;19;0,000571794814229768;6;4;3;4;7;5;3;4;NA;NA;NA;NA;"cytoplasm, nucleus, extracellular vesicular exosome"
"1407";"Q92734";"TFG_HUMAN";"Protein TFG";"TFG";1;1;2,22167954135715e-05;1;NA;NA;NA;1;NA;NA;NA;0,000117198999966286;NA;NA;NA;"cytoplasm"
"1408";"Q92769";"HDAC2_HUMAN";"Histone deacetylase 2";"HDAC2";3;15;0,000409529043623863;3;3;3;2;4;4;4;3;0,00054894145183272;0,000617892067603;0,000578050697048963;0,000427000496468511;"heterochromatin, Sin3 complex, NuRD complex, transcription factor complex, cytoplasm, replication fork, ESC/E(Z) complex, nucleus, nucleoplasm"
"1411";"Q92804";"RBP56_HUMAN";"TATA-binding protein-associated factor 2N";"TAF15";3;13;0,000116159242429387;2;3;2;2;3;4;3;3;NA;NA;NA;NA;"cytoplasm, nucleus"
"1412";"Q92820";"GGH_HUMAN";"Gamma-glutamyl hydrolase";"GGH";12;47;0,0013134457665885;9;9;10;9;11;9;15;12;0,00162162138318131;0,00134104229874376;0,00225526655068671;0,00176702346641198;"lysosome, cytosol, extracellular vesicular exosome, melanosome, extracellular space"
"1413";"Q92841";"DDX17_HUMAN";"Probable ATP-dependent RNA helicase DDX17";"DDX17";21;75;0,00112425037917365;17;19;16;17;19;19;18;19;NA;NA;NA;NA;"nucleus, nucleolus"
"1415";"Q92882";"OSTF1_HUMAN";"Osteoclast-stimulating factor 1";"OSTF1";1;2;8,3053440798398e-05;NA;1;NA;1;NA;1;NA;1;NA;0,000221418198858004;NA;0,000218813653551017;"cytoplasm, intracellular"
"1417";"Q92890";"UFD1_HUMAN";"Ubiquitin fusion degradation protein 1 homolog";"UFD1L";3;8;0,000115787858832946;2;3;NA;2;2;4;NA;2;NA;NA;NA;NA;"nucleus, cytosol"
"1418";"Q92900";"RENT1_HUMAN";"Regulator of nonsense transcripts 1";"UPF1";10;22;8,65844993974441e-05;8;5;4;5;8;5;4;5;NA;NA;NA;NA;"chromatin, nucleus, cytosol, cytoplasmic mRNA processing body, supraspliceosomal complex, exon-exon junction complex, cytoplasm"
"1419";"Q92905";"CSN5_HUMAN";"COP9 signalosome complex subunit 5";"COPS5";4;5;0,000133034703075278;NA;1;2;2;NA;1;2;2;NA;0,000141866750166506;0,000286297310626098;0,000280395939280944;"COP9 signalosome, perinuclear region of cytoplasm, eukaryotic translation initiation factor 3 complex, cytoplasm, nucleus"
"1420";"Q92917";"GPKOW_HUMAN";"G patch domain and KOW motifs-containing protein";"GPKOW";1;1;1,86695759777911e-05;NA;1;NA;NA;NA;1;NA;NA;NA;9,95451566294389e-05;NA;NA;"nucleus"
"1421";"Q92922";"SMRC1_HUMAN";"SWI/SNF complex subunit SMARCC1";"SMARCC1";5;13;0,000165078356014153;3;3;3;1;3;4;4;2;0,000203639891344134;0,000308743131946075;0,000276918158911469;0,000105941452171759;"SWI/SNF complex, nucleus, WINAC complex, XY body, nBAF complex, npBAF complex"
"1422";"Q92925";"SMRD2_HUMAN";"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2";"SMARCD2";5;15;8,3679078770514e-05;4;2;4;3;4;2;5;4;NA;NA;NA;NA;"SWI/SNF complex, nucleus"
"1423";"Q92945";"FUBP2_HUMAN";"Far upstream element-binding protein 2";"KHSRP";16;71;0,000919115566737867;12;16;15;11;15;20;20;16;0,00102565150775309;0,00137883004672233;0,00138974325092481;0,00109428132876146;"nucleus, cytoplasmic stress granule, cytosol, nucleoplasm"
"1424";"Q92973";"TNPO1_HUMAN";"Transportin-1";"TNPO1";5;6;2,9688368035953e-05;NA;3;3;NA;NA;3;3;NA;NA;NA;NA;NA;"nucleus, cytosol, cytoplasm"
"1425";"Q93008";"USP9X_HUMAN";"Probable ubiquitin carboxyl-terminal hydrolase FAF-X";"USP9X";1;1;3,45786699043914e-06;NA;0;NA;1;NA;0;NA;1;NA;NA;NA;NA;"apical part of cell, cytoplasm, cytosol"
"1426";"Q93009";"UBP7_HUMAN";"Ubiquitin carboxyl-terminal hydrolase 7";"USP7";6;13;0,000104834243330827;3;4;3;3;3;4;3;3;NA;NA;NA;NA;"nucleus, cytosol, PML body"
"1427";"Q969E4";"TCAL3_HUMAN";"Transcription elongation factor A protein-like 3";"TCEAL3";1;3;0,000133300772481429;1;NA;1;1;1;NA;1;1;0,000234397999932571;NA;0,000239058254372792;0,000234130609299588;"nucleus"
"1428";"Q969G3";"SMCE1_HUMAN";"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1";"SMARCE1";3;9;9,72998339280502e-05;3;2;2;2;3;2;2;2;NA;NA;NA;NA;"nuclear chromosome, nucleus, transcriptional repressor complex, SWI/SNF complex, npBAF complex, nBAF complex"
"1429";"Q969H8";"CS010_HUMAN";"UPF0556 protein C19orf10";"C19orf10";3;10;0,000513683130949629;2;2;2;3;3;2;2;3;0,000812941040228571;0,000547786064226739;0,00055273584826079;0,000812013673871403;"extracellular region, endoplasmic reticulum lumen, endoplasmic reticulum-Golgi intermediate compartment"
"1430";"Q969Q0";"RL36L_HUMAN";"60S ribosomal protein L36a-like";"RPL36AL";1;3;0,000571615662441804;1;1;1;0;1;1;1;0;0,000884520754462533;0,00134104229874376;0,000902106620274685;0;"ribosome"
"1432";"Q96A35";"RM24_HUMAN";"39S ribosomal protein L24, mitochondrial";"MRPL24";3;4;0,000164568854915344;NA;NA;2;2;NA;NA;2;2;NA;NA;0,000442700471060725;0,000433575202406644;"mitochondrion, ribosome"
"1433";"Q96AB3";"ISOC2_HUMAN";"Isochorismatase domain-containing protein 2, mitochondrial";"ISOC2";2;3;4,33498447094077e-05;2;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;"mitochondrion, cytoplasm, nucleus"
"1434";"Q96AE4";"FUBP1_HUMAN";"Far upstream element-binding protein 1";"FUBP1";14;41;0,000292987685744637;11;9;10;10;12;9;10;10;NA;NA;NA;NA;"nucleus"
"1436";"Q96AT9";"RPE_HUMAN";"Ribulose-phosphate 3-epimerase";"RPE";3;7;0,000136418919206141;3;2;2;NA;3;2;2;NA;NA;NA;NA;NA;"cytosol"
"1439";"Q96C36";"P5CR2_HUMAN";"Pyrroline-5-carboxylate reductase 2";"PYCR2";2;2;5,55419885339287e-05;2;NA;NA;NA;2;NA;NA;NA;0,000292997499915714;NA;NA;NA;"cytoplasm"
"1440";"Q96C86";"DCPS_HUMAN";"m7GpppX diphosphatase";"DCPS";5;12;0,000316441002923273;3;3;4;2;3;3;4;2;0,000417325815903688;0,000421811524233943;0,000567497339757369;0,000277899832996543;"nucleus, cytosol, mitochondrion, cytoplasm"
"1441";"Q96C90";"PP14B_HUMAN";"Protein phosphatase 1 regulatory subunit 14B";"PPP1R14B";3;8;0,000483630920567542;2;2;2;2;2;2;2;2;0,00063781768689135;0,000644673395314461;0,000650498651354535;0,000637090093332212;"cytoplasm"
"1442";"Q96CN7";"ISOC1_HUMAN";"Isochorismatase domain-containing protein 1";"ISOC1";4;10;0,000298212018974114;4;3;1;2;4;3;1;2;0,00062925637565791;0,000477015045861875;0,000160441781458249;0,000314269274227635;"peroxisome"
"1445";"Q96D46";"NMD3_HUMAN";"60S ribosomal export protein NMD3";"NMD3";1;1;1,76674317404147e-05;1;NA;NA;NA;1;NA;NA;NA;9,31999999731894e-05;NA;NA;NA;"cytoplasm, nucleoplasm, nucleolus"
"1447";"Q96DH6";"MSI2H_HUMAN";"RNA-binding protein Musashi homolog 2";"MSI2";1;1;1,35468264716899e-05;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;"cytoplasm, polysome"
"1448";"Q96DI7";"SNR40_HUMAN";"U5 small nuclear ribonucleoprotein 40 kDa protein";"SNRNP40";2;4;9,95710718815528e-05;2;NA;2;NA;2;NA;2;NA;0,00026263081224938;NA;0,000267852385851867;NA;"small nucleolar ribonucleoprotein complex, nucleus, catalytic step 2 spliceosome, nucleoplasm, cytoplasm, U5 snRNP"
"1449";"Q96DV4";"RM38_HUMAN";"39S ribosomal protein L38, mitochondrial";"MRPL38";1;1;2,33861004353384e-05;1;NA;NA;NA;1;NA;NA;NA;0,000123367368385564;NA;NA;NA;"ribosome, mitochondrion"
"1450";"Q96EL3";"RM53_HUMAN";"39S ribosomal protein L53, mitochondrial";"MRPL53";1;1;7,93456979056124e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000418090373749264;"ribosome, mitochondrion"
"1451";"Q96EP5";"DAZP1_HUMAN";"DAZ-associated protein 1";"DAZAP1";3;12;0,000131008130202878;2;2;3;3;3;3;3;3;NA;NA;NA;NA;"cytoplasm, nucleus"
"1452";"Q96ER3";"SAAL1_HUMAN";"Protein SAAL1";"SAAL1";2;4;7,49934022399037e-05;NA;2;1;1;NA;2;1;1;NA;0,000199930356774738;0,000100868461760672;9,87892866242987e-05;"extracellular region"
"1453";"Q96EY7";"PTCD3_HUMAN";"Pentatricopeptide repeat-containing protein 3, mitochondrial";"PTCD3";3;7;9,02859610420901e-05;NA;NA;2;2;NA;NA;3;4;NA;NA;NA;NA;"mitochondrion"
"1454";"Q96F86";"EDC3_HUMAN";"Enhancer of mRNA-decapping protein 3";"EDC3";2;2;3,49870793914511e-05;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,000188234845962828;NA;"cytosol, cytoplasmic mRNA processing body"
"1455";"Q96FN5";"KIF12_HUMAN";"Kinesin-like protein KIF12";"KIF12";1;1;1,37565296678461e-05;NA;1;NA;NA;NA;1;NA;NA;NA;7,33490627795865e-05;NA;NA;"kinesin complex, microtubule, cytoplasm, extracellular vesicular exosome"
"1456";"Q96FW1";"OTUB1_HUMAN";"Ubiquitin thioesterase OTUB1";"OTUB1";11;35;0,00114773112837639;8;7;5;10;9;9;6;11;NA;NA;NA;NA;"extracellular vesicular exosome, cytoplasm"
"1457";"Q96G03";"PGM2_HUMAN";"Phosphoglucomutase-2";"PGM2";4;7;0,00010926887940335;NA;3;2;2;NA;3;2;2;NA;0,00025338767142039;0,000171871947588282;0,000165778753861364;"cytosol"
"1458";"Q96GC5";"RM48_HUMAN";"39S ribosomal protein L48, mitochondrial";"MRPL48";1;1;4,1918481912399e-05;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000225526655068671;NA;"mitochondrial ribosome"
"1459";"Q96GG9";"DCNL1_HUMAN";"DCN1-like protein 1";"DCUN1D1";2;2;6,86233062967458e-05;2;NA;NA;NA;2;NA;NA;NA;0,000362004633100496;NA;NA;NA;"ubiquitin ligase complex"
"1460";"Q96GX9";"MTNB_HUMAN";"Probable methylthioribulose-1-phosphate dehydratase";"APIP";4;12;0,000440663710682409;2;2;3;3;2;2;4;4;NA;NA;NA;NA;"cytosol"
"1463";"Q96I25";"SPF45_HUMAN";"Splicing factor 45";"RBM17";5;8;0,000177291135469897;NA;2;5;1;NA;2;5;1;NA;0,00023632665613772;0,000596155247812448;0,00011677337122174;"cytoplasm, nucleus, spliceosomal complex"
"1465";"Q96IU4";"ABHEB_HUMAN";"Alpha/beta hydrolase domain-containing protein 14B";"ABHD14B";6;16;0,000677083288794559;4;3;3;4;4;3;4;5;NA;NA;NA;NA;"cytosol, extracellular vesicular exosome, nucleolus, nucleus, cytoplasm"
"1466";"Q96IV0";"NGLY1_HUMAN";"Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase";"NGLY1";2;3;1,35882540755789e-05;2;1;NA;NA;2;1;NA;NA;NA;NA;NA;NA;"cytoplasm"
"1468";"Q96JH7";"VCIP1_HUMAN";"Deubiquitinating protein VCIP135";"VCPIP1";1;4;2,90890938311901e-05;1;1;1;1;1;1;1;1;3,83630114455927e-05;3,87753637934639e-05;3,91257372132228e-05;3,83192486578704e-05;"endoplasmic reticulum, cytoplasm, Golgi stack"
"1469";"Q96KP4";"CNDP2_HUMAN";"Cytosolic non-specific dipeptidase";"CNDP2";12;40;0,000748355213930828;9;8;10;9;9;10;12;9;NA;NA;NA;NA;"cytosol, extracellular vesicular exosome"
"1470";"Q96KR1";"ZFR_HUMAN";"Zinc finger RNA-binding protein";"ZFR";3;3;2,48232350989625e-05;1;NA;2;NA;1;NA;2;NA;4,36495344380952e-05;NA;8,90347316099782e-05;NA;"nucleus, chromosome, cytoplasm"
"1471";"Q96P16";"RPR1A_HUMAN";"Regulation of nuclear pre-mRNA domain-containing protein 1A";"RPRD1A";1;8;0,000113932284172161;1;1;1;1;2;2;2;2;NA;NA;NA;NA;"DNA-directed RNA polymerase II, holoenzyme"
"1472";"Q96P70";"IPO9_HUMAN";"Importin-9";"IPO9";2;5;4,26835646754495e-05;2;1;NA;1;2;2;NA;1;9,00664745177988e-05;9,10345716726472e-05;NA;4,49818653793637e-05;"cytoplasm, nucleus"
"1473";"Q96PK6";"RBM14_HUMAN";"RNA-binding protein 14";"RBM14";7;21;0,000278955278735426;5;6;6;4;5;6;6;4;NA;NA;NA;NA;"transcription factor complex, nucleus, ribonucleoprotein complex, mediator complex"
"1474";"Q96QC0";"PP1RA_HUMAN";"Serine/threonine-protein phosphatase 1 regulatory subunit 10";"PPP1R10";2;2;1,89079109902736e-05;2;NA;NA;NA;2;NA;NA;NA;9,9743829758541e-05;NA;NA;NA;"nucleus, chromatin, PTW/PP1 phosphatase complex"
"1477";"Q96RS6";"NUDC1_HUMAN";"NudC domain-containing protein 1";"NUDCD1";8;24;0,000365834023962755;6;6;5;6;6;6;6;6;NA;NA;NA;NA;"cytoplasm, nucleus"
"1479";"Q96SI9";"STRBP_HUMAN";"Spermatid perinuclear RNA-binding protein";"STRBP";3;5;3,56905364632253e-05;1;1;2;1;1;1;2;1;NA;NA;NA;NA;"cytoplasm, microtubule cytoskeleton, nucleus"
"1480";"Q96ST3";"SIN3A_HUMAN";"Paired amphipathic helix protein Sin3a";"SIN3A";4;7;4,88664785216026e-05;2;1;4;NA;2;1;4;NA;7,36521602301874e-05;3,72219124553126e-05;0,000150232995678109;NA;"Sin3 complex, kinetochore, transcription factor complex, nucleoplasm, intercellular bridge, transcriptional repressor complex, nucleus, cytoplasm"
"1483";"Q99426";"TBCB_HUMAN";"Tubulin-folding cofactor B";"TBCB";2;9;0,000327788784790399;2;2;2;NA;3;3;3;NA;0,000576388524424356;0,000582583949454257;0,000587848166490471;NA;"cytoplasm, microtubule cytoskeleton, microtubule, nucleus"
"1484";"Q99436";"PSB7_HUMAN";"Proteasome subunit beta type-7";"PSMB7";4;18;0,00057747627067767;3;4;4;4;3;5;5;5;0,000507721299492934;0,000855297735660883;0,000863026189071449;0,000845236856677212;"nucleoplasm, proteasome core complex, nucleus, proteasome complex, cytosol, microtubule cytoskeleton"
"1485";"Q99439";"CNN2_HUMAN";"Calponin-2";"CNN2";5;13;0,000373874874273695;3;3;3;3;3;4;3;3;NA;NA;NA;NA;"cytoskeleton, stress fiber, cell-cell junction"
"1488";"Q99459";"CDC5L_HUMAN";"Cell division cycle 5-like protein";"CDC5L";4;13;0,000144049047569291;3;3;4;3;3;3;4;3;0,000175360099700178;0,00017724499210329;0,000238462099124979;0,000175160056832609;"nucleus, Prp19 complex, nucleolus, nuclear speck, catalytic step 2 spliceosome, cytoplasm"
"1489";"Q99460";"PSMD1_HUMAN";"26S proteasome non-ATPase regulatory subunit 1";"PSMD1";16;55;0,000256437302779943;15;13;11;10;17;14;13;11;NA;NA;NA;NA;"proteasome regulatory particle, proteasome complex, nucleoplasm, cytosol, proteasome accessory complex"
"1490";"Q99471";"PFD5_HUMAN";"Prefoldin subunit 5";"PFDN5";1;3;8,65589431697589e-05;1;NA;1;1;1;NA;1;1;NA;NA;NA;NA;"cytoplasm, nucleus, prefoldin complex"
"1493";"Q99575";"POP1_HUMAN";"Ribonucleases P/MRP protein subunit POP1";"POP1";7;21;0,000182247149876953;5;4;5;3;6;6;6;3;0,000274685156170982;0,000277637663411794;0,000280146391843115;0,000137185903886477;"ribonuclease MRP complex, nucleolar ribonuclease P complex, extracellular space"
"1494";"Q99598";"TSNAX_HUMAN";"Translin-associated protein X";"TSNAX";5;16;0,000490301691885715;4;4;5;3;4;4;5;3;0,000646615172227783;0,000653565442146385;0,00082433880818204;0,000484408157171561;"Golgi apparatus, perinuclear region of cytoplasm, nucleus"
"1495";"Q99613";"EIF3C_HUMAN";"Eukaryotic translation initiation factor 3 subunit C";"EIF3C,EIF3CL";13;43;0,000418542038459397;11;11;11;9;12;11;11;9;0,000616161226547833;0,000570885476573649;0,000576043986440462;0,000461593753274105;"eukaryotic 48S preinitiation complex, cytosol, eukaryotic 43S preinitiation complex, eukaryotic translation initiation factor 3 complex"
"1496";"Q99615";"DNJC7_HUMAN";"DnaJ homolog subfamily C member 7";"DNAJC7";7;24;0,0002158716963262;6;5;5;2;7;7;6;4;NA;NA;NA;NA;"nucleus, cytoskeleton, extracellular vesicular exosome, cytoplasm"
"1499";"Q99729";"ROAA_HUMAN";"Heterogeneous nuclear ribonucleoprotein A/B";"HNRNPAB";9;27;0,000820379224975254;7;5;8;6;7;5;9;6;NA;NA;NA;NA;"ribonucleoprotein complex, cytoplasm, nucleus"
"1500";"Q99733";"NP1L4_HUMAN";"Nucleosome assembly protein 1-like 4";"NAP1L4";6;19;0,000489413464183024;5;3;5;5;5;3;5;6;0,000687567466468876;0,000421186618272115;0,000686526268968017;0,000802733517598587;"nucleus, cytoplasm"
"1501";"Q99798";"ACON_HUMAN";"Aconitate hydratase, mitochondrial";"ACO2";26;98;0,00111653638488718;17;21;18;20;21;28;25;24;0,00126214307656;0,00170094595840662;0,00153242470751789;0,00144080374953593;"mitochondrion, mitochondrial matrix, nucleus"
"1502";"Q99829";"CPNE1_HUMAN";"Copine-1";"CPNE1";3;7;0,000115841763795158;3;2;2;NA;3;2;2;NA;0,000261897206628571;0,000176474840058149;0,000178069463219956;NA;"extracellular vesicular exosome"
"1503";"Q99832";"TCPH_HUMAN";"T-complex protein 1 subunit eta";"CCT7";25;115;0,00188208579930808;22;22;20;20;29;29;29;28;NA;NA;NA;NA;"cytoplasm, mitochondrion, zona pellucida receptor complex, microtubule, chaperonin-containing T-complex, cytosol, cell body, extracellular vesicular exosome"
"1504";"Q99873";"ANM1_HUMAN";"Protein arginine N-methyltransferase 1";"PRMT1";12;55;0,000451310710155653;11;12;10;11;14;14;12;15;NA;NA;NA;NA;"nucleoplasm, nucleus, cytosol, cytoplasm"
"1507";"Q9BPX3";"CND3_HUMAN";"Condensin complex subunit 3";"NCAPG";7;24;0,000210129296522449;4;5;5;6;5;7;5;7;0,000230933990081351;0,000326782721073192;0,000235525373766297;0,000322938771447707;"actin cytoskeleton, nucleus, condensin complex, cytoplasm, centrosome, cytosol"
"1508";"Q9BPX5";"ARP5L_HUMAN";"Actin-related protein 2/3 complex subunit 5-like protein";"ARPC5L";2;6;0,000348498751585435;1;1;2;2;1;1;2;2;0,000306402614290943;0,000309696042847143;0,000624988900321024;0,000612106168103498;"cytoplasm, extracellular vesicular exosome, cytoskeleton"
"1509";"Q9BPZ3";"PAIP2_HUMAN";"Polyadenylate-binding protein-interacting protein 2";"PAIP2";1;1;6,99741587829022e-05;1;NA;NA;NA;1;NA;NA;NA;0,00036913070855523;NA;NA;NA;"cytoplasm"
"1510";"Q9BQ52";"RNZ2_HUMAN";"Zinc phosphodiesterase ELAC protein 2";"ELAC2";4;6;3,22762160971983e-05;1;2;NA;3;1;2;NA;3;NA;NA;NA;NA;"mitochondrion, nucleus"
"1511";"Q9BQ67";"GRWD1_HUMAN";"Glutamate-rich WD repeat-containing protein 1";"GRWD1";1;2;3,98507541050609e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;0,000107201010929503;0,000104991304618649;"nucleus, nucleolus, cytoplasm"
"1512";"Q9BQA1";"MEP50_HUMAN";"Methylosome protein 50";"WDR77";5;8;0,000207876448314119;2;1;4;NA;2;2;4;NA;0,000274149707523475;0,000277096459389549;0,000559200595024074;NA;"Golgi apparatus, cytosol, methylosome, cytoplasm, nucleus"
"1513";"Q9BQE3";"TBA1C_HUMAN";"Tubulin alpha-1C chain";"TUBA1C";1;1;0,00120591323498418;1;0;0;0;1;0;0;0;0,00256671900445837;NA;NA;NA;"cytoplasmic microtubule, microtubule"
"1515";"Q9BRA2";"TXD17_HUMAN";"Thioredoxin domain-containing protein 17";"TXNDC17";2;8;0,00057799792945877;2;2;2;2;2;2;2;2;0,000762269918479907;0,000770463326107527;0,000777425217472493;0,000761400355445814;"extracellular vesicular exosome, cytosol"
"1517";"Q9BRP8";"WIBG_HUMAN";"Partner of Y14 and mago";"WIBG";2;2;4,35623439481793e-05;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;"cytoplasm, nucleolus, nucleoplasm, exon-exon junction complex"
"1518";"Q9BRT9";"SLD5_HUMAN";"DNA replication complex GINS protein SLD5";"GINS4";2;2;7,97015082101218e-05;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;"cytoplasm, nucleoplasm"
"1519";"Q9BRX5";"PSF3_HUMAN";"DNA replication complex GINS protein PSF3";"GINS3";2;5;0,00020571106864418;1;NA;2;2;1;NA;2;2;NA;NA;NA;NA;"nucleus"
"1521";"Q9BSH4";"TACO1_HUMAN";"Translational activator of cytochrome c oxidase 1";"TACO1";3;6;0,000179529659907648;1;NA;3;2;1;NA;3;2;0,000157843770998365;NA;0,000482945968429882;0,000315327419932105;"mitochondrion, nucleus"
"1523";"Q9BT78";"CSN4_HUMAN";"COP9 signalosome complex subunit 4";"COPS4";7;17;0,000372103962591837;4;4;5;4;4;4;5;4;0,000461867980162702;0,000466832458675989;0,000588813434415743;0,000461341102068153;"COP9 signalosome, cell junction, nucleus, cytoplasm"
"1525";"Q9BTE6";"AASD1_HUMAN";"Alanyl-tRNA editing protein Aarsd1";"AARSD1";2;2;1,43798028566806e-05;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;"cytoplasm"
"1528";"Q9BUF5";"TBB6_HUMAN";"Tubulin beta-6 chain";"TUBB6";4;9;0,00034902979152211;3;1;1;4;3;1;1;4;0,000677967309222011;0,000208395845320478;0,000225277486735912;0,000732880479298807;"cytoplasm, microtubule, extracellular vesicular exosome"
"1529";"Q9BUJ2";"HNRL1_HUMAN";"Heterogeneous nuclear ribonucleoprotein U-like protein 1";"HNRNPUL1";9;26;6,94368893631534e-05;7;5;6;4;8;6;8;4;NA;NA;NA;NA;"ribonucleoprotein complex, nucleoplasm, nucleus"
"1531";"Q9BV20";"MTNA_HUMAN";"Methylthioribose-1-phosphate isomerase";"MRI1";3;6;0,000144499482364692;NA;3;1;2;NA;3;1;2;NA;NA;NA;NA;"cell projection, cytosol, nucleolus, cytoplasm"
"1533";"Q9BV86";"NTM1A_HUMAN";"N-terminal Xaa-Pro-Lys N-methyltransferase 1";"NTMT1";2;2;3,98507541050609e-05;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;"cytoplasm, nucleus"
"1534";"Q9BWD1";"THIC_HUMAN";"Acetyl-CoA acetyltransferase, cytosolic";"ACAT2";10;38;0,00085061785966319;8;8;8;9;9;9;9;11;0,00106276171254063;0,00107418501511465;0,00108389132964994;0,00129744922029998;"cytoplasm, nucleus, nucleolus"
"1535";"Q9BWU0";"NADAP_HUMAN";"Kanadaptin";"SLC4A1AP";1;1;1,11642188007897e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;5,88267862561778e-05;"cytoplasm, nucleus"
"1536";"Q9BX68";"HINT2_HUMAN";"Histidine triad nucleotide-binding protein 2, mitochondrial";"HINT2";3;8;0,000436157946769501;3;NA;2;2;4;NA;2;2;0,0011504196315709;NA;0,000586646023000715;0,000574553642452976;"mitochondrion"
