"";"X";"accession";"name";"go_name"
"422";422;"Q9UL46";"PSME2_HUMAN";"P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:mRNA metabolic process, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, C:cytosol, C:proteasome activator complex, P:protein polyubiquitination, C:extracellular vesicular exosome, P:negative regulation of apoptotic process, P:regulation of cellular amino acid metabolic process, C:proteasome complex, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:small molecule metabolic process, P:apoptotic process, P:viral process, P:G1/S transition of mitotic cell cycle, P:gene expression, C:nucleoplasm, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process"
"423";423;"P26599";"PTBP1_HUMAN";"C:nucleoplasm, F:poly-pyrimidine tract binding, P:alternative mRNA splicing, via spliceosome, C:nucleolus, P:negative regulation of mRNA splicing, via spliceosome, F:pre-mRNA binding, C:extracellular vesicular exosome, P:regulation of alternative mRNA splicing, via spliceosome, P:mRNA splicing, via spliceosome, F:nucleotide binding, P:negative regulation of muscle cell differentiation"
"424";424;"Q13308";"PTK7_HUMAN";"P:planar cell polarity pathway involved in neural tube closure, P:positive regulation of neuron projection development, P:neural tube closure, C:integral component of plasma membrane, P:establishment of epithelial cell apical/basal polarity, F:ATP binding, P:cochlea morphogenesis, P:axis elongation, P:convergent extension, C:cell-cell junction, P:wound healing, P:canonical Wnt signaling pathway, P:actin cytoskeleton reorganization, P:cell migration, P:lung-associated mesenchyme development, P:cellular response to retinoic acid, P:establishment of planar polarity, F:transmembrane receptor protein tyrosine kinase activity, P:cell adhesion"
"425";425;"P08575";"PTPRC_HUMAN";"P:release of sequestered calcium ion into cytosol, F:transmembrane receptor protein tyrosine phosphatase activity, P:negative regulation of cytokine-mediated signaling pathway, P:positive regulation of antigen receptor-mediated signaling pathway, C:integral component of plasma membrane, P:positive regulation of protein kinase activity, P:defense response to virus, P:B cell proliferation, P:positive regulation of hematopoietic stem cell migration, C:membrane raft, C:extracellular vesicular exosome, P:T cell receptor signaling pathway, P:stem cell development, P:cell cycle phase transition, C:focal adhesion, P:negative regulation of cell adhesion involved in substrate-bound cell migration, C:external side of plasma membrane, P:immunoglobulin biosynthetic process, P:bone marrow development, P:negative regulation of T cell mediated cytotoxicity, P:B cell receptor signaling pathway, P:positive regulation of stem cell proliferation, P:T cell differentiation, P:negative regulation of protein kinase activity, P:positive regulation of T cell proliferation, P:hematopoietic progenitor cell differentiation, P:regulation of cell cycle, P:axon guidance, P:positive regulation of B cell proliferation"
"426";426;"P10586";"PTPRF_HUMAN";"P:transmembrane receptor protein tyrosine phosphatase signaling pathway, F:heparin binding, C:extracellular vesicular exosome, P:cell adhesion, F:transmembrane receptor protein tyrosine phosphatase activity, C:integral component of plasma membrane"
"427";427;"Q15262";"PTPRK_HUMAN";"P:protein localization to cell surface, C:neuronal cell body, F:transmembrane receptor protein tyrosine phosphatase activity, P:cell migration, C:cell-cell junction, P:focal adhesion assembly, P:cellular response to UV, P:negative regulation of keratinocyte proliferation, P:negative regulation of cell cycle, C:cell surface, C:integral component of plasma membrane, P:transforming growth factor beta receptor signaling pathway, C:axon, P:cellular response to reactive oxygen species, P:negative regulation of transcription, DNA-templated, P:negative regulation of cell migration, C:photoreceptor outer segment, C:adherens junction, C:dendrite, C:leading edge membrane"
"428";428;"P22234";"PUR6_HUMAN";"P:purine nucleobase biosynthetic process, F:ATP binding, F:phosphoribosylaminoimidazolesuccinocarboxamide synthase activity, F:phosphoribosylaminoimidazole carboxylase activity, C:extracellular vesicular exosome, P:'de novo' IMP biosynthetic process, P:purine ribonucleoside monophosphate biosynthetic process, C:cytosol"
"431";431;"P61026";"RAB10_HUMAN";"P:endosomal transport, P:axonogenesis, C:cytoplasmic vesicle membrane, P:antigen processing and presentation, C:recycling endosome, C:trans-Golgi network, F:GTP binding, C:phagocytic vesicle membrane, P:basolateral protein localization, P:cellular response to insulin stimulus, F:GTPase activity, C:primary cilium, C:insulin-responsive compartment, P:establishment of protein localization to endoplasmic reticulum membrane, P:endoplasmic reticulum tubular network organization, F:GDP binding, P:small GTPase mediated signal transduction, C:Golgi apparatus, P:Golgi to plasma membrane protein transport, P:polarized epithelial cell differentiation, C:extracellular vesicular exosome, P:establishment of neuroblast polarity, C:recycling endosome membrane, C:endoplasmic reticulum membrane, C:endoplasmic reticulum tubular network"
"432";432;"P61019";"RAB2A_HUMAN";"P:ER to Golgi vesicle-mediated transport, C:endoplasmic reticulum-Golgi intermediate compartment membrane, P:protein transport, P:small GTPase mediated signal transduction, C:extracellular vesicular exosome, P:mitotic cell cycle, C:lysosomal membrane, C:endoplasmic reticulum membrane, F:GDP binding, F:GTPase activity, C:melanosome, F:GTP binding, C:Golgi membrane"
"433";433;"P15153";"RAC2_HUMAN";"C:extracellular vesicular exosome, P:regulation of small GTPase mediated signal transduction, F:GTP binding, P:regulation of hydrogen peroxide metabolic process, P:actin cytoskeleton organization, C:cytosol, F:GTPase activity, P:cell projection assembly, P:small GTPase mediated signal transduction, P:platelet activation, P:regulation of respiratory burst, C:nuclear envelope, P:positive regulation of cell proliferation, C:plasma membrane, P:axon guidance, P:bone resorption"
"434";434;"P35241";"RADI_HUMAN";"C:apical part of cell, C:cytoskeleton, P:apical protein localization, C:cleavage furrow, C:plasma membrane, C:lamellipodium, P:microvillus assembly, C:T-tubule, C:filopodium, C:cell tip, C:extracellular vesicular exosome, C:extrinsic component of membrane, C:cytoplasm, P:actin filament capping, C:stereocilium, C:ruffle"
"435";435;"P62826";"RAN_HUMAN";"P:positive regulation of protein binding, F:chromatin binding, F:androgen receptor binding, P:positive regulation of transcription, DNA-templated, P:mitosis, P:gene expression, F:transcription coactivator activity, P:androgen receptor signaling pathway, P:protein export from nucleus, F:GTPase activity, C:melanosome, C:nucleoplasm, C:nuclear pore, P:intracellular transport of virus, C:extracellular vesicular exosome, F:GTP binding, P:DNA metabolic process, P:small GTPase mediated signal transduction, C:cytosol, P:mitotic spindle organization"
"440";440;"P38159";"RBMX_HUMAN";"P:positive regulation of transcription from RNA polymerase II promoter, F:core promoter binding, C:nucleoplasm, C:extracellular vesicular exosome, F:mRNA binding, F:nucleotide binding, C:extracellular space, C:catalytic step 2 spliceosome, P:mRNA splicing, via spliceosome, P:protein homooligomerization, P:regulation of alternative mRNA splicing, via spliceosome, P:positive regulation of mRNA splicing, via spliceosome, C:supraspliceosomal complex, P:cellular response to interleukin-1, P:negative regulation of mRNA splicing, via spliceosome, F:chromatin binding, P:transcription from RNA polymerase II promoter, P:membrane protein ectodomain proteolysis, C:nuclear euchromatin"
"453";453;"P62913";"RL11_HUMAN";"P:rRNA processing, C:extracellular vesicular exosome, C:cytosolic large ribosomal subunit, P:translational initiation, C:nucleolus, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:SRP-dependent cotranslational protein targeting to membrane, F:rRNA binding, P:ribosomal large subunit biogenesis, P:translational termination, F:structural constituent of ribosome, F:RNA binding, P:viral transcription, P:protein localization to nucleus, P:translational elongation"
"454";454;"P30050";"RL12_HUMAN";"C:extracellular vesicular exosome, F:structural constituent of ribosome, P:SRP-dependent cotranslational protein targeting to membrane, P:translational termination, C:cytosolic large ribosomal subunit, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:viral transcription, P:translational initiation, F:RNA binding, P:translational elongation"
"456";456;"P50914";"RL14_HUMAN";"P:viral transcription, C:cytosolic large ribosomal subunit, F:RNA binding, P:translational initiation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:structural constituent of ribosome, P:ribosomal large subunit biogenesis, P:rRNA processing, C:extracellular vesicular exosome, P:translational elongation, P:SRP-dependent cotranslational protein targeting to membrane, P:translational termination"
"462";462;"P35268";"RL22_HUMAN";"C:cytosolic large ribosomal subunit, P:viral transcription, P:translational termination, P:SRP-dependent cotranslational protein targeting to membrane, F:RNA binding, P:translational initiation, P:translational elongation, C:extracellular vesicular exosome, F:structural constituent of ribosome, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:alpha-beta T cell differentiation, F:heparin binding"
"463";463;"P62750";"RL23A_HUMAN";"P:viral transcription, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:extracellular vesicular exosome, C:nucleus, C:TORC2 complex, F:structural constituent of ribosome, C:cytosolic large ribosomal subunit, P:translational termination, P:translational elongation, F:rRNA binding, P:cell proliferation, F:nucleotide binding, P:translational initiation, P:SRP-dependent cotranslational protein targeting to membrane"
"464";464;"P61254";"RL26_HUMAN";"P:translational elongation, P:viral transcription, P:rRNA processing, P:translational initiation, C:cytosolic large ribosomal subunit, C:extracellular vesicular exosome, P:SRP-dependent cotranslational protein targeting to membrane, P:translational termination, F:RNA binding, F:structural constituent of ribosome, P:ribosomal large subunit biogenesis, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
"465";465;"P61353";"RL27_HUMAN";"P:translational elongation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:structural constituent of ribosome, C:extracellular vesicular exosome, P:SRP-dependent cotranslational protein targeting to membrane, C:cytosolic large ribosomal subunit, P:translational termination, P:translational initiation, P:viral transcription"
"467";467;"P46779";"RL28_HUMAN";"P:translational elongation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:RNA binding, C:cytosolic large ribosomal subunit, P:translational initiation, P:viral transcription, F:structural constituent of ribosome, P:SRP-dependent cotranslational protein targeting to membrane, C:extracellular vesicular exosome, P:translational termination"
"469";469;"P39023";"RL3_HUMAN";"C:nucleolus, P:SRP-dependent cotranslational protein targeting to membrane, C:extracellular vesicular exosome, P:translational termination, F:structural constituent of ribosome, P:viral transcription, C:cytosolic large ribosomal subunit, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:RNA binding, P:translational initiation, P:cellular response to interleukin-4, P:translational elongation"
"470";470;"P62899";"RL31_HUMAN";"C:cytosolic large ribosomal subunit, P:SRP-dependent cotranslational protein targeting to membrane, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:RNA binding, P:translational initiation, C:extracellular vesicular exosome, P:translational elongation, P:translational termination, P:viral transcription, F:structural constituent of ribosome"
"474";474;"P36578";"RL4_HUMAN";"P:SRP-dependent cotranslational protein targeting to membrane, P:translational elongation, P:translational termination, F:structural constituent of ribosome, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:viral transcription, P:translational initiation, C:cytosolic large ribosomal subunit, C:extracellular vesicular exosome, F:RNA binding, C:nucleolus"
"475";475;"P46777";"RL5_HUMAN";"P:ribosomal large subunit biogenesis, P:translational elongation, F:RNA binding, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:extracellular vesicular exosome, F:5S rRNA binding, P:SRP-dependent cotranslational protein targeting to membrane, C:nucleolus, P:viral transcription, C:nucleus, P:translational termination, P:rRNA processing, C:cytosolic large ribosomal subunit, P:translational initiation, F:structural constituent of ribosome"
"479";479;"P05388";"RLA0_HUMAN";"P:translational initiation, F:structural constituent of ribosome, C:extracellular vesicular exosome, F:RNA binding, P:ribosome biogenesis, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:viral transcription, P:SRP-dependent cotranslational protein targeting to membrane, P:translational termination, C:nucleus, C:cytosolic large ribosomal subunit, P:translational elongation"
"483";483;"P09651";"ROA1_HUMAN";"P:RNA export from nucleus, C:extracellular vesicular exosome, F:single-stranded DNA binding, F:single-stranded RNA binding, C:intermediate filament cytoskeleton, C:nucleolus, P:nuclear import, P:mRNA splicing, via spliceosome, C:catalytic step 2 spliceosome, P:viral process, C:cytoplasm, P:mRNA transport, C:nucleoplasm, F:nucleotide binding"
"490";490;"P62280";"RS11_HUMAN";"P:SRP-dependent cotranslational protein targeting to membrane, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:viral transcription, P:translational elongation, C:cytosolic small ribosomal subunit, P:translational initiation, F:rRNA binding, C:extracellular vesicular exosome, P:translational termination, F:structural constituent of ribosome"
"492";492;"P62263";"RS14_HUMAN";"F:structural constituent of ribosome, C:extracellular vesicular exosome, C:nucleolus, P:SRP-dependent cotranslational protein targeting to membrane, F:translation regulator activity, P:translational elongation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:mitochondrion, P:viral transcription, P:ribosomal small subunit assembly, P:negative regulation of transcription from RNA polymerase II promoter, P:translational initiation, P:maturation of SSU-rRNA, P:translational termination, P:erythrocyte differentiation, F:mRNA 5'-UTR binding, C:cytosolic small ribosomal subunit"
"494";494;"P62249";"RS16_HUMAN";"P:viral transcription, P:ribosomal small subunit biogenesis, P:translational elongation, F:structural constituent of ribosome, C:extracellular vesicular exosome, P:rRNA processing, P:translational termination, P:translational initiation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:SRP-dependent cotranslational protein targeting to membrane, C:cytosolic small ribosomal subunit, F:RNA binding"
"496";496;"P62269";"RS18_HUMAN";"P:translational elongation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:viral transcription, F:structural constituent of ribosome, P:SRP-dependent cotranslational protein targeting to membrane, C:cytosolic small ribosomal subunit, C:extracellular vesicular exosome, P:translational initiation, P:ribosome biogenesis, F:rRNA binding, P:translational termination"
"497";497;"P39019";"RS19_HUMAN";"C:nucleolus, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:protein homodimerization activity, P:translational elongation, C:extracellular vesicular exosome, P:response to extracellular stimulus, F:structural constituent of ribosome, P:positive regulation of respiratory burst involved in inflammatory response, P:translational termination, P:protein tetramerization, P:nucleolus organization, P:maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), P:erythrocyte differentiation, P:negative regulation of respiratory burst involved in inflammatory response, P:monocyte chemotaxis, C:cytosolic small ribosomal subunit, P:positive regulation of cellular component movement, P:SRP-dependent cotranslational protein targeting to membrane, P:ribosomal small subunit assembly, P:viral transcription, P:translational initiation"
"498";498;"P15880";"RS2_HUMAN";"P:translational termination, P:translational initiation, F:structural constituent of ribosome, P:positive regulation of transferase activity, C:cytosolic small ribosomal subunit, P:viral transcription, F:mRNA binding, C:extracellular vesicular exosome, C:nucleoplasm, P:translational elongation, P:SRP-dependent cotranslational protein targeting to membrane, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
"499";499;"P60866";"RS20_HUMAN";"P:translational elongation, F:RNA binding, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:extracellular vesicular exosome, C:cytosolic small ribosomal subunit, P:SRP-dependent cotranslational protein targeting to membrane, F:structural constituent of ribosome, P:translational initiation, P:viral transcription, P:translational termination"
"501";501;"P62851";"RS25_HUMAN";"C:cytosolic small ribosomal subunit, F:structural constituent of ribosome, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:translational elongation, P:viral transcription, P:SRP-dependent cotranslational protein targeting to membrane, C:extracellular vesicular exosome, C:nucleolus, P:translational initiation, P:ribosomal small subunit assembly, F:RNA binding, P:translational termination"
"502";502;"P62854";"RS26_HUMAN";"F:mRNA binding, F:structural constituent of ribosome, P:translational elongation, P:translational termination, P:viral transcription, C:extracellular vesicular exosome, P:negative regulation of RNA splicing, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:cytosolic small ribosomal subunit, P:translational initiation, P:SRP-dependent cotranslational protein targeting to membrane"
"504";504;"P62979";"RS27A_HUMAN";"P:translational initiation, C:endocytic vesicle membrane, P:negative regulation of apoptotic process, P:apoptotic signaling pathway, P:G1/S transition of mitotic cell cycle, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, C:extracellular vesicular exosome, P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:endosomal transport, P:neurotrophin TRK receptor signaling pathway, P:protein polyubiquitination, P:transcription initiation from RNA polymerase II promoter, P:toll-like receptor TLR6:TLR2 signaling pathway, P:toll-like receptor 10 signaling pathway, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, P:fibroblast growth factor receptor signaling pathway, P:innate immune response, P:toll-like receptor 3 signaling pathway, P:toll-like receptor 9 signaling pathway, P:nucleotide-binding oligomerization domain containing signaling pathway, P:JNK cascade, P:ion transmembrane transport, C:nucleoplasm, P:viral protein processing, F:structural constituent of ribosome, P:toll-like receptor 4 signaling pathway, P:positive regulation of NF-kappaB transcription factor activity, P:positive regulation of type I interferon production, P:toll-like receptor 2 signaling pathway, P:translational termination, P:SRP-dependent cotranslational protein targeting to membrane, P:toll-like receptor 5 signaling pathway, P:Notch signaling pathway, C:plasma membrane, P:I-kappaB kinase/NF-kappaB signaling, P:negative regulation of epidermal growth factor receptor signaling pathway, P:negative regulation of transforming growth factor beta receptor signaling pathway, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, F:metal ion binding, P:cytokine-mediated signaling pathway, P:TRIF-dependent toll-like receptor signaling pathway, P:T cell receptor signaling pathway, C:cytosolic small ribosomal subunit, P:regulation of transcription from RNA polymerase II promoter in response to hypoxia, P:epidermal growth factor receptor signaling pathway, P:Fc-epsilon receptor signaling pathway, P:positive regulation of I-kappaB kinase/NF-kappaB signaling, P:DNA repair, P:Notch receptor processing, P:transforming growth factor beta receptor signaling pathway, P:negative regulation of type I interferon production, P:translational elongation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:viral transcription, P:toll-like receptor TLR1:TLR2 signaling pathway, P:MyD88-dependent toll-like receptor signaling pathway, P:positive regulation of transcription from RNA polymerase II promoter, P:positive regulation of apoptotic process, P:activation of MAPK activity, P:negative regulation of transcription from RNA polymerase II promoter, P:virion assembly, C:endosome membrane"
"505";505;"P62857";"RS28_HUMAN";"P:translational initiation, P:viral transcription, P:translational termination, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:translational elongation, C:extracellular vesicular exosome, P:ribosomal small subunit biogenesis, C:cytosolic small ribosomal subunit, P:SRP-dependent cotranslational protein targeting to membrane, P:rRNA processing, F:structural constituent of ribosome"
"506";506;"P23396";"RS3_HUMAN";"C:ruffle membrane, F:endonuclease activity, P:positive regulation of execution phase of apoptosis, C:nucleus, F:iron-sulfur cluster binding, P:negative regulation of DNA repair, F:DNA-(apurinic or apyrimidinic site) lyase activity, P:positive regulation of DNA N-glycosylase activity, P:translational termination, C:extracellular vesicular exosome, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:translational initiation, F:damaged DNA binding, F:structural constituent of ribosome, P:activation of cysteine-type endopeptidase activity involved in apoptotic process, P:negative regulation of NF-kappaB transcription factor activity, C:cytosolic small ribosomal subunit, P:cellular response to DNA damage stimulus, P:translational elongation, F:mRNA binding, P:viral transcription, P:SRP-dependent cotranslational protein targeting to membrane"
"507";507;"P61247";"RS3A_HUMAN";"P:SRP-dependent cotranslational protein targeting to membrane, P:cell differentiation, P:viral transcription, P:translational termination, P:negative regulation of apoptotic process, P:translational elongation, C:extracellular vesicular exosome, P:cytoplasmic translation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:translational initiation, C:cytosolic small ribosomal subunit, F:RNA binding, C:nucleolus, F:structural constituent of ribosome"
"508";508;"P62701";"RS4X_HUMAN";"P:viral transcription, P:SRP-dependent cotranslational protein targeting to membrane, C:cytosolic small ribosomal subunit, C:extracellular vesicular exosome, P:positive regulation of translation, P:multicellular organismal development, C:polysome, P:translational elongation, P:translational termination, P:positive regulation of cell proliferation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:structural constituent of ribosome, P:translational initiation, F:rRNA binding"
"509";509;"P46782";"RS5_HUMAN";"P:translational termination, P:SRP-dependent cotranslational protein targeting to membrane, C:extracellular vesicular exosome, P:translational initiation, P:translational elongation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:mRNA binding, P:regulation of translational fidelity, P:viral transcription, C:cytosolic small ribosomal subunit, F:structural constituent of ribosome"
"512";512;"P46781";"RS9_HUMAN";"P:viral transcription, F:structural constituent of ribosome, F:translation regulator activity, P:SRP-dependent cotranslational protein targeting to membrane, P:positive regulation of cell proliferation, P:translational initiation, C:cytosolic small ribosomal subunit, C:extracellular vesicular exosome, P:translational elongation, F:rRNA binding, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:translational termination, C:nucleolus"
"514";514;"P08865";"RSSA_HUMAN";"P:SRP-dependent cotranslational protein targeting to membrane, P:rRNA export from nucleus, C:cytosolic small ribosomal subunit, C:90S preribosome, F:ribosome binding, F:laminin receptor activity, P:translational termination, P:translational elongation, P:endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA), C:nucleus, F:structural constituent of ribosome, P:translational initiation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), C:plasma membrane, P:cell adhesion, P:ribosomal small subunit assembly, C:extracellular vesicular exosome, P:viral transcription"
"520";520;"Q9Y265";"RUVB1_HUMAN";"P:DNA recombination, C:microtubule organizing center, C:MLL1 complex, P:regulation of transcription from RNA polymerase II promoter, P:spermatogenesis, F:DNA helicase activity, P:histone H2A acetylation, P:DNA repair, P:histone H4 acetylation, F:ATP binding, P:CENP-A containing nucleosome assembly at centromere, P:transcription, DNA-templated, C:extracellular vesicular exosome, C:membrane, P:regulation of growth, C:Ino80 complex, C:NuA4 histone acetyltransferase complex, P:mitosis, C:Golgi apparatus, C:nuclear matrix"
"521";521;"Q9Y230";"RUVB2_HUMAN";"P:histone H2A acetylation, P:transcription, DNA-templated, C:NuA4 histone acetyltransferase complex, C:extracellular vesicular exosome, F:ATP-dependent DNA helicase activity, C:membrane, C:nuclear matrix, C:MLL1 complex, P:histone H4 acetylation, F:ATP-dependent 5'-3' DNA helicase activity, P:protein folding, C:Ino80 complex, C:cytoplasm, F:ATP binding, P:regulation of transcription, DNA-templated, F:unfolded protein binding, P:regulation of growth, P:DNA repair, P:DNA recombination, F:identical protein binding, C:ribonucleoprotein complex, P:cellular response to UV, F:damaged DNA binding"
"525";525;"O14828";"SCAM3_HUMAN";"P:protein transport, P:response to retinoic acid, C:extracellular vesicular exosome, C:integral component of membrane, C:Golgi membrane, P:post-Golgi vesicle-mediated transport"
"529";529;"Q92854";"SEM4D_HUMAN";"F:semaphorin receptor binding, P:negative regulation of peptidyl-tyrosine phosphorylation, P:negative regulation of alkaline phosphatase activity, P:semaphorin-plexin signaling pathway involved in bone trabecula morphogenesis, C:extracellular space, P:negative regulation of transcription from RNA polymerase II promoter, P:positive regulation of collateral sprouting, P:ossification involved in bone maturation, P:immune response, C:integral component of plasma membrane, P:positive regulation of phosphatidylinositol 3-kinase signaling, P:positive regulation of Rho GTPase activity, P:regulation of cell shape, P:negative regulation of osteoblast differentiation, P:leukocyte aggregation, P:positive regulation of cell migration, P:negative regulation of apoptotic process, P:regulation of dendrite morphogenesis, P:axon guidance, F:transmembrane signaling receptor activity, P:positive regulation of peptidyl-tyrosine phosphorylation"
"530";530;"Q15019";"SEPT2_HUMAN";"P:cilium assembly, C:septin complex, P:regulation of protein localization, C:ciliary membrane, C:cell surface, P:neuron projection development, C:midbody, C:exocyst, P:mitosis, C:cytoplasm, C:spindle, P:smoothened signaling pathway, C:condensed chromosome kinetochore, C:extracellular vesicular exosome, C:synapse, C:nucleolus, C:actin cytoskeleton, C:cleavage furrow, F:GTP binding, F:enzyme regulator activity, C:perinuclear region of cytoplasm, P:regulation of L-glutamate transport"
"531";531;"O43175";"SERA_HUMAN";"C:extracellular vesicular exosome, P:spinal cord development, P:G1 to G0 transition, P:brain development, P:L-serine biosynthetic process, P:glial cell development, P:neuron projection development, F:electron carrier activity, F:NAD binding, F:phosphoglycerate dehydrogenase activity, P:regulation of gene expression, P:threonine metabolic process, P:glutamine metabolic process, P:taurine metabolic process, C:cytosol, P:glycine metabolic process, P:cellular nitrogen compound metabolic process, P:gamma-aminobutyric acid metabolic process, P:neural tube development"
"546";546;"P62316";"SMD2_HUMAN";"P:spliceosomal complex assembly, C:extracellular vesicular exosome, C:U4 snRNP, C:SMN-Sm protein complex, C:U12-type spliceosomal complex, C:nucleoplasm, C:catalytic step 2 spliceosome, C:pICln-Sm protein complex, C:cytosol, P:ncRNA metabolic process, C:methylosome, P:spliceosomal snRNP assembly, C:U1 snRNP"
"549";549;"Q7KZF4";"SND1_HUMAN";"F:transcription cofactor activity, P:gene silencing by RNA, F:nucleic acid binding, C:mitochondrion, P:viral process, P:transcription, DNA-templated, C:nucleus, C:melanosome, F:nuclease activity, P:nucleic acid phosphodiester bond hydrolysis, P:regulation of transcription, DNA-templated, C:extracellular vesicular exosome, C:RISC complex, C:cytoplasm"
"551";551;"Q01082";"SPTB2_HUMAN";"P:axon guidance, F:actin binding, C:extracellular vesicular exosome, C:spectrin-associated cytoskeleton, P:common-partner SMAD protein phosphorylation, F:phospholipid binding, C:M band, P:protein targeting to plasma membrane, P:Golgi to plasma membrane protein transport, P:membrane assembly, C:protein complex, C:axolemma, P:actin filament capping, P:SMAD protein import into nucleus, C:spectrin, C:nucleolus, F:ankyrin binding, C:cytosol, F:structural constituent of cytoskeleton, C:cuticular plate, P:mitotic cytokinesis"
"553";553;"Q13813";"SPTN1_HUMAN";"C:cytosol, F:structural constituent of cytoskeleton, C:lateral plasma membrane, P:actin filament capping, P:axon guidance, C:spectrin, C:cuticular plate, P:cellular component disassembly involved in execution phase of apoptosis, C:fascia adherens, C:membrane, F:calcium ion binding, C:intracellular membrane-bounded organelle, C:Z disc, C:extracellular vesicular exosome, F:actin binding, C:microtubule cytoskeleton"
"565";565;"Q04837";"SSBP_HUMAN";"P:DNA replication, F:single-stranded DNA binding, C:mitochondrial nucleoid, P:mitochondrion morphogenesis, C:extracellular vesicular exosome, P:positive regulation of helicase activity, F:chromatin binding"
"568";568;"O94804";"STK10_HUMAN";"P:regulation of lymphocyte migration, F:protein homodimerization activity, C:extracellular vesicular exosome, C:cytoplasm, P:protein autophosphorylation, C:plasma membrane, P:lymphocyte aggregation, F:polo kinase kinase activity, P:cell cycle, F:ATP binding"
"569";569;"P16949";"STMN1_HUMAN";"F:tubulin binding, C:membrane, C:microtubule, C:intracellular, F:signal transducer activity, P:response to virus, P:intracellular signal transduction, C:cytosol, P:axonogenesis, P:microtubule depolymerization, P:positive regulation of cellular component movement, P:mitotic spindle organization, P:negative regulation of microtubule polymerization, C:extracellular vesicular exosome"
"570";570;"P27105";"STOM_HUMAN";"C:extracellular vesicular exosome, C:blood microparticle, C:melanosome, P:protein homooligomerization, C:integral component of plasma membrane, C:cytoskeleton, C:cytoplasm, C:membrane raft"
"571";571;"Q9UH65";"SWP70_HUMAN";"F:calcium ion binding, C:cytoplasm, C:lamellipodium, F:DNA binding, C:plasma membrane, P:isotype switching, F:ATP binding, C:nucleus"
"572";572;"P14868";"SYDC_HUMAN";"F:nucleic acid binding, F:aspartate-tRNA ligase activity, F:aminoacylase activity, C:extracellular vesicular exosome, F:ATP binding, P:protein complex assembly, P:aspartyl-tRNA aminoacylation, C:cytosol"
"574";574;"P41252";"SYIC_HUMAN";"C:cytosol, F:isoleucine-tRNA ligase activity, F:aminoacyl-tRNA editing activity, P:regulation of translational fidelity, P:tRNA aminoacylation for protein translation, C:nucleus, P:isoleucyl-tRNA aminoacylation, F:ATP binding, C:extracellular vesicular exosome"
