"";"Protein.G";"Protein.Acs";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5574";"Spectra.Count.P5574";"DNSAF.P5574";"Unspecific.Spectra.Count";"Go.Bp";"Go.Cc";"Go.F"
"978";"Q9UNL2";"Q9UNL2";"SSRG_HUMAN";"Translocon-associated protein subunit gamma";"SSR3";"1";"4";"7.07612132586678E-4";"1";"4";"9.38521520668435E-4";"0";"SRP-dependent cotranslational protein targeting to membrane;translation";"Sec61 translocon complex;integral to endoplasmic reticulum membrane";""
"979";"Q9UPT5-1,Q9UPT5-2,Q9UPT5-3,Q9UPT5-5,Q9UPT5-6";"Q9UPT5";"EXOC7_HUMAN";"Exocyst complex component 7";"EXOC7";"1";"1";"8.90532275704322E-6";"1";"1";"0";"0";"cellular protein metabolic process;protein transport;exocytosis";"exocyst;growth cone membrane;cytosol;plasma membrane;centriolar satellite";""
"980";"Q9Y277-1";"Q9Y277";"VDAC3_HUMAN";"Voltage-dependent anion-selective channel protein 3";"VDAC3";"11";"35";"0.00453516897207611";"11";"35";"0";"10";"adenine transport";"mitochondrial outer membrane;pore complex";"porin activity;nucleotide binding;voltage-gated anion channel activity"
"984";"Q9Y639-1,Q9Y639-2";"Q9Y639";"NPTN_HUMAN";"Neuroplastin";"NPTN";"5";"11";"4.52258382479237E-4";"5";"11";"0";"0";"positive regulation of long-term neuronal synaptic plasticity;positive regulation of protein phosphorylation;long-term synaptic potentiation;positive regulation of fibroblast growth factor receptor signaling pathway;homophilic cell adhesion;positive regulation of neuron projection development;elevation of cytosolic calcium ion concentration";"plasma membrane;presynaptic membrane;integral to membrane";"type 1 fibroblast growth factor receptor binding;cell adhesion molecule binding"
"985";"Q9Y673-1";"Q9Y673";"ALG5_HUMAN";"Dolichyl-phosphate beta-glucosyltransferase";"ALG5";"8";"12";"0.00121211337526422";"8";"12";"0";"0";"determination of left/right symmetry;dolichol-linked oligosaccharide biosynthetic process;protein N-linked glycosylation via asparagine;post-translational protein modification";"integral to membrane;endoplasmic reticulum membrane";"dolichyl-phosphate beta-glucosyltransferase activity;oligosaccharyl transferase activity"
"986";"Q9Y679-1,Q9Y679-2";"Q9Y679";"AUP1_HUMAN";"Ancient ubiquitous protein 1";"AUP1";"7";"13";"4.46903145711912E-4";"7";"13";"0";"0";"";"endoplasmic reticulum;nucleus;integral to membrane;endoplasmic reticulum membrane";""
"987";"Q16891-1";"Q16891";"IMMT_HUMAN";"Mitochondrial inner membrane protein";"IMMT";"1";"1";"0.00250418145865932";"1";"1";"0";"114";"response to cold;mitochondrial calcium ion homeostasis";"mitochondrial inner membrane;integral to membrane";""
"988";"P16615-1";"P16615";"AT2A2_HUMAN";"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2";"ATP2A2";"25";"53";"0.00214711879830142";"25";"53";"0";"20";"positive regulation of heart rate;epidermis development;relaxation of cardiac muscle;cell adhesion;regulation of the force of heart contraction;cellular calcium ion homeostasis;ER-nucleus signaling pathway;blood coagulation;negative regulation of heart contraction;sarcoplasmic reticulum calcium ion transport";"sarcoplasmic reticulum membrane;platelet dense tubular network membrane;integral to plasma membrane";"calcium-transporting ATPase activity involved in regulation of cardiac muscle cell membrane potential;metal ion binding;ATP binding"
"989";"P05023-1";"P05023";"AT1A1_HUMAN";"Sodium/potassium-transporting ATPase subunit alpha-1";"ATP1A1";"19";"39";"0.00193387179417155";"19";"39";"0";"22";"negative regulation of heart contraction;regulation of cardiac muscle cell contraction;negative regulation of glucocorticoid biosynthetic process;cellular response to mechanical stimulus;ATP biosynthetic process;positive regulation of heart contraction;response to drug;potassium ion import;regulation of blood pressure;regulation of the force of heart contraction;membrane hyperpolarization;positive regulation of striated muscle contraction;regulation of sodium ion transport";"caveola;T-tubule;Golgi apparatus;sodium:potassium-exchanging ATPase complex;endosome;melanosome;endoplasmic reticulum;basolateral plasma membrane";"sodium:potassium-exchanging ATPase activity;ADP binding;potassium ion binding;4-nitrophenylphosphatase activity;ATP binding;sodium ion binding;chaperone binding"
"992";"P04899-1,P04899-4";"P04899";"GNAI2_HUMAN";"Guanine nucleotide-binding protein G(i) subunit alpha-2";"GNAI2";"11";"25";"0.00175747570831821";"11";"25";"0";"23";"response to nutrient;positive regulation of cell proliferation;synaptic transmission;activation of MAPKK activity;cell proliferation;negative regulation of synaptic transmission;negative regulation of adenylate cyclase activity;gamma-aminobutyric acid signaling pathway;adenosine receptor signaling pathway;regulation of calcium ion transport;G-protein coupled acetylcholine receptor signaling pathway;platelet activation;adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway;cell division;cell cycle;intracellular protein kinase cascade";"cytosol;midbody;heterotrimeric G-protein complex;cytoplasm;membrane raft;centrosome;nucleus";"G-protein beta/gamma-subunit complex binding;metal ion binding;GTPase activity;signal transducer activity;G-protein coupled receptor binding;GTP binding"
"993";"P10316";"P10316";"1A69_HUMAN";"HLA class I histocompatibility antigen, A-69 alpha chain";"HLA-A";"0";"0";"0";"0";"0";"0";"51";"regulation of immune response;positive regulation of T cell mediated cytotoxicity;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;modulation by virus of host morphology or physiology;interferon-gamma-mediated signaling pathway;type I interferon-mediated signaling pathway";"integral to lumenal side of endoplasmic reticulum membrane;ER to Golgi transport vesicle membrane;MHC class I protein complex;early endosome membrane;phagocytic vesicle membrane;plasma membrane;Golgi membrane";"peptide antigen binding"
"994";"P01892";"P01892";"1A02_HUMAN";"HLA class I histocompatibility antigen, A-2 alpha chain";"HLA-A";"0";"0";"0";"0";"0";"0";"53";"regulation of immune response;positive regulation of T cell mediated cytotoxicity;interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;regulation of defense response to virus by virus;viral process;modulation by virus of host morphology or physiology;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway";"Golgi membrane;early endosome membrane;plasma membrane;phagocytic vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane;ER to Golgi transport vesicle membrane;MHC class I protein complex";"peptide antigen binding"
"995";"Q9NVI7-2";"Q9NVI7";"ATD3A_HUMAN";"ATPase family AAA domain-containing protein 3A";"ATAD3A";"14";"24";"0.00123887928575901";"14";"24";"0";"0";"negative regulation of apoptotic process;cell growth";"integral to membrane;mitochondrion;mitochondrial nucleoid;mitochondrial inner membrane";"nucleoside-triphosphatase activity;ATP binding"
"998";"O95831-1,O95831-3";"O95831";"AIFM1_HUMAN";"Apoptosis-inducing factor 1, mitochondrial";"AIFM1";"12";"21";"5.60577719229046E-4";"12";"21";"0";"0";"apoptotic DNA fragmentation;neuron differentiation;mitochondrial respiratory chain complex I assembly;intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress;neuron apoptotic process;activation of cysteine-type endopeptidase activity involved in apoptotic process;cell redox homeostasis";"mitochondrial intermembrane space;mitochondrial inner membrane;perinuclear region of cytoplasm;cytosol;nucleus";"electron carrier activity;DNA binding;flavin adenine dinucleotide binding;oxidoreductase activity"
"999";"P20340-2";"P20340";"RAB6A_HUMAN";"Ras-related protein Rab-6A";"RAB6A";"7";"14";"0.00363795428673972";"7";"14";"0";"20";"minus-end-directed organelle transport along microtubule;small GTPase mediated signal transduction;protein targeting to Golgi;retrograde vesicle-mediated transport;peptidyl-cysteine methylation";"cytoplasmic vesicle;trans-Golgi network;cytosol;membrane;Golgi apparatus;Golgi membrane";"GTPase activity;GTP binding"
"1000";"Q13509";"Q13509";"TBB3_HUMAN";"Tubulin beta-3 chain";"TUBB3";"0";"0";"0";"0";"0";"0";"53";"mitosis;'de novo' posttranslational protein folding;protein polymerization;axon guidance;microtubule-based process";"axon;cytoplasm;microtubule;plasma membrane";"structural constituent of cytoskeleton;peptide binding;GTPase activity;GTP binding"
"1003";"P61019-1";"P61019";"RAB2A_HUMAN";"Ras-related protein Rab-2A";"RAB2A";"6";"21";"0.00609464327121059";"6";"21";"0";"22";"ER to Golgi vesicle-mediated transport;protein transport;small GTPase mediated signal transduction;mitotic cell cycle";"melanosome;Golgi membrane;endoplasmic reticulum membrane;endoplasmic reticulum-Golgi intermediate compartment membrane";"GTPase activity;GDP binding;GTP binding"
"1004";"Q04826";"Q04826";"1B40_HUMAN";"HLA class I histocompatibility antigen, B-40 alpha chain";"HLA-B";"0";"0";"0";"0";"0";"0";"31";"antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;modulation by virus of host morphology or physiology;interferon-gamma-mediated signaling pathway;positive regulation of T cell mediated cytotoxicity;regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I";"MHC class I protein complex;plasma membrane;integral to lumenal side of endoplasmic reticulum membrane;ER to Golgi transport vesicle membrane;Golgi membrane;phagocytic vesicle membrane;early endosome membrane";"peptide antigen binding"
"1005";"P30479";"P30479";"1B41_HUMAN";"HLA class I histocompatibility antigen, B-41 alpha chain";"HLA-B";"0";"0";"0";"0";"0";"0";"31";"antigen processing and presentation of exogenous peptide antigen via MHC class I;regulation of immune response;positive regulation of T cell mediated cytotoxicity;modulation by virus of host morphology or physiology;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway;type I interferon-mediated signaling pathway";"Golgi membrane;ER to Golgi transport vesicle membrane;MHC class I protein complex;early endosome membrane;plasma membrane;phagocytic vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane";"peptide antigen binding"
"1006";"P30447";"P30447";"1A23_HUMAN";"HLA class I histocompatibility antigen, A-23 alpha chain";"HLA-A";"0";"0";"0";"0";"0";"0";"27";"interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;positive regulation of T cell mediated cytotoxicity;modulation by virus of host morphology or physiology;type I interferon-mediated signaling pathway";"ER to Golgi transport vesicle membrane;MHC class I protein complex;integral to lumenal side of endoplasmic reticulum membrane;Golgi membrane;plasma membrane;phagocytic vesicle membrane;early endosome membrane";"peptide antigen binding"
"1008";"P30486,Q31610";"P30486";"1B48_HUMAN, 1B81_HUMAN";"HLA class I histocompatibility antigen, B-48 alpha chain, HLA class I histocompatibility antigen, B-81 alpha chain";"HLA-B";"0";"0";"0";"0";"0";"0";"28";"modulation by virus of host morphology or physiology;positive regulation of T cell mediated cytotoxicity;immune response;antigen processing and presentation of peptide antigen via MHC class I;type I interferon-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway";"integral to membrane;MHC class I protein complex;Golgi membrane;phagocytic vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane;plasma membrane;early endosome membrane;ER to Golgi transport vesicle membrane";"peptide antigen binding"
"1009";"P30508";"P30508";"1C12_HUMAN";"HLA class I histocompatibility antigen, Cw-12 alpha chain";"HLA-C";"0";"0";"0";"0";"0";"0";"29";"regulation of immune response;positive regulation of T cell mediated cytotoxicity;type I interferon-mediated signaling pathway;modulation by virus of host morphology or physiology;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway";"early endosome membrane;Golgi membrane;MHC class I protein complex;integral to plasma membrane;phagocytic vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane;ER to Golgi transport vesicle membrane";"peptide antigen binding"
"1010";"Q07000";"Q07000";"1C15_HUMAN";"HLA class I histocompatibility antigen, Cw-15 alpha chain";"HLA-C";"0";"0";"0";"0";"0";"0";"28";"interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;positive regulation of T cell mediated cytotoxicity;regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;modulation by virus of host morphology or physiology";"Golgi membrane;MHC class I protein complex;ER to Golgi transport vesicle membrane;plasma membrane;phagocytic vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane;early endosome membrane";"peptide antigen binding"
"1011";"P30460,P30480";"P30460";"1B08_HUMAN, 1B42_HUMAN";"HLA class I histocompatibility antigen, B-42 alpha chain, HLA class I histocompatibility antigen, B-8 alpha chain";"HLA-B";"0";"0";"0";"0";"0";"0";"29";"interferon-gamma-mediated signaling pathway;modulation by virus of host morphology or physiology;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;positive regulation of T cell mediated cytotoxicity;regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I";"integral to plasma membrane;integral to lumenal side of endoplasmic reticulum membrane;Golgi membrane;ER to Golgi transport vesicle membrane;early endosome membrane;MHC class I protein complex;phagocytic vesicle membrane;plasma membrane";"receptor binding;peptide antigen binding"
"1012";"P61224";"P61224";"RAP1B_HUMAN";"Ras-related protein Rap-1b";"RAP1B";"4";"12";"0.00370947275096844";"4";"12";"0.00491995522234855";"13";"regulation of establishment of cell polarity;energy reserve metabolic process;cell proliferation;Rap protein signal transduction;platelet activation;regulation of insulin secretion;regulation of cell junction assembly;cellular response to cAMP;establishment of endothelial barrier";"cytosol;plasma membrane;lipid particle;cell-cell junction";"GTP binding;GTPase activity;GDP binding"
"1013";"P04222";"P04222";"1C03_HUMAN";"HLA class I histocompatibility antigen, Cw-3 alpha chain";"HLA-C";"0";"0";"0";"0";"0";"0";"24";"regulation of immune response;positive regulation of T cell mediated cytotoxicity;type I interferon-mediated signaling pathway;interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;modulation by virus of host morphology or physiology";"integral to lumenal side of endoplasmic reticulum membrane;plasma membrane;MHC class I protein complex;Golgi membrane;phagocytic vesicle membrane;ER to Golgi transport vesicle membrane;early endosome membrane";"peptide antigen binding;receptor binding"
"1014";"O95864-1";"O95864";"FADS2_HUMAN";"Fatty acid desaturase 2";"FADS2";"9";"16";"0.00123832123202669";"9";"16";"0";"1";"alpha-linolenic acid metabolic process;unsaturated fatty acid biosynthetic process;linoleic acid metabolic process";"integral to plasma membrane;endoplasmic reticulum membrane";"heme binding;iron ion binding;stearoyl-CoA 9-desaturase activity"
"1015";"Q95604";"Q95604";"1C17_HUMAN";"HLA class I histocompatibility antigen, Cw-17 alpha chain";"HLA-C";"0";"0";"0";"0";"0";"0";"27";"regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;modulation by virus of host morphology or physiology;positive regulation of T cell mediated cytotoxicity;interferon-gamma-mediated signaling pathway";"MHC class I protein complex;ER to Golgi transport vesicle membrane;phagocytic vesicle membrane;plasma membrane;Golgi membrane;integral to lumenal side of endoplasmic reticulum membrane;early endosome membrane";"peptide antigen binding"
"1016";"P16190";"P16190";"1A33_HUMAN";"HLA class I histocompatibility antigen, A-33 alpha chain";"HLA-A";"0";"0";"0";"0";"0";"0";"29";"antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;interferon-gamma-mediated signaling pathway;regulation of immune response;positive regulation of T cell mediated cytotoxicity;modulation by virus of host morphology or physiology";"early endosome membrane;phagocytic vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane;Golgi membrane;plasma membrane;ER to Golgi transport vesicle membrane;MHC class I protein complex";"peptide antigen binding"
"1017";"P18465";"P18465";"1B57_HUMAN";"HLA class I histocompatibility antigen, B-57 alpha chain";"HLA-B";"0";"0";"0";"0";"0";"0";"25";"antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;regulation of immune response;positive regulation of T cell mediated cytotoxicity;interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;modulation by virus of host morphology or physiology";"Golgi membrane;plasma membrane;early endosome membrane;phagocytic vesicle membrane;MHC class I protein complex;integral to lumenal side of endoplasmic reticulum membrane;ER to Golgi transport vesicle membrane";"peptide antigen binding"
"1018";"P01889";"P01889";"1B07_HUMAN";"HLA class I histocompatibility antigen, B-7 alpha chain";"HLA-B";"0";"0";"0";"0";"0";"0";"27";"regulation of interleukin-12 production;type I interferon-mediated signaling pathway;regulation of immune response;regulation of interleukin-6 production;positive regulation of T cell mediated cytotoxicity;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;modulation by virus of host morphology or physiology;regulation of dendritic cell differentiation;regulation of T cell anergy;interferon-gamma-mediated signaling pathway";"ER to Golgi transport vesicle membrane;integral to plasma membrane;integral to lumenal side of endoplasmic reticulum membrane;MHC class I protein complex;phagocytic vesicle membrane;Golgi membrane;early endosome membrane";"peptide antigen binding"
"1019";"P30453";"P30453";"1A34_HUMAN";"HLA class I histocompatibility antigen, A-34 alpha chain";"HLA-A";"0";"0";"0";"0";"0";"0";"29";"regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;modulation by virus of host morphology or physiology;positive regulation of T cell mediated cytotoxicity;interferon-gamma-mediated signaling pathway;type I interferon-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I";"early endosome membrane;ER to Golgi transport vesicle membrane;Golgi membrane;plasma membrane;MHC class I protein complex;phagocytic vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane";"peptide antigen binding"
"1021";"P51809-1";"P51809";"VAMP7_HUMAN";"Vesicle-associated membrane protein 7";"VAMP7";"9";"16";"0.00238014990051883";"9";"16";"0";"0";"eosinophil degranulation;endosome to lysosome transport;calcium ion-dependent exocytosis;neutrophil degranulation;Golgi to plasma membrane protein transport;regulation of protein targeting to vacuolar membrane;ER to Golgi vesicle-mediated transport;triglyceride transport;post-Golgi vesicle-mediated transport;vesicle fusion with Golgi apparatus;vesicle fusion;phagocytosis";"phagocytic vesicle membrane;lysosomal membrane;perinuclear region of cytoplasm;Golgi apparatus;phagocytic vesicle;cell junction;late endosome membrane;SNARE complex;endoplasmic reticulum membrane;synapse;plasma membrane;neuron projection;transport vesicle membrane;apical part of cell;integral to membrane";""
"1022";"Q08431-1";"Q08431";"MFGM_HUMAN";"Lactadherin";"MFGE8";"9";"15";"0.00126849074155558";"9";"15";"0";"0";"phagocytosis;angiogenesis;cell adhesion;modulation by virus of host morphology or physiology;single fertilization;phagocytosis;positive regulation of apoptotic cell clearance";"external side of plasma membrane;extracellular space;extrinsic to plasma membrane;extracellular vesicular exosome";"phosphatidylethanolamine binding;phosphatidylserine binding"
"1023";"Q31612";"Q31612";"1B73_HUMAN";"HLA class I histocompatibility antigen, B-73 alpha chain";"HLA-B";"0";"0";"0";"0";"0";"0";"27";"regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;interferon-gamma-mediated signaling pathway;modulation by virus of host morphology or physiology;positive regulation of T cell mediated cytotoxicity";"Golgi membrane;phagocytic vesicle membrane;early endosome membrane;ER to Golgi transport vesicle membrane;plasma membrane;integral to lumenal side of endoplasmic reticulum membrane;MHC class I protein complex";"peptide antigen binding"
"1024";"P10321";"P10321";"1C07_HUMAN";"HLA class I histocompatibility antigen, Cw-7 alpha chain";"HLA-C";"0";"0";"0";"0";"0";"0";"24";"modulation by virus of host morphology or physiology;positive regulation of T cell mediated cytotoxicity;regulation of immune response;interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway";"plasma membrane;ER to Golgi transport vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane;Golgi membrane;MHC class I protein complex;phagocytic vesicle membrane;early endosome membrane";"receptor binding;peptide antigen binding"
"1025";"P10319";"P10319";"1B58_HUMAN";"HLA class I histocompatibility antigen, B-58 alpha chain";"HLA-B";"0";"0";"0";"0";"0";"0";"23";"type I interferon-mediated signaling pathway;regulation of immune response;positive regulation of T cell mediated cytotoxicity;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway;modulation by virus of host morphology or physiology;antigen processing and presentation of exogenous peptide antigen via MHC class I";"early endosome membrane;phagocytic vesicle membrane;Golgi membrane;MHC class I protein complex;integral to lumenal side of endoplasmic reticulum membrane;ER to Golgi transport vesicle membrane;plasma membrane";"peptide antigen binding"
"1026";"P30501";"P30501";"1C02_HUMAN";"HLA class I histocompatibility antigen, Cw-2 alpha chain";"HLA-C";"0";"0";"0";"0";"0";"0";"25";"antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;modulation by virus of host morphology or physiology;positive regulation of T cell mediated cytotoxicity;type I interferon-mediated signaling pathway;regulation of immune response;interferon-gamma-mediated signaling pathway";"ER to Golgi transport vesicle membrane;Golgi membrane;early endosome membrane;integral to plasma membrane;integral to lumenal side of endoplasmic reticulum membrane;phagocytic vesicle membrane;MHC class I protein complex";"peptide antigen binding"
"1027";"P18464,P30490,P30498";"P18464";"1B51_HUMAN, 1B52_HUMAN, 1B78_HUMAN";"HLA class I histocompatibility antigen, B-51 alpha chain, HLA class I histocompatibility antigen, B-52 alpha chain, HLA class I histocompatibility antigen, B-78 alpha chain";"HLA-B";"0";"0";"0";"0";"0";"0";"21";"type I interferon-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway;positive regulation of T cell mediated cytotoxicity;antigen processing and presentation of exogenous peptide antigen via MHC class I;regulation of immune response;modulation by virus of host morphology or physiology";"early endosome membrane;ER to Golgi transport vesicle membrane;plasma membrane;MHC class I protein complex;integral to lumenal side of endoplasmic reticulum membrane;Golgi membrane;phagocytic vesicle membrane";"peptide antigen binding"
"1029";"P30495";"P30495";"1B56_HUMAN";"HLA class I histocompatibility antigen, B-56 alpha chain";"HLA-B";"0";"0";"0";"0";"0";"0";"21";"antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;positive regulation of T cell mediated cytotoxicity;regulation of immune response;modulation by virus of host morphology or physiology;interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I";"integral to lumenal side of endoplasmic reticulum membrane;Golgi membrane;plasma membrane;early endosome membrane;ER to Golgi transport vesicle membrane;phagocytic vesicle membrane;MHC class I protein complex";"peptide antigen binding"
"1030";"P30492";"P30492";"1B54_HUMAN";"HLA class I histocompatibility antigen, B-54 alpha chain";"HLA-B";"0";"0";"0";"0";"0";"0";"20";"antigen processing and presentation of exogenous peptide antigen via MHC class I;modulation by virus of host morphology or physiology;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway;positive regulation of T cell mediated cytotoxicity;regulation of immune response;type I interferon-mediated signaling pathway";"Golgi membrane;early endosome membrane;integral to lumenal side of endoplasmic reticulum membrane;plasma membrane;MHC class I protein complex;ER to Golgi transport vesicle membrane;phagocytic vesicle membrane";"peptide antigen binding"
"1031";"P30466";"P30466";"1B18_HUMAN";"HLA class I histocompatibility antigen, B-18 alpha chain";"HLA-B";"0";"0";"0";"0";"0";"0";"21";"regulation of immune response;positive regulation of T cell mediated cytotoxicity;type I interferon-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;modulation by virus of host morphology or physiology";"early endosome membrane;phagocytic vesicle membrane;Golgi membrane;integral to lumenal side of endoplasmic reticulum membrane;MHC class I protein complex;plasma membrane;ER to Golgi transport vesicle membrane";"peptide antigen binding;receptor binding"
"1032";"P30491,P30685";"P30491";"1B35_HUMAN, 1B53_HUMAN";"HLA class I histocompatibility antigen, B-35 alpha chain, HLA class I histocompatibility antigen, B-53 alpha chain";"HLA-B";"0";"0";"0";"0";"0";"0";"21";"interferon-gamma-mediated signaling pathway;modulation by virus of host morphology or physiology;regulation of immune response;type I interferon-mediated signaling pathway;positive regulation of T cell mediated cytotoxicity;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I";"plasma membrane;ER to Golgi transport vesicle membrane;MHC class I protein complex;Golgi membrane;phagocytic vesicle membrane;early endosome membrane;integral to lumenal side of endoplasmic reticulum membrane";"peptide antigen binding"
"1033";"P03989";"P03989";"1B27_HUMAN";"HLA class I histocompatibility antigen, B-27 alpha chain";"HLA-B";"0";"0";"0";"0";"0";"0";"21";"modulation by virus of host morphology or physiology;positive regulation of T cell mediated cytotoxicity;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;detection of bacterium;regulation of immune response";"plasma membrane;Golgi membrane;early endosome membrane;MHC class I protein complex;integral to lumenal side of endoplasmic reticulum membrane;phagocytic vesicle membrane;ER to Golgi transport vesicle membrane";"peptide antigen binding"
"1034";"P30464,P30484";"P30464";"1B15_HUMAN, 1B46_HUMAN";"HLA class I histocompatibility antigen, B-15 alpha chain, HLA class I histocompatibility antigen, B-46 alpha chain";"HLA-B";"0";"0";"0";"0";"0";"0";"21";"type I interferon-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;regulation of immune response;modulation by virus of host morphology or physiology;positive regulation of T cell mediated cytotoxicity;interferon-gamma-mediated signaling pathway";"plasma membrane;MHC class I protein complex;early endosome membrane;Golgi membrane;ER to Golgi transport vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane;phagocytic vesicle membrane";"receptor binding;peptide antigen binding"
"1035";"Q29940";"Q29940";"1B59_HUMAN";"HLA class I histocompatibility antigen, B-59 alpha chain";"HLA-B";"0";"0";"0";"0";"0";"0";"21";"regulation of immune response;positive regulation of T cell mediated cytotoxicity;modulation by virus of host morphology or physiology;type I interferon-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I";"phagocytic vesicle membrane;ER to Golgi transport vesicle membrane;MHC class I protein complex;early endosome membrane;plasma membrane;Golgi membrane;integral to lumenal side of endoplasmic reticulum membrane";"peptide antigen binding"
"1036";"P16188";"P16188";"1A30_HUMAN";"HLA class I histocompatibility antigen, A-30 alpha chain";"HLA-A";"0";"0";"0";"0";"0";"0";"19";"interferon-gamma-mediated signaling pathway;regulation of immune response;positive regulation of T cell mediated cytotoxicity;type I interferon-mediated signaling pathway;modulation by virus of host morphology or physiology;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I";"integral to lumenal side of endoplasmic reticulum membrane;early endosome membrane;Golgi membrane;integral to plasma membrane;phagocytic vesicle membrane;MHC class I protein complex;ER to Golgi transport vesicle membrane";"peptide antigen binding"
