"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5834-1.id.csv";"peptide.count.P5834-2.id.csv";"peptide.count.P5835-1.id.csv";"peptide.count.P5835-2.id.csv";"spectra.count.P5834-1.id.csv";"spectra.count.P5834-2.id.csv";"spectra.count.P5835-1.id.csv";"spectra.count.P5835-2.id.csv";"dNSAF.P5834-1.id.csv";"dNSAF.P5834-2.id.csv";"dNSAF.P5835-1.id.csv";"dNSAF.P5835-2.id.csv"
"Q7Z5S9-1";"Q7Z5S9-1";"Q7Z5S9-1";"TM144_HUMAN";"Transmembrane protein 144";"TMEM144";1;5;0,000139216496134847;1;1;1;1;1;1;1;2;NA;NA;NA;NA
"Q7Z739,Q9BYJ9-1";"Q7Z739,Q9BYJ9-1";"Q7Z739, Q9BYJ9-1";"YTHD1_HUMAN, YTHD3_HUMAN";"YTH domain family protein 1, YTH domain family protein 3";"YTHDF1, YTHDF3";1;2;2,2391464413297e-05;1;NA;1;0;1;NA;1;0;8,70639960381898e-05;NA;0,000141057423721016;NA
"Q7Z7H5-1,Q7Z7H5-2";"Q7Z7H5-1,Q7Z7H5-2";"Q7Z7H5-[1,2]";"TMED4_HUMAN";"Transmembrane emp24 domain-containing protein 4";"TMED4";5;9;0,000238032610406773;3;2;3;1;3;2;3;1;NA;NA;NA;NA
"Q86TM6-1,Q86TM6-3";"Q86TM6-1,Q86TM6-3";"Q86TM6-[1,3]";"SYVN1_HUMAN";"E3 ubiquitin-protein ligase synoviolin";"SYVN1";9;32;0,000249100505239661;8;8;7;5;9;10;7;6;NA;NA;NA;NA
"Q86V21-1,Q86V21-3";"Q86V21-1,Q86V21-3";"Q86V21-[1,3]";"AACS_HUMAN";"Acetoacetyl-CoA synthetase";"AACS";1;4;2,85891018848346e-05;1;1;1;1;1;1;1;1;NA;NA;NA;NA
"Q86YN1-1";"Q86YN1-1";"Q86YN1-1";"DOPP1_HUMAN";"Dolichyldiphosphatase 1";"DOLPP1";3;6;0,000242166510083305;NA;1;2;3;NA;1;2;3;NA;NA;NA;NA
"Q86YV0-1,Q86YV0-2";"Q86YV0-1,Q86YV0-2";"Q86YV0-[1,2]";"RASL3_HUMAN";"RAS protein activator like-3";"RASAL3";1;1;4,75071129243542e-06;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA
"Q8IUH4-1,Q8IUH4-2,Q8IUH4-3";"Q8IUH4-1,Q8IUH4-2,Q8IUH4-3";"Q8IUH4-[1-3]";"ZDH13_HUMAN";"Palmitoyltransferase ZDHHC13";"ZDHHC13";1;2;1,02957537334453e-05;1;1;NA;NA;1;1;NA;NA;NA;NA;NA;NA
"Q8IV48";"Q8IV48";"Q8IV48";"ERI1_HUMAN";"3'-5' exoribonuclease 1";"ERI1";1;1;2,75241783189239e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000155276382459959
"Q8IVP5";"Q8IVP5";"Q8IVP5";"FUND1_HUMAN";"FUN14 domain-containing protein 1";"FUNDC1";1;1;6,19737950535769e-05;1;NA;NA;NA;1;NA;NA;NA;0,000328596372144136;NA;NA;NA
"Q8IWS0-1,Q8IWS0-2";"Q8IWS0-1,Q8IWS0-2";"Q8IWS0-[1,2]";"PHF6_HUMAN";"PHD finger protein 6";"PHF6";1;2;2,63176389953546e-05;1;1;NA;NA;1;1;NA;NA;NA;NA;NA;NA
"Q8IWZ3-1,Q8IWZ3-4,Q8IWZ3-6";"Q8IWZ3-1,Q8IWZ3-4,Q8IWZ3-6";"Q8IWZ3-[1,4,6]";"ANKH1_HUMAN";"Ankyrin repeat and KH domain-containing protein 1";"ANKHD1";2;7;8,81740986534631e-06;2;2;1;2;2;2;1;2;NA;NA;NA;NA
"Q8IXI2-1";"Q8IXI2-1";"Q8IXI2-1";"MIRO1_HUMAN";"Mitochondrial Rho GTPase 1";"RHOT1";10;20;0,000319388822759158;7;6;3;4;7;6;3;4;NA;NA;NA;NA
"Q8IYS2-1,Q8IYS2-2";"Q8IYS2-1,Q8IYS2-2";"Q8IYS2-[1,2]";"K2013_HUMAN";"Uncharacterized protein KIAA2013";"KIAA2013";1;1;7,57566106727478e-06;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
"Q8IZH2-1,Q8IZH2-2,Q8IZH2-3";"Q8IZH2-1,Q8IZH2-2,Q8IZH2-3";"Q8IZH2-[1-3]";"XRN1_HUMAN";"5'-3' exoribonuclease 1";"XRN1";1;1;1,87689297250966e-06;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA
"Q8N163-1,Q8N163-2";"Q8N163-1,Q8N163-2";"Q8N163-[1,2]";"K1967_HUMAN";"DBIRD complex subunit KIAA1967";"KIAA1967";1;2;1,04073003611099e-05;NA;NA;NA;1;NA;NA;NA;2;NA;NA;NA;NA
"Q8N1S5-1,Q8N1S5-2";"Q8N1S5-1,Q8N1S5-2";"Q8N1S5-[1,2]";"S39AB_HUMAN";"Zinc transporter ZIP11";"SLC39A11";1;2;2,80875386938726e-05;1;1;NA;NA;1;1;NA;NA;NA;NA;NA;NA
"Q8N2A8";"Q8N2A8";"Q8N2A8";"PLD6_HUMAN";"Mitochondrial cardiolipin hydrolase";"PLD6";1;1;3,81188025131128e-05;NA;1;NA;NA;NA;1;NA;NA;NA;0,000200313905285637;NA;NA
"Q8N2K0-1,Q8N2K0-2";"Q8N2K0-1,Q8N2K0-2";"Q8N2K0-[1,2]";"ABD12_HUMAN";"Monoacylglycerol lipase ABHD12";"ABHD12";6;22;0,000265490755191831;4;6;5;5;5;6;6;5;NA;NA;NA;NA
"Q8N2U9-1";"Q8N2U9-1";"Q8N2U9-1";"PQLC1_HUMAN";"PQ-loop repeat-containing protein 1";"PQLC1";3;13;0,000460801465066264;3;3;3;2;4;4;3;2;NA;NA;NA;NA
"Q8N6L1";"Q8N6L1";"Q8N6L1";"KTAP2_HUMAN";"Keratinocyte-associated protein 2";"KRTCAP2";1;4;0,000237183660081591;1;1;1;1;1;1;1;1;0,000314397763471241;0,000311599408222102;0,000339582686735779;0,000334515169620529
"Q8N6M3";"Q8N6M3";"Q8N6M3";"FITM2_HUMAN";"Fat storage-inducing transmembrane protein 2";"FITM2";1;1;3,66638863866581e-05;1;NA;NA;NA;1;NA;NA;NA;0,000194398617108172;NA;NA;NA
"Q8N6S5";"Q8N6S5";"Q8N6S5";"AR6P6_HUMAN";"ADP-ribosylation factor-like protein 6-interacting protein 6";"ARL6IP6";1;2;8,50083029495967e-05;1;1;NA;NA;1;1;NA;NA;0,000225364768505934;0,000223358867840622;NA;NA
"Q8N6T3-1,Q8N6T3-2,Q8N6T3-3";"Q8N6T3-1,Q8N6T3-2,Q8N6T3-3";"Q8N6T3-[1-3]";"ARFG1_HUMAN";"ADP-ribosylation factor GTPase-activating protein 1";"ARFGAP1";1;1;7,88664879581644e-06;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
"Q8N726-1";"Q8N726-1";"Q8N726-1";"CD2A2_HUMAN";"Cyclin-dependent kinase inhibitor 2A, isoform 4";"CDKN2A";1;4;0,000291089037372861;1;1;1;1;1;1;1;1;NA;NA;NA;NA
"Q8N8R3";"Q8N8R3";"Q8N8R3";"MCATL_HUMAN";"Mitochondrial carnitine/acylcarnitine carrier protein CACL";"SLC25A29";1;1;3,17027664465493e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,0001788496946486
"Q8NB49-3";"Q8NB49-3";"Q8NB49-3";"AT11C_HUMAN";"Probable phospholipid-transporting ATPase IG";"ATP11C";5;6;6,1097840353173e-05;4;NA;1;1;4;NA;1;1;NA;NA;NA;NA
"Q8NBM4-1";"Q8NBM4-1";"Q8NBM4-1";"UBAC2_HUMAN";"Ubiquitin-associated domain-containing protein 2";"UBAC2";8;20;0,000558484781006071;4;2;6;5;4;2;8;6;NA;NA;NA;NA
"Q8NBM8-1";"Q8NBM8-1";"Q8NBM8-1";"PCYXL_HUMAN";"Prenylcysteine oxidase-like";"PCYOX1L";1;5;9,72260954787897e-05;1;1;1;1;2;1;1;1;NA;NA;NA;NA
"Q8NBP5";"Q8NBP5";"Q8NBP5";"MFSD9_HUMAN";"Major facilitator superfamily domain-containing protein 9";"MFSD9";1;4;8,10627699013032e-05;1;1;1;1;1;1;1;1;0,000107452400173715;0,00010649600027844;0,000116059905593241;0,000114327969363978
"Q8NBS9";"Q8NBS9";"Q8NBS9";"TXND5_HUMAN";"Thioredoxin domain-containing protein 5";"TXNDC5";1;2;4,44719362652983e-05;1;1;NA;NA;1;1;NA;NA;0,000117899161301715;0,000116849778083288;NA;NA
"Q8NBW4-1,Q8NBW4-2";"Q8NBW4-1,Q8NBW4-2";"Q8NBW4-[1,2]";"S38A9_HUMAN";"Putative sodium-coupled neutral amino acid transporter 9";"SLC38A9";1;2;1,71228845513448e-05;1;1;NA;NA;1;1;NA;NA;NA;NA;NA;NA
"Q8ND76-1,Q8ND76-2,Q8ND76-3";"Q8ND76-1,Q8ND76-2,Q8ND76-3";"Q8ND76-[1-3]";"CCNY_HUMAN";"Cyclin-Y";"CCNY";1;2;1,87799378950233e-05;1;NA;NA;1;1;NA;NA;1;NA;NA;NA;NA
"Q8NDA8-1";"Q8NDA8-1";"Q8NDA8-1";"HTR7A_HUMAN";"HEAT repeat-containing protein 7A";"HEATR7A";5;11;6,43908108265379e-05;3;2;3;3;3;2;3;3;NA;NA;NA;NA
"Q8NHP6-1,Q8NHP6-2";"Q8NHP6-1,Q8NHP6-2";"Q8NHP6-[1,2]";"MSPD2_HUMAN";"Motile sperm domain-containing protein 2";"MOSPD2";1;1;9,27214115183825e-06;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA
"Q8NI37";"Q8NI37";"Q8NI37";"PPTC7_HUMAN";"Protein phosphatase PTC7 homolog";"PPTC7";1;2;6,31969620612133e-05;1;NA;NA;1;1;NA;NA;1;0,000167540913428753;NA;NA;0,000178261373284624
"Q8NI60-1";"Q8NI60-1";"Q8NI60-1";"ADCK3_HUMAN";"Chaperone activity of bc1 complex-like, mitochondrial";"ADCK3";8;16;0,000237550249973525;1;5;5;4;1;6;5;4;NA;NA;NA;NA
"Q8TAD4-1";"Q8TAD4-1";"Q8TAD4-1";"ZNT5_HUMAN";"Zinc transporter 5";"SLC30A5";2;7;8,78974740302366e-05;2;2;1;2;2;2;1;2;NA;NA;NA;NA
"Q8TBQ9";"Q8TBQ9";"Q8TBQ9";"KISHA_HUMAN";"Protein kish-A";"TMEM167A";1;4;0,000533663235183579;1;1;1;1;1;1;1;1;0,000707394967810292;0,000701098668499729;0,000764061045155503;0,00075265913164619
"Q8TBR7-1,Q8TBR7-2";"Q8TBR7-1,Q8TBR7-2";"Q8TBR7-[1,2]";"FA57A_HUMAN";"Protein FAM57A";"FAM57A";1;1;1,8688595784639e-05;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
"Q8TC07-2";"Q8TC07-2";"Q8TC07-2";"TBC15_HUMAN";"TBC1 domain family member 15";"TBC1D15";19;63;0,000875794658029202;16;16;14;12;17;17;16;13;NA;NA;NA;NA
"Q8TC12-1";"Q8TC12-1";"Q8TC12-1";"RDH11_HUMAN";"Retinol dehydrogenase 11";"RDH11";11;31;0,000936427940982507;8;9;5;7;9;10;5;7;NA;NA;NA;NA
"Q8TCD1";"Q8TCD1";"Q8TCD1";"CR032_HUMAN";"UPF0729 protein C18orf32";"C18orf32";1;2;0,000252787848244853;NA;NA;1;1;NA;NA;1;1;NA;NA;0,000723847305936792;0,000713045493138496
"Q8TDJ6-1,Q8TDJ6-2";"Q8TDJ6-1,Q8TDJ6-2";"Q8TDJ6-[1,2]";"DMXL2_HUMAN";"DmX-like protein 2";"DMXL2";1;2;3,16401127579197e-06;NA;NA;1;1;NA;NA;1;1;NA;NA;NA;NA
"Q8TDW0";"Q8TDW0";"Q8TDW0";"LRC8C_HUMAN";"Leucine-rich repeat-containing protein 8C";"LRRC8C";1;1;1,19625631797066e-05;NA;NA;1;NA;NA;NA;1;NA;NA;NA;6,8508586863258e-05;NA
"Q8TF71";"Q8TF71";"Q8TF71";"MOT10_HUMAN";"Monocarboxylate transporter 10";"SLC16A10";1;2;3,73046144982696e-05;1;NA;NA;1;1;NA;NA;1;9,88979372472641e-05;NA;NA;0,000105226131026263
"Q8WUD1";"Q8WUD1";"Q8WUD1";"RAB2B_HUMAN";"Ras-related protein Rab-2B";"RAB2B";1;4;0,000410835982641327;1;1;1;1;1;1;1;1;0,000510896365640767;0,000623198816444203;0,000555680760113093;0,000577038667595412
"Q8WUD6-1,Q8WUD6-2";"Q8WUD6-1,Q8WUD6-2";"Q8WUD6-[1,2]";"CHPT1_HUMAN";"Cholinephosphotransferase 1";"CHPT1";1;2;2,36599463874493e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;NA;NA
"Q8WUM9";"Q8WUM9";"Q8WUM9";"S20A1_HUMAN";"Sodium-dependent phosphate transporter 1";"SLC20A1";1;4;5,97325565153933e-05;1;1;1;1;1;1;1;1;7,50109538767909e-05;8,92119660653557e-05;8,1019727910451e-05;7,9810688480892e-05
"Q8WUN7";"Q8WUN7";"Q8WUN7";"UBTD2_HUMAN";"Ubiquitin domain-containing protein 2";"UBTD2";1;1;4,10510180910446e-05;1;NA;NA;NA;1;NA;NA;NA;0,000217659990095475;NA;NA;NA
"Q8WVB6-1,Q8WVB6-2,Q8WVB6-3";"Q8WVB6-1,Q8WVB6-2,Q8WVB6-3";"Q8WVB6-[1-3]";"CTF18_HUMAN";"Chromosome transmission fidelity protein 18 homolog";"CHTF18";1;1;3,28408144728356e-06;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA
"Q8WXX5";"Q8WXX5";"Q8WXX5";"DNJC9_HUMAN";"DnaJ homolog subfamily C member 9";"DNAJC9";1;3;0,00011083774884582;1;1;1;NA;1;1;1;NA;0,000195893991085927;0,000194150400507617;0,000211586135581524;NA
"Q92485-1,Q92485-2";"Q92485-1,Q92485-2";"Q92485-[1,2]";"ASM3B_HUMAN";"Acid sphingomyelinase-like phosphodiesterase 3b";"SMPDL3B";1;1;1,05559760805543e-05;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA
"Q92499";"Q92499";"Q92499";"DDX1_HUMAN";"ATP-dependent RNA helicase DDX1";"DDX1";1;5;6,49049880628677e-05;1;1;1;1;1;1;1;2;6,882761848965e-05;6,82150055837574e-05;7,43410746637786e-05;0,00014646339859061
"Q92522";"Q92522";"Q92522";"H1X_HUMAN";"Histone H1x";"H1FX";1;5;0,000225491507824048;1;1;1;1;1;1;2;1;0,00023911942573869;0,000236991099211176;0,000516548312217805;0,000254419988162092
"Q92769";"Q92769";"Q92769";"HDAC2_HUMAN";"Histone deacetylase 2";"HDAC2";1;1;2,95264494876161e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000166572102905304
"Q92888-1,Q92888-2,Q92888-3";"Q92888-1,Q92888-2,Q92888-3";"Q92888-[1-3]";"ARHG1_HUMAN";"Rho guanine nucleotide exchange factor 1";"ARHGEF1";1;2;7,02188467346815e-06;1;1;NA;NA;1;1;NA;NA;NA;NA;NA;NA
"Q92901";"Q92901";"Q92901";"RL3L_HUMAN";"60S ribosomal protein L3-like";"RPL3L";1;1;2,60225126965344e-05;0;1;0;0;0;1;0;0;NA;0,000134362889786189;NA;NA
"Q92947-1";"Q92947-1";"Q92947-1";"GCDH_HUMAN";"Glutaryl-CoA dehydrogenase, mitochondrial";"GCDH";13;37;0,0008114605356901;9;11;9;8;9;11;9;8;NA;NA;NA;NA
"Q92997";"Q92997";"Q92997";"DVL3_HUMAN";"Segment polarity protein dishevelled homolog DVL-3";"DVL3";1;1;4,02483445529515e-05;0;0;0;1;0;0;0;1;NA;NA;0;0,000151372786252865
"Q93084-2";"Q93084-2";"Q93084-2";"AT2A3_HUMAN";"Sarcoplasmic/endoplasmic reticulum calcium ATPase 3";"ATP2A3";1;8;0,000522195570842797;1;1;1;1;2;2;2;2;NA;NA;NA;NA
"Q93084-4";"Q93084-4";"Q93084-4";"AT2A3_HUMAN";"Sarcoplasmic/endoplasmic reticulum calcium ATPase 3";"ATP2A3";1;3;0,000195823339066049;0;1;1;1;0;1;1;1;NA;NA;NA;NA
"Q969M3-1,Q969M3-2,Q969M3-3";"Q969M3-1,Q969M3-2,Q969M3-3";"Q969M3-[1-3]";"YIPF5_HUMAN";"Protein YIPF5";"YIPF5";1;4;4,98362554257039e-05;1;1;1;1;1;1;1;1;NA;NA;NA;NA
"Q969S0-1,Q969S0-2,Q969S0-3";"Q969S0-1,Q969S0-2,Q969S0-3";"Q969S0-[1-3]";"S35B4_HUMAN";"UDP-xylose and UDP-N-acetylglucosamine transporter";"SLC35B4";1;4;3,8694615239897e-05;1;1;1;1;1;1;1;1;NA;NA;NA;NA
"Q969V5";"Q969V5";"Q969V5";"MUL1_HUMAN";"Mitochondrial ubiquitin ligase activator of NFKB 1";"MUL1";1;2;5,45791945074115e-05;1;1;NA;NA;1;1;NA;NA;0,000144694425233923;0,00014340654582949;NA;NA
"Q969X1";"Q969X1";"Q969X1";"LFG3_HUMAN";"Protein lifeguard 3";"TMBIM1";1;4;0,000123549044801343;1;1;1;1;1;1;1;1;0,000163769896084698;0,000162312231935628;0,000176888730711242;0,000174249059416481
"Q969X5-1";"Q969X5-1";"Q969X5-1";"ERGI1_HUMAN";"Endoplasmic reticulum-Golgi intermediate compartment protein 1";"ERGIC1";5;19;0,000629354573906152;4;5;3;3;4;6;5;4;NA;NA;NA;NA
"Q96A33-1";"Q96A33-1";"Q96A33-1";"CCD47_HUMAN";"Coiled-coil domain-containing protein 47";"CCDC47";16;41;0,000815410905932674;7;11;11;11;7;12;11;11;NA;NA;NA;NA
"Q96AE4-1";"Q96AE4-1";"Q96AE4-1";"FUBP1_HUMAN";"Far upstream element-binding protein 1";"FUBP1";1;2;0,000484508220290356;0;0;1;1;0;0;1;1;NA;NA;NA;NA
"Q96AE4-2";"Q96AE4-2";"Q96AE4-2";"FUBP1_HUMAN";"Far upstream element-binding protein 1";"FUBP1";1;2;0,000484508220290356;0;1;0;1;0;1;0;1;NA;NA;NA;NA
"Q96AQ8-1";"Q96AQ8-1";"Q96AQ8-1";"CC90A_HUMAN";"Coiled-coil domain-containing protein 90A, mitochondrial";"CCDC90A";1;7;0,000187302416805379;1;1;1;1;1;2;2;2;NA;NA;NA;NA
"Q96BM9";"Q96BM9";"Q96BM9";"ARL8A_HUMAN";"ADP-ribosylation factor-like protein 8A";"ARL8A";1;2;0,000528789394158442;1;1;0;0;1;1;0;0;0,00109532124048045;0,00129117291442179;0;0
"Q96BW9";"Q96BW9";"Q96BW9";"TAM41_HUMAN";"Mitochondrial translocator assembly and maintenance protein 41 homolog";"TAMM41";1;4;0,000121594154851955;1;1;1;1;1;1;1;1;0,000161178600260573;0,00015974400041766;0,000174089858389861;0,000171491954045967
"Q96DC7-1,Q96DC7-2";"Q96DC7-1,Q96DC7-2";"Q96DC7-[1,2]";"TMCO6_HUMAN";"Transmembrane and coiled-coil domain-containing protein 6";"TMCO6";1;1;9,74233086542031e-06;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA
"Q96E16";"Q96E16";"Q96E16";"CH040_HUMAN";"UPF0697 protein C8orf40";"C8orf40";1;1;8,97751236757423e-05;NA;1;NA;NA;NA;1;NA;NA;NA;0,000471767328336266;NA;NA
"Q96E52-1";"Q96E52-1";"Q96E52-1";"OMA1_HUMAN";"Metalloendopeptidase OMA1, mitochondrial";"OMA1";3;5;9,16597159666453e-05;1;NA;2;1;1;NA;3;1;NA;NA;NA;NA
"Q96EC8";"Q96EC8";"Q96EC8";"YIPF6_HUMAN";"Protein YIPF6";"YIPF6";1;2;8,14062562144443e-05;NA;NA;1;NA;NA;NA;2;NA;NA;NA;0,000466206739416917;NA
"Q96EK9";"Q96EK9";"Q96EK9";"KTI12_HUMAN";"Protein KTI12 homolog";"KTI12";1;1;2,71354187381481e-05;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000155402246472306;NA
"Q96EY4";"Q96EY4";"Q96EY4";"TMA16_HUMAN";"Translation machinery-associated protein 16";"TMA16";1;2;9,46397855497973e-05;NA;1;1;NA;NA;1;1;NA;NA;0,000248665537595963;0,000270997020941853;NA
"Q96F07-1,Q96F07-2";"Q96F07-1,Q96F07-2";"Q96F07-[1,2]";"CYFP2_HUMAN";"Cytoplasmic FMR1-interacting protein 2";"CYFIP2";1;1;1,50327671882698e-05;NA;0;0;1;NA;0;0;1;NA;NA;NA;NA
"Q96HY6-1";"Q96HY6-1";"Q96HY6-1";"DDRGK_HUMAN";"DDRGK domain-containing protein 1";"DDRGK1";6;23;0,00070361967950956;4;4;5;6;5;5;6;7;NA;NA;NA;NA
"Q96JB5-1";"Q96JB5-1";"Q96JB5-1";"CK5P3_HUMAN";"CDK5 regulatory subunit-associated protein 3";"CDK5RAP3";6;23;0,000483415722779931;4;4;6;5;5;4;7;7;NA;NA;NA;NA
"Q96K37-1,Q96K37-2";"Q96K37-1,Q96K37-2";"Q96K37-[1,2]";"S35E1_HUMAN";"Solute carrier family 35 member E1";"SLC35E1";1;5;5,85727941055148e-05;1;1;1;1;1;2;1;1;NA;NA;NA;NA
"Q96MH6-1";"Q96MH6-1";"Q96MH6-1";"TMM68_HUMAN";"Transmembrane protein 68";"TMEM68";5;14;0,000415071405142784;3;3;4;4;3;3;4;4;NA;NA;NA;NA
"Q96PP8-1";"Q96PP8-1";"Q96PP8-1";"GBP5_HUMAN";"Guanylate-binding protein 5";"GBP5";5;13;0,000213101018827573;2;2;4;5;2;2;4;5;NA;NA;NA;NA
"Q96QD8-1";"Q96QD8-1";"Q96QD8-1";"S38A2_HUMAN";"Sodium-coupled neutral amino acid transporter 2";"SLC38A2";4;13;0,000246792879511774;4;2;3;3;4;2;4;3;NA;NA;NA;NA
"Q96QV1-1";"Q96QV1-1";"Q96QV1-1";"HHIP_HUMAN";"Hedgehog-interacting protein";"HHIP";1;3;4,37017409734949e-05;0;0;1;1;0;0;1;2;NA;NA;NA;NA
"Q96S52-1";"Q96S52-1";"Q96S52-1";"PIGS_HUMAN";"GPI transamidase component PIG-S";"PIGS";12;46;0,000796167853571178;11;9;10;7;12;11;13;10;NA;NA;NA;NA
"Q96TC7-1,Q96TC7-2";"Q96TC7-1,Q96TC7-2";"Q96TC7-[1,2]";"RMD3_HUMAN";"Regulator of microtubule dynamics protein 3";"FAM82A2";1;2;2,04381664538392e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;NA;NA
"Q99460-1,Q99460-2";"Q99460-1,Q99460-2";"Q99460-[1,2]";"PSMD1_HUMAN";"26S proteasome non-ATPase regulatory subunit 1";"PSMD1";1;1;5,03984167539582e-06;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
"Q99504-1,Q99504-2";"Q99504-1,Q99504-2";"Q99504-[1,2]";"EYA3_HUMAN";"Eyes absent homolog 3";"EYA3";1;4;3,35285802209579e-05;1;1;1;1;1;1;1;1;NA;NA;NA;NA
"Q99571";"Q99571";"Q99571";"P2RX4_HUMAN";"P2X purinoceptor 4";"P2RX4";1;2;4,9515145532497e-05;NA;1;NA;1;NA;1;NA;1;NA;0,00013010078384531;NA;0,000139668704841561
"Q99729-1,Q99729-2,Q99729-3,Q99729-4";"Q99729-1,Q99729-2,Q99729-3,Q99729-4";"Q99729-[1-4]";"ROAA_HUMAN";"Heterogeneous nuclear ribonucleoprotein A/B";"HNRNPAB";1;1;7,23338722387382e-06;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA
"Q99735-1,Q99735-2";"Q99735-1,Q99735-2";"Q99735-[1,2]";"MGST2_HUMAN";"Microsomal glutathione S-transferase 2";"MGST2";1;1;3,26732592969538e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA
"Q99758";"Q99758";"Q99758";"ABCA3_HUMAN";"ATP-binding cassette sub-family A member 3";"ABCA3";1;2;1,12745753912024e-05;1;1;NA;NA;1;1;NA;NA;2,98899282173363e-05;2,9623887401397e-05;NA;NA
"Q99996-1,Q99996-2,Q99996-3,Q99996-5,Q99996-6";"Q99996-1,Q99996-2,Q99996-3,Q99996-5,Q99996-6";"Q99996-[1-3,5,6]";"AKAP9_HUMAN";"A-kinase anchor protein 9";"AKAP9";1;1;4,91226705870848e-07;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA
"Q9BQB6-1";"Q9BQB6-1";"Q9BQB6-1";"VKOR1_HUMAN";"Vitamin K epoxide reductase complex subunit 1";"VKORC1";3;6;0,000353592818403844;3;3;NA;NA;3;3;NA;NA;NA;NA;NA;NA
"Q9BRX2";"Q9BRX2";"Q9BRX2";"PELO_HUMAN";"Protein pelota homolog";"PELO";1;2;4,99009778353477e-05;1;1;NA;NA;1;1;NA;NA;0,000132292045928159;0,000131114556186962;NA;NA
"Q9BTT0";"Q9BTT0";"Q9BTT0";"AN32E_HUMAN";"Acidic leucine-rich nuclear phosphoprotein 32 family member E";"ANP32E";1;1;3,58430531093449e-05;1;NA;NA;NA;1;NA;NA;NA;0,000190046409262467;NA;NA;NA
"Q9BU61-1";"Q9BU61-1";"Q9BU61-1";"NDUF3_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3";"NDUFAF3";2;5;0,000261030930252838;2;2;1;NA;2;2;1;NA;NA;NA;NA;NA
"Q9BUN8-1";"Q9BUN8-1";"Q9BUN8-1";"DERL1_HUMAN";"Derlin-1";"DERL1";4;19;0,000727142734791969;4;4;4;4;5;4;5;5;NA;NA;NA;NA
"Q9BUR5-1";"Q9BUR5-1";"Q9BUR5-1";"APOO_HUMAN";"Apolipoprotein O";"APOO";6;22;0,00106732647036716;4;5;4;4;6;6;5;5;NA;NA;NA;NA
"Q9BV20-1,Q9BV20-2";"Q9BV20-1,Q9BV20-2";"Q9BV20-[1,2]";"MTNA_HUMAN";"Methylthioribose-1-phosphate isomerase";"MRI1";1;2;2,60323529357844e-05;NA;NA;1;NA;NA;NA;2;NA;NA;NA;NA;NA
"Q9BV81";"Q9BV81";"Q9BV81";"EMC6_HUMAN";"ER membrane protein complex subunit 6";"EMC6";1;1;8,73267112118584e-05;1;NA;NA;NA;1;NA;NA;NA;0,000463022160748555;NA;NA;NA
"Q9BV86-1,Q9BV86-2";"Q9BV86-1,Q9BV86-2";"Q9BV86-[1,2]";"NTM1A_HUMAN";"N-terminal Xaa-Pro-Lys N-methyltransferase 1";"NTMT1";1;1;2,15379781015794e-05;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
"Q9BVC4-1,Q9BVC4-3,Q9BVC4-4";"Q9BVC4-1,Q9BVC4-3,Q9BVC4-4";"Q9BVC4-[1,3,4]";"LST8_HUMAN";"Target of rapamycin complex subunit LST8";"MLST8";1;1;9,82202273344011e-06;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA
"Q9BVK8";"Q9BVK8";"Q9BVK8";"TM147_HUMAN";"Transmembrane protein 147";"TMEM147";1;2;8,57673056545038e-05;1;1;NA;NA;1;1;NA;NA;0,000227376953939022;0,000225353143446341;NA;NA
"Q9BXS4";"Q9BXS4";"Q9BXS4";"TMM59_HUMAN";"Transmembrane protein 59";"TMEM59";1;1;2,97397468523357e-05;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000170317013161598;NA
"Q9BY32-1";"Q9BY32-1";"Q9BY32-1";"ITPA_HUMAN";"Inosine triphosphate pyrophosphatase";"ITPA";3;4;0,000198060582129988;1;3;NA;NA;1;3;NA;NA;NA;NA;NA;NA
