;protein.acs;ID;Description;Gene;global.peptide.count;global.spectra.count;global.dNSAF;peptide.count.P5834.1.id.csv;peptide.count.P5834.2.id.csv;peptide.count.P5835.1.id.csv;peptide.count.P5835.2.id.csv;spectra.count.P5834.1.id.csv;spectra.count.P5834.2.id.csv;spectra.count.P5835.1.id.csv;spectra.count.P5835.2.id.csv;dNSAF.P5834.1.id.csv;dNSAF.P5834.2.id.csv;dNSAF.P5835.1.id.csv;dNSAF.P5835.2.id.csv;Go.Cc
843;P63220;RS21_HUMAN;40S ribosomal protein S21;RPS21;1;2;0,000231468391163962;NA;1;1;NA;NA;1;1;NA;NA;0,000608181977493741;0,000662799942785496;NA;cytosolic small ribosomal subunit, small ribosomal subunit, cytoplasm, cytosol
845;P63244;GBLP_HUMAN;Guanine nucleotide-binding protein subunit beta-2-like 1;GNB2L1;11;26;0,000787868750996577;10;7;3;4;11;8;3;4;0,00176737165459228;0,00127392060900897;0,000520622037077566;0,000683803879855214;cytoskeleton, mitochondrion, perikaryon, neuronal cell body, cytoplasm, midbody, dendrite, nucleus, extracellular vesicular exosome, small ribosomal subunit, perinuclear region of cytoplasm, cytosol, phagocytic cup
848;P68032;ACTC_HUMAN, ACTS_HUMAN;Actin, alpha cardiac muscle 1, Actin, alpha skeletal muscle;ACTA1, ACTC1;2;28;0,00055519453142371;2;2;1;1;10;8;5;5;0,00103311232621381;0,00076321191923684;0,000608006136728517;0,000595189664779895;actomyosin, actin portion, sarcomere, cytosol, blood microparticle, extracellular vesicular exosome, extracellular space, cytoplasm, I band, actin filament
850;P68363;TBA1B_HUMAN;Tubulin alpha-1B chain;TUBA1B;0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;cytoplasmic microtubule, microtubule
851;P68366;TBA4A_HUMAN;Tubulin alpha-4A chain;TUBA4A;3;10;0,00340247929668854;3;2;2;2;3;2;2;3;0,00497955529126459;0,00537091658547113;0,00407271824962353;0,00422765946177338;extracellular region, microtubule, cytosol, extracellular vesicular exosome
852;P68371;TBB4B_HUMAN;Tubulin beta-4B chain;TUBB4B;1;4;0,000495970861611021;1;1;1;1;1;1;1;1;0,000812732764404911;0,00061917253195594;0,000563410613383352;0,000870857404247887;microtubule, cytoskeleton, cytosol, extracellular vesicular exosome
853;P68431;H31_HUMAN;Histone H3.1;HIST1H3C,HIST1H3G,HIST1H3I,HIST1H3F,HIST1H3H,HIST1H3D,HIST1H3E,HIST1H3J,HIST1H3B,HIST1H3A;1;1;0,000300185569790763;1;0;0;0;1;0;0;0;0,000936258045631269;0;NA;NA;extracellular vesicular exosome, nucleoplasm, nucleosome, extracellular region
855;P69905;HBA_HUMAN;Hemoglobin subunit alpha;HBA2,HBA1;3;11;0,000744121975819357;2;3;3;3;2;3;3;3;0,000717358277216071;0,00106645994645029;0,00116223370249006;0,00114488994672942;extracellular region, haptoglobin-hemoglobin complex, hemoglobin complex, extracellular vesicular exosome, endocytic vesicle lumen, blood microparticle, cytosolic small ribosomal subunit, cytosol
858;P78344;IF4G2_HUMAN;Eukaryotic translation initiation factor 4 gamma 2;EIF4G2;8;22;0,00011649980216797;5;6;6;4;5;6;6;5;NA;NA;NA;NA;cytosol, eukaryotic translation initiation factor 4F complex
859;P78347;GTF2I_HUMAN;General transcription factor II-I;GTF2I;1;1;2.41E+08;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;nucleus, neuronal cell body, cytoplasm, cell projection
860;P78371;TCPB_HUMAN;T-complex protein 1 subunit beta;CCT2;9;25;0,000224437809189356;5;7;6;5;6;7;7;5;NA;NA;NA;NA;cytosol, cell body, microtubule, zona pellucida receptor complex, chaperonin-containing T-complex, extracellular vesicular exosome
863;P78527;PRKDC_HUMAN;DNA-dependent protein kinase catalytic subunit;PRKDC;218;1025;0,0023851954188801;195;194;150;151;279;281;236;229;NA;NA;NA;NA;nucleoplasm, DNA-dependent protein kinase-DNA ligase 4 complex, nucleus, nucleolus, cytosol, nonhomologous end joining complex, transcription factor complex
864;P82921;RT21_HUMAN;28S ribosomal protein S21, mitochondrial;MRPS21;1;2;0,00022082616628286;1;NA;1;NA;1;NA;1;NA;0,000585430318187828;NA;0,000632326382197657;NA;mitochondrial small ribosomal subunit
865;P82932;RT06_HUMAN;28S ribosomal protein S6, mitochondrial;MRPS6;1;4;0,000307390023465742;1;1;1;1;1;1;1;1;0,000407459501458728;0,000403832833055844;0,00044009916200957;0,000433531659828205;mitochondrion, small ribosomal subunit
867;P83731;RL24_HUMAN;60S ribosomal protein L24;RPL24;9;34;0,00208026687855;8;8;8;8;9;9;8;8;0,00291969387987942;0,00289370660629187;0,00280317937585713;0,00276134815177201;cytosol, cytosolic large ribosomal subunit, extracellular vesicular exosome
868;P83881;RL36A_HUMAN;60S ribosomal protein L36a;RPL36A;2;5;0,000453110294023794;2;2;NA;NA;2;3;NA;NA;0,00096098939023285;0,00142865389052775;NA;NA;cytosol, ribosome, cytosolic large ribosomal subunit
871;P84098;RL19_HUMAN;60S ribosomal protein L19;RPL19;4;14;0,000708271943469451;3;3;4;4;3;3;4;4;0,000779578127790934;0,000772639348958885;0,00124744660433551;0,00110594811180665;cytosolic large ribosomal subunit, cytoplasm, cytosol, nucleolus
873;P84243;H33_HUMAN;Histone H3.3;H3F3A,H3F3B;1;1;0,000300185569790763;0;1;0;0;0;1;0;0;0;0,000927924708308464;NA;NA;nucleosome, nucleoplasm, extracellular vesicular exosome, extracellular region
879;Q00839;HNRPU_HUMAN;Heterogeneous nuclear ribonucleoprotein U;HNRNPU;13;40;0,000465742459796578;8;10;9;10;8;12;9;11;NA;NA;NA;NA;ribonucleoprotein complex, catalytic step 2 spliceosome, nucleoplasm, CRD-mediated mRNA stability complex, cell surface
880;Q01081;U2AF1_HUMAN;Splicing factor U2AF 35 kDa subunit;U2AF1;1;1;1.33E+09;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;Cajal body, nucleoplasm, nuclear speck, nucleus, catalytic step 2 spliceosome, spliceosomal complex
881;Q01085;TIAR_HUMAN;Nucleolysin TIAR;TIAL1;2;4;0,000131738581485318;NA;NA;1;2;NA;NA;1;3;NA;NA;NA;NA;cytoplasmic stress granule, lysosome, nucleus, cytoplasm
882;Q01130;SRSF2_HUMAN;Serine/arginine-rich splicing factor 2;SRSF2;2;3;0,000130397351583318;NA;1;NA;2;NA;1;NA;2;NA;0,000228412235891314;NA;0,000490420429669916;nucleoplasm, nucleus, nuclear speck
883;Q01469;FABP5_HUMAN;Fatty acid-binding protein, epidermal;FABP5;1;2;0,000142310196048954;1;1;NA;NA;1;1;NA;NA;0,000377277316165489;0,000373919289866522;NA;NA;cytoplasm, extracellular vesicular exosome
886;Q01813;K6PP_HUMAN;6-phosphofructokinase type C;PFKP;14;39;0,000524303707780806;12;11;7;8;12;11;8;8;0,000853823663771023;0,000779078010200209;0,000596435407697918;0,000626703930023766;extracellular vesicular exosome, 6-phosphofructokinase complex, cytosol
887;Q02083;NAAA_HUMAN;N-acylethanolamine-hydrolyzing acid amidase;NAAA;6;22;0,000294332369265595;5;6;4;4;6;7;4;5;NA;NA;NA;NA;lysosome, cytoplasm
891;Q02543;RL18A_HUMAN;60S ribosomal protein L18a;RPL18A;7;23;0,00125532147367046;7;6;6;4;7;6;6;4;0,00202572195327493;0,00172087854995388;0,00187542256538169;0,00123162403360286;cytosol, cytosolic large ribosomal subunit
892;Q02878;RL6_HUMAN;60S ribosomal protein L6;RPL6;15;45;0,00150092784895382;9;9;13;14;9;9;13;14;0,00159163867757316;0,00157747200412439;0,00248319839675538;0,00263430696076166;cytosol, cytosolic large ribosomal subunit
893;Q02880;TOP2B_HUMAN;DNA topoisomerase 2-beta;TOP2B;1;1;3.74E+08;0;0;1;0;0;0;1;0;NA;NA;NA;NA;nucleoplasm, cytoplasm, synaptonemal complex, nucleus, cytosol, WINAC complex
898;Q04637;IF4G1_HUMAN;Eukaryotic translation initiation factor 4 gamma 1;EIF4G1;17;55;6.61E+09;13;12;11;13;13;15;13;14;NA;NA;NA;NA;cytosol, eukaryotic translation initiation factor 4F complex
900;Q04837;SSBP_HUMAN;Single-stranded DNA-binding protein, mitochondrial;SSBP1;2;9;0,00058414489256581;2;2;2;2;2;2;2;3;0,0006882761848965;0,000682150055837574;0,000743410746637786;0,00109847548942957;extracellular vesicular exosome, mitochondrial nucleoid, mitochondrion
903;Q05086;UBE3A_HUMAN;Ubiquitin-protein ligase E3A;UBE3A;3;4;1.46E+09;NA;NA;2;2;NA;NA;2;2;NA;NA;NA;NA;nucleus, cytosol, cytoplasm, proteasome complex
907;Q06547;GABP1_HUMAN;GA-binding protein subunit beta-1;GABPB1;1;2;1.22E+09;1;NA;1;NA;1;NA;1;NA;NA;NA;NA;NA;nucleus
908;Q06830;PRDX1_HUMAN;Peroxiredoxin-1;PRDX1;7;31;0,00149640243835396;7;6;5;6;11;8;6;6;0,00281536087691332;0,00202931071887359;0,00165866518345315;0,00163391329080982;cytoplasm, cytosol, extracellular vesicular exosome, nucleolus, mitochondrial matrix, nucleus, peroxisomal matrix, melanosome, extracellular space, nuclear euchromatin
910;Q07020;RL18_HUMAN;60S ribosomal protein L18;RPL18;6;17;0,000868622074288166;3;3;5;4;4;3;5;5;0,00108366888685832;0,000805517619127348;0,00146309561838288;0,00144126216698207;cytosolic large ribosomal subunit, nucleolus, cytoplasm, cytosol
915;Q07955;SRSF1_HUMAN;Serine/arginine-rich splicing factor 1;SRSF1;7;13;0,000503537084810313;4;2;5;2;4;2;5;2;NA;NA;NA;NA;nuclear speck, cytoplasm, nucleus, nucleoplasm, catalytic step 2 spliceosome
916;Q08211;DHX9_HUMAN;ATP-dependent RNA helicase A;DHX9;8;15;0,000113455963385485;3;2;6;4;3;2;6;4;NA;NA;NA;NA;nucleolus, centrosome, ribonucleoprotein complex, nucleus, cytoplasm, nucleoplasm, CRD-mediated mRNA stability complex, cytosol
927;Q12768;STRUM_HUMAN;WASH complex subunit strumpellin;KIAA0196;2;4;3.32E+09;NA;NA;2;2;NA;NA;2;2;NA;NA;9.49E+09;9.35E+09;WASH complex, endosome
928;Q12769;NU160_HUMAN;Nuclear pore complex protein Nup160;NUP160;8;14;9.37E+09;4;3;4;3;4;3;4;3;NA;NA;NA;NA;cytosol, nuclear pore, nuclear pore outer ring, nuclear envelope
932;Q12905;ILF2_HUMAN;Interleukin enhancer-binding factor 2;ILF2;7;28;0,000689657103929548;5;4;7;7;6;5;9;8;0,000783575964343708;0,000647168001692057;0,00126951681348914;0,00111161964058514;ribonucleoprotein complex, nucleolus, nucleus, cytoplasm
933;Q12906;ILF3_HUMAN;Interleukin enhancer-binding factor 3;ILF3;6;14;2.51E+09;3;2;4;5;3;2;4;5;NA;NA;NA;NA;nucleolus, nucleus, mitochondrion, ribonucleoprotein complex, cytoplasm
940;Q13144;EI2BE_HUMAN;Translation initiation factor eIF-2B subunit epsilon;EIF2B5;8;23;0,000306430761950072;5;7;5;6;5;7;5;6;0,000353206918740229;0,000490088389630878;0,000381500660549211;0,0004509691329697;cytoplasm, eukaryotic translation initiation factor 2B complex, nucleus, cytosol
941;Q13148;TADBP_HUMAN;TAR DNA-binding protein 43;TARDBP;8;35;0,000415276479947696;7;7;7;6;9;9;9;8;NA;NA;NA;NA;nucleus
942;Q13151;ROA0_HUMAN;Heterogeneous nuclear ribonucleoprotein A0;HNRNPA0;2;9;0,000283453915081114;2;1;1;2;2;2;2;3;0,00033398319791699;0,000331010518898233;0,000360737018040631;0,000533030729296974;nucleus, nucleoplasm, ribonucleoprotein complex
943;Q13155;AIMP2_HUMAN;Aminoacyl tRNA synthase complex-interacting multifunctional protein 2;AIMP2;3;7;0,000210129898853534;2;3;1;1;2;3;1;1;0,000318327735514631;0,000473241601237317;0,000171913735159988;0,000169348304620393;nucleus, cytosol
945;Q13200;PSMD2_HUMAN;26S proteasome non-ATPase regulatory subunit 2;PSMD2;6;14;0,000148109179808659;2;2;5;5;2;2;5;5;0,000112185986084452;0,000111187454035199;0,000302931691911873;0,000298411109463247;cytosol, proteasome regulatory particle, extracellular vesicular exosome, proteasome complex, nucleoplasm, proteasome accessory complex
946;Q13257;MD2L1_HUMAN;Mitotic spindle assembly checkpoint protein MAD2A;MAD2L1;6;15;0,000702873529266177;5;4;3;3;5;4;3;3;0,00124225457761807;0,000984958129404497;0,000805059442700432;0,000793045719197937;spindle pole, cytosol, kinetochore, perinuclear region of cytoplasm, mitotic spindle, condensed chromosome kinetochore, nucleus
947;Q13263;TIF1B_HUMAN;Transcription intermediary factor 1-beta;TRIM28;7;16;9.20E+09;3;2;5;6;3;2;5;6;NA;NA;NA;NA;nucleoplasm, nuclear heterochromatin, nucleus, nuclear euchromatin
950;Q13347;EIF3I_HUMAN;Eukaryotic translation initiation factor 3 subunit I;EIF3I;4;8;0,000236453864204417;2;3;2;1;2;3;2;1;0,000313430385737483;0,000465960961218281;0,000338537816930438;0,000166742946087771;cytosol, eukaryotic 43S preinitiation complex, eukaryotic 48S preinitiation complex, eukaryotic translation initiation factor 3 complex, extracellular vesicular exosome
951;Q13362;2A5G_HUMAN;Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform;PPP2R5C;4;7;0,00021921948735356;2;1;2;2;2;1;2;2;NA;NA;NA;NA;protein phosphatase type 2A complex, chromosome, centromeric region, nucleus
953;Q13409;DC1I2_HUMAN;Cytoplasmic dynein 1 intermediate chain 2;DYNC1I2;4;5;1.51E+09;NA;NA;2;3;NA;NA;2;3;NA;NA;NA;NA;cytoplasm, vesicle, microtubule, centrosome, cytoplasmic dynein complex, cytosol
963;Q13509;TBB3_HUMAN;Tubulin beta-3 chain;TUBB3;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;microtubule, cytoplasm
964;Q13510;ASAH1_HUMAN;Acid ceramidase;ASAH1;9;32;0,000389101295526255;9;7;8;7;9;7;9;7;NA;NA;NA;NA;extracellular vesicular exosome, lysosomal lumen
966;Q13547;HDAC1_HUMAN;Histone deacetylase 1;HDAC1;1;1;2.99E+09;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000168645614559727;Sin3 complex, nucleus, histone deacetylase complex, NuRD complex, cytoplasm, nucleoplasm, nuclear chromatin, cytosol
967;Q13576;IQGA2_HUMAN;Ras GTPase-activating-like protein IQGAP2;IQGAP2;45;153;0,000956476992659026;34;33;34;33;41;38;39;35;NA;NA;NA;NA;extracellular vesicular exosome, actin cytoskeleton, microvillus, microtubule
972;Q13765;NACA_HUMAN;Nascent polypeptide-associated complex subunit alpha;NACA;2;8;0,000357430259843886;2;2;2;2;2;2;2;2;0,000473790117975265;0,000469573061692842;0,000511743211639034;0,000504106581195588;nascent polypeptide-associated complex, nucleus, cytoplasm, extracellular vesicular exosome
973;Q13885;TBB2A_HUMAN, TBB2B_HUMAN;Tubulin beta-2A chain, Tubulin beta-2B chain;TUBB2A, TUBB2B;1;3;9.37E+08;1;0;0;1;1;0;0;2;0,000227530575733562;0;0;0,000265830609499232;extracellular vesicular exosome, microtubule, cytoplasm
974;Q14008;CKAP5_HUMAN;Cytoskeleton-associated protein 5;CKAP5;12;21;4.96E+09;5;7;6;3;5;7;6;3;NA;NA;NA;NA;protein complex, spindle pole, cytosol, centrosome
976;Q14103;HNRPD_HUMAN;Heterogeneous nuclear ribonucleoprotein D0;HNRNPD;5;14;0,00023676608321525;2;3;3;5;2;3;4;5;NA;NA;NA;NA;nucleoplasm, cytosol, ribonucleoprotein complex, nucleus
978;Q14139;UBE4A_HUMAN;Ubiquitin conjugation factor E4 A;UBE4A;22;71;0,000319897567807042;20;16;13;15;21;17;16;17;NA;NA;NA;NA;ubiquitin ligase complex, cytoplasm
979;Q14145;KEAP1_HUMAN;Kelch-like ECH-associated protein 1;KEAP1;3;6;9.24E+09;2;2;1;1;2;2;1;1;0,000163244992571606;0,000161792000423014;8.82E+09;8.68E+09;endoplasmic reticulum, Cul3-RING ubiquitin ligase complex, cytoplasm, nucleus, microtubule organizing center, midbody
982;Q14202;ZMYM3_HUMAN;Zinc finger MYM-type protein 3;ZMYM3;1;1;3.51E+08;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;nucleus
983;Q14204;DYHC1_HUMAN;Cytoplasmic dynein 1 heavy chain 1;DYNC1H1;15;29;6.00E+09;6;6;9;7;6;6;10;7;6.58E+09;6.52E+09;0,000118408082761938;8.16E+09;cytoplasmic dynein complex, extracellular vesicular exosome, microtubule, centrosome, cytosol
986;Q14257;RCN2_HUMAN;Reticulocalbin-2;RCN2;9;36;0,00109089519368757;7;8;8;9;8;9;9;10;0,00128536120333984;0,00143316068513509;0,0015618661112327;0,00170950969963803;endoplasmic reticulum lumen, nucleolus, endoplasmic reticulum
991;Q14566;MCM6_HUMAN;DNA replication licensing factor MCM6;MCM6;4;10;0,000117002901745486;3;2;2;3;3;2;2;3;0,000186111221738152;0,00012296980300117;0,000134013143121063;0,000198019942065258;nucleoplasm, nucleus, MCM complex
994;Q14584;ZFP28_HUMAN, ZN266_HUMAN, ZN546_HUMAN, ZN571_HUMAN, ZN627_HUMAN, ZN709_HUMAN, ZN791_HUMAN;Zinc finger protein 266, Zinc finger protein 28 homolog, Zinc finger protein 546, Zinc finger protein 571, Zinc finger protein 627, Zinc finger protein 709, Zinc finger protein 791;ZFP28, ZNF266, ZNF546, ZNF571, ZNF627, ZNF709, ZNF791;1;1;4.23E+08;0;1;NA;NA;0;1;NA;NA;0;2.22E+09;NA;NA;nucleus
996;Q14669;TRIPC_HUMAN;E3 ubiquitin-protein ligase TRIP12;TRIP12;3;3;3.62E+08;1;NA;2;NA;1;NA;2;NA;NA;NA;NA;NA;nucleus, nucleoplasm, cytoplasm
997;Q14671;PUM1_HUMAN;Pumilio homolog 1;PUM1;9;30;0,000242983260538898;3;5;7;8;5;7;8;10;NA;NA;NA;NA;cytosol
998;Q14697;GANAB_HUMAN;Neutral alpha-glucosidase AB;GANAB;1;3;0,000199601878218109;0;1;1;1;0;1;1;1;NA;NA;NA;NA;extracellular vesicular exosome, melanosome, Golgi apparatus, endoplasmic reticulum lumen, glucosidase II complex
999;Q14697;GANAB_HUMAN;Neutral alpha-glucosidase AB;GANAB;2;10;0,000665339594060362;2;2;2;2;2;3;3;2;NA;NA;NA;NA;extracellular vesicular exosome, melanosome, Golgi apparatus, endoplasmic reticulum lumen, glucosidase II complex
1002;Q14738;2A5D_HUMAN;Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform;PPP2R5D;3;8;5.67E+09;1;1;2;3;2;1;2;3;NA;NA;NA;NA;nucleoplasm, protein phosphatase type 2A complex, nucleus, cytosol
1006;Q14978;NOLC1_HUMAN;Nucleolar and coiled-body phosphoprotein 1;NOLC1;2;6;2.75E+09;2;NA;2;2;2;NA;2;2;NA;NA;NA;NA;Cajal body, cytoplasm, nucleolus
1009;Q15003;CND2_HUMAN;Condensin complex subunit 2;NCAPH;4;8;0,000103707835177376;2;3;NA;2;2;4;NA;2;0,000137469467428721;0,000272491790186129;NA;0,000146265742182256;nucleus, microtubule cytoskeleton, cytosol, cytoplasm, condensin complex
1012;Q15008;PSMD6_HUMAN;26S proteasome non-ATPase regulatory subunit 6;PSMD6;2;5;0,000123469643101599;2;1;2;NA;2;1;2;NA;0,000261863432814093;0,000129766334529513;0,00028284007841232;NA;nucleoplasm, proteasome accessory complex, cytosol, proteasome complex
1013;Q15021;CND1_HUMAN;Condensin complex subunit 1;NCAPD2;41;139;0,000953051687672602;33;31;28;31;35;34;32;38;0,00127240208342751;0,00122504606744278;0,00125652865670113;0,00146986108792575;nucleus, cytoplasm, cytosol, condensin core heterodimer, condensed chromosome, pronucleus, condensin complex
1015;Q15042;RB3GP_HUMAN;Rab3 GTPase-activating protein catalytic subunit;RAB3GAP1;28;94;0,000920446680867091;23;19;16;17;28;20;21;25;NA;NA;NA;NA;extracellular vesicular exosome, cytoplasm
1018;Q15052;ARHG6_HUMAN;Rho guanine nucleotide exchange factor 6;ARHGEF6;1;1;6.19E+08;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;intracellular, lamellipodium, cytosol
1024;Q15233;NONO_HUMAN;Non-POU domain-containing octamer-binding protein;NONO;12;39;0,000795396159445589;11;8;10;8;11;9;10;9;0,00118950491402495;0,000964568868763958;0,00116799140660714;0,0010355055569145;nuclear speck, nucleus, nuclear matrix, paraspeckles
1026;Q15293;RCN1_HUMAN;Reticulocalbin-1;RCN1;7;23;0,000667482112888223;4;4;6;6;4;4;7;8;0,00061549773634249;0,000610019385280731;0,00116340412917938;0,00130976332274382;endoplasmic reticulum lumen, endoplasmic reticulum
1028;Q15365;PCBP1_HUMAN;Poly(rC)-binding protein 1;PCBP1;5;16;0,000616753658639129;5;4;3;3;5;5;3;3;0,00121608348398848;0,000945301575505252;0,000596041200554694;0,000608892780657592;ribonucleoprotein complex, extracellular vesicular exosome, cytoplasm, nucleoplasm
1029;Q15366;PCBP2_HUMAN;Poly(rC)-binding protein 2;PCBP2;7;19;0,000119055985931366;4;6;4;2;5;7;4;3;NA;NA;NA;NA;nucleus, cytosol, cytoplasm, ribonucleoprotein complex, nucleoplasm
1031;Q15386;UBE3C_HUMAN;Ubiquitin-protein ligase E3C;UBE3C;4;18;0,000159655483102013;3;4;4;3;4;4;5;5;NA;NA;NA;NA;intracellular, proteasome complex, nucleus, cytoplasm
1036;Q15555;MARE2_HUMAN;Microtubule-associated protein RP/EB family member 2;MAPRE2;11;50;0,00146879789500068;8;9;8;10;11;13;12;14;NA;NA;NA;NA;cytoplasm, microtubule cytoskeleton, microtubule
1038;Q15631;TSN_HUMAN;Translin;TSN;2;2;8.43E+09;NA;2;NA;NA;NA;2;NA;NA;NA;0,00044279915905246;NA;NA;cytoplasm, nucleus
1039;Q15637;SF01_HUMAN;Splicing factor 1;SF1;2;4;1.00E+09;1;2;NA;NA;1;3;NA;NA;NA;NA;NA;NA;spliceosomal complex, nucleus, ribosome
1040;Q15645;PCH2_HUMAN;Pachytene checkpoint protein 2 homolog;TRIP13;11;28;0,000622607107714176;6;4;7;8;8;4;7;9;NA;NA;NA;NA;male germ cell nucleus, nucleus
1041;Q15717;ELAV1_HUMAN;ELAV-like protein 1;ELAVL1;4;12;0,000353592818403844;3;3;2;4;3;3;2;4;0,000468703414254672;0,000464531633116385;0,000337499357369302;0,000664925858632217;nucleoplasm, nucleus, cytosol, cytoplasm
1050;Q16537;2A5E_HUMAN;Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform;PPP2R5E;1;1;2.83E+09;0;NA;1;0;0;NA;1;0;NA;NA;0,000157066082087641;0;protein phosphatase type 2A complex, cytoplasm
1051;Q16539;MK14_HUMAN;Mitogen-activated protein kinase 14;MAPK14;1;3;0,00029732665960228;1;1;1;0;1;1;1;0;NA;NA;NA;NA;spindle pole, mitochondrion, cytosol, nucleoplasm, cytoplasm, nucleus
1052;Q16539;MK14_HUMAN;Mitogen-activated protein kinase 14;MAPK14;1;4;0,000396435546136373;1;1;1;1;1;1;1;1;NA;NA;NA;NA;spindle pole, mitochondrion, cytosol, nucleoplasm, cytoplasm, nucleus
1054;Q16576;RBBP7_HUMAN;Histone-binding protein RBBP7;RBBP7;5;17;0,000384237529332177;5;4;4;4;5;4;4;4;NA;NA;NA;NA;nucleoplasm, ESC/E(Z) complex, NuRD complex
1056;Q16629;SRSF7_HUMAN;Serine/arginine-rich splicing factor 7;SRSF7;2;4;5.38E+09;2;2;NA;NA;2;2;NA;NA;NA;NA;NA;NA;nucleoplasm, nucleus, cytoplasm
1058;Q16637;SMN_HUMAN;Survival motor neuron protein;SMN1,SMN2;4;9;7.35E+09;2;2;3;2;2;2;3;2;NA;NA;NA;NA;nucleoplasm, SMN-Sm protein complex, Gemini of coiled bodies, Z disc, cytosol, SMN complex, cytoplasm
1059;Q16666;IF16_HUMAN;Gamma-interferon-inducible protein 16;IFI16;5;15;6.12E+08;2;2;4;4;2;3;5;5;NA;NA;NA;NA;nucleus, nucleolus, nuclear speck, cytosol, cytoplasm, nucleoplasm
1060;Q16698;DECR_HUMAN;2,4-dienoyl-CoA reductase, mitochondrial;DECR1;3;12;0,000344093309849711;3;3;3;3;3;3;3;3;0,00045611138222992;0,000452051678793855;0,000492648315682354;0,000485296634136051;mitochondrion, nucleus, mitochondrial matrix, cytoplasm
1064;Q16822;PCKGM_HUMAN;Phosphoenolpyruvate carboxykinase [GTP], mitochondrial;PCK2;3;3;4.50E+09;3;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;mitochondrion, mitochondrial matrix
1068;Q27J81;INF2_HUMAN;Inverted formin-2;INF2;3;7;3.03E+09;2;2;1;2;2;2;1;2;NA;NA;NA;NA;perinuclear region of cytoplasm, endoplasmic reticulum, cytoplasm, nucleus
1071;Q2NKX8;ERC6L_HUMAN;DNA excision repair protein ERCC-6-like;ERCC6L;2;2;1.54E+09;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;8.67E+09;condensed chromosome kinetochore, cytosol
1074;Q2TAL8;QRIC1_HUMAN;Glutamine-rich protein 1;QRICH1;7;22;0,000272333300428734;6;6;5;5;6;6;5;5;0,000393807507853152;0,000390302351535931;0,000354461309608223;0,000349171762103903;nucleus
1076;Q3SXM5;HSDL1_HUMAN;Inactive hydroxysteroid dehydrogenase-like protein 1;HSDL1;1;4;5.82E+09;1;1;1;1;1;1;1;1;NA;NA;NA;NA;mitochondrion
1083;Q53FT3;HIKES_HUMAN;Protein Hikeshi;C11orf73;4;22;0,00107274437123197;4;4;4;4;6;6;4;6;0,00155124175682257;0,00153743464361362;0,00111700294926287;0,00165050124300078;intracellular, cytosol, nucleus, cell junction
1088;Q53R41;FAKD1_HUMAN;FAST kinase domain-containing protein 1;FASTKD1;1;1;5.67E+08;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;mitochondrion
1091;Q58FF6;H90B4_HUMAN;Putative heat shock protein HSP 90-beta 4;HSP90AB4P;1;1;2.15E+09;0;0;1;0;0;0;1;0;0;0;0,000130019714103753;0;cytoplasm
1099;Q5HYK3;COQ5_HUMAN;2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial;COQ5;12;40;0,00117503831600054;11;9;8;9;12;9;8;11;NA;NA;NA;NA;mitochondrion
1101;Q5JPH6;SYEM_HUMAN;Probable glutamate--tRNA ligase, mitochondrial;EARS2;4;14;0,000257137925939315;4;4;3;3;4;4;3;3;0,000389540632369721;0,000386073454164286;0,000315558672569003;0,000310849660488675;mitochondrial matrix, mitochondrion
1104;Q5JTZ9;SYAM_HUMAN;Alanine--tRNA ligase, mitochondrial;AARS2;2;3;2.93E+09;2;NA;NA;1;2;NA;NA;1;0,000103416117121505;NA;NA;5.50E+09;mitochondrion
1107;Q5SRE5;NU188_HUMAN;Nucleoporin NUP188 homolog;NUP188;15;36;0,000197720855574019;8;11;8;7;8;13;8;7;NA;NA;NA;NA;nuclear envelope, nuclear pore
1109;Q5T160;SYRM_HUMAN;Probable arginine--tRNA ligase, mitochondrial;RARS2;8;19;0,000315766135696858;4;4;5;3;4;5;6;4;0,000352473617178831;0,000436670450968689;0,000571062926483005;0,000375027387394641;mitochondrial matrix
1110;Q5T1J5;CHCH2_HUMAN, CHCH9_HUMAN;Coiled-coil-helix-coiled-coil-helix domain-containing protein 2, mitochondrial, Putative coiled-coil-helix-coiled-coil-helix domain-containing protein CHCHD2P9, mitochondrial;CHCHD2, CHCHD2P9;1;2;6.36E+08;1;1;NA;NA;1;1;NA;NA;0,000168650455901791;0,000167149351430399;NA;NA;mitochondrion
