"";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5826.1.id.csv";"peptide.count.P5826.2.id.csv";"spectra.count.P5826.1.id.csv";"spectra.count.P5826.2.id.csv";"dNSAF.P5826.1.id.csv";"dNSAF.P5826.2.id.csv";"Go.Cc"
"675";"Q13155";"Q13155";"Q13155";"AIMP2_HUMAN";"Aminoacyl tRNA synthase complex-interacting multifunctional protein 2";"AIMP2";2;4;0,000471792003176626;2;2;2;2;0,000586284909495963;0,000597795789683569;"cytosol, nucleus"
"676";"Q13162";"Q13162";"Q13162";"PRDX4_HUMAN";"Peroxiredoxin-4";"PRDX4";6;13;0,00185950134292812;6;5;7;6;0,002538404528199;0,00211765298190489;"mitochondrion, extracellular space, extracellular vesicular exosome"
"677";"Q13185";"Q13185";"Q13185";"CBX3_HUMAN";"Chromobox protein homolog 3";"CBX3";2;3;0,000773429513404305;2;1;2;1;0,00102519765594922;0,000783994478273533;"nuclear inner membrane, spindle, nuclear euchromatin, nuclear centromeric heterochromatin, condensed chromosome, centromeric region"
"678";"Q13200";"Q13200";"Q13200";"PSMD2_HUMAN";"26S proteasome non-ATPase regulatory subunit 2";"PSMD2";3;5;0,00020783788686195;3;2;3;2;0,000309930348632227;0,000210676930284958;"extracellular vesicular exosome, cytosol, nucleoplasm, proteasome regulatory particle"
"679";"Q13242";"Q13242";"Q13242";"SRSF9_HUMAN";"Serine/arginine-rich splicing factor 9";"SRSF9";5;10;0,0017078443553905;3;5;3;7;0,00127337898895051;0,00302955332328324;"nucleoplasm, nucleolus"
"680";"Q13263";"Q13263-1";"Q13263-1";"TIF1B_HUMAN";"Transcription intermediary factor 1-beta";"TRIM28";4;8;0,000361613032374899;4;4;4;4;NA;NA;"nuclear euchromatin, nuclear heterochromatin, nucleoplasm"
"681";"Q13283";"Q13283";"Q13283";"G3BP1_HUMAN";"Ras GTPase-activating protein-binding protein 1";"G3BP1";5;10;0,00080994335309292;4;5;4;6;0,000805198158964413;0,00123151063969147;"cytoplasm, plasma membrane, cytosol, cytoplasmic stress granule, nucleus"
"682";"Q13308";"Q13308-1,Q13308-2,Q13308-4,Q13308-6";"Q13308-1,Q13308-2,Q13308-4,Q13308-6";"PTK7_HUMAN";"Inactive tyrosine-protein kinase 7";"PTK7";7;14;0,000123459589616313;5;7;7;7;NA;NA;"integral component of plasma membrane, cell-cell junction"
"683";"Q13347";"Q13347";"Q13347";"EIF3I_HUMAN";"Eukaryotic translation initiation factor 3 subunit I";"EIF3I";5;8;0,000929067329332433;3;5;3;5;0,000865897712486345;0,00147149732845186;"eukaryotic 48S preinitiation complex, eukaryotic 43S preinitiation complex, extracellular vesicular exosome, cytosol, eukaryotic translation initiation factor 3 complex"
"684";"Q13423";"Q13423";"Q13423";"NNTM_HUMAN";"NAD(P) transhydrogenase, mitochondrial";"NNT";4;4;0,000139017901488509;4;NA;4;NA;0,00034550860228123;NA;"mitochondrial respiratory chain, integral component of membrane"
"685";"Q13433";"Q13433-1";"Q13433-1";"S39A6_HUMAN";"Zinc transporter ZIP6";"SLC39A6";2;4;0,000199964822538438;2;2;2;2;NA;NA;"integral component of plasma membrane, lamellipodium membrane, endoplasmic reticulum"
"686";"Q13435";"Q13435";"Q13435";"SF3B2_HUMAN";"Splicing factor 3B subunit 2";"SF3B2";14;21;0,000885598397024281;12;9;12;9;0,00125772852092989;0,000961816689546747;"catalytic step 2 spliceosome, nucleoplasm, U12-type spliceosomal complex"
"687";"Q13439";"Q13439-1,Q13439-3,Q13439-4";"Q13439-1,Q13439-3,Q13439-4";"GOGA4_HUMAN";"Golgin subfamily A member 4";"GOLGA4";1;1;5,64175788552019e-06;1;NA;1;NA;NA;NA;"Golgi apparatus, Golgi membrane, trans-Golgi network"
"688";"Q13449";"Q13449";"Q13449";"LSAMP_HUMAN";"Limbic system-associated membrane protein";"LSAMP";6;13;0,00145166770208193;6;6;6;7;0,00166518790862759;0,00198086178830058;"anchored component of membrane, plasma membrane"
"689";"Q13509";"Q13509";"Q13509";"TBB3_HUMAN";"Tubulin beta-3 chain";"TUBB3";0;0;0;0;0;0;0;0;0;"microtubule, axon, cytoplasm, plasma membrane"
"690";"Q13547";"Q13547,Q92769";"Q13547,Q92769";"HDAC1_HUMAN, HDAC2_HUMAN";"Histone deacetylase 1, Histone deacetylase 2";"HDAC1, HDAC2";2;4;0,000155642722697444;2;2;2;2;0,000193413578390421;0,000197210982163651;"cytosol, Sin3 complex, NuRD complex"
"691";"Q13573";"Q13573";"Q13573";"SNW1_HUMAN";"SNW domain-containing protein 1";"SNW1";6;10;0,000704167168920337;5;5;5;5;0,000875052103725318;0,000892232521915774;"nuclear matrix, nucleoplasm, catalytic step 2 spliceosome, chromatin"
"692";"Q13576";"Q13576-1,Q13576-2";"Q13576-1,Q13576-2";"IQGA2_HUMAN";"Ras GTPase-activating-like protein IQGAP2";"IQGAP2";2;2;2,39640382565905e-05;2;NA;2;NA;NA;NA;"microtubule, actin cytoskeleton, extracellular vesicular exosome, microvillus"
"693";"Q13733";"Q13733-1";"Q13733-1";"AT1A4_HUMAN";"Sodium/potassium-transporting ATPase subunit alpha-4";"ATP1A4";1;9;0,000416681958369901;1;1;4;5;NA;NA;"sodium:potassium-exchanging ATPase complex"
"694";"Q13740";"Q13740-1,Q13740-2";"Q13740-1,Q13740-2";"CD166_HUMAN";"CD166 antigen";"ALCAM";11;21;0,000679768923959461;10;9;11;10;NA;NA;"extracellular vesicular exosome, axon, neuronal cell body, integral component of membrane, external side of plasma membrane"
"695";"Q13765";"Q13765";"Q13765";"NACA_HUMAN";"Nascent polypeptide-associated complex subunit alpha";"NACA";2;4;0,00070220205123963;2;2;2;2;0,000872610097854456;0,000889742570691823;"nucleus, nascent polypeptide-associated complex, extracellular vesicular exosome"
"696";"Q13813";"Q13813-1,Q13813-2";"Q13813-1,Q13813-2";"SPTN1_HUMAN";"Spectrin alpha chain, non-erythrocytic 1";"SPTAN1";11;15;0,000114512622130249;7;7;8;7;NA;NA;"cytosol, lateral plasma membrane, spectrin, cuticular plate, fascia adherens, membrane, intracellular membrane-bounded organelle, Z disc, extracellular vesicular exosome, microtubule cytoskeleton"
"697";"Q13885";"Q13885,Q9BVA1";"Q13885,Q9BVA1";"TBB2A_HUMAN, TBB2B_HUMAN";"Tubulin beta-2A chain, Tubulin beta-2B chain";"TUBB2A, TUBB2B";2;3;0,000309500745323437;1;1;2;1;0,000528355326232247;0,000253191377768397;"microtubule, extracellular vesicular exosome, cytoplasm, plasma membrane"
"698";"Q14103";"Q14103-1,Q14103-3";"Q14103-1,Q14103-3";"HNRPD_HUMAN";"Heterogeneous nuclear ribonucleoprotein D0";"HNRNPD";11;24;0,00143176690541489;10;11;11;13;NA;NA;"nucleoplasm, ribonucleoprotein complex, cytosol"
"699";"Q14118";"Q14118";"Q14118";"DAG1_HUMAN";"Dystroglycan";"DAG1";2;2;8,4342704478503e-05;2;NA;2;NA;0,000209621420154981;NA;"dystroglycan complex, sarcolemma, extracellular space, postsynaptic membrane, filopodium, cytoskeleton, costamere, contractile ring, basement membrane, extracellular vesicular exosome, lamellipodium, dystrophin-associated glycoprotein complex, nucleoplasm, cell outer membrane, cell-cell adherens junction, integral component of membrane, membrane raft, cytoplasm, focal adhesion, node of Ranvier, basolateral plasma membrane"
"700";"Q14126";"Q14126";"Q14126";"DSG2_HUMAN";"Desmoglein-2";"DSG2";2;3;0,000101279142005716;1;2;1;2;8,390481710139e-05;0,000171104340517658;"plasma membrane, desmosome, extracellular vesicular exosome, cell-cell junction, lateral plasma membrane, integral component of membrane, apical plasma membrane"
"701";"Q14152";"Q14152";"Q14152";"EIF3A_HUMAN";"Eukaryotic translation initiation factor 3 subunit A";"EIF3A";20;36;0,000983184492871696;16;17;18;18;0,00122178041921011;0,00124576836055621;"eukaryotic 43S preinitiation complex, cytosol, eukaryotic 48S preinitiation complex, eukaryotic translation initiation factor 3 complex, nucleolus"
"702";"Q14318";"Q14318-1,Q14318-2";"Q14318-1,Q14318-2";"FKBP8_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP8";"FKBP8";2;4;0,000183220195408398;1;2;2;2;NA;NA;"mitochondrial membrane, mitochondrial envelope, integral component of endoplasmic reticulum membrane"
"703";"Q14344";"Q14344";"Q14344";"GNA13_HUMAN";"Guanine nucleotide-binding protein subunit alpha-13";"GNA13";1;3;0,000337888172036311;1;1;2;1;0,000568734129711885;0,000281896039933307;"heterotrimeric G-protein complex, melanosome, extracellular vesicular exosome, brush border membrane"
"704";"Q14498";"Q14498-1,Q14498-2,Q14498-3";"Q14498-1,Q14498-2,Q14498-3";"RBM39_HUMAN";"RNA-binding protein 39";"RBM39";3;5;0,000118689812119906;3;2;3;2;NA;NA;"nucleoplasm, nuclear speck, centrosome"
"705";"Q14566";"Q14566";"Q14566";"MCM6_HUMAN";"DNA replication licensing factor MCM6";"MCM6";2;2;9,19448483657249e-05;NA;2;NA;2;NA;0,000233002013031354;"nucleoplasm, MCM complex"
"706";"Q14697";"Q14697-1";"Q14697-1";"GANAB_HUMAN";"Neutral alpha-glucosidase AB";"GANAB";1;2;0,00117281627908314;1;1;1;1;NA;NA;"glucosidase II complex, melanosome, extracellular vesicular exosome, endoplasmic reticulum lumen, Golgi apparatus"
"707";"Q14697";"Q14697-2";"Q14697-2";"GANAB_HUMAN";"Neutral alpha-glucosidase AB";"GANAB";1;1;0,000586408139541569;0;1;0;1;NA;NA;"glucosidase II complex, melanosome, extracellular vesicular exosome, endoplasmic reticulum lumen, Golgi apparatus"
"708";"Q14739";"Q14739";"Q14739";"LBR_HUMAN";"Lamin-B receptor";"LBR";2;4;0,000245485269945562;2;2;2;2;0,000305058814697086;0,000311048215770312;"integral component of nuclear inner membrane, mitochondrion"
"709";"Q14839";"Q14839-1,Q14839-2";"Q14839-1,Q14839-2";"CHD4_HUMAN";"Chromodomain-helicase-DNA-binding protein 4";"CHD4";8;12;0,00011844150707363;5;6;5;7;NA;NA;"cytoplasm, NuRD complex, centrosome"
"710";"Q14974";"Q14974";"Q14974";"IMB1_HUMAN";"Importin subunit beta-1";"KPNB1";19;40;0,00172344110749452;18;15;22;18;0,00235584803815729;0,00196535602087749;"nuclear membrane, nucleoplasm, cytosol, extracellular vesicular exosome, nuclear pore"
"711";"Q14978";"Q14978-1,Q14978-2,Q14978-3";"Q14978-1,Q14978-2,Q14978-3";"NOLC1_HUMAN";"Nucleolar and coiled-body phosphoprotein 1";"NOLC1";2;5;8,99937058992134e-05;2;2;3;2;NA;NA;"cytoplasm, nucleolus"
"712";"Q14980";"Q14980-1,Q14980-2,Q14980-3,Q14980-4";"Q14980-1,Q14980-2,Q14980-3,Q14980-4";"NUMA1_HUMAN";"Nuclear mitotic apparatus protein 1";"NUMA1";3;3;1,3384170302883e-05;NA;3;NA;3;NA;NA;"spindle pole, neuronal cell body, chromosome, dendrite, cytosol, Golgi membrane, nuclear matrix, apical part of cell, nucleoplasm, spindle microtubule"
"713";"Q15005";"Q15005";"Q15005";"SPCS2_HUMAN";"Signal peptidase complex subunit 2";"SPCS2";1;1;0,000167006018823584;1;NA;1;NA;0,000415068962475018;NA;"signal peptidase complex, endoplasmic reticulum membrane, integral component of membrane"
"714";"Q15019";"Q15019-1,Q15019-2";"Q15019-1,Q15019-2";"SEPT2_HUMAN";"Septin-2";"SEPT2";1;1;5,22761222356372e-05;NA;1;NA;1;NA;NA;"septin complex, ciliary membrane, cell surface, midbody, exocyst, cytoplasm, spindle, condensed chromosome kinetochore, extracellular vesicular exosome, synapse, nucleolus, actin cytoskeleton, cleavage furrow, perinuclear region of cytoplasm"
"715";"Q15021";"Q15021";"Q15021";"CND1_HUMAN";"Condensin complex subunit 1";"NCAPD2";1;1;2,69402999672592e-05;1;NA;1;NA;6,69561638253776e-05;NA;"nucleus, cytosol, condensin core heterodimer, pronucleus"
"716";"Q15029";"Q15029-1,Q15029-2";"Q15029-1,Q15029-2";"U5S1_HUMAN";"116 kDa U5 small nuclear ribonucleoprotein component";"EFTUD2";8;11;0,000219500851958033;5;6;5;6;NA;NA;"catalytic step 2 spliceosome, nuclear speck, cytoplasm, Cajal body"
"717";"Q15041";"Q15041";"Q15041";"AR6P1_HUMAN";"ADP-ribosylation factor-like protein 6-interacting protein 1";"ARL6IP1";1;1;0,000185927883025271;1;NA;1;NA;0,000462096480390907;NA;"cytosol, integral component of membrane, Sec61 translocon complex, endoplasmic reticulum"
"718";"Q15043";"Q15043-1,Q15043-2,Q15043-3";"Q15043-1,Q15043-2,Q15043-3";"S39AE_HUMAN";"Zinc transporter ZIP14";"SLC39A14";2;5;0,00012785691142998;2;1;3;2;NA;NA;"Golgi apparatus, endoplasmic reticulum, integral component of plasma membrane, lamellipodium"
"719";"Q15046";"Q15046-1,Q15046-2";"Q15046-1,Q15046-2";"SYK_HUMAN";"Lysine--tRNA ligase";"KARS";9;15;0,000474162817262941;7;7;8;7;NA;NA;"mitochondrial matrix, cytosol, nucleus, plasma membrane, extracellular region, aminoacyl-tRNA synthetase multienzyme complex, microtubule cytoskeleton"
"720";"Q15056";"Q15056-1,Q15056-2";"Q15056-1,Q15056-2";"IF4H_HUMAN";"Eukaryotic translation initiation factor 4H";"EIF4H";1;1;7,60954843833268e-05;NA;1;NA;1;NA;NA;"perinuclear region of cytoplasm, eukaryotic translation initiation factor 4F complex, cytosol"
"721";"Q15084";"Q15084-1,Q15084-2";"Q15084-1,Q15084-2";"PDIA6_HUMAN";"Protein disulfide-isomerase A6";"PDIA6";3;4;0,000171560728427864;1;3;1;3;NA;NA;"melanosome, extracellular vesicular exosome, endoplasmic reticulum lumen, endoplasmic reticulum membrane, plasma membrane, endoplasmic reticulum-Golgi intermediate compartment"
"722";"Q15125";"Q15125";"Q15125";"EBP_HUMAN";"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase";"EBP";2;5;0,000820507831611524;2;2;2;3;0,000815700743646557;0,00124757382194832;"integral component of plasma membrane, endoplasmic reticulum membrane"
"723";"Q15233";"Q15233";"Q15233";"NONO_HUMAN";"Non-POU domain-containing octamer-binding protein";"NONO";13;27;0,00225770307806483;11;10;14;13;0,00290950583721065;0,00275472775971603;"paraspeckles, nuclear speck, nuclear matrix, nucleolus"
"724";"Q15262";"Q15262-2,Q15262-3";"Q15262-2,Q15262-3";"PTPRK_HUMAN";"Receptor-type tyrosine-protein phosphatase kappa";"PTPRK";8;13;0,000170487728736515;7;6;7;6;NA;NA;"neuronal cell body, cell-cell junction, cell surface, integral component of plasma membrane, axon, photoreceptor outer segment, adherens junction, dendrite, leading edge membrane"
"725";"Q15365";"Q15365";"Q15365";"PCBP1_HUMAN";"Poly(rC)-binding protein 1";"PCBP1";5;8;0,00106020674871152;4;4;4;4;0,00120456610618753;0,00150456468414741;"nucleoplasm, cytoplasm, extracellular vesicular exosome, ribonucleoprotein complex"
"726";"Q15366";"Q15366-1,Q15366-2,Q15366-3,Q15366-4,Q15366-5,Q15366-6";"Q15366-1,Q15366-2,Q15366-3,Q15366-4,Q15366-5,Q15366-6";"PCBP2_HUMAN";"Poly(rC)-binding protein 2";"PCBP2";3;4;8,61720553747262e-05;3;1;3;1;NA;NA;"ribonucleoprotein complex, nucleoplasm, cytosol"
"727";"Q15369";"Q15369";"Q15369";"ELOC_HUMAN";"Transcription elongation factor B polypeptide 1";"TCEB1";1;2;0,000673988575966609;1;1;1;1;0,000837549870708518;0,000853993985262241;"nucleoplasm, cytosol, VCB complex, elongin complex"
"728";"Q15388";"Q15388";"Q15388";"TOM20_HUMAN";"Mitochondrial import receptor subunit TOM20 homolog";"TOMM20";2;3;0,00078089710870614;2;1;2;1;0,00129387014509454;0,000659636733443938;"mitochondrial outer membrane translocase complex, integral component of membrane"
"729";"Q15392";"Q15392";"Q15392";"DHC24_HUMAN";"Delta(24)-sterol reductase";"DHCR24";1;1;7,31460470041281e-05;NA;1;NA;1;NA;0,000185363035560796;"Golgi membrane, nucleus, cytoskeleton, integral component of membrane, endoplasmic reticulum membrane, cytosol"
"730";"Q15393";"Q15393-1";"Q15393-1";"SF3B3_HUMAN";"Splicing factor 3B subunit 3";"SF3B3";13;23;0,000713309191327027;12;10;12;11;NA;NA;"nucleoplasm, catalytic step 2 spliceosome, U12-type spliceosomal complex, small nuclear ribonucleoprotein complex"
"731";"Q15418";"Q15418-2";"Q15418-2";"KS6A1_HUMAN";"Ribosomal protein S6 kinase alpha-1";"RPS6KA1";2;3;0,000215676344309315;2;1;2;1;NA;NA;"cytosol, nucleoplasm, spindle"
"732";"Q15424";"Q15424";"Q15424";"SAFB1_HUMAN";"Scaffold attachment factor B1";"SAFB";7;13;0,000536244462626985;6;6;6;7;0,000615118593569535;0,000731728179721964;"nucleus"
"733";"Q15427";"Q15427";"Q15427";"SF3B4_HUMAN";"Splicing factor 3B subunit 4";"SF3B4";2;3;0,000267052077269788;2;1;2;1;0,000442479176978085;0,000225583316861724;"nucleoplasm, U12-type spliceosomal complex"
"734";"Q15428";"Q15428";"Q15428";"SF3A2_HUMAN";"Splicing factor 3A subunit 2";"SF3A2";1;2;0,000162686897647112;1;1;1;1;0,000202167210171022;0,000206136479201231;"catalytic step 2 spliceosome, small nuclear ribonucleoprotein complex, nucleoplasm"
"735";"Q15436";"Q15436";"Q15436";"SC23A_HUMAN";"Protein transport protein Sec23A";"SEC23A";2;4;0,000197350903289569;1;2;1;3;0,000122621680417456;0,000375087554311259;"endoplasmic reticulum membrane, smooth endoplasmic reticulum membrane, cytosol, Golgi membrane, ER to Golgi transport vesicle membrane, COPII vesicle coat, perinuclear region of cytoplasm"
"736";"Q15459";"Q15459";"Q15459";"SF3A1_HUMAN";"Splicing factor 3A subunit 1";"SF3A1";6;15;0,000713934935450128;6;6;8;7;0,000946336297799284;0,000844301745833035;"catalytic step 2 spliceosome, nucleoplasm, U2-type spliceosomal complex"
"737";"Q15717";"Q15717";"Q15717";"ELAV1_HUMAN";"ELAV-like protein 1";"ELAVL1";8;17;0,00196821203779206;8;6;9;8;0,0025897247536018;0,0023471736527453;"cytosol, nucleoplasm"
"738";"Q15738";"Q15738";"Q15738";"NSDHL_HUMAN";"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating";"NSDHL";2;4;0,000404754533556355;2;2;2;2;0,000502979010827636;0,000512854296779469;"endoplasmic reticulum membrane, integral component of membrane, lipid particle"
"739";"Q15758";"Q15758-1";"Q15758-1";"AAAT_HUMAN";"Neutral amino acid transporter B(0)";"SLC1A5";11;22;0,00153485013972433;11;9;11;11;NA;NA;"extracellular vesicular exosome, integral component of plasma membrane, Golgi apparatus, melanosome"
"740";"Q16186";"Q16186";"Q16186";"ADRM1_HUMAN";"Proteasomal ubiquitin receptor ADRM1";"ADRM1";2;2;0,000185471057759853;2;NA;2;NA;0,000460961108203214;NA;"nucleus, proteasome complex, integral component of plasma membrane, cytoplasm"
"741";"Q16531";"Q16531";"Q16531";"DDB1_HUMAN";"DNA damage-binding protein 1";"DDB1";2;2;6,62164214984739e-05;2;NA;2;NA;0,000164571202665533;NA;"Cul4B-RING ubiquitin ligase complex, nucleoplasm, Cul4A-RING ubiquitin ligase complex, cytoplasm, extracellular vesicular exosome, extracellular space"
"742";"Q16576";"Q16576-1,Q16576-2";"Q16576-1,Q16576-2";"RBBP7_HUMAN";"Histone-binding protein RBBP7";"RBBP7";3;7;0,000569850733248631;3;3;4;3;NA;NA;"NuRD complex, ESC/E(Z) complex"
"743";"Q16629";"Q16629-1,Q16629-2,Q16629-3";"Q16629-1,Q16629-2,Q16629-3";"SRSF7_HUMAN";"Serine/arginine-rich splicing factor 7";"SRSF7";3;3;0,000158585547286261;2;1;2;1;NA;NA;"cytoplasm, nucleoplasm"
"744";"Q16698";"Q16698";"Q16698";"DECR_HUMAN";"2,4-dienoyl-CoA reductase, mitochondrial";"DECR1";5;10;0,00112666747027254;5;5;5;5;0,00140008336596051;0,00142757203506524;"mitochondrial matrix, nucleus"
"745";"Q16718";"Q16718";"Q16718";"NDUA5_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5";"NDUFA5";1;2;0,00065074759058845;1;1;1;1;0,000808668840684087;0,000824545916804922;"mitochondrial respiratory chain complex I"
"746";"Q16836";"Q16836-1,Q16836-2";"Q16836-1,Q16836-2";"HCDH_HUMAN";"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial";"HADH";6;9;0,000540908029119699;4;4;5;4;NA;NA;"nucleus, mitochondrial matrix"
"747";"Q1KMD3";"Q1KMD3";"Q1KMD3";"HNRL2_HUMAN";"Heterogeneous nuclear ribonucleoprotein U-like protein 2";"HNRNPUL2";12;23;0,0011621114937684;10;10;11;12;0,00138134061675086;0,00153650323452805;"nucleus"
"748";"Q2M2I5";"Q2M2I5";"Q2M2I5";"K1C24_HUMAN";"Keratin, type I cytoskeletal 24";"KRT24";1;1;7,81619047481523e-05;1;0;1;0;0,000198057648438445;0;"intermediate filament, cytoplasm, intermediate filament cytoskeleton"
"749";"Q2NL82";"Q2NL82";"Q2NL82";"TSR1_HUMAN";"Pre-rRNA-processing protein TSR1 homolog";"TSR1";2;2;9,3888955856045e-05;NA;2;NA;2;NA;0,000237928672510873;"nucleolus"
"750";"Q31612";"Q31612";"Q31612";"1B73_HUMAN";"HLA class I histocompatibility antigen, B-73 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, MHC class I protein complex, ER to Golgi transport vesicle membrane, Golgi membrane, phagocytic vesicle membrane, cell surface"
"751";"Q32MZ4";"Q32MZ4-1,Q32MZ4-2,Q32MZ4-3";"Q32MZ4-1,Q32MZ4-2,Q32MZ4-3";"LRRF1_HUMAN";"Leucine-rich repeat flightless-interacting protein 1";"LRRFIP1";2;2;3,11413863482922e-05;NA;2;NA;2;NA;NA;"cytosol, cytoskeleton, nucleus"
"752";"Q3ZCQ8";"Q3ZCQ8-1,Q3ZCQ8-2";"Q3ZCQ8-1,Q3ZCQ8-2";"TIM50_HUMAN";"Mitochondrial import inner membrane translocase subunit TIM50";"TIMM50";4;6;0,000320765101309887;4;2;4;2;NA;NA;"nuclear speck, integral component of membrane, mitochondrial inner membrane presequence translocase complex"
"753";"Q562R1";"Q562R1";"Q562R1";"ACTBL_HUMAN";"Beta-actin-like protein 2";"ACTBL2";2;2;0,000291720283336307;0;2;0;2;0;0,000705164333624552;"cytoplasm, extracellular space, cytoskeleton, extracellular vesicular exosome"
"754";"Q5JTH9";"Q5JTH9-1,Q5JTH9-2";"Q5JTH9-1,Q5JTH9-2";"RRP12_HUMAN";"RRP12-like protein";"RRP12";3;4;5,82010181251042e-05;2;2;2;2;NA;NA;"integral component of membrane, nuclear membrane, nucleolus"
"755";"Q5JTV8";"Q5JTV8-1";"Q5JTV8-1";"TOIP1_HUMAN";"Torsin-1A-interacting protein 1";"TOR1AIP1";2;3;0,000194219692559846;2;1;2;1;NA;NA;"nuclear inner membrane, integral component of membrane"
"756";"Q5T1J5";"Q5T1J5,Q9Y6H1";"Q5T1J5,Q9Y6H1";"CHCH2_HUMAN, CHCH9_HUMAN";"Coiled-coil-helix-coiled-coil-helix domain-containing protein 2, mitochondrial, Putative coiled-coil-helix-coiled-coil-helix domain-containing protein CHCHD2P9, mitochondrial";"CHCHD2, CHCHD2P9";2;4;0,000499912056346094;2;2;2;2;0,00062122904317453;0,000633426002313715;"mitochondrion"
"757";"Q5XKE5";"Q5XKE5";"Q5XKE5";"K2C79_HUMAN";"Keratin, type II cytoskeletal 79";"KRT79";0;0;0;0;0;0;0;0;0;"extracellular vesicular exosome, keratin filament"
"758";"Q5Y7A7";"Q5Y7A7";"Q5Y7A7";"2B1D_HUMAN";"HLA class II histocompatibility antigen, DRB1-13 beta chain";"HLA-DRB1";4;10;0,00217568242066414;4;4;5;5;0,00264489432855322;0,00282524325951418;"ER to Golgi transport vesicle membrane, MHC class II protein complex, integral component of lumenal side of endoplasmic reticulum membrane, late endosome membrane, clathrin-coated endocytic vesicle membrane, plasma membrane, lysosomal membrane, trans-Golgi network membrane, Golgi membrane"
"759";"Q6IAA8";"Q6IAA8";"Q6IAA8";"LTOR1_HUMAN";"Ragulator complex protein LAMTOR1";"LAMTOR1";1;2;0,000468861618063728;1;NA;2;NA;0,00116528677663794;NA;"Ragulator complex, Golgi apparatus, plasma membrane, lysosomal membrane, extracellular vesicular exosome, lysosome"
"760";"Q6NVY1";"Q6NVY1-1,Q6NVY1-2";"Q6NVY1-1,Q6NVY1-2";"HIBCH_HUMAN";"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial";"HIBCH";1;2;9,77807260469692e-05;1;1;1;1;NA;NA;"mitochondrial matrix"
"761";"Q6P2Q9";"Q6P2Q9";"Q6P2Q9";"PRP8_HUMAN";"Pre-mRNA-processing-splicing factor 8";"PRPF8";9;15;0,000242462699705333;7;7;8;7;0,000321389586361813;0,000286737166786123;"catalytic step 2 spliceosome, U5 snRNP, nuclear speck, nucleoplasm"
"762";"Q71U36";"Q71U36";"Q71U36";"TBA1A_HUMAN";"Tubulin alpha-1A chain";"TUBA1A";0;0;NA;0;0;0;0;NA;NA;"cytosol, microtubule, cytoplasmic microtubule, extracellular vesicular exosome"
"763";"Q71UM5";"Q71UM5";"Q71UM5";"RS27L_HUMAN";"40S ribosomal protein S27-like";"RPS27L";1;2;0,00123564572260545;1;1;1;1;0,00134007979313363;0,00189776441169387;"ribosome, nucleus"
"764";"Q7KZF4";"Q7KZF4";"Q7KZF4";"SND1_HUMAN";"Staphylococcal nuclease domain-containing protein 1";"SND1";20;38;0,00157609636226038;19;15;20;18;0,00206166122020558;0,00189192513658096;"mitochondrion, nucleus, melanosome, extracellular vesicular exosome, RISC complex, cytoplasm"
"765";"Q7L1Q6";"Q7L1Q6-1,Q7L1Q6-3,Q7L1Q6-4";"Q7L1Q6-1,Q7L1Q6-3,Q7L1Q6-4";"BZW1_HUMAN";"Basic leucine zipper and W2 domain-containing protein 1";"BZW1";5;8;0,000240212316653175;5;3;5;3;NA;NA;"cytoplasm"
"766";"Q7L2H7";"Q7L2H7";"Q7L2H7";"EIF3M_HUMAN";"Eukaryotic translation initiation factor 3 subunit M";"EIF3M";3;7;0,000706426528820617;3;3;3;4;0,000752451220743482;0,00102296605721252;"eukaryotic 43S preinitiation complex, eukaryotic 48S preinitiation complex, eukaryotic translation initiation factor 3 complex"
"767";"Q7RTP6";"Q7RTP6-1";"Q7RTP6-1";"MICA3_HUMAN";"Protein-methionine sulfoxide oxidase MICAL3";"MICAL3";1;1;2,51371030663537e-05;0;1;0;1;NA;NA;"cytoplasm, cytoskeleton"
"768";"Q7Z3B1";"Q7Z3B1";"Q7Z3B1";"NEGR1_HUMAN";"Neuronal growth regulator 1";"NEGR1";3;5;0,000533098308674154;2;3;2;3;0,000529975059431379;0,000810570562282805;"anchored component of membrane, plasma membrane"
"769";"Q7Z3Y8";"Q7Z3Y8";"Q7Z3Y8";"K1C27_HUMAN";"Keratin, type I cytoskeletal 27";"KRT27";1;1;8,52197082386776e-05;0;1;0;1;0;0,000215567559948999;"intermediate filament, cytoplasm"
"770";"Q7Z406";"Q7Z406-1,Q7Z406-2,Q7Z406-4,Q7Z406-5,Q7Z406-6";"Q7Z406-1,Q7Z406-2,Q7Z406-4,Q7Z406-5,Q7Z406-6";"MYH14_HUMAN";"Myosin-14";"MYH14";3;3;1,25582044459759e-05;3;0;3;0;NA;NA;"extracellular vesicular exosome, stress fiber, cytoplasm, myosin complex, axon, growth cone"
