"";"X";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5826.1.id.csv";"peptide.count.P5826.2.id.csv";"spectra.count.P5826.1.id.csv";"spectra.count.P5826.2.id.csv";"dNSAF.P5826.1.id.csv";"dNSAF.P5826.2.id.csv"
"521";"P30837";"P30837";"P30837";"AL1B1_HUMAN";"Aldehyde dehydrogenase X, mitochondrial";"ALDH1B1";2;7;0,00051103195701917;2;2;3;4;0,000544326415005923;0,000740017998834592
"522";"P31146";"P31146";"P31146";"COR1A_HUMAN";"Coronin-1A";"CORO1A";2;4;0,000327491195263602;2;2;2;2;0,000406965663858369;0,000414955862687076
"523";"P31948";"P31948";"P31948";"STIP1_HUMAN";"Stress-induced-phosphoprotein 1";"STIP1";2;2;0,000139017901488509;NA;2;NA;2;NA;0,000352292178082398
"524";"P35580-1,P35580-2,P35580-3";"P35580-1,P35580-2,P35580-3";"P35580";"MYH10_HUMAN";"Myosin-10";"MYH10";2;2;1,58906820213087e-05;0;2;0;2;NA;NA
"525";"P35613-1,P35613-2";"P35613-1,P35613-2";"P35613";"BASI_HUMAN";"Basigin";"BSG";11;31;0,00151953788036108;10;9;15;16;NA;NA
"526";"P35658-1,P35658-2,P35658-3,P35658-4,P35658-5";"P35658-1,P35658-2,P35658-3,P35658-4,P35658-5";"P35658";"NU214_HUMAN";"Nuclear pore complex protein Nup214";"NUP214";2;3;1,0835414427023e-05;1;1;2;1;NA;NA
"527";"P36969-1,P36969-2";"P36969-1,P36969-2";"P36969";"GPX4_HUMAN";"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial";"GPX4";2;2;0,000191590661188478;NA;2;NA;2;NA;NA
"531";"P42677";"P42677";"P42677";"RS27_HUMAN";"40S ribosomal protein S27";"RPS27";2;6;0,00370693716781635;2;1;4;2;0,00536031917253452;0,00379552882338774
"532";"P43246";"P43246";"P43246";"MSH2_HUMAN";"DNA mismatch repair protein Msh2";"MSH2";2;2;8,08208999017775e-05;NA;2;NA;2;NA;0,000204812261990088
"533";"P45974-1,P45974-2";"P45974-1,P45974-2";"P45974";"UBP5_HUMAN";"Ubiquitin carboxyl-terminal hydrolase 5";"USP5";2;3;6,59848955491785e-05;1;2;1;2;NA;NA
"535";"P49721";"P49721";"P49721";"PSB2_HUMAN";"Proteasome subunit beta type-2";"PSMB2";2;4;0,00075111164684836;2;2;2;2;0,000933388910640339;0,000951714690043492
"536";"P49736";"P49736";"P49736";"MCM2_HUMAN";"DNA replication licensing factor MCM2";"MCM2";2;5;0,000208757523529481;2;2;3;2;0,000311301721856264;0,000211609129091529
"537";"P50416-1,P50416-2";"P50416-1,P50416-2";"P50416";"CPT1A_HUMAN";"Carnitine O-palmitoyltransferase 1, liver isoform";"CPT1A";2;3;7,32406731968889e-05;1;2;1;2;NA;NA
"540";"P51858";"P51858";"P51858";"HDGF_HUMAN";"Hepatoma-derived growth factor";"HDGF";2;4;0,000629056004235502;2;2;2;2;0,000781713212661284;0,000797061052911425
"542";"P53985";"P53985";"P53985";"MOT1_HUMAN";"Monocarboxylate transporter 1";"SLC16A1";2;5;0,000377433602541301;2;2;3;2;0,000562833513116124;0,000382589305397484
"543";"P53992";"P53992";"P53992";"SC24C_HUMAN";"Protein transport protein Sec24C";"SEC24C";2;2;6,90006585998722e-05;2;NA;2;NA;0,000171491015574687;NA
"545";"P54819-1,P54819-2,P54819-3,P54819-5";"P54819-1,P54819-2,P54819-3,P54819-5";"P54819";"KAD2_HUMAN";"Adenylate kinase 2, mitochondrial";"AK2";2;2;7,89610047157533e-05;2;NA;2;NA;NA;NA
"546";"P55735";"P55735";"P55735";"SEC13_HUMAN";"Protein SEC13 homolog";"SEC13";2;3;0,000351646213547796;1;2;1;2;0,000291321694159485;0,000594082772356341
"548";"P55795";"P55795";"P55795";"HNRH2_HUMAN";"Heterogeneous nuclear ribonucleoprotein H2";"HNRNPH2";2;4;0,000973069016472815;2;2;2;2;0,00122820298243603;0,00121358556750231
"549";"P56134-1,P56134-2";"P56134-1,P56134-2";"P56134";"ATPK_HUMAN";"ATP synthase subunit f, mitochondrial";"ATP5J2";2;4;0,000803050218172981;2;2;2;2;NA;NA
"551";"P56381,Q5VTU8";"P56381,Q5VTU8";"P56381";"AT5EL_HUMAN, ATP5E_HUMAN";"ATP synthase subunit epsilon-like protein, mitochondrial, ATP synthase subunit epsilon, mitochondrial";"ATP5E, ATP5EP2";2;4;0,00148013177467177;2;2;2;2;0,00183932520626184;0,00187543777155629
"554";"P60842";"P60842";"P60842";"IF4A1_HUMAN";"Eukaryotic initiation factor 4A-I";"EIF4A1";6;10;0,0010390087580824;6;3;7;3;0,00179704186818686;0,000795097848347603
"555";"P60900";"P60900";"P60900";"PSA6_HUMAN";"Proteasome subunit alpha type-6";"PSMA6";2;2;0,000306856587431952;1;1;1;1;0,000381323518371358;0,00038881026971289
"556";"P60953-2";"P60953-2";"P60953";"CDC42_HUMAN";"Cell division control protein 42 homolog";"CDC42";2;6;0,00150901583119797;2;2;3;3;NA;NA
"557";"P61254";"P61254";"P61254";"RL26_HUMAN";"60S ribosomal protein L26";"RPL26";5;11;0,00286328939858918;5;5;6;5;0,00388161043528362;0,00329818366721969
"559";"P62333";"P62333";"P62333";"PRS10_HUMAN";"26S protease regulatory subunit 10B";"PSMC6";2;2;0,000194053266088072;2;NA;2;NA;0,000482290928120072;NA
"560";"P62491,Q15907";"P62491,Q15907";"P62491";"RB11A_HUMAN, RB11B_HUMAN";"Ras-related protein Rab-11A, Ras-related protein Rab-11B";"RAB11A, RAB11B";2;3;0,000260898803599978;2;1;2;1;0,000432283804236655;0,000220385544583804
"561";"P62910";"P62910";"P62910";"RL32_HUMAN";"60S ribosomal protein L32";"RPL32";2;4;0,00111832178530756;2;2;2;2;0,0013897123780645;0,00141699742739809
"562";"P62979";"P62979";"P62979";"RS27A_HUMAN";"Ubiquitin-40S ribosomal protein S27a";"RPS27A";2;4;0,00290333540416385;1;2;2;2;0,00300658927946648;0,00449624183693624
"563";"P62995-1,P62995-3";"P62995-1,P62995-3";"P62995";"TRA2B_HUMAN";"Transformer-2 protein homolog beta";"TRA2B";2;3;0,000196580001323594;NA;2;NA;3;NA;NA
"564";"P63151-1,P63151-2";"P63151-1,P63151-2";"P63151";"2ABA_HUMAN";"Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform";"PPP2R2A";2;4;0,000168874095096779;2;1;2;2;NA;NA
"566";"P67812";"P67812";"P67812";"SC11A_HUMAN";"Signal peptidase complex catalytic subunit SEC11A";"SEC11A";2;4;0,00084342704478503;2;2;2;2;0,00104810710077491;0,0010686852106075
"567";"P69849,Q15155,Q5JPE7-1,Q5JPE7-2";"P69849,Q15155,Q5JPE7-1,Q5JPE7-2";"P69849";"NOMO1_HUMAN, NOMO2_HUMAN, NOMO3_HUMAN";"Nodal modulator 1, Nodal modulator 2, Nodal modulator 3";"NOMO1, NOMO2, NOMO3";2;2;1,51640659920169e-05;NA;2;NA;2;NA;7,82711344921203e-05
"568";"P82933";"P82933";"P82933";"RT09_HUMAN";"28S ribosomal protein S9, mitochondrial";"MRPS9";2;3;0,000285934547379773;2;1;2;1;0,000473765583431081;0,000241533652397401
"569";"Q00765";"Q00765";"Q00765";"REEP5_HUMAN";"Receptor expression-enhancing protein 5";"REEP5";2;2;0,000399400637609842;2;NA;2;NA;0,000992651698617503;NA
"570";"Q00839-1";"Q00839-1";"Q00839";"HNRPU_HUMAN";"Heterogeneous nuclear ribonucleoprotein U";"HNRNPU";23;52;0,00237897543419971;21;23;25;27;NA;NA
"571";"Q01105-2";"Q01105-2";"Q01105";"SET_HUMAN";"Protein SET";"SET";7;18;0,00234269132611842;6;7;10;8;NA;NA
"572";"Q01130";"Q01130";"Q01130";"SRSF2_HUMAN";"Serine/arginine-rich splicing factor 2";"SRSF2";4;11;0,00187862879092955;4;4;6;5;0,00254675797790102;0,00216396665948803
"573";"Q02224-1,Q02224-2,Q02224-3";"Q02224-1,Q02224-2,Q02224-3";"Q02224";"CENPE_HUMAN";"Centromere-associated protein E";"CENPE";2;2;9,31589787834878e-06;NA;2;NA;2;NA;NA
"574";"Q02487-1,Q02487-2,Q14574-1,Q14574-2";"Q02487-1,Q02487-2,Q14574-1,Q14574-2";"Q02487";"DSC2_HUMAN, DSC3_HUMAN";"Desmocollin-2, Desmocollin-3";"DSC2, DSC3";2;4;4,2007078746945e-05;2;2;2;2;NA;NA
"575";"Q07108";"Q07108";"Q07108";"CD69_HUMAN";"Early activation antigen CD69";"CD69";2;5;0,000948325634525882;2;2;2;3;0,000942769703712101;0,00144191949270408
"576";"Q07666-1,Q07666-2";"Q07666-1,Q07666-2";"Q07666";"KHDR1_HUMAN";"KH domain-containing, RNA-binding, signal transduction-associated protein 1";"KHDRBS1";5;11;0,000468597023471141;5;5;6;5;NA;NA
"578";"Q08722-1,Q08722-2,Q08722-3,Q08722-4";"Q08722-1,Q08722-2,Q08722-3,Q08722-4";"Q08722";"CD47_HUMAN";"Leukocyte surface antigen CD47";"CD47";2;4;0,000116852508526719;2;2;2;2;NA;NA
"579";"Q10589";"Q10589";"Q10589";"BST2_HUMAN";"Bone marrow stromal antigen 2";"BST2";2;4;0,000838741338980669;2;2;2;2;0,00104228428354838;0,00106274807054857
"582";"Q13155";"Q13155";"Q13155";"AIMP2_HUMAN";"Aminoacyl tRNA synthase complex-interacting multifunctional protein 2";"AIMP2";2;4;0,000471792003176626;2;2;2;2;0,000586284909495963;0,000597795789683569
"583";"Q13185";"Q13185";"Q13185";"CBX3_HUMAN";"Chromobox protein homolog 3";"CBX3";2;3;0,000773429513404305;2;1;2;1;0,00102519765594922;0,000783994478273533
"584";"Q13442";"Q13442";"Q13442";"HAP28_HUMAN";"28 kDa heat- and acid-stable phosphoprotein";"PDAP1";2;6;0,00125116111339658;2;2;3;3;0,00155478871026554;0,00158531480137079
"585";"Q13547,Q92769";"Q13547,Q92769";"Q13547";"HDAC1_HUMAN, HDAC2_HUMAN";"Histone deacetylase 1, Histone deacetylase 2";"HDAC1, HDAC2";2;4;0,000155642722697444;2;2;2;2;0,000193413578390421;0,000197210982163651
"587";"Q13765";"Q13765";"Q13765";"NACA_HUMAN";"Nascent polypeptide-associated complex subunit alpha";"NACA";2;4;0,00070220205123963;2;2;2;2;0,000872610097854456;0,000889742570691823
"588";"Q13885,Q9BVA1";"Q13885,Q9BVA1";"Q13885";"TBB2A_HUMAN, TBB2B_HUMAN";"Tubulin beta-2A chain, Tubulin beta-2B chain";"TUBB2A, TUBB2B";2;3;0,000309500745323437;1;1;2;1;0,000528355326232247;0,000253191377768397
"589";"Q14118";"Q14118";"Q14118";"DAG1_HUMAN";"Dystroglycan";"DAG1";2;2;8,4342704478503e-05;2;NA;2;NA;0,000209621420154981;NA
"590";"Q14126";"Q14126";"Q14126";"DSG2_HUMAN";"Desmoglein-2";"DSG2";2;3;0,000101279142005716;1;2;1;2;8,390481710139e-05;0,000171104340517658
"591";"Q14318-1,Q14318-2";"Q14318-1,Q14318-2";"Q14318";"FKBP8_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP8";"FKBP8";2;4;0,000183220195408398;1;2;2;2;NA;NA
"593";"Q14739";"Q14739";"Q14739";"LBR_HUMAN";"Lamin-B receptor";"LBR";2;4;0,000245485269945562;2;2;2;2;0,000305058814697086;0,000311048215770312
"594";"Q14978-1,Q14978-2,Q14978-3";"Q14978-1,Q14978-2,Q14978-3";"Q14978";"NOLC1_HUMAN";"Nucleolar and coiled-body phosphoprotein 1";"NOLC1";2;5;8,99937058992134e-05;2;2;3;2;NA;NA
"595";"Q15043-1,Q15043-2,Q15043-3";"Q15043-1,Q15043-2,Q15043-3";"Q15043";"S39AE_HUMAN";"Zinc transporter ZIP14";"SLC39A14";2;5;0,00012785691142998;2;1;3;2;NA;NA
"596";"Q15125";"Q15125";"Q15125";"EBP_HUMAN";"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase";"EBP";2;5;0,000820507831611524;2;2;2;3;0,000815700743646557;0,00124757382194832
"597";"Q15366-1,Q15366-2,Q15366-3,Q15366-4,Q15366-5,Q15366-6";"Q15366-1,Q15366-2,Q15366-3,Q15366-4,Q15366-5,Q15366-6";"Q15366";"PCBP2_HUMAN";"Poly(rC)-binding protein 2";"PCBP2";3;4;8,61720553747262e-05;3;1;3;1;NA;NA
"600";"Q15427";"Q15427";"Q15427";"SF3B4_HUMAN";"Splicing factor 3B subunit 4";"SF3B4";2;3;0,000267052077269788;2;1;2;1;0,000442479176978085;0,000225583316861724
"601";"Q15738";"Q15738";"Q15738";"NSDHL_HUMAN";"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating";"NSDHL";2;4;0,000404754533556355;2;2;2;2;0,000502979010827636;0,000512854296779469
"603";"Q16531";"Q16531";"Q16531";"DDB1_HUMAN";"DNA damage-binding protein 1";"DDB1";2;2;6,62164214984739e-05;2;NA;2;NA;0,000164571202665533;NA
"604";"Q2NL82";"Q2NL82";"Q2NL82";"TSR1_HUMAN";"Pre-rRNA-processing protein TSR1 homolog";"TSR1";2;2;9,3888955856045e-05;NA;2;NA;2;NA;0,000237928672510873
"606";"Q562R1";"Q562R1";"Q562R1";"ACTBL_HUMAN";"Beta-actin-like protein 2";"ACTBL2";2;2;0,000291720283336307;0;2;0;2;0;0,000705164333624552
"607";"Q5JTV8-1";"Q5JTV8-1";"Q5JTV8";"TOIP1_HUMAN";"Torsin-1A-interacting protein 1";"TOR1AIP1";2;3;0,000194219692559846;2;1;2;1;NA;NA
"608";"Q5T1J5,Q9Y6H1";"Q5T1J5,Q9Y6H1";"Q5T1J5";"CHCH2_HUMAN, CHCH9_HUMAN";"Coiled-coil-helix-coiled-coil-helix domain-containing protein 2, mitochondrial, Putative coiled-coil-helix-coiled-coil-helix domain-containing protein CHCHD2P9, mitochondrial";"CHCHD2, CHCHD2P9";2;4;0,000499912056346094;2;2;2;2;0,00062122904317453;0,000633426002313715
"609";"Q7L1Q6-1,Q7L1Q6-3,Q7L1Q6-4";"Q7L1Q6-1,Q7L1Q6-3,Q7L1Q6-4";"Q7L1Q6";"BZW1_HUMAN";"Basic leucine zipper and W2 domain-containing protein 1";"BZW1";5;8;0,000240212316653175;5;3;5;3;NA;NA
"610";"Q7Z6Z7-1,Q7Z6Z7-2,Q7Z6Z7-3";"Q7Z6Z7-1,Q7Z6Z7-2,Q7Z6Z7-3";"Q7Z6Z7";"HUWE1_HUMAN";"E3 ubiquitin-protein ligase HUWE1";"HUWE1";2;2;5,7526840808002e-06;2;NA;2;NA;NA;NA
"611";"Q86U42-1,Q86U42-2,Q92843-2";"Q86U42-1,Q86U42-2,Q92843-2";"Q86U42";"B2CL2_HUMAN, PABP2_HUMAN";"Bcl-2-like protein 2, Polyadenylate-binding protein 2";"BCL2L2, PABPN1";2;4;0,000187544647225491;2;2;2;2;NA;NA
"612";"Q86UP2-1,Q86UP2-2,Q86UP2-3";"Q86UP2-1,Q86UP2-2,Q86UP2-3";"Q86UP2";"KTN1_HUMAN";"Kinectin";"KTN1";2;3;2,78138248003906e-05;2;1;2;1;NA;NA
"614";"Q8IY67-1,Q8IY67-2,Q8IY67-3";"Q8IY67-1,Q8IY67-2,Q8IY67-3";"Q8IY67";"RAVR1_HUMAN";"Ribonucleoprotein PTB-binding 1";"RAVER1";2;2;4,15218484643895e-05;NA;2;NA;2;NA;NA
"615";"Q8IYB3-1,Q8IYB3-2";"Q8IYB3-1,Q8IYB3-2";"Q8IYB3";"SRRM1_HUMAN";"Serine/arginine repetitive matrix protein 1";"SRRM1";2;2;4,17515047058961e-05;2;NA;2;NA;NA;NA
"616";"Q8IZX4";"Q8IZX4";"Q8IZX4";"TAF1L_HUMAN";"Transcription initiation factor TFIID subunit 1-like";"TAF1L";2;2;4,13399345609311e-05;2;NA;2;NA;0,000102744343394692;NA
"617";"Q8N183";"Q8N183";"Q8N183";"MIMIT_HUMAN";"Mimitin, mitochondrial";"NDUFAF2";2;3;0,000670000477883966;1;2;1;2;0,000555062636209196;0,00113192102188605
"618";"Q8NB49-3";"Q8NB49-3";"Q8NB49";"AT11C_HUMAN";"Probable phospholipid-transporting ATPase IG";"ATP11C";2;2;6,66843820744348e-05;NA;2;NA;2;NA;NA
"619";"Q8NF37";"Q8NF37";"Q8NF37";"PCAT1_HUMAN";"Lysophosphatidylcholine acyltransferase 1";"LPCAT1";2;2;0,000141360899828203;1;1;1;1;0,000175665890485682;0,000179114843350882
"620";"Q8NF91-1,Q8NF91-4";"Q8NF91-1,Q8NF91-4";"Q8NF91";"SYNE1_HUMAN";"Nesprin-1";"SYNE1";2;2;4,29048087463113e-06;2;NA;2;NA;NA;NA
"621";"Q8NFZ8";"Q8NFZ8";"Q8NFZ8";"CADM4_HUMAN";"Cell adhesion molecule 4";"CADM4";2;2;0,000194553403371805;NA;2;NA;2;NA;0,000493027455409129
"622";"Q8NI27-1";"Q8NI27-1";"Q8NI27";"THOC2_HUMAN";"THO complex subunit 2";"THOC2";2;2;4,73865163265915e-05;NA;2;NA;2;NA;NA
"623";"Q8TE73";"Q8TE73";"Q8TE73";"DYH5_HUMAN";"Dynein heavy chain 5, axonemal";"DNAH5";2;2;1,63249828088798e-05;2;NA;2;NA;4,05733501381289e-05;NA
"624";"Q8WUX1-1";"Q8WUX1-1";"Q8WUX1";"S38A5_HUMAN";"Sodium-coupled neutral amino acid transporter 5";"SLC38A5";2;5;0,000399823731505615;2;2;2;3;NA;NA
"625";"Q8WXH0-1,Q8WXH0-2";"Q8WXH0-1,Q8WXH0-2";"Q8WXH0";"SYNE2_HUMAN";"Nesprin-2";"SYNE2";2;2;5,48196953582136e-06;2;NA;2;NA;NA;NA
"626";"Q92542-1,Q92542-2";"Q92542-1,Q92542-2";"Q92542";"NICA_HUMAN";"Nicastrin";"NCSTN";2;2;5,32346406969395e-05;2;NA;2;NA;NA;NA
"628";"Q92854-1";"Q92854-1";"Q92854";"SEM4D_HUMAN";"Semaphorin-4D";"SEMA4D";4;5;0,000218929003794258;3;2;3;2;NA;NA
"629";"Q96AG4";"Q96AG4";"Q96AG4";"LRC59_HUMAN";"Leucine-rich repeat-containing protein 59";"LRRC59";2;2;0,000245885083088795;2;NA;2;NA;0,00061111130631501;NA
"630";"Q96H79-1";"Q96H79-1";"Q96H79";"ZCCHL_HUMAN";"Zinc finger CCCH-type antiviral protein 1-like";"ZC3HAV1L";2;2;0,000251622401694201;NA;2;NA;2;NA;NA
"631";"Q96I25";"Q96I25";"Q96I25";"SPF45_HUMAN";"Splicing factor 45";"RBM17";2;5;0,000470615464515338;2;1;3;2;0,00070178742283806;0,000477044021692623
"632";"Q96IX5";"Q96IX5";"Q96IX5";"USMG5_HUMAN";"Up-regulated during skeletal muscle growth protein 5";"USMG5";2;4;0,0026029903623538;2;1;2;2;0,00323467536273635;0,00329818366721969
"633";"Q96PE2";"Q96PE2";"Q96PE2";"ARHGH_HUMAN";"Rho guanine nucleotide exchange factor 17";"ARHGEF17";2;2;3,65907515793796e-05;NA;2;NA;2;NA;9,27264433828124e-05
"634";"Q96PQ1-1";"Q96PQ1-1";"Q96PQ1";"SIG12_HUMAN";"Sialic acid-binding Ig-like lectin 12";"SIGLEC12";3;6;0,000380605313487026;3;3;3;3;NA;NA
"636";"Q99567";"Q99567";"Q99567";"NUP88_HUMAN";"Nuclear pore complex protein Nup88";"NUP88";2;4;0,00020374283537992;1;2;1;3;0,000126593232819641;0,000387236139066279
"637";"Q99615-1,Q99615-2";"Q99615-1,Q99615-2";"Q99615";"DNJC7_HUMAN";"DnaJ homolog subfamily C member 7";"DNAJC7";2;3;0,000114605344901205;2;1;2;1;NA;NA
"638";"Q99805";"Q99805";"Q99805";"TM9S2_HUMAN";"Transmembrane 9 superfamily member 2";"TM9SF2";2;3;0,00017078443553905;1;2;1;2;0,000141486554327834;0,000288528887931737
"639";"Q99808";"Q99808";"Q99808";"S29A1_HUMAN";"Equilibrative nucleoside transporter 1";"SLC29A1";2;4;0,000331082107492369;2;2;2;2;0,000411428006663834;0,000419505817321802
"643";"Q9BWJ5";"Q9BWJ5";"Q9BWJ5";"SF3B5_HUMAN";"Splicing factor 3B subunit 5";"SF3B5";2;4;0,00175550512809907;2;2;2;2;0,00218152524463614;0,00222435642672956
"644";"Q9H0A0";"Q9H0A0";"Q9H0A0";"NAT10_HUMAN";"N-acetyltransferase 10";"NAT10";2;3;0,000110468371475503;1;2;1;2;9,15176444091259e-05;0,000186628929462187
"645";"Q9H307-1,Q9H307-2";"Q9H307-1,Q9H307-2";"Q9H307";"PININ_HUMAN";"Pinin";"PNN";2;2;5,26406698105022e-05;2;NA;2;NA;NA;NA
"646";"Q9H479";"Q9H479";"Q9H479";"FN3K_HUMAN";"Fructosamine-3-kinase";"FN3K";2;2;0,000244293593877865;2;NA;2;NA;0,000607155893329153;NA
"647";"Q9H845";"Q9H845";"Q9H845";"ACAD9_HUMAN";"Acyl-CoA dehydrogenase family member 9, mitochondrial";"ACAD9";2;4;0,0002431134315886;2;2;2;2;0,000302111386535762;0,000308042918999584
"648";"Q9NPH3-1";"Q9NPH3-1";"Q9NPH3";"IL1AP_HUMAN";"Interleukin-1 receptor accessory protein";"IL1RAP";3;5;0,000331082107492369;2;3;2;3;NA;NA
"649";"Q9NPJ3";"Q9NPJ3";"Q9NPJ3";"ACO13_HUMAN";"Acyl-coenzyme A thioesterase 13";"ACOT13";2;5;0,00134797715193322;2;2;3;2;0,00201011968970044;0,00136639037641959
"650";"Q9NR30-1";"Q9NR30-1";"Q9NR30";"DDX21_HUMAN";"Nucleolar RNA helicase 2";"DDX21";11;19;0,00100745367728138;10;9;10;9;NA;NA
"651";"Q9NRW3";"Q9NRW3";"Q9NRW3";"ABC3C_HUMAN";"Probable DNA dC->dU-editing enzyme APOBEC-3C";"APOBEC3C";2;5;0,000993246322477108;1;2;1;4;0,0004937136079966;0,00201362792314465
"652";"Q9NSI8-1,Q9NSI8-2,Q9NSI8-3";"Q9NSI8-1,Q9NSI8-2,Q9NSI8-3";"Q9NSI8";"SAMN1_HUMAN";"SAM domain-containing protein SAMSN-1";"SAMSN1";2;2;6,74590889260591e-05;2;NA;2;NA;NA;NA
"653";"Q9NV72";"Q9NV72";"Q9NV72";"ZN701_HUMAN";"Zinc finger protein 701";"ZNF701";2;2;0,000162337033351097;NA;2;NA;2;NA;0,000411386349889768
"654";"Q9NY12-1,Q9NY12-2";"Q9NY12-1,Q9NY12-2";"Q9NY12";"GAR1_HUMAN";"H/ACA ribonucleoprotein complex subunit 1";"GAR1";2;3;0,000260898803599978;1;2;1;2;NA;NA
"655";"Q9NZ01-1";"Q9NZ01-1";"Q9NZ01";"TECR_HUMAN";"Very-long-chain enoyl-CoA reductase";"TECR";3;7;0,00085780364213932;3;2;4;3;NA;NA
"656";"Q9P035";"Q9P035";"Q9P035";"HACD3_HUMAN";"Very-long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein] dehydratase 3";"PTPLAD1";2;2;0,000208526852232763;2;NA;2;NA;0,000518262903421846;NA
"657";"Q9P289-1,Q9P289-2,Q9P289-3";"Q9P289-1,Q9P289-2,Q9P289-3";"Q9P289";"MST4_HUMAN";"Serine/threonine-protein kinase MST4";"MST4";2;4;0,000120972308506827;2;2;2;2;NA;NA
"658";"Q9UBB4-1";"Q9UBB4-1";"Q9UBB4";"ATX10_HUMAN";"Ataxin-10";"ATXN10";4;5;0,000397298528990843;2;3;2;3;NA;NA
"659";"Q9UHG3";"Q9UHG3";"Q9UHG3";"PCYOX_HUMAN";"Prenylcysteine oxidase 1";"PCYOX1";2;2;0,000149478654471802;2;NA;2;NA;0,00037150726938358;NA
"660";"Q9UIG0-1,Q9UIG0-2";"Q9UIG0-1,Q9UIG0-2";"Q9UIG0";"BAZ1B_HUMAN";"Tyrosine-protein kinase BAZ1B";"BAZ1B";2;2;2,54506812232839e-05;2;NA;2;NA;NA;NA
"661";"Q9UIW2";"Q9UIW2";"Q9UIW2";"PLXA1_HUMAN";"Plexin-A1";"PLXNA1";2;2;3,98136711541457e-05;2;NA;2;NA;9,89510395773777e-05;NA
"662";"Q9UKX7-1,Q9UKX7-2";"Q9UKX7-1,Q9UKX7-2";"Q9UKX7";"NUP50_HUMAN";"Nuclear pore complex protein Nup50";"NUP50";2;4;0,000161296411342436;2;2;2;2;NA;NA
"664";"Q9Y285";"Q9Y285";"Q9Y285";"SYFA_HUMAN";"Phenylalanine--tRNA ligase alpha subunit";"FARSA";2;4;0,000297191813024646;2;2;2;2;0,000369313328816355;0,000376564276966027
"665";"Q9Y4D7-1,Q9Y4D7-2";"Q9Y4D7-1,Q9Y4D7-2";"Q9Y4D7";"PLXD1_HUMAN";"Plexin-D1";"PLXND1";2;2;1,96069403917559e-05;2;NA;2;NA;NA;NA
"666";"Q9Y4L1";"Q9Y4L1";"Q9Y4L1";"HYOU1_HUMAN";"Hypoxia up-regulated protein 1";"HYOU1";2;2;7,55622827910512e-05;2;NA;2;NA;0,000187798970008717;NA
"667";"Q9Y5M8";"Q9Y5M8";"Q9Y5M8";"SRPRB_HUMAN";"Signal recognition particle receptor subunit beta";"SRPRB";2;3;0,000417823176244983;1;2;1;2;0,000346146072027137;0,000705884327301631
"668";"Q9Y6M1-1,Q9Y6M1-2,Q9Y6M1-3,Q9Y6M1-4,Q9Y6M1-5,Q9Y6M1-6";"Q9Y6M1-1,Q9Y6M1-2,Q9Y6M1-3,Q9Y6M1-4,Q9Y6M1-5,Q9Y6M1-6";"Q9Y6M1";"IF2B2_HUMAN";"Insulin-like growth factor 2 mRNA-binding protein 2";"IGF2BP2";2;4;4,2007078746945e-05;2;2;2;2;NA;NA
"669";"Q9Y6M5";"Q9Y6M5";"Q9Y6M5";"ZNT1_HUMAN";"Zinc transporter 1";"SLC30A1";2;2;0,000148888995085326;2;NA;2;NA;0,000370041757472797;NA
"670";"A1L0T0";"A1L0T0";"A1L0T0";"ILVBL_HUMAN";"Acetolactate synthase-like protein";"ILVBL";1;2;0,000119441013462437;1;1;1;1;0,000148426559366067;0,000151340706249005
"671";"B0I1T2-1";"B0I1T2-1";"B0I1T2";"MYO1G_HUMAN";"Unconventional myosin-Ig";"MYO1G";3;5;0,000185379961955452;2;3;2;3;NA;NA
"672";"O00182-1,O00182-2";"O00182-1,O00182-2";"O00182";"LEG9_HUMAN";"Galectin-9";"LGALS9";1;1;5,31596623297607e-05;NA;1;NA;1;NA;NA
"674";"O00264";"O00264";"O00264";"PGRC1_HUMAN";"Membrane-associated progesterone receptor component 1";"PGRMC1";1;1;0,000193555693610924;NA;1;NA;1;NA;0,000490499109483954
"675";"O00410-1,O00410-3";"O00410-1,O00410-3";"O00410";"IPO5_HUMAN";"Importin-5";"IPO5";4;7;0,000120420930619376;4;3;4;3;NA;NA
"676";"O00571-1,O00571-2";"O00571-1,O00571-2";"O00571";"DDX3X_HUMAN";"ATP-dependent RNA helicase DDX3X";"DDX3X";15;29;0,00085790143654645;13;12;15;14;NA;NA
"677";"O00592-1,O00592-2";"O00592-1,O00592-2";"O00592";"PODXL_HUMAN";"Podocalyxin";"PODXL";1;1;3,38202152814786e-05;1;NA;1;NA;NA;NA
"679";"O14929-1";"O14929-1";"O14929";"HAT1_HUMAN";"Histone acetyltransferase type B catalytic subunit";"HAT1";3;7;0,000630557331214584;3;3;4;3;NA;NA
