"";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5767";"peptide.count.P5768";"spectra.count.P5767";"spectra.count.P5768";"dNSAF.P5767";"dNSAF.P5768";"Go.Cc"
"288";"P62424";"P62424";"P62424";"RL7A_HUMAN";"60S ribosomal protein L7a";"RPL7A";10;23;0,00511746506630666;5;8;8;15;0,00426282138239097;0,00803008840099867;"polysomal ribosome, membrane, cytosolic large ribosomal subunit"
"289";"P62633";"P62633-1,P62633-2,P62633-3,P62633-4,P62633-5";"P62633-1,P62633-2,P62633-3,P62633-4,P62633-5";"CNBP_HUMAN";"Cellular nucleic acid-binding protein";"CNBP";2;2;0,000133750499399418;2;NA;2;NA;NA;NA;"endoplasmic reticulum, nucleus, cytosol"
"290";"P62701";"P62701";"P62701";"RS4X_HUMAN";"40S ribosomal protein S4, X isoform";"RPS4X";12;35;0,0078762770321235;9;9;18;17;0,00970075512304561;0,00920457788322332;"cytosolic small ribosomal subunit, extracellular vesicular exosome, polysome"
"291";"P62750";"P62750";"P62750";"RL23A_HUMAN";"60S ribosomal protein L23a";"RPL23A";4;8;0,0030351074863714;3;4;4;4;0,00363432848626922;0,00365128805925752;"extracellular vesicular exosome, nucleus, TORC2 complex, cytosolic large ribosomal subunit"
"292";"P62753";"P62753";"P62753";"RS6_HUMAN";"40S ribosomal protein S6";"RPS6";8;23;0,0054668502314762;8;5;13;10;0,00740001824312649;0,00571888491209009;"cytosolic small ribosomal subunit, nucleolus"
"293";"P62805";"P62805";"P62805";"H4_HUMAN";"Histone H4";"HIST1H4J,HIST1H4D,HIST1H4K,HIST1H4C,HIST2H4A,HIST4H4,HIST1H4E,HIST1H4A,HIST1H4B,HIST1H4I,HIST2H4B,HIST1H4H,HIST1H4L,HIST1H4F";5;19;0,0109175468320447;5;4;12;7;0,0165132595298446;0,0096776858269641;"nucleosome, nucleolus, extracellular vesicular exosome, actin cytoskeleton, nucleoplasm"
"294";"P62826";"P62826";"P62826";"RAN_HUMAN";"GTP-binding nuclear protein Ran";"RAN";5;9;0,00246602483267676;5;2;7;2;0,00459338739236805;0,00131852068806521;"melanosome, nucleoplasm, nuclear pore, extracellular vesicular exosome, cytosol"
"295";"P62829";"P62829";"P62829";"RL23_HUMAN";"60S ribosomal protein L23";"RPL23";7;21;0,00887768939763635;4;6;9;12;0,0091117807048607;0,012205734369518;"nucleolus, extracellular vesicular exosome, cytosolic large ribosomal subunit"
"296";"P62841";"P62841";"P62841";"RS15_HUMAN";"40S ribosomal protein S15";"RPS15";3;4;0,00163267850991013;3;NA;4;NA;0,00391003616453792;NA;"cytosolic small ribosomal subunit, nucleoplasm"
"297";"P62847";"P62847-1,P62847-2,P62847-3";"P62847-1,P62847-2,P62847-3";"RS24_HUMAN";"40S ribosomal protein S24";"RPS24";2;4;0,000593329283050048;NA;2;NA;4;NA;NA;"cytosolic small ribosomal subunit, nucleolus"
"298";"P62851";"P62851";"P62851";"RS25_HUMAN";"40S ribosomal protein S25";"RPS25";2;7;0,00331433737511757;2;2;2;5;0,002267820975432;0,00569600937244173;"cytosolic small ribosomal subunit, extracellular vesicular exosome, nucleolus"
"299";"P62854";"P62854";"P62854";"RS26_HUMAN";"40S ribosomal protein S26";"RPS26";3;12;0,0061757839287905;3;3;6;6;0,00739506839814781;0,0074295774423153;"extracellular vesicular exosome, cytosolic small ribosomal subunit"
"300";"P62857";"P62857";"P62857";"RS28_HUMAN";"40S ribosomal protein S28";"RPS28";1;2;0,00171549553577514;1;NA;2;NA;0,00410837133230434;NA;"extracellular vesicular exosome, cytosolic small ribosomal subunit"
"301";"P62879";"P62873,P62879,Q9HAV0";"P62873,P62879,Q9HAV0";"GBB1_HUMAN, GBB2_HUMAN, GBB4_HUMAN";"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1, Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2, Guanine nucleotide-binding protein subunit beta-4";"GNB1, GNB2, GNB4";2;2;0,000116048227420083;2;NA;2;NA;0,000277919237185294;NA;"lysosomal membrane, protein complex, plasma membrane, extracellular vesicular exosome, cell body, perinuclear region of cytoplasm"
"302";"P62899";"P62899-1";"P62899-1";"RL31_HUMAN";"60S ribosomal protein L31";"RPL31";4;11;0,00520824444661332;4;3;6;5;NA;NA;"cytosolic large ribosomal subunit, extracellular vesicular exosome"
"303";"P62906";"P62906";"P62906";"RL10A_HUMAN";"60S ribosomal protein L10a";"RPL10A";4;11;0,00300014081026113;3;4;4;7;0,00261269697630414;0,00459355594551752;"cytosolic large ribosomal subunit, mitochondrion, extracellular vesicular exosome"
"304";"P62910";"P62910";"P62910";"RL32_HUMAN";"60S ribosomal protein L32";"RPL32";1;2;0,000876808829396182;1;1;1;1;0,00104991711825555;0,00105481655045217;"cytosolic large ribosomal subunit"
"305";"P62913";"P62913-1,P62913-2";"P62913-1,P62913-2";"RL11_HUMAN";"60S ribosomal protein L11";"RPL11";3;9;0,00149623978611849;2;3;4;5;NA;NA;"extracellular vesicular exosome, cytosolic large ribosomal subunit, nucleolus"
"306";"P62917";"P62917";"P62917";"RL8_HUMAN";"60S ribosomal protein L8";"RPL8";5;17;0,00391493436471642;5;4;10;7;0,00551512883130349;0,00387860560380273;"cytosolic large ribosomal subunit"
"307";"P62937";"P62937";"P62937";"PPIA_HUMAN";"Peptidyl-prolyl cis-trans isomerase A";"PPIA";9;32;0,0114782246757318;8;8;17;15;0,0146033926448272;0,0129454758464585;"cytosol, nucleus, extracellular vesicular exosome"
"308";"P62942";"P62942";"P62942";"FKB1A_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP1A";"FKBP1A";1;2;0,00109601103674523;1;NA;2;NA;0,00262479279563888;NA;"axon terminus, Z disc, cytosol, axon, terminal cisterna, sarcoplasmic reticulum membrane"
"309";"P62987";"P62987";"P62987";"RL40_HUMAN";"Ubiquitin-60S ribosomal protein L40";"UBA52";5;23;0,0106347320909185;4;4;10;13;0,0110733446066015;0,0144625237972153;"ribosome, plasma membrane, lysosomal membrane, cytosol, nucleoplasm, endocytic vesicle membrane, endosome membrane, cytosolic large ribosomal subunit"
"310";"P63104";"P63104";"P63104";"1433Z_HUMAN";"14-3-3 protein zeta/delta";"YWHAZ";10;22;0,00639506691344103;7;6;11;11;0,00787314222076486;0,00748504964820615;"cytosol, blood microparticle, protein complex, mast cell granule, perinuclear region of cytoplasm, postsynaptic density, melanosome, nucleoplasm, mitochondrion, cell leading edge, extracellular vesicular exosome, cytoplasmic vesicle membrane"
"311";"P63173";"P63173";"P63173";"RL38_HUMAN";"60S ribosomal protein L38";"RPL38";5;11;0,0093004365118095;3;4;5;6;0,0101242007831786;0,012205734369518;"cytosolic large ribosomal subunit, eukaryotic 80S initiation complex"
"312";"P63241";"P63241-1,P63241-2";"P63241-1,P63241-2";"IF5A1_HUMAN";"Eukaryotic translation initiation factor 5A-1";"EIF5A";5;9;0,00172942001252656;5;2;7;2;NA;NA;"annulate lamellae, nuclear pore, endoplasmic reticulum membrane, cytosol"
"313";"P63244";"P63244";"P63244";"GBLP_HUMAN";"Guanine nucleotide-binding protein subunit beta-2-like 1";"GNB2L1";4;4;0,00074680878213555;1;3;1;3;0,0004471255866388;0,0013476362868553;"neuronal cell body, mitochondrion, cytoskeleton, phagocytic cup, cytosol, nucleus, perinuclear region of cytoplasm, dendrite, perikaryon, midbody, small ribosomal subunit, extracellular vesicular exosome"
"314";"P67809";"P67809";"P67809";"YBOX1_HUMAN";"Nuclease-sensitive element-binding protein 1";"YBX1";4;9;0,00254075285790939;3;3;4;5;0,00349972372751851;0,00282540147442546;"CRD-mediated mRNA stability complex, cytoplasmic stress granule, U12-type spliceosomal complex, nucleoplasm, histone pre-mRNA 3'end processing complex, extracellular vesicular exosome"
"315";"P67936";"P67936-1";"P67936-1";"TPM4_HUMAN";"Tropomyosin alpha-4 chain";"TPM4";2;3;0,00107391404003665;1;2;1;2;NA;NA;"filamentous actin, cytosol, podosome, extracellular vesicular exosome, muscle thin filament tropomyosin, stress fiber, cortical cytoskeleton"
"316";"P68104";"P68104,Q5VTE0";"P68104,Q5VTE0";"EF1A1_HUMAN, EF1A3_HUMAN";"Elongation factor 1-alpha 1, Putative elongation factor 1-alpha-like 3";"EEF1A1, EEF1A1P5";18;77;0,00493204966535352;13;17;27;50;0,00414171850220941;0,00770564038479671;"extracellular space, eukaryotic translation elongation factor 1 complex, nucleus, cytosol, plasma membrane, extracellular vesicular exosome"
"317";"P68133";"P68032,P68133";"P68032,P68133";"ACTC_HUMAN, ACTS_HUMAN";"Actin, alpha cardiac muscle 1, Actin, alpha skeletal muscle";"ACTA1, ACTC1";1;2;0,000350340395634263;1;0;2;0;0,000766631227773369;0;"blood microparticle, extracellular vesicular exosome, cytosol, striated muscle thin filament, stress fiber, actin filament"
"318";"P68363";"P68363";"P68363";"TBA1B_HUMAN";"Tubulin alpha-1B chain";"TUBA1B";0;0;NA;0;0;0;0;NA;NA;"microtubule, cytoplasmic microtubule"
"319";"P68366";"P68366";"P68366";"TBA4A_HUMAN";"Tubulin alpha-4A chain";"TUBA4A";1;1;0,00739807449803029;0;1;0;1;NA;0,0111250183055502;"microtubule, cytosol, extracellular vesicular exosome"
"320";"P68371";"P68371";"P68371";"TBB4B_HUMAN";"Tubulin beta-4B chain";"TUBB4B";3;5;0,00352797591674253;1;2;2;3;0,00435302715321685;0,00445539194646479;"cytosol, extracellular vesicular exosome, nucleus, microtubule, plasma membrane"
"321";"P68431";"P68431,P84243,Q16695,Q71DI3";"P68431,P84243,Q16695,Q71DI3";"H31_HUMAN, H31T_HUMAN, H32_HUMAN, H33_HUMAN";"Histone H3.1, Histone H3.1t, Histone H3.2, Histone H3.3";"H3F3A,H3F3B, HIST1H3C,HIST1H3G,HIST1H3I,HIST1H3F,HIST1H3H,HIST1H3D,HIST1H3E,HIST1H3J,HIST1H3B,HIST1H3A, HIST2H3A,HIST2H3C,HIST2H3D, HIST3H3";2;4;0,000435180852825311;2;NA;4;NA;0,00104219713944485;NA;"nucleosome, nucleoplasm, extracellular vesicular exosome"
"322";"P78347";"P78347-1,P78347-2,P78347-3,P78347-4";"P78347-1,P78347-2,P78347-3,P78347-4";"GTF2I_HUMAN";"General transcription factor II-I";"GTF2I";3;3;4,44774017917653e-05;3;NA;3;NA;NA;NA;"nucleus, cytoplasm, neuronal cell body, cell projection"
"323";"P78371";"P78371-1,P78371-2";"P78371-1,P78371-2";"TCPB_HUMAN";"T-complex protein 1 subunit beta";"CCT2";4;4;0,000221250826109317;4;NA;4;NA;NA;NA;"zona pellucida receptor complex, cell body, chaperonin-containing T-complex, nucleus, extracellular vesicular exosome, microtubule, cytosol"
"324";"P78527";"P78527-1";"P78527-1";"PRKDC_HUMAN";"DNA-dependent protein kinase catalytic subunit";"PRKDC";56;161;0,00230831394221488;49;45;84;77;NA;NA;"nucleolus, nucleoplasm, cytosol, DNA-dependent protein kinase-DNA ligase 4 complex, transcription factor complex"
"325";"P81605";"P81605-1,P81605-2";"P81605-1,P81605-2";"DCD_HUMAN";"Dermcidin";"DCD";1;1;0,000269020890837465;1;NA;1;NA;NA;NA;"extracellular vesicular exosome"
"326";"P83731";"P83731";"P83731";"RL24_HUMAN";"60S ribosomal protein L24";"RPL24";6;20;0,00753943897888437;6;6;9;11;0,00812515476866559;0,00997708648039156;"cytosolic large ribosomal subunit, extracellular vesicular exosome"
"327";"P84077";"P61204,P84077";"P61204,P84077";"ARF1_HUMAN, ARF3_HUMAN";"ADP-ribosylation factor 1, ADP-ribosylation factor 3";"ARF1, ARF3";3;4;0,00102767254274138;2;2;2;2;0,00156617470679005;0,00110143827643901;"Golgi membrane, postsynaptic membrane, plasma membrane, extracellular vesicular exosome, neuron projection, perinuclear region of cytoplasm, cytosol, sarcomere, cell junction, postsynaptic density"
"328";"P84085";"P84085";"P84085";"ARF5_HUMAN";"ADP-ribosylation factor 5";"ARF5";2;3;0,00155007275196825;0;2;0;3;0;0,00332267213392434;"plasma membrane, perinuclear region of cytoplasm, Golgi apparatus"
"329";"P84098";"P84098";"P84098";"RL19_HUMAN";"60S ribosomal protein L19";"RPL19";4;7;0,0021137355708658;3;2;5;2;0,00361578599399234;0,00145306361541881;"cytosolic large ribosomal subunit"
"330";"Q00325";"Q00325-1,Q00325-2";"Q00325-1,Q00325-2";"MPCP_HUMAN";"Phosphate carrier protein, mitochondrial";"SLC25A3";6;14;0,00114445351350745;5;3;8;6;NA;NA;"mitochondrial inner membrane, extracellular vesicular exosome, integral component of plasma membrane"
"331";"Q00610";"Q00610-1,Q00610-2";"Q00610-1,Q00610-2";"CLH1_HUMAN";"Clathrin heavy chain 1";"CLTC";10;15;0,000265005653660786;8;4;10;5;NA;NA;"cytosol, clathrin complex, spindle, mitochondrion, melanosome, trans-Golgi network membrane, extracellular vesicular exosome, clathrin coat of coated pit, clathrin coat of trans-Golgi network vesicle, clathrin-coated endocytic vesicle membrane"
"332";"Q00688";"Q00688";"Q00688";"FKBP3_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP3";"FKBP3";2;2;0,000528433892716449;2;NA;2;NA;0,00126552509789732;NA;"nucleus, membrane"
"333";"Q00839";"Q00839-1";"Q00839-1";"HNRPU_HUMAN";"Heterogeneous nuclear ribonucleoprotein U";"HNRNPU";2;8;0,00443476862471457;2;2;5;3;NA;NA;"cell surface, catalytic step 2 spliceosome, CRD-mediated mRNA stability complex, nucleoplasm"
"334";"Q00839";"Q00839-2";"Q00839-2";"HNRPU_HUMAN";"Heterogeneous nuclear ribonucleoprotein U";"HNRNPU";1;3;0,00166303823426797;1;1;2;1;NA;NA;"cell surface, catalytic step 2 spliceosome, CRD-mediated mRNA stability complex, nucleoplasm"
"335";"Q01469";"Q01469";"Q01469";"FABP5_HUMAN";"Fatty acid-binding protein, epidermal";"FABP5";3;13;0,00569925739107518;3;3;5;8;0,00524958559127777;0,00843853240361737;"cytoplasm, extracellular vesicular exosome"
"336";"Q01518";"Q01518-1,Q01518-2";"Q01518-1,Q01518-2";"CAP1_HUMAN";"Adenylyl cyclase-associated protein 1";"CAP1";6;15;0,000934493620803826;5;5;6;9;NA;NA;"cortical actin cytoskeleton, plasma membrane, extracellular vesicular exosome"
"337";"Q01546";"Q01546";"Q01546";"K22O_HUMAN";"Keratin, type II cytoskeletal 2 oral";"KRT76";0;0;0;0;0;0;0;0;0;"intermediate filament, keratin filament"
"338";"Q01650";"Q01650";"Q01650";"LAT1_HUMAN";"Large neutral amino acids transporter small subunit 1";"SLC7A5";3;6;0,000700409419931862;2;3;2;4;0,000559127459426034;0,00112347324900231;"plasma membrane, extracellular vesicular exosome, integral component of membrane, cytosol, apical plasma membrane"
"339";"Q01813";"Q01813";"Q01813";"K6PP_HUMAN";"6-phosphofructokinase type C";"PFKP";1;1;0,0001509811122047;0;1;0;1;NA;0,000363265903854702;"extracellular vesicular exosome, cytosol, 6-phosphofructokinase complex"
"340";"Q02543";"Q02543";"Q02543";"RL18A_HUMAN";"60S ribosomal protein L18a";"RPL18A";4;11;0,00369903724901514;4;3;7;4;0,00563733907245169;0,00323636896161462;"cytosolic large ribosomal subunit"
"341";"Q02790";"Q02790";"Q02790";"FKBP4_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP4";"FKBP4";3;3;0,00038682742473361;NA;3;NA;3;NA;0,000930720485693093;"perinuclear region of cytoplasm, microtubule, axonal growth cone, extracellular vesicular exosome, neuronal cell body, cytosol, mitochondrion, nucleus, membrane"
"342";"Q02878";"Q02878";"Q02878";"RL6_HUMAN";"60S ribosomal protein L6";"RPL6";9;26;0,00534305380413299;9;6;15;11;0,00738222973773436;0,00543889783826901;"cytosolic large ribosomal subunit"
"343";"Q04446";"Q04446";"Q04446";"GLGB_HUMAN";"1,4-alpha-glucan-branching enzyme";"GBE1";4;4;0,000337234165152378;2;2;2;2;0,000403814276252136;0,000405698673250835;"cytosol, extracellular vesicular exosome"
"344";"Q04837";"Q04837";"Q04837";"SSBP_HUMAN";"Single-stranded DNA-binding protein, mitochondrial";"SSBP1";2;4;0,00159958367524979;2;1;3;1;0,00287308400603716;0,000962163745344886;"mitochondrial nucleoid, extracellular vesicular exosome"
"345";"Q04917";"Q04917";"Q04917";"1433F_HUMAN";"14-3-3 protein eta";"YWHAH";2;3;0,000839049912581484;1;1;1;2;0,000664816186512663;0,00135538593038471;"cytoplasmic vesicle membrane, extracellular vesicular exosome, cytosol, intercalated disc, plasma membrane"
"346";"Q06187";"Q06187";"Q06187";"BTK_HUMAN";"Tyrosine-protein kinase BTK";"BTK";2;2;0,000179619411181312;2;NA;2;NA;0,00043016331096965;NA;"nucleus, membrane raft, plasma membrane, perinuclear region of cytoplasm, mast cell granule, cytosol, cytoplasmic vesicle"
"347";"Q06323";"Q06323";"Q06323";"PSME1_HUMAN";"Proteasome activator complex subunit 1";"PSME1";5;8;0,00190151312399172;2;4;4;4;0,00227692869019277;0,00228755396483603;"extracellular vesicular exosome, cytosol, nucleoplasm, proteasome complex, proteasome activator complex"
"348";"Q06830";"Q06830";"Q06830";"PRDX1_HUMAN";"Peroxiredoxin-1";"PRDX1";10;36;0,0133085160152967;8;7;17;19;0,0143919311935434;0,0176405796054974;"extracellular space, nuclear euchromatin, melanosome, mitochondrial matrix, mitochondrion, nucleus, cytosol, extracellular vesicular exosome, peroxisomal matrix, nucleolus"
"349";"Q07020";"Q07020";"Q07020";"RL18_HUMAN";"60S ribosomal protein L18";"RPL18";6;16;0,00503698689227594;4;5;8;8;0,0060314387644468;0,00605958443876779;"cytosolic large ribosomal subunit"
"350";"Q07955";"Q07955-1";"Q07955-1";"SRSF1_HUMAN";"Serine/arginine-rich splicing factor 1";"SRSF1";2;2;0,00047729512890518;2;NA;2;NA;NA;NA;"catalytic step 2 spliceosome, cytoplasm, nuclear speck"
"351";"Q08170";"Q08170";"Q08170";"SRSF4_HUMAN";"Serine/arginine-rich splicing factor 4";"SRSF4";3;3;0,000359420623386087;3;NA;3;NA;0,000860762009905869;NA;"nucleoplasm, nuclear speck"
"352";"Q08211";"Q08211-1";"Q08211-1";"DHX9_HUMAN";"ATP-dependent RNA helicase A";"DHX9";7;12;0,000559224528984967;4;5;5;7;NA;NA;"CRD-mediated mRNA stability complex, ribonucleoprotein complex, nucleoplasm, cytosol, centrosome, nucleolus"
"353";"Q13085";"Q13085-1,Q13085-4";"Q13085-1,Q13085-4";"ACACA_HUMAN";"Acetyl-CoA carboxylase 1";"ACACA";117;819;0,01033081502794;106;107;340;479;NA;NA;"mitochondrion, cytosol"
"354";"Q13148";"Q13148-1,Q13148-2";"Q13148-1,Q13148-2";"TADBP_HUMAN";"TAR DNA-binding protein 43";"TARDBP";2;2;0,000142957961314595;NA;2;NA;2;NA;NA;"nucleus"
"355";"Q13162";"Q13162";"Q13162";"PRDX4_HUMAN";"Peroxiredoxin-4";"PRDX4";1;2;0,000505753005109082;1;0;2;0;0,00115615266275179;0;"mitochondrion, extracellular space, extracellular vesicular exosome"
"356";"Q13200";"Q13200";"Q13200";"PSMD2_HUMAN";"26S proteasome non-ATPase regulatory subunit 2";"PSMD2";2;2;0,000130362546220798;2;NA;2;NA;0,00031220002415088;NA;"extracellular vesicular exosome, cytosol, nucleoplasm, proteasome regulatory particle"
"357";"Q13423";"Q13423";"Q13423";"NNTM_HUMAN";"NAD(P) transhydrogenase, mitochondrial";"NNT";4;6;0,000326986718144985;2;2;2;4;0,000261029117798342;0,000524494417351909;"mitochondrial respiratory chain, integral component of membrane"
"358";"Q13435";"Q13435";"Q13435";"SF3B2_HUMAN";"Splicing factor 3B subunit 2";"SF3B2";5;5;0,000330640201029287;5;NA;5;NA;0,000791836932762568;NA;"catalytic step 2 spliceosome, nucleoplasm, U12-type spliceosomal complex"
"359";"Q13451";"Q13451";"Q13451";"FKBP5_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP5";"FKBP5";2;2;0,000259013549165174;NA;2;NA;2;NA;0,000623195773790123;"membrane, nucleus, cytoplasm, extracellular vesicular exosome"
"360";"Q13509";"Q13509";"Q13509";"TBB3_HUMAN";"Tubulin beta-3 chain";"TUBB3";0;0;0;0;0;0;0;0;0;"microtubule, axon, cytoplasm, plasma membrane"
"361";"Q13765";"Q13765";"Q13765";"NACA_HUMAN";"Nascent polypeptide-associated complex subunit alpha";"NACA";2;6;0,0016516631437463;1;2;2;4;0,00131850056711163;0,00264930668485662;"nucleus, nascent polypeptide-associated complex, extracellular vesicular exosome"
"362";"Q14008";"Q14008-1,Q14008-2,Q14008-3";"Q14008-1,Q14008-2,Q14008-3";"CKAP5_HUMAN";"Cytoskeleton-associated protein 5";"CKAP5";4;5;4,85437959188339e-05;4;NA;5;NA;NA;NA;"cytosol, centrosome, spindle pole"
"363";"Q14061";"Q14061";"Q14061";"COX17_HUMAN";"Cytochrome c oxidase copper chaperone";"COX17";1;1;0,00093943803149591;NA;1;NA;1;NA;0,00226032117954037;"cytoplasm, mitochondrial intermembrane space"
"364";"Q14103";"Q14103-1,Q14103-3";"Q14103-1,Q14103-3";"HNRPD_HUMAN";"Heterogeneous nuclear ribonucleoprotein D0";"HNRNPD";7;11;0,000916944444826289;7;NA;11;NA;NA;NA;"nucleoplasm, ribonucleoprotein complex, cytosol"
"365";"Q14152";"Q14152";"Q14152";"EIF3A_HUMAN";"Eukaryotic translation initiation factor 3 subunit A";"EIF3A";13;18;0,000770855808767266;12;3;15;3;0,00153840967038169;0,000309117730052916;"eukaryotic 43S preinitiation complex, cytosol, eukaryotic 48S preinitiation complex, eukaryotic translation initiation factor 3 complex, nucleolus"
"366";"Q14155";"Q14155-1,Q14155-2,Q14155-3,Q14155-4,Q14155-5,Q14155-6,Q15052-1,Q15052-2";"Q14155-1,Q14155-2,Q14155-3,Q14155-4,Q14155-5,Q14155-6,Q15052-1,Q15052-2";"ARHG6_HUMAN, ARHG7_HUMAN";"Rho guanine nucleotide exchange factor 6, Rho guanine nucleotide exchange factor 7";"ARHGEF6, ARHGEF7";1;1;9,29114536644306e-06;1;NA;1;NA;NA;NA;"ruffle, protein complex, neuronal cell body, lamellipodium, focal adhesion, cell cortex, neuron projection, cytosol"
"367";"Q14204";"Q14204";"Q14204";"DYHC1_HUMAN";"Cytoplasmic dynein 1 heavy chain 1";"DYNC1H1";4;8;0,000101910625887632;3;3;5;3;0,000152538539565755;9,19502158702388e-05;"Golgi apparatus, cytosol, centrosome, microtubule, cytoplasmic dynein complex, extracellular vesicular exosome"
"368";"Q14444";"Q14444-1,Q14444-2";"Q14444-1,Q14444-2";"CAPR1_HUMAN";"Caprin-1";"CAPRIN1";3;4;0,00016695231589349;2;2;2;2;NA;NA;"cytosol, cytoplasmic mRNA processing body, dendrite, cytoplasmic stress granule, integral component of plasma membrane"
"369";"Q14498";"Q14498-1,Q14498-2,Q14498-3";"Q14498-1,Q14498-2,Q14498-3";"RBM39_HUMAN";"RNA-binding protein 39";"RBM39";1;1;3,72230163422908e-05;1;NA;1;NA;NA;NA;"nucleoplasm, nuclear speck, centrosome"
"370";"Q14566";"Q14566";"Q14566";"MCM6_HUMAN";"DNA replication licensing factor MCM6";"MCM6";5;7;0,000504618966978923;4;3;4;3;0,000690566679485991;0,000520341903694433;"nucleoplasm, MCM complex"
"371";"Q14697";"Q14697-1,Q14697-2";"Q14697-1,Q14697-2";"GANAB_HUMAN";"Neutral alpha-glucosidase AB";"GANAB";2;5;0,000156738866483693;2;NA;5;NA;NA;NA;"glucosidase II complex, melanosome, extracellular vesicular exosome, endoplasmic reticulum lumen, Golgi apparatus"
"372";"Q14739";"Q14739";"Q14739";"LBR_HUMAN";"Lamin-B receptor";"LBR";4;4;0,000384940461686129;4;NA;4;NA;0,000921878445297559;NA;"integral component of nuclear inner membrane, mitochondrion"
"373";"Q14839";"Q14839-1,Q14839-2";"Q14839-1,Q14839-2";"CHD4_HUMAN";"Chromodomain-helicase-DNA-binding protein 4";"CHD4";3;11;0,000170248576314505;3;2;5;6;NA;NA;"cytoplasm, NuRD complex, centrosome"
"374";"Q14974";"Q14974";"Q14974";"IMB1_HUMAN";"Importin subunit beta-1";"KPNB1";4;10;0,00067562324182925;3;3;6;4;0,00097081377372945;0,000650229380415722;"nuclear membrane, nucleoplasm, cytosol, extracellular vesicular exosome, nuclear pore"
"375";"Q15003";"Q15003";"Q15003";"CND2_HUMAN";"Condensin complex subunit 2";"NCAPH";2;2;0,000159742499282705;2;NA;2;NA;0,000382560893291497;NA;"microtubule cytoskeleton, condensin complex, cytosol, nucleus"
"376";"Q15046";"Q15046-1,Q15046-2";"Q15046-1,Q15046-2";"SYK_HUMAN";"Lysine--tRNA ligase";"KARS";3;3;0,000148705015035785;3;NA;3;NA;NA;NA;"mitochondrial matrix, cytosol, nucleus, plasma membrane, extracellular region, aminoacyl-tRNA synthetase multienzyme complex, microtubule cytoskeleton"
"377";"Q15056";"Q15056-1,Q15056-2";"Q15056-1,Q15056-2";"IF4H_HUMAN";"Eukaryotic translation initiation factor 4H";"EIF4H";2;2;0,00023864756445259;2;NA;2;NA;NA;NA;"perinuclear region of cytoplasm, eukaryotic translation initiation factor 4F complex, cytosol"
"378";"Q15084";"Q15084-1,Q15084-2";"Q15084-1,Q15084-2";"PDIA6_HUMAN";"Protein disulfide-isomerase A6";"PDIA6";3;9;0,000605297004384296;3;2;5;4;NA;NA;"melanosome, extracellular vesicular exosome, endoplasmic reticulum lumen, endoplasmic reticulum membrane, plasma membrane, endoplasmic reticulum-Golgi intermediate compartment"
"379";"Q15233";"Q15233";"Q15233";"NONO_HUMAN";"Non-POU domain-containing octamer-binding protein";"NONO";6;14;0,00182686406026814;6;2;12;2;0,00377532443796583;0,000604671907902519;"paraspeckles, nuclear speck, nuclear matrix, nucleolus"
"380";"Q15365";"Q15365";"Q15365";"PCBP1_HUMAN";"Poly(rC)-binding protein 1";"PCBP1";4;14;0,00355968158266097;4;4;8;6;0,00445919854719774;0,00411429248410719;"nucleoplasm, cytoplasm, extracellular vesicular exosome, ribonucleoprotein complex"
"381";"Q15366";"Q15366-1,Q15366-2,Q15366-3,Q15366-4,Q15366-5,Q15366-6";"Q15366-1,Q15366-2,Q15366-3,Q15366-4,Q15366-5,Q15366-6";"PCBP2_HUMAN";"Poly(rC)-binding protein 2";"PCBP2";2;3;0,000123996736147486;2;1;2;1;NA;NA;"ribonucleoprotein complex, nucleoplasm, cytosol"
"382";"Q15643";"Q15643";"Q15643";"TRIPB_HUMAN";"Thyroid receptor-interacting protein 11";"TRIP11";2;2;5,98126285843783e-05;2;NA;2;NA;0,000143242861005053;NA;"Golgi apparatus, cytoskeleton, membrane, nucleus"
"383";"Q16181";"Q16181-1,Q16181-2";"Q16181-1,Q16181-2";"SEPT7_HUMAN";"Septin-7";"SEPT7";5;8;0,000541735432350044;4;3;5;3;NA;NA;"stress fiber, septin complex, extracellular vesicular exosome, synapse, axoneme, microtubule cytoskeleton, cleavage furrow, condensed chromosome kinetochore, nucleolus, midbody, spindle, plasma membrane, axon terminus"
"384";"Q16555";"Q16555";"Q16555";"DPYL2_HUMAN";"Dihydropyrimidinase-related protein 2";"DPYSL2";11;24;0,0024832697615766;8;8;12;12;0,00297354148876573;0,00298741750302888;"membrane, cytosol, dendrite, extracellular vesicular exosome, growth cone, mitochondrion, axon, protein complex, neuronal cell body, cytoskeleton"
"385";"Q16658";"Q16658";"Q16658";"FSCN1_HUMAN";"Fascin";"FSCN1";8;14;0,00168069846608396;6;4;10;4;0,002875026591572;0,00115537715465349;"invadopodium, cytosol, extracellular vesicular exosome, cell junction, filopodium, stress fiber"
