"";"X";"accession";"name";"go_name"
"355";355;"O14818";"PSA7_HUMAN";"P:protein polyubiquitination, C:extracellular vesicular exosome, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, C:cytosol, C:proteasome core complex, P:mRNA metabolic process, P:viral process, P:apoptotic process, P:negative regulation of apoptotic process, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:regulation of cellular amino acid metabolic process, P:G1/S transition of mitotic cell cycle, P:gene expression, P:small molecule metabolic process, F:threonine-type endopeptidase activity, C:nucleoplasm, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, C:proteasome core complex, alpha-subunit complex, P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest"
"356";356;"P20618";"PSB1_HUMAN";"P:apoptotic process, P:gene expression, C:proteasome core complex, P:protein polyubiquitination, P:regulation of cellular amino acid metabolic process, P:negative regulation of apoptotic process, C:extracellular vesicular exosome, F:threonine-type endopeptidase activity, C:nucleoplasm, P:mRNA metabolic process, P:small molecule metabolic process, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:viral process, C:cytosol, P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:G1/S transition of mitotic cell cycle"
"357";357;"P49721";"PSB2_HUMAN";"P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, F:threonine-type endopeptidase activity, C:extracellular vesicular exosome, C:proteasome core complex, P:protein polyubiquitination, P:regulation of cellular amino acid metabolic process, P:G1/S transition of mitotic cell cycle, P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest, P:response to organic cyclic compound, P:apoptotic process, P:mRNA metabolic process, P:viral process, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:gene expression, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:nucleoplasm, P:negative regulation of apoptotic process, P:response to organonitrogen compound, P:small molecule metabolic process, C:cytosol"
"358";358;"P28070";"PSB4_HUMAN";"P:protein polyubiquitination, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, C:proteasome core complex, P:G1/S transition of mitotic cell cycle, P:regulation of cellular amino acid metabolic process, P:viral process, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:negative regulation of inflammatory response to antigenic stimulus, C:cytosol, C:extracellular vesicular exosome, F:threonine-type endopeptidase activity, F:lipopolysaccharide binding, P:mRNA metabolic process, C:nucleoplasm, P:gene expression, P:negative regulation of apoptotic process, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, P:apoptotic process, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest, P:small molecule metabolic process"
"359";359;"P28072";"PSB6_HUMAN";"P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, P:apoptotic process, F:endopeptidase activity, P:regulation of cellular amino acid metabolic process, C:nucleoplasm, F:threonine-type endopeptidase activity, P:negative regulation of apoptotic process, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:viral process, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:mRNA metabolic process, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, C:extracellular vesicular exosome, P:G1/S transition of mitotic cell cycle, C:proteasome core complex, C:cytosol, P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest, P:gene expression, P:protein polyubiquitination, P:small molecule metabolic process"
"361";361;"P28062";"PSB8_HUMAN";"P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, F:threonine-type endopeptidase activity, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:negative regulation of apoptotic process, P:fat cell differentiation, P:viral process, P:protein polyubiquitination, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, C:proteasome core complex, P:apoptotic process, P:gene expression, P:G1/S transition of mitotic cell cycle, C:nucleoplasm, C:cytosol, P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest, P:small molecule metabolic process, P:mRNA metabolic process, P:type I interferon signaling pathway, C:extracellular vesicular exosome, C:spermatoproteasome complex, P:regulation of cellular amino acid metabolic process, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent"
"363";363;"O00232";"PSD12_HUMAN";"P:regulation of cellular amino acid metabolic process, C:nucleoplasm, C:extracellular vesicular exosome, P:mRNA metabolic process, P:protein polyubiquitination, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, P:small molecule metabolic process, P:gene expression, C:cytosol, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:G1/S transition of mitotic cell cycle, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:negative regulation of apoptotic process, P:viral process, C:proteasome regulatory particle, P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:apoptotic process"
"367";367;"Q13200";"PSMD2_HUMAN";"P:G1/S transition of mitotic cell cycle, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:gene expression, P:apoptotic process, C:extracellular vesicular exosome, P:viral process, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, P:regulation of protein catabolic process, C:cytosol, P:mRNA metabolic process, P:small molecule metabolic process, P:negative regulation of apoptotic process, C:nucleoplasm, P:regulation of cellular amino acid metabolic process, C:proteasome regulatory particle, P:protein polyubiquitination, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest, F:enzyme regulator activity, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent"
"368";368;"O43242";"PSMD3_HUMAN";"P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest, P:apoptotic process, C:extracellular vesicular exosome, F:enzyme regulator activity, P:regulation of protein catabolic process, P:viral process, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:G1/S transition of mitotic cell cycle, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, P:small molecule metabolic process, C:nucleoplasm, C:proteasome accessory complex, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:regulation of cellular amino acid metabolic process, C:cytosol, P:protein polyubiquitination, P:negative regulation of apoptotic process, P:mRNA metabolic process, P:gene expression"
"371";371;"P51665";"PSMD7_HUMAN";"P:viral process, P:G1/S transition of mitotic cell cycle, P:gene expression, P:small molecule metabolic process, P:apoptotic process, P:regulation of cellular amino acid metabolic process, C:proteasome regulatory particle, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, P:mRNA metabolic process, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest, C:cytosol, C:nucleoplasm, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:extracellular vesicular exosome, P:protein polyubiquitination, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:negative regulation of apoptotic process"
"373";373;"Q06323";"PSME1_HUMAN";"P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:regulation of cellular amino acid metabolic process, P:G1/S transition of mitotic cell cycle, P:protein polyubiquitination, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, C:extracellular vesicular exosome, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, C:cytosol, P:mRNA metabolic process, P:small molecule metabolic process, F:endopeptidase activator activity, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:negative regulation of apoptotic process, P:gene expression, P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest, C:nucleoplasm, P:apoptotic process, P:viral process, C:proteasome complex, C:proteasome activator complex"
"374";374;"Q9UL46";"PSME2_HUMAN";"P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:mRNA metabolic process, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, C:cytosol, C:proteasome activator complex, P:protein polyubiquitination, C:extracellular vesicular exosome, P:negative regulation of apoptotic process, P:regulation of cellular amino acid metabolic process, C:proteasome complex, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:small molecule metabolic process, P:apoptotic process, P:viral process, P:G1/S transition of mitotic cell cycle, P:gene expression, C:nucleoplasm, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process"
"376";376;"P26599";"PTBP1_HUMAN";"C:nucleoplasm, F:poly-pyrimidine tract binding, P:alternative mRNA splicing, via spliceosome, C:nucleolus, P:negative regulation of mRNA splicing, via spliceosome, F:pre-mRNA binding, C:extracellular vesicular exosome, P:regulation of alternative mRNA splicing, via spliceosome, P:mRNA splicing, via spliceosome, F:nucleotide binding, P:negative regulation of muscle cell differentiation"
"378";378;"P22102";"PUR2_HUMAN";"F:phosphoribosylglycinamide formyltransferase activity, P:purine ribonucleoside monophosphate biosynthetic process, P:purine nucleobase biosynthetic process, P:brainstem development, F:phosphoribosylformylglycinamidine cyclo-ligase activity, P:methylation, F:methyltransferase activity, F:ATP binding, P:glycine metabolic process, F:phosphoribosylamine-glycine ligase activity, P:response to inorganic substance, P:'de novo' IMP biosynthetic process, P:tetrahydrofolate biosynthetic process, C:cytosol, P:cerebellum development, F:metal ion binding, P:purine nucleobase metabolic process, C:extracellular vesicular exosome, P:cerebral cortex development, P:response to organic substance"
"379";379;"P22234";"PUR6_HUMAN";"P:purine nucleobase biosynthetic process, F:ATP binding, F:phosphoribosylaminoimidazolesuccinocarboxamide synthase activity, F:phosphoribosylaminoimidazole carboxylase activity, C:extracellular vesicular exosome, P:'de novo' IMP biosynthetic process, P:purine ribonucleoside monophosphate biosynthetic process, C:cytosol"
"380";380;"P27708";"PYR1_HUMAN";"P:protein autophosphorylation, P:female pregnancy, P:peptidyl-threonine phosphorylation, P:response to testosterone, P:embryo development, C:neuronal cell body, P:'de novo' pyrimidine nucleobase biosynthetic process, P:organ regeneration, P:'de novo' UMP biosynthetic process, P:glutamine metabolic process, C:terminal bouton, P:lactation, P:UTP biosynthetic process, C:nuclear matrix, C:protein complex, F:protein kinase activity, F:carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity, F:ATP binding, P:pyrimidine nucleoside biosynthetic process, P:carbamoyl phosphate biosynthetic process, F:aspartate binding, F:dihydroorotase activity, P:response to caffeine, P:glutamine catabolic process, P:cellular response to epidermal growth factor stimulus, P:response to amine, F:aspartate carbamoyltransferase activity, P:cellular response to drug, P:drug metabolic process, C:extracellular vesicular exosome, F:identical protein binding, P:response to cortisol, C:cytosol, F:metal ion binding"
"384";384;"P11233";"RALA_HUMAN";"P:Ras protein signal transduction, P:regulation of exocytosis, P:chemotaxis, P:actin cytoskeleton reorganization, P:neurotrophin TRK receptor signaling pathway, C:cytoplasmic vesicle membrane, C:extracellular vesicular exosome, P:cytokinesis, P:positive regulation of filopodium assembly, C:midbody, F:GTPase activity, C:cell surface, C:plasma membrane, F:Edg-2 lysophosphatidic acid receptor binding, P:exocytosis, P:membrane raft localization, F:GTP binding, P:viral process, C:cleavage furrow"
"386";386;"P62826";"RAN_HUMAN";"P:positive regulation of protein binding, F:chromatin binding, F:androgen receptor binding, P:positive regulation of transcription, DNA-templated, P:mitosis, P:gene expression, F:transcription coactivator activity, P:androgen receptor signaling pathway, P:protein export from nucleus, F:GTPase activity, C:melanosome, C:nucleoplasm, C:nuclear pore, P:intracellular transport of virus, C:extracellular vesicular exosome, F:GTP binding, P:DNA metabolic process, P:small GTPase mediated signal transduction, C:cytosol, P:mitotic spindle organization"
"391";391;"P38159";"RBMX_HUMAN";"P:positive regulation of transcription from RNA polymerase II promoter, F:core promoter binding, C:nucleoplasm, C:extracellular vesicular exosome, F:mRNA binding, F:nucleotide binding, C:extracellular space, C:catalytic step 2 spliceosome, P:mRNA splicing, via spliceosome, P:protein homooligomerization, P:regulation of alternative mRNA splicing, via spliceosome, P:positive regulation of mRNA splicing, via spliceosome, C:supraspliceosomal complex, P:cellular response to interleukin-1, P:negative regulation of mRNA splicing, via spliceosome, F:chromatin binding, P:transcription from RNA polymerase II promoter, P:membrane protein ectodomain proteolysis, C:nuclear euchromatin"
"396";396;"Q9P227";"RHG23_HUMAN";"F:GTPase activator activity, P:small GTPase mediated signal transduction, P:positive regulation of GTPase activity, C:extracellular vesicular exosome, P:regulation of small GTPase mediated signal transduction, C:cytosol"
"397";397;"Q99578";"RIT2_HUMAN";"C:nucleus, F:GTP binding, C:plasma membrane, P:small GTPase mediated signal transduction, P:synaptic transmission, F:GTPase activity, F:calmodulin binding, P:neurotrophin TRK receptor signaling pathway"
"399";399;"P62906";"RL10A_HUMAN";"P:anatomical structure morphogenesis, P:viral transcription, F:structural constituent of ribosome, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:cytosolic large ribosomal subunit, P:SRP-dependent cotranslational protein targeting to membrane, C:mitochondrion, F:RNA binding, P:translational termination, C:extracellular vesicular exosome, P:translational initiation, P:translational elongation"
"400";400;"P62913";"RL11_HUMAN";"P:rRNA processing, C:extracellular vesicular exosome, C:cytosolic large ribosomal subunit, P:translational initiation, C:nucleolus, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:SRP-dependent cotranslational protein targeting to membrane, F:rRNA binding, P:ribosomal large subunit biogenesis, P:translational termination, F:structural constituent of ribosome, F:RNA binding, P:viral transcription, P:protein localization to nucleus, P:translational elongation"
"401";401;"P30050";"RL12_HUMAN";"C:extracellular vesicular exosome, F:structural constituent of ribosome, P:SRP-dependent cotranslational protein targeting to membrane, P:translational termination, C:cytosolic large ribosomal subunit, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:viral transcription, P:translational initiation, F:RNA binding, P:translational elongation"
"404";404;"P50914";"RL14_HUMAN";"P:viral transcription, C:cytosolic large ribosomal subunit, F:RNA binding, P:translational initiation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:structural constituent of ribosome, P:ribosomal large subunit biogenesis, P:rRNA processing, C:extracellular vesicular exosome, P:translational elongation, P:SRP-dependent cotranslational protein targeting to membrane, P:translational termination"
"411";411;"P35268";"RL22_HUMAN";"C:cytosolic large ribosomal subunit, P:viral transcription, P:translational termination, P:SRP-dependent cotranslational protein targeting to membrane, F:RNA binding, P:translational initiation, P:translational elongation, C:extracellular vesicular exosome, F:structural constituent of ribosome, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:alpha-beta T cell differentiation, F:heparin binding"
"412";412;"P62829";"RL23_HUMAN";"P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:ribosomal protein import into nucleus, P:translational elongation, P:translational initiation, C:nucleolus, P:SRP-dependent cotranslational protein targeting to membrane, F:structural constituent of ribosome, P:viral transcription, P:translational termination, C:extracellular vesicular exosome, C:cytosolic large ribosomal subunit"
"413";413;"P62750";"RL23A_HUMAN";"P:viral transcription, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:extracellular vesicular exosome, C:nucleus, C:TORC2 complex, F:structural constituent of ribosome, C:cytosolic large ribosomal subunit, P:translational termination, P:translational elongation, F:rRNA binding, P:cell proliferation, F:nucleotide binding, P:translational initiation, P:SRP-dependent cotranslational protein targeting to membrane"
"414";414;"P83731";"RL24_HUMAN";"C:cytosolic large ribosomal subunit, F:RNA binding, P:SRP-dependent cotranslational protein targeting to membrane, P:translational elongation, P:translational termination, F:structural constituent of ribosome, P:viral transcription, C:extracellular vesicular exosome, P:translational initiation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
"415";415;"P61254";"RL26_HUMAN";"P:translational elongation, P:viral transcription, P:rRNA processing, P:translational initiation, C:cytosolic large ribosomal subunit, C:extracellular vesicular exosome, P:SRP-dependent cotranslational protein targeting to membrane, P:translational termination, F:RNA binding, F:structural constituent of ribosome, P:ribosomal large subunit biogenesis, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
"416";416;"P61353";"RL27_HUMAN";"P:translational elongation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:structural constituent of ribosome, C:extracellular vesicular exosome, P:SRP-dependent cotranslational protein targeting to membrane, C:cytosolic large ribosomal subunit, P:translational termination, P:translational initiation, P:viral transcription"
"418";418;"P46779";"RL28_HUMAN";"P:translational elongation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:RNA binding, C:cytosolic large ribosomal subunit, P:translational initiation, P:viral transcription, F:structural constituent of ribosome, P:SRP-dependent cotranslational protein targeting to membrane, C:extracellular vesicular exosome, P:translational termination"
"420";420;"P39023";"RL3_HUMAN";"C:nucleolus, P:SRP-dependent cotranslational protein targeting to membrane, C:extracellular vesicular exosome, P:translational termination, F:structural constituent of ribosome, P:viral transcription, C:cytosolic large ribosomal subunit, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:RNA binding, P:translational initiation, P:cellular response to interleukin-4, P:translational elongation"
"421";421;"P62888";"RL30_HUMAN";"P:SRP-dependent cotranslational protein targeting to membrane, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:extracellular vesicular exosome, P:viral transcription, P:translational initiation, P:translational elongation, P:translational termination, F:structural constituent of ribosome, F:RNA binding, C:cytosolic large ribosomal subunit"
"422";422;"P62899";"RL31_HUMAN";"C:cytosolic large ribosomal subunit, P:SRP-dependent cotranslational protein targeting to membrane, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:RNA binding, P:translational initiation, C:extracellular vesicular exosome, P:translational elongation, P:translational termination, P:viral transcription, F:structural constituent of ribosome"
"425";425;"P18077";"RL35A_HUMAN";"P:SRP-dependent cotranslational protein targeting to membrane, F:structural constituent of ribosome, P:translational termination, F:tRNA binding, P:translational initiation, P:translational elongation, C:cytosolic large ribosomal subunit, P:rRNA processing, P:viral transcription, P:ribosomal large subunit biogenesis, C:extracellular vesicular exosome, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
"428";428;"P61513";"RL37A_HUMAN";"P:translational initiation, C:extracellular vesicular exosome, P:viral transcription, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:translational elongation, P:SRP-dependent cotranslational protein targeting to membrane, C:cytosolic large ribosomal subunit, P:translational termination, F:structural constituent of ribosome, F:metal ion binding"
"430";430;"P36578";"RL4_HUMAN";"P:SRP-dependent cotranslational protein targeting to membrane, P:translational elongation, P:translational termination, F:structural constituent of ribosome, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:viral transcription, P:translational initiation, C:cytosolic large ribosomal subunit, C:extracellular vesicular exosome, F:RNA binding, C:nucleolus"
"431";431;"P62987";"RL40_HUMAN";"P:TRIF-dependent toll-like receptor signaling pathway, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:nucleotide-binding oligomerization domain containing signaling pathway, C:ribosome, P:toll-like receptor TLR1:TLR2 signaling pathway, P:toll-like receptor 3 signaling pathway, C:plasma membrane, P:transcription initiation from RNA polymerase II promoter, P:viral transcription, P:negative regulation of transforming growth factor beta receptor signaling pathway, P:I-kappaB kinase/NF-kappaB signaling, C:lysosomal membrane, P:negative regulation of apoptotic process, P:translation, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:toll-like receptor 9 signaling pathway, P:toll-like receptor 2 signaling pathway, P:viral protein processing, P:innate immune response, P:virion assembly, P:negative regulation of transcription from RNA polymerase II promoter, P:translational elongation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:Notch receptor processing, C:cytosol, P:regulation of transcription from RNA polymerase II promoter in response to hypoxia, P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest, P:activation of MAPK activity, P:MyD88-dependent toll-like receptor signaling pathway, P:DNA repair, P:cytokine-mediated signaling pathway, P:toll-like receptor 4 signaling pathway, P:protein polyubiquitination, P:translational initiation, P:Notch signaling pathway, P:negative regulation of epidermal growth factor receptor signaling pathway, P:toll-like receptor TLR6:TLR2 signaling pathway, P:positive regulation of apoptotic process, P:toll-like receptor 5 signaling pathway, P:neurotrophin TRK receptor signaling pathway, P:G1/S transition of mitotic cell cycle, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:positive regulation of I-kappaB kinase/NF-kappaB signaling, P:Fc-epsilon receptor signaling pathway, P:transforming growth factor beta receptor signaling pathway, P:JNK cascade, P:fibroblast growth factor receptor signaling pathway, P:apoptotic signaling pathway, P:endosomal transport, C:nucleoplasm, P:epidermal growth factor receptor signaling pathway, C:endocytic vesicle membrane, P:T cell receptor signaling pathway, C:endosome membrane, P:positive regulation of NF-kappaB transcription factor activity, P:toll-like receptor 10 signaling pathway, P:ion transmembrane transport, P:translational termination, C:cytosolic large ribosomal subunit, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, P:positive regulation of transcription from RNA polymerase II promoter, P:SRP-dependent cotranslational protein targeting to membrane, F:structural constituent of ribosome, P:negative regulation of type I interferon production, P:positive regulation of type I interferon production"
"432";432;"P46777";"RL5_HUMAN";"P:ribosomal large subunit biogenesis, P:translational elongation, F:RNA binding, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:extracellular vesicular exosome, F:5S rRNA binding, P:SRP-dependent cotranslational protein targeting to membrane, C:nucleolus, P:viral transcription, C:nucleus, P:translational termination, P:rRNA processing, C:cytosolic large ribosomal subunit, P:translational initiation, F:structural constituent of ribosome"
"438";438;"P05388";"RLA0_HUMAN";"P:translational initiation, F:structural constituent of ribosome, C:extracellular vesicular exosome, F:RNA binding, P:ribosome biogenesis, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:viral transcription, P:SRP-dependent cotranslational protein targeting to membrane, P:translational termination, C:nucleus, C:cytosolic large ribosomal subunit, P:translational elongation"
"439";439;"P05387";"RLA2_HUMAN";"C:extracellular vesicular exosome, P:viral transcription, P:translational initiation, P:SRP-dependent cotranslational protein targeting to membrane, P:translational termination, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:translational elongation, F:RNA binding, F:structural constituent of ribosome, C:cytosolic large ribosomal subunit"
"442";442;"P09651";"ROA1_HUMAN";"P:RNA export from nucleus, C:extracellular vesicular exosome, F:single-stranded DNA binding, F:single-stranded RNA binding, C:intermediate filament cytoskeleton, C:nucleolus, P:nuclear import, P:mRNA splicing, via spliceosome, C:catalytic step 2 spliceosome, P:viral process, C:cytoplasm, P:mRNA transport, C:nucleoplasm, F:nucleotide binding"
"449";449;"P62280";"RS11_HUMAN";"P:SRP-dependent cotranslational protein targeting to membrane, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:viral transcription, P:translational elongation, C:cytosolic small ribosomal subunit, P:translational initiation, F:rRNA binding, C:extracellular vesicular exosome, P:translational termination, F:structural constituent of ribosome"
"451";451;"P62277";"RS13_HUMAN";"C:cytosolic small ribosomal subunit, P:viral transcription, F:mRNA binding, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:negative regulation of RNA splicing, C:nucleolus, P:SRP-dependent cotranslational protein targeting to membrane, F:structural constituent of ribosome, C:extracellular vesicular exosome, P:translational elongation, P:translational termination, P:translational initiation"
"452";452;"P62263";"RS14_HUMAN";"F:structural constituent of ribosome, C:extracellular vesicular exosome, C:nucleolus, P:SRP-dependent cotranslational protein targeting to membrane, F:translation regulator activity, P:translational elongation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:mitochondrion, P:viral transcription, P:ribosomal small subunit assembly, P:negative regulation of transcription from RNA polymerase II promoter, P:translational initiation, P:maturation of SSU-rRNA, P:translational termination, P:erythrocyte differentiation, F:mRNA 5'-UTR binding, C:cytosolic small ribosomal subunit"
"454";454;"P62244";"RS15A_HUMAN";"P:positive regulation of cell cycle, P:translational initiation, P:response to virus, F:structural constituent of ribosome, P:positive regulation of cell proliferation, P:translational elongation, C:cytosolic small ribosomal subunit, C:extracellular vesicular exosome, F:RNA binding, P:SRP-dependent cotranslational protein targeting to membrane, P:translational termination, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:viral transcription"
"455";455;"P62249";"RS16_HUMAN";"P:viral transcription, P:ribosomal small subunit biogenesis, P:translational elongation, F:structural constituent of ribosome, C:extracellular vesicular exosome, P:rRNA processing, P:translational termination, P:translational initiation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:SRP-dependent cotranslational protein targeting to membrane, C:cytosolic small ribosomal subunit, F:RNA binding"
"457";457;"P62269";"RS18_HUMAN";"P:translational elongation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:viral transcription, F:structural constituent of ribosome, P:SRP-dependent cotranslational protein targeting to membrane, C:cytosolic small ribosomal subunit, C:extracellular vesicular exosome, P:translational initiation, P:ribosome biogenesis, F:rRNA binding, P:translational termination"
"458";458;"P39019";"RS19_HUMAN";"C:nucleolus, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:protein homodimerization activity, P:translational elongation, C:extracellular vesicular exosome, P:response to extracellular stimulus, F:structural constituent of ribosome, P:positive regulation of respiratory burst involved in inflammatory response, P:translational termination, P:protein tetramerization, P:nucleolus organization, P:maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), P:erythrocyte differentiation, P:negative regulation of respiratory burst involved in inflammatory response, P:monocyte chemotaxis, C:cytosolic small ribosomal subunit, P:positive regulation of cellular component movement, P:SRP-dependent cotranslational protein targeting to membrane, P:ribosomal small subunit assembly, P:viral transcription, P:translational initiation"
"459";459;"P15880";"RS2_HUMAN";"P:translational termination, P:translational initiation, F:structural constituent of ribosome, P:positive regulation of transferase activity, C:cytosolic small ribosomal subunit, P:viral transcription, F:mRNA binding, C:extracellular vesicular exosome, C:nucleoplasm, P:translational elongation, P:SRP-dependent cotranslational protein targeting to membrane, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
"460";460;"P60866";"RS20_HUMAN";"P:translational elongation, F:RNA binding, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:extracellular vesicular exosome, C:cytosolic small ribosomal subunit, P:SRP-dependent cotranslational protein targeting to membrane, F:structural constituent of ribosome, P:translational initiation, P:viral transcription, P:translational termination"
"463";463;"P62851";"RS25_HUMAN";"C:cytosolic small ribosomal subunit, F:structural constituent of ribosome, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:translational elongation, P:viral transcription, P:SRP-dependent cotranslational protein targeting to membrane, C:extracellular vesicular exosome, C:nucleolus, P:translational initiation, P:ribosomal small subunit assembly, F:RNA binding, P:translational termination"
"464";464;"P62854";"RS26_HUMAN";"F:mRNA binding, F:structural constituent of ribosome, P:translational elongation, P:translational termination, P:viral transcription, C:extracellular vesicular exosome, P:negative regulation of RNA splicing, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:cytosolic small ribosomal subunit, P:translational initiation, P:SRP-dependent cotranslational protein targeting to membrane"
