"";"X";"accession";"name";"go_name"
"281";281;"P43121";"MUC18_HUMAN";"P:cell adhesion, C:integral component of membrane, P:glomerular filtration, C:external side of plasma membrane, P:vascular wound healing"
"282";282;"P35579";"MYH9_HUMAN";"P:angiogenesis, C:uropod, C:nucleus, P:membrane protein ectodomain proteolysis, F:ATP binding, C:ruffle, P:establishment of meiotic spindle localization, P:monocyte differentiation, C:plasma membrane, C:cleavage furrow, P:uropod organization, P:cytokinesis, P:integrin-mediated signaling pathway, P:actin filament-based movement, C:protein complex, C:actomyosin contractile ring, P:cell-cell adhesion, P:actin cytoskeleton reorganization, P:regulation of cell shape, C:myosin II complex, P:axon guidance, P:myoblast fusion, F:microfilament motor activity, C:spindle, P:establishment of T cell polarity, C:stress fiber, C:cortical cytoskeleton, C:cytosol, C:cell-cell adherens junction, P:blood vessel endothelial cell migration, C:immunological synapse, P:meiotic spindle organization, P:platelet formation, P:termination of G-protein coupled receptor signaling pathway, P:in utero embryonic development, F:actin filament binding, F:protein homodimerization activity, C:extracellular vesicular exosome, F:protein anchor, P:leukocyte migration, P:protein transport, F:ADP binding, C:neuromuscular junction, F:actin-dependent ATPase activity"
"283";283;"B0I1T2";"MYO1G_HUMAN";"F:ATP binding, C:myosin complex, P:metabolic process, C:plasma membrane, F:motor activity, C:extracellular vesicular exosome"
"303";303;"Q9UQ80";"PA2G4_HUMAN";"C:ribonucleoprotein complex, C:nucleolus, C:cytoplasm, P:cell cycle arrest, P:negative regulation of transcription, DNA-templated, P:cell proliferation, P:regulation of translation, F:DNA binding, C:extracellular vesicular exosome, P:rRNA processing, F:sequence-specific DNA binding transcription factor activity, F:RNA binding, P:transcription, DNA-templated"
"304";304;"Q8NC51";"PAIRB_HUMAN";"P:regulation of apoptotic process, C:nucleus, C:extracellular vesicular exosome, P:regulation of mRNA stability, C:cytoplasm, C:perinuclear region of cytoplasm, C:plasma membrane, F:mRNA 3'-UTR binding"
"306";306;"Q15365";"PCBP1_HUMAN";"F:RNA binding, C:nucleoplasm, C:cytoplasm, C:extracellular vesicular exosome, C:ribonucleoprotein complex, F:single-stranded DNA binding, P:mRNA splicing, via spliceosome"
"308";308;"Q29RF7";"PDS5A_HUMAN";"C:cytosol, P:mitosis, C:nucleoplasm, P:mitotic cell cycle, C:chromatin, P:negative regulation of DNA replication, C:plasma membrane, C:chromosome, centromeric region"
"309";309;"P00558";"PGK1_HUMAN";"F:phosphoglycerate kinase activity, C:extracellular vesicular exosome, F:ATP binding, C:cytosol, P:epithelial cell differentiation, P:gluconeogenesis, P:small molecule metabolic process, P:glycolysis"
"312";312;"P12273";"PIP_HUMAN";"P:detection of chemical stimulus involved in sensory perception of bitter taste, F:protein dimerization activity, P:proteolysis, F:actin binding, C:extracellular vesicular exosome, C:apical plasma membrane, P:retina homeostasis, F:aspartic-type endopeptidase activity, F:IgG binding, C:extracellular space, P:positive regulation of gene expression, P:negative regulation of T cell apoptotic process"
"313";313;"P13796";"PLSL_HUMAN";"F:calcium ion binding, P:regulation of intracellular protein transport, P:organ regeneration, C:extracellular vesicular exosome, C:actin filament, C:actin filament bundle, C:ruffle membrane, C:phagocytic cup, P:actin filament bundle assembly, C:plasma membrane, P:T cell activation involved in immune response, F:actin filament binding, C:filopodium, C:focal adhesion, P:protein kinase A signaling, C:cytosol, P:cell migration, C:ruffle, C:extracellular space"
"314";314;"O15031";"PLXB2_HUMAN";"C:integral component of plasma membrane, P:regulation of protein phosphorylation, P:positive regulation of axonogenesis, P:regulation of Rho GTPase activity, C:intracellular, F:semaphorin receptor activity, P:neural tube closure, P:neuroblast proliferation, C:extracellular vesicular exosome, P:regulation of neuron migration, P:regulation of cell shape, P:brain development, F:GTPase activator activity, P:positive regulation of GTPase activity"
"317";317;"Q99575";"POP1_HUMAN";"F:ribonuclease P activity, C:ribonuclease MRP complex, F:ribonuclease MRP activity, P:tRNA catabolic process, C:extracellular space, P:tRNA 5'-leader removal, C:nucleolar ribonuclease P complex"
"318";318;"P62937";"PPIA_HUMAN";"F:peptide binding, P:entry into host cell, F:peptidyl-prolyl cis-trans isomerase activity, P:viral release from host cell, P:lipid particle organization, F:unfolded protein binding, P:platelet degranulation, P:establishment of integrated proviral latency, P:positive regulation of protein secretion, C:cytosol, P:leukocyte migration, P:RNA-dependent DNA replication, C:nucleus, F:virion binding, P:uncoating of virus, P:positive regulation of viral genome replication, P:virion assembly, P:protein folding, P:platelet activation, C:extracellular vesicular exosome"
"319";319;"P23284";"PPIB_HUMAN";"P:chaperone-mediated protein folding, F:unfolded protein binding, C:endoplasmic reticulum lumen, F:peptide binding, F:peptidyl-prolyl cis-trans isomerase activity, P:protein stabilization, P:extracellular matrix organization, C:extracellular vesicular exosome, F:protein complex binding, C:melanosome, C:macromolecular complex, P:positive regulation of multicellular organism growth, P:bone development"
"321";321;"Q06830";"PRDX1_HUMAN";"C:extracellular space, P:natural killer cell mediated cytotoxicity, P:retina homeostasis, F:thioredoxin peroxidase activity, P:skeletal system development, P:removal of superoxide radicals, P:regulation of stress-activated MAPK cascade, C:nuclear euchromatin, C:melanosome, C:mitochondrial matrix, C:mitochondrion, C:nucleus, C:cytosol, C:extracellular vesicular exosome, C:peroxisomal matrix, P:regulation of NF-kappaB import into nucleus, F:heme binding, C:nucleolus, P:cell proliferation, P:hydrogen peroxide catabolic process, P:erythrocyte homeostasis"
"327";327;"P62333";"PRS10_HUMAN";"F:ATP binding, F:ATPase activity, P:negative regulation of apoptotic process, F:protein binding, bridging, P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest, C:plasma membrane, P:apoptotic process, C:cytosolic proteasome complex, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:regulation of cellular amino acid metabolic process, C:extracellular vesicular exosome, P:viral process, C:cytosol, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, C:inclusion body, P:protein polyubiquitination, P:G1/S transition of mitotic cell cycle, C:proteasome accessory complex, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:gene expression, C:nucleoplasm, P:mRNA metabolic process, P:positive regulation of inclusion body assembly, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle"
"330";330;"Q06323";"PSME1_HUMAN";"P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:regulation of cellular amino acid metabolic process, P:G1/S transition of mitotic cell cycle, P:protein polyubiquitination, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, C:extracellular vesicular exosome, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, C:cytosol, P:mRNA metabolic process, P:small molecule metabolic process, F:endopeptidase activator activity, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:negative regulation of apoptotic process, P:gene expression, P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest, C:nucleoplasm, P:apoptotic process, P:viral process, C:proteasome complex, C:proteasome activator complex"
"331";331;"P08575";"PTPRC_HUMAN";"P:release of sequestered calcium ion into cytosol, F:transmembrane receptor protein tyrosine phosphatase activity, P:negative regulation of cytokine-mediated signaling pathway, P:positive regulation of antigen receptor-mediated signaling pathway, C:integral component of plasma membrane, P:positive regulation of protein kinase activity, P:defense response to virus, P:B cell proliferation, P:positive regulation of hematopoietic stem cell migration, C:membrane raft, C:extracellular vesicular exosome, P:T cell receptor signaling pathway, P:stem cell development, P:cell cycle phase transition, C:focal adhesion, P:negative regulation of cell adhesion involved in substrate-bound cell migration, C:external side of plasma membrane, P:immunoglobulin biosynthetic process, P:bone marrow development, P:negative regulation of T cell mediated cytotoxicity, P:B cell receptor signaling pathway, P:positive regulation of stem cell proliferation, P:T cell differentiation, P:negative regulation of protein kinase activity, P:positive regulation of T cell proliferation, P:hematopoietic progenitor cell differentiation, P:regulation of cell cycle, P:axon guidance, P:positive regulation of B cell proliferation"
"332";332;"P15151";"PVR_HUMAN";"P:positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target, P:viral process, P:susceptibility to natural killer cell mediated cytotoxicity, C:plasma membrane, C:extracellular space, F:receptor activity, C:cell surface, P:adherens junction organization, P:cell migration, C:cytoplasm, F:virus receptor activity, C:nucleus, C:integral component of membrane, P:cell junction assembly, C:cell junction, P:susceptibility to T cell mediated cytotoxicity, P:cell-cell adhesion"
"333";333;"Q92692";"PVRL2_HUMAN";"P:susceptibility to natural killer cell mediated cytotoxicity, P:positive regulation of immunoglobulin mediated immune response, C:zonula adherens, P:spermatid nucleus differentiation, P:establishment of mitochondrion localization, P:cilium organization, P:sperm mitochondrion organization, P:acrosome assembly, P:adhesion to symbiont, C:cell surface, P:positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target, P:positive regulation of mast cell activation, P:susceptibility to T cell mediated cytotoxicity, P:response to virus, P:spermatid development, P:cell junction assembly, C:integral component of membrane, F:coreceptor activity, F:virus receptor activity, P:cytoskeleton organization, P:coreceptor-mediated virion attachment to host cell, P:fertilization, P:adherens junction organization, P:fusion of virus membrane with host plasma membrane, C:plasma membrane, P:homophilic cell adhesion, P:cell part morphogenesis"
"334";334;"P27708";"PYR1_HUMAN";"P:protein autophosphorylation, P:female pregnancy, P:peptidyl-threonine phosphorylation, P:response to testosterone, P:embryo development, C:neuronal cell body, P:'de novo' pyrimidine nucleobase biosynthetic process, P:organ regeneration, P:'de novo' UMP biosynthetic process, P:glutamine metabolic process, C:terminal bouton, P:lactation, P:UTP biosynthetic process, C:nuclear matrix, C:protein complex, F:protein kinase activity, F:carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity, F:ATP binding, P:pyrimidine nucleoside biosynthetic process, P:carbamoyl phosphate biosynthetic process, F:aspartate binding, F:dihydroorotase activity, P:response to caffeine, P:glutamine catabolic process, P:cellular response to epidermal growth factor stimulus, P:response to amine, F:aspartate carbamoyltransferase activity, P:cellular response to drug, P:drug metabolic process, C:extracellular vesicular exosome, F:identical protein binding, P:response to cortisol, C:cytosol, F:metal ion binding"
"338";338;"P61106";"RAB14_HUMAN";"F:GTP binding, C:rough endoplasmic reticulum, P:regulation of protein localization, C:nuclear outer membrane-endoplasmic reticulum membrane network, C:perinuclear region of cytoplasm, P:small GTPase mediated signal transduction, P:endocytic recycling, C:Golgi stack, C:extracellular vesicular exosome, C:early endosome membrane, C:phagocytic vesicle, C:trans-Golgi network transport vesicle, C:phagocytic vesicle membrane, P:protein transport, C:plasma membrane, P:fibroblast growth factor receptor signaling pathway, F:GTPase activity, C:late endosome, C:recycling endosome, C:cytosol, P:embryo development, C:Golgi membrane, C:early endosome, P:Golgi to endosome transport, C:lysosomal membrane, F:GDP binding, C:cytoplasmic vesicle membrane"
"339";339;"P62820";"RAB1A_HUMAN";"C:Golgi membrane, P:small GTPase mediated signal transduction, P:growth hormone secretion, P:interleukin-8 secretion, F:GTPase activity, P:endocytosis, P:cell migration, C:endoplasmic reticulum, P:autophagic vacuole assembly, C:extracellular vesicular exosome, F:GTP binding, P:vesicle transport along microtubule, P:mitotic cell cycle, P:ER to Golgi vesicle-mediated transport, P:defense response to bacterium"
"340";340;"P51148";"RAB5C_HUMAN";"C:extracellular vesicular exosome, P:small GTPase mediated signal transduction, P:regulation of endocytosis, F:GTP binding, P:endosome organization, C:melanosome, P:protein transport, F:GTPase activity, C:lysosomal membrane, C:plasma membrane, C:lipid particle, C:endocytic vesicle, F:GDP binding, C:early endosome membrane"
"341";341;"P51149";"RAB7A_HUMAN";"C:extracellular vesicular exosome, F:GTP binding, P:epidermal growth factor catabolic process, C:late endosome, C:melanosome, F:GDP binding, P:bone resorption, P:protein targeting to lysosome, C:alveolar lamellar body, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, P:endosome to lysosome transport, C:phagocytic vesicle membrane, P:phagosome-lysosome fusion, C:phagocytic vesicle, P:small GTPase mediated signal transduction, C:lysosomal membrane, F:GTPase activity, C:Golgi apparatus, P:phagosome acidification, P:early endosome to late endosome transport"
"348";348;"P38159";"RBMX_HUMAN";"P:positive regulation of transcription from RNA polymerase II promoter, F:core promoter binding, C:nucleoplasm, C:extracellular vesicular exosome, F:mRNA binding, F:nucleotide binding, C:extracellular space, C:catalytic step 2 spliceosome, P:mRNA splicing, via spliceosome, P:protein homooligomerization, P:regulation of alternative mRNA splicing, via spliceosome, P:positive regulation of mRNA splicing, via spliceosome, C:supraspliceosomal complex, P:cellular response to interleukin-1, P:negative regulation of mRNA splicing, via spliceosome, F:chromatin binding, P:transcription from RNA polymerase II promoter, P:membrane protein ectodomain proteolysis, C:nuclear euchromatin"
"353";353;"P35251";"RFC1_HUMAN";"P:transcription-coupled nucleotide-excision repair, P:telomere maintenance via recombination, P:DNA strand elongation involved in DNA replication, C:DNA replication factor C complex, C:cytoplasm, C:nucleolus, P:nucleotide-excision repair, DNA gap filling, F:DNA clamp loader activity, C:nucleoplasm, P:ATP catabolic process, P:positive regulation of transcription, DNA-templated, P:telomere maintenance via telomerase, F:sequence-specific DNA binding, P:transcription, DNA-templated, C:extracellular vesicular exosome, F:ATP binding, P:negative regulation of transcription from RNA polymerase II promoter, F:enzyme activator activity, P:mitotic cell cycle, P:telomere maintenance via semi-conservative replication, F:double-stranded DNA binding"
"356";356;"Q2PPJ7";"RGPA2_HUMAN";"C:extracellular space, C:cytosol, C:nucleus, F:Ral GTPase activator activity, F:protein heterodimerization activity, P:activation of Ral GTPase activity"
"358";358;"P62906";"RL10A_HUMAN";"P:anatomical structure morphogenesis, P:viral transcription, F:structural constituent of ribosome, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:cytosolic large ribosomal subunit, P:SRP-dependent cotranslational protein targeting to membrane, C:mitochondrion, F:RNA binding, P:translational termination, C:extracellular vesicular exosome, P:translational initiation, P:translational elongation"
"359";359;"P62913";"RL11_HUMAN";"P:rRNA processing, C:extracellular vesicular exosome, C:cytosolic large ribosomal subunit, P:translational initiation, C:nucleolus, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:SRP-dependent cotranslational protein targeting to membrane, F:rRNA binding, P:ribosomal large subunit biogenesis, P:translational termination, F:structural constituent of ribosome, F:RNA binding, P:viral transcription, P:protein localization to nucleus, P:translational elongation"
"360";360;"P30050";"RL12_HUMAN";"C:extracellular vesicular exosome, F:structural constituent of ribosome, P:SRP-dependent cotranslational protein targeting to membrane, P:translational termination, C:cytosolic large ribosomal subunit, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:viral transcription, P:translational initiation, F:RNA binding, P:translational elongation"
"363";363;"P50914";"RL14_HUMAN";"P:viral transcription, C:cytosolic large ribosomal subunit, F:RNA binding, P:translational initiation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:structural constituent of ribosome, P:ribosomal large subunit biogenesis, P:rRNA processing, C:extracellular vesicular exosome, P:translational elongation, P:SRP-dependent cotranslational protein targeting to membrane, P:translational termination"
"371";371;"P35268";"RL22_HUMAN";"C:cytosolic large ribosomal subunit, P:viral transcription, P:translational termination, P:SRP-dependent cotranslational protein targeting to membrane, F:RNA binding, P:translational initiation, P:translational elongation, C:extracellular vesicular exosome, F:structural constituent of ribosome, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:alpha-beta T cell differentiation, F:heparin binding"
"372";372;"P62829";"RL23_HUMAN";"P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:ribosomal protein import into nucleus, P:translational elongation, P:translational initiation, C:nucleolus, P:SRP-dependent cotranslational protein targeting to membrane, F:structural constituent of ribosome, P:viral transcription, P:translational termination, C:extracellular vesicular exosome, C:cytosolic large ribosomal subunit"
"373";373;"P62750";"RL23A_HUMAN";"P:viral transcription, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:extracellular vesicular exosome, C:nucleus, C:TORC2 complex, F:structural constituent of ribosome, C:cytosolic large ribosomal subunit, P:translational termination, P:translational elongation, F:rRNA binding, P:cell proliferation, F:nucleotide binding, P:translational initiation, P:SRP-dependent cotranslational protein targeting to membrane"
"374";374;"P83731";"RL24_HUMAN";"C:cytosolic large ribosomal subunit, F:RNA binding, P:SRP-dependent cotranslational protein targeting to membrane, P:translational elongation, P:translational termination, F:structural constituent of ribosome, P:viral transcription, C:extracellular vesicular exosome, P:translational initiation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
"375";375;"P61254";"RL26_HUMAN";"P:translational elongation, P:viral transcription, P:rRNA processing, P:translational initiation, C:cytosolic large ribosomal subunit, C:extracellular vesicular exosome, P:SRP-dependent cotranslational protein targeting to membrane, P:translational termination, F:RNA binding, F:structural constituent of ribosome, P:ribosomal large subunit biogenesis, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
"376";376;"P61353";"RL27_HUMAN";"P:translational elongation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:structural constituent of ribosome, C:extracellular vesicular exosome, P:SRP-dependent cotranslational protein targeting to membrane, C:cytosolic large ribosomal subunit, P:translational termination, P:translational initiation, P:viral transcription"
"378";378;"P46779";"RL28_HUMAN";"P:translational elongation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:RNA binding, C:cytosolic large ribosomal subunit, P:translational initiation, P:viral transcription, F:structural constituent of ribosome, P:SRP-dependent cotranslational protein targeting to membrane, C:extracellular vesicular exosome, P:translational termination"
"380";380;"P39023";"RL3_HUMAN";"C:nucleolus, P:SRP-dependent cotranslational protein targeting to membrane, C:extracellular vesicular exosome, P:translational termination, F:structural constituent of ribosome, P:viral transcription, C:cytosolic large ribosomal subunit, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:RNA binding, P:translational initiation, P:cellular response to interleukin-4, P:translational elongation"
"381";381;"P62888";"RL30_HUMAN";"P:SRP-dependent cotranslational protein targeting to membrane, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:extracellular vesicular exosome, P:viral transcription, P:translational initiation, P:translational elongation, P:translational termination, F:structural constituent of ribosome, F:RNA binding, C:cytosolic large ribosomal subunit"
"382";382;"P62899";"RL31_HUMAN";"C:cytosolic large ribosomal subunit, P:SRP-dependent cotranslational protein targeting to membrane, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:RNA binding, P:translational initiation, C:extracellular vesicular exosome, P:translational elongation, P:translational termination, P:viral transcription, F:structural constituent of ribosome"
"384";384;"P49207";"RL34_HUMAN";"P:translational initiation, C:extracellular vesicular exosome, C:cytosolic large ribosomal subunit, P:viral transcription, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:SRP-dependent cotranslational protein targeting to membrane, F:RNA binding, F:structural constituent of ribosome, P:translational elongation, P:translational termination"
"386";386;"P18077";"RL35A_HUMAN";"P:SRP-dependent cotranslational protein targeting to membrane, F:structural constituent of ribosome, P:translational termination, F:tRNA binding, P:translational initiation, P:translational elongation, C:cytosolic large ribosomal subunit, P:rRNA processing, P:viral transcription, P:ribosomal large subunit biogenesis, C:extracellular vesicular exosome, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
"390";390;"P61513";"RL37A_HUMAN";"P:translational initiation, C:extracellular vesicular exosome, P:viral transcription, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:translational elongation, P:SRP-dependent cotranslational protein targeting to membrane, C:cytosolic large ribosomal subunit, P:translational termination, F:structural constituent of ribosome, F:metal ion binding"
"392";392;"P36578";"RL4_HUMAN";"P:SRP-dependent cotranslational protein targeting to membrane, P:translational elongation, P:translational termination, F:structural constituent of ribosome, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:viral transcription, P:translational initiation, C:cytosolic large ribosomal subunit, C:extracellular vesicular exosome, F:RNA binding, C:nucleolus"
"393";393;"P62987";"RL40_HUMAN";"P:TRIF-dependent toll-like receptor signaling pathway, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:nucleotide-binding oligomerization domain containing signaling pathway, C:ribosome, P:toll-like receptor TLR1:TLR2 signaling pathway, P:toll-like receptor 3 signaling pathway, C:plasma membrane, P:transcription initiation from RNA polymerase II promoter, P:viral transcription, P:negative regulation of transforming growth factor beta receptor signaling pathway, P:I-kappaB kinase/NF-kappaB signaling, C:lysosomal membrane, P:negative regulation of apoptotic process, P:translation, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:toll-like receptor 9 signaling pathway, P:toll-like receptor 2 signaling pathway, P:viral protein processing, P:innate immune response, P:virion assembly, P:negative regulation of transcription from RNA polymerase II promoter, P:translational elongation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:Notch receptor processing, C:cytosol, P:regulation of transcription from RNA polymerase II promoter in response to hypoxia, P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest, P:activation of MAPK activity, P:MyD88-dependent toll-like receptor signaling pathway, P:DNA repair, P:cytokine-mediated signaling pathway, P:toll-like receptor 4 signaling pathway, P:protein polyubiquitination, P:translational initiation, P:Notch signaling pathway, P:negative regulation of epidermal growth factor receptor signaling pathway, P:toll-like receptor TLR6:TLR2 signaling pathway, P:positive regulation of apoptotic process, P:toll-like receptor 5 signaling pathway, P:neurotrophin TRK receptor signaling pathway, P:G1/S transition of mitotic cell cycle, P:positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:positive regulation of I-kappaB kinase/NF-kappaB signaling, P:Fc-epsilon receptor signaling pathway, P:transforming growth factor beta receptor signaling pathway, P:JNK cascade, P:fibroblast growth factor receptor signaling pathway, P:apoptotic signaling pathway, P:endosomal transport, C:nucleoplasm, P:epidermal growth factor receptor signaling pathway, C:endocytic vesicle membrane, P:T cell receptor signaling pathway, C:endosome membrane, P:positive regulation of NF-kappaB transcription factor activity, P:toll-like receptor 10 signaling pathway, P:ion transmembrane transport, P:translational termination, C:cytosolic large ribosomal subunit, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, P:positive regulation of transcription from RNA polymerase II promoter, P:SRP-dependent cotranslational protein targeting to membrane, F:structural constituent of ribosome, P:negative regulation of type I interferon production, P:positive regulation of type I interferon production"
"394";394;"P46777";"RL5_HUMAN";"P:ribosomal large subunit biogenesis, P:translational elongation, F:RNA binding, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:extracellular vesicular exosome, F:5S rRNA binding, P:SRP-dependent cotranslational protein targeting to membrane, C:nucleolus, P:viral transcription, C:nucleus, P:translational termination, P:rRNA processing, C:cytosolic large ribosomal subunit, P:translational initiation, F:structural constituent of ribosome"
"400";400;"P05388";"RLA0_HUMAN";"P:translational initiation, F:structural constituent of ribosome, C:extracellular vesicular exosome, F:RNA binding, P:ribosome biogenesis, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:viral transcription, P:SRP-dependent cotranslational protein targeting to membrane, P:translational termination, C:nucleus, C:cytosolic large ribosomal subunit, P:translational elongation"
"402";402;"P05387";"RLA2_HUMAN";"C:extracellular vesicular exosome, P:viral transcription, P:translational initiation, P:SRP-dependent cotranslational protein targeting to membrane, P:translational termination, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:translational elongation, F:RNA binding, F:structural constituent of ribosome, C:cytosolic large ribosomal subunit"
"408";408;"P09651";"ROA1_HUMAN";"P:RNA export from nucleus, C:extracellular vesicular exosome, F:single-stranded DNA binding, F:single-stranded RNA binding, C:intermediate filament cytoskeleton, C:nucleolus, P:nuclear import, P:mRNA splicing, via spliceosome, C:catalytic step 2 spliceosome, P:viral process, C:cytoplasm, P:mRNA transport, C:nucleoplasm, F:nucleotide binding"
"411";411;"O75116";"ROCK2_HUMAN";"P:regulation of establishment of cell polarity, P:extrinsic apoptotic signaling pathway via death domain receptors, P:negative regulation of angiogenesis, P:cytokinesis, P:axon guidance, P:intracellular signal transduction, P:regulation of cell motility, C:plasma membrane, C:nucleus, F:protein serine/threonine kinase activity, F:metal ion binding, C:cytosol, F:structural molecule activity, C:centrosome, P:regulation of keratinocyte differentiation, P:neural tube closure, P:actin cytoskeleton organization, P:centrosome duplication, P:regulation of stress fiber assembly, F:ATP binding, P:regulation of focal adhesion assembly, P:positive regulation of centrosome duplication, P:smooth muscle contraction, C:spindle pole centrosome"
"421";421;"P62280";"RS11_HUMAN";"P:SRP-dependent cotranslational protein targeting to membrane, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:viral transcription, P:translational elongation, C:cytosolic small ribosomal subunit, P:translational initiation, F:rRNA binding, C:extracellular vesicular exosome, P:translational termination, F:structural constituent of ribosome"
"422";422;"P62277";"RS13_HUMAN";"C:cytosolic small ribosomal subunit, P:viral transcription, F:mRNA binding, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:negative regulation of RNA splicing, C:nucleolus, P:SRP-dependent cotranslational protein targeting to membrane, F:structural constituent of ribosome, C:extracellular vesicular exosome, P:translational elongation, P:translational termination, P:translational initiation"
"423";423;"P62263";"RS14_HUMAN";"F:structural constituent of ribosome, C:extracellular vesicular exosome, C:nucleolus, P:SRP-dependent cotranslational protein targeting to membrane, F:translation regulator activity, P:translational elongation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:mitochondrion, P:viral transcription, P:ribosomal small subunit assembly, P:negative regulation of transcription from RNA polymerase II promoter, P:translational initiation, P:maturation of SSU-rRNA, P:translational termination, P:erythrocyte differentiation, F:mRNA 5'-UTR binding, C:cytosolic small ribosomal subunit"
"425";425;"P62244";"RS15A_HUMAN";"P:positive regulation of cell cycle, P:translational initiation, P:response to virus, F:structural constituent of ribosome, P:positive regulation of cell proliferation, P:translational elongation, C:cytosolic small ribosomal subunit, C:extracellular vesicular exosome, F:RNA binding, P:SRP-dependent cotranslational protein targeting to membrane, P:translational termination, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:viral transcription"
"426";426;"P62249";"RS16_HUMAN";"P:viral transcription, P:ribosomal small subunit biogenesis, P:translational elongation, F:structural constituent of ribosome, C:extracellular vesicular exosome, P:rRNA processing, P:translational termination, P:translational initiation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:SRP-dependent cotranslational protein targeting to membrane, C:cytosolic small ribosomal subunit, F:RNA binding"
"428";428;"P62269";"RS18_HUMAN";"P:translational elongation, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, P:viral transcription, F:structural constituent of ribosome, P:SRP-dependent cotranslational protein targeting to membrane, C:cytosolic small ribosomal subunit, C:extracellular vesicular exosome, P:translational initiation, P:ribosome biogenesis, F:rRNA binding, P:translational termination"
"429";429;"P39019";"RS19_HUMAN";"C:nucleolus, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:protein homodimerization activity, P:translational elongation, C:extracellular vesicular exosome, P:response to extracellular stimulus, F:structural constituent of ribosome, P:positive regulation of respiratory burst involved in inflammatory response, P:translational termination, P:protein tetramerization, P:nucleolus organization, P:maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), P:erythrocyte differentiation, P:negative regulation of respiratory burst involved in inflammatory response, P:monocyte chemotaxis, C:cytosolic small ribosomal subunit, P:positive regulation of cellular component movement, P:SRP-dependent cotranslational protein targeting to membrane, P:ribosomal small subunit assembly, P:viral transcription, P:translational initiation"
"430";430;"P15880";"RS2_HUMAN";"P:translational termination, P:translational initiation, F:structural constituent of ribosome, P:positive regulation of transferase activity, C:cytosolic small ribosomal subunit, P:viral transcription, F:mRNA binding, C:extracellular vesicular exosome, C:nucleoplasm, P:translational elongation, P:SRP-dependent cotranslational protein targeting to membrane, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
