Group;AC;ID;Entrez_ID;Gene_symbol;Descr;SP_GN;Entrez_GN;Non_spec_binder;Group_size;Specific_reporter;Pc_P4569-1.merged;Pc_P4569-2.merged;Pc_grp0;Pc_mean_grp0;Pc_sd_grp0;Pc_CV_grp0;Sc_P4569-1.merged;Sc_P4569-2.merged;Sc_grp0;Sc_mean_grp0;Sc_sd_grp0;Sc_CV_grp0;Seqcov_P4569-1.merged;Seqcov_P4569-2.merged;Seqcov_grp0;Seqcov_mean_grp0;Seqcov_sd_grp0;Seqcov_CV_grp0;Glob_pc;Glob_sc;Glob_seqcov
O43678;O43678;NDUA2_HUMAN;4695;NDUFA2;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2;NDUFA2;NA;0;1;1;5;5;5;5;0;0;10;9;19;9.5;0.71;0.07;0.47;0.47;0.47;0.47;0;0;5;19;0.47
Q6P2H3-3;Q6P2H3-3;CEP85_HUMAN;64793;CEP85;Centrosomal protein of 85 kDa;CEP85,CCDC21;NA;0;1;1;4;4;5;4;0;0;5;4;9;4.5;0.71;0.16;0.26;0.25;0.29;0.25;0.01;0.03;5;9;0.29
P82921;P82921;RT21_HUMAN;54460;MRPS21;28S ribosomal protein S21, mitochondrial;MRPS21,RPMS21;NA;0;1;1;5;5;5;5;0;0;10;9;19;9.5;0.71;0.07;0.46;0.46;0.46;0.46;0;0;5;19;0.46
Q6ZV70-1;Q6ZV70-1;LANC3_HUMAN;347404;LANCL3;LanC-like protein 3;LANCL3;NA;0;2;1;5;2;5;3.5;2.12;0.61;5;2;7;3.5;2.12;0.61;0.14;0.06;0.14;0.1;0.06;0.55;5;7;0.14
Q96MW1-1;Q96MW1-1;CCD43_HUMAN;124808;CCDC43;Coiled-coil domain-containing protein 43;CCDC43;NA;0;2;1;5;5;5;5;0;0;5;7;12;6;1.41;0.24;0.2;0.2;0.2;0.2;0;0;5;12;0.2
Q9NQW1-1;Q9NQW1-1;SC31B_HUMAN;25956;SEC31B;Protein transport protein Sec31B;SEC31B,SEC31L2;NA;0;2;2;4;4;5;4;0;0;11;14;25;12.5;2.12;0.17;0.02;0.02;0.03;0.02;0;0.16;5;25;0.03
P20138;P20138;CD33_HUMAN;945;CD33;Myeloid cell surface antigen CD33;CD33,SIGLEC3;NA;0;1;1;5;3;5;4;1.41;0.35;6;3;9;4.5;2.12;0.47;0.13;0.09;0.13;0.11;0.03;0.28;5;9;0.13
Q9H9H4;Q9H9H4;VP37B_HUMAN;79720;VPS37B;Vacuolar protein sorting-associated protein 37B;VPS37B;NA;0;1;1;5;5;5;5;0;0;11;9;20;10;1.41;0.14;0.27;0.27;0.27;0.27;0;0;5;20;0.27
Q9P227-1;Q9P227-1;RHG23_HUMAN;57636;ARHGAP23;Rho GTPase-activating protein 23;ARHGAP23,KIAA1501;NA;0;2;1;5;3;5;4;1.41;0.35;5;3;8;4;1.41;0.35;0.05;0.02;0.05;0.03;0.02;0.62;5;8;0.05
P01106-1;P01106-1;MYC_HUMAN;4609;MYC;Myc proto-oncogene protein;MYC,BHLHE39;NA;0;2;1;4;5;5;4.5;0.71;0.16;5;5;10;5;0;0;0.09;0.11;0.11;0.1;0.01;0.14;5;10;0.11
Q6UB28;Q6UB28;AMP1D_HUMAN;254042;METAP1D;Methionine aminopeptidase 1D, mitochondrial;METAP1D,MAP1D;NA;0;1;1;5;5;5;5;0;0;6;6;12;6;0;0;0.21;0.21;0.21;0.21;0;0;5;12;0.21
Q9UKT5-1;Q9UKT5-1;FBX4_HUMAN;26272;FBXO4;F-box only protein 4;FBXO4,FBX4;NA;0;2;2;5;4;5;4.5;0.71;0.16;5;4;9;4.5;0.71;0.16;0.14;0.11;0.14;0.13;0.02;0.16;5;9;0.14
Q5BKT4;Q5BKT4;AG10A_HUMAN;84920;ALG10;Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase;ALG10,ALG10A;NA;0;2;1;4;3;5;3.5;0.71;0.2;7;5;12;6;1.41;0.24;0.08;0.05;0.1;0.07;0.02;0.35;5;12;0.1
Q9NQW8-1;Q9NQW8-1;CNGB3_HUMAN;54714;CNGB3;Cyclic nucleotide-gated cation channel beta-3;CNGB3;NA;0;2;2;0;5;5;2.5;3.54;1.41;0;5;5;2.5;3.54;1.41;0;0.06;0.06;0.03;0.04;1.41;5;5;0.06
Q9Y2S0-2;Q9Y2S0-2;RPAC2_HUMAN;51082;POLR1D;DNA-directed RNA polymerases I and III subunit RPAC2;POLR1D;NA;0;1;1;3;3;5;3;0;0;3;3;6;3;0;0;0.2;0.21;0.36;0.21;0.01;0.03;5;6;0.36
Q86WX3;Q86WX3;AROS_HUMAN;91582;RPS19BP1;Active regulator of SIRT1;RPS19BP1,AROS;NA;0;1;1;5;5;5;5;0;0;7;7;14;7;0;0;0.29;0.29;0.29;0.29;0;0;5;14;0.29
Q96K49-1;Q96K49-1;TM87B_HUMAN;84910;TMEM87B;Transmembrane protein 87B;TMEM87B;NA;0;2;2;5;3;5;4;1.41;0.35;5;3;8;4;1.41;0.35;0.1;0.04;0.1;0.07;0.04;0.57;5;8;0.1
Q6N043-1;Q6N043-1;Z280D_HUMAN;54816;ZNF280D;Zinc finger protein 280D;ZNF280D,ZNF634,SUHW4,KIAA1584;NA;0;4;2;3;3;5;3;0;0;5;4;9;4.5;0.71;0.16;0.03;0.03;0.05;0.03;0;0.1;5;9;0.05
Q8WXD5;Q8WXD5;GEMI6_HUMAN;79833;GEMIN6;Gem-associated protein 6;GEMIN6;NA;0;1;1;5;4;5;4.5;0.71;0.16;13;12;25;12.5;0.71;0.06;0.29;0.29;0.29;0.29;0;0;5;25;0.29
Q8N9N5-1;Q8N9N5-1;BANP_HUMAN;54971;BANP;Protein BANP;BANP,SMAR1,BEND1;NA;0;5;1;4;5;5;4.5;0.71;0.16;4;6;10;5;1.41;0.28;0.08;0.11;0.11;0.09;0.02;0.2;5;10;0.11
Q14353-1;Q14353-1;GAMT_HUMAN;2593;GAMT;Guanidinoacetate N-methyltransferase;GAMT;NA;0;2;1;5;4;5;4.5;0.71;0.16;11;11;22;11;0;0;0.28;0.25;0.28;0.27;0.02;0.08;5;22;0.28
Q9Y2R5;Q9Y2R5;RT17_HUMAN;51373;MRPS17;28S ribosomal protein S17, mitochondrial;MRPS17,RPMS17;NA;0;1;1;5;5;5;5;0;0;6;5;11;5.5;0.71;0.13;0.6;0.6;0.6;0.6;0;0;5;11;0.6
P63165;P63165;SUMO1_HUMAN;7341;SUMO1;Small ubiquitin-related modifier 1;SUMO1,SMT3H3,SMT3C,UBL1;NA;0;1;1;4;5;5;4.5;0.71;0.16;13;14;27;13.5;0.71;0.05;0.35;0.37;0.37;0.36;0.01;0.04;5;27;0.37
Q6ZNA1;Q6ZNA1;ZN836_HUMAN;162962;ZNF836;Zinc finger protein 836;ZNF836;NA;0;1;1;4;5;5;4.5;0.71;0.16;9;8;17;8.5;0.71;0.08;0.08;0.09;0.09;0.09;0.01;0.06;5;17;0.09
P80370-1;P80370-1;DLK1_HUMAN;8788;DLK1;Protein delta homolog 1;DLK1,DLK;NA;0;2;1;4;4;5;4;0;0;4;5;9;4.5;0.71;0.16;0.1;0.09;0.13;0.1;0.01;0.14;5;9;0.13
Q14722-1;Q14722-1;KCAB1_HUMAN;7881;KCNAB1;Voltage-gated potassium channel subunit beta-1;KCNAB1,KCNA1B;NA;0;1;1;5;5;5;5;0;0;21;23;44;22;1.41;0.06;0.14;0.14;0.14;0.14;0;0;5;44;0.14
Q96MY1-1;Q96MY1-1;CT112_HUMAN;140688;C20orf112;Uncharacterized protein C20orf112;C20orf112,C20orf113;NA;0;5;1;5;3;5;4;1.41;0.35;5;3;8;4;1.41;0.35;0.13;0.08;0.13;0.1;0.03;0.3;5;8;0.13
O14949;O14949;QCR8_HUMAN;27089;UQCRQ;Cytochrome b-c1 complex subunit 8;UQCRQ;NA;0;1;1;5;5;5;5;0;0;8;10;18;9;1.41;0.16;0.55;0.55;0.55;0.55;0;0;5;18;0.55
Q8N7M2;Q8N7M2;ZN283_HUMAN;284349;ZNF283;Zinc finger protein 283;ZNF283;NA;0;1;1;4;3;5;3.5;0.71;0.2;5;5;10;5;0;0;0.09;0.08;0.11;0.09;0.01;0.1;5;10;0.11
Q15399;Q15399;TLR1_HUMAN;7096;TLR1;Toll-like receptor 1;TLR1,KIAA0012;NA;0;2;1;3;2;5;2.5;0.71;0.28;3;2;5;2.5;0.71;0.28;0.04;0.02;0.06;0.03;0.01;0.39;5;5;0.06
Q6N075-1;Q6N075-1;MFSD5_HUMAN;84975;MFSD5;Major facilitator superfamily domain-containing protein 5;MFSD5;NA;0;1;1;5;4;5;4.5;0.71;0.16;6;5;11;5.5;0.71;0.13;0.14;0.12;0.14;0.13;0.01;0.11;5;11;0.14
Q96L34-1;Q96L34-1;MARK4_HUMAN;57787;MARK4;MAP/microtubule affinity-regulating kinase 4;MARK4,MARKL1,KIAA1860;NA;0;2;2;4;4;5;4;0;0;5;5;10;5;0;0;0.08;0.06;0.09;0.07;0.01;0.12;5;10;0.09
Q9UKB3-1;Q9UKB3-1;DJC12_HUMAN;56521;DNAJC12;DnaJ homolog subfamily C member 12;DNAJC12,JDP1;NA;0;2;1;4;3;5;3.5;0.71;0.2;7;5;12;6;1.41;0.24;0.18;0.16;0.22;0.17;0.02;0.11;5;12;0.22
P00749-1;P00749-1;UROK_HUMAN;5328;PLAU;Urokinase-type plasminogen activator;PLAU;NA;0;2;2;4;5;5;4.5;0.71;0.16;6;6;12;6;0;0;0.1;0.12;0.12;0.11;0.02;0.15;5;12;0.12
Q6GPH6-1;Q6GPH6-1;IPIL1_HUMAN;150771;ITPRIPL1;Inositol 1,4,5-trisphosphate receptor-interacting protein-like 1;ITPRIPL1,KIAA1754L;NA;0;2;2;5;4;5;4.5;0.71;0.16;5;4;9;4.5;0.71;0.16;0.1;0.06;0.1;0.08;0.02;0.29;5;9;0.1
O14910;O14910;LIN7A_HUMAN;8825;LIN7A;Protein lin-7 homolog A;LIN7A,MALS1,VELI1;NA;0;1;1;5;4;5;4.5;0.71;0.16;7;5;12;6;1.41;0.24;0.29;0.2;0.29;0.24;0.06;0.26;5;12;0.29
Q96AJ9-1;Q96AJ9-1;VTI1A_HUMAN;143187;VTI1A;Vesicle transport through interaction with t-SNAREs homolog 1A;VTI1A;NA;0;2;2;5;3;5;4;1.41;0.35;5;3;8;4;1.41;0.35;0.22;0.12;0.22;0.17;0.07;0.43;5;8;0.22
Q9H1C4;Q9H1C4;UN93B_HUMAN;81622;UNC93B1;Protein unc-93 homolog B1;UNC93B1,UNC93,UNC93B;NA;0;2;1;3;5;5;4;1.41;0.35;7;7;14;7;0;0;0.07;0.1;0.1;0.08;0.02;0.28;5;14;0.1
Q52LW3-1;Q52LW3-1;RHG29_HUMAN;9411;ARHGAP29;Rho GTPase-activating protein 29;ARHGAP29,PARG1;NA;0;2;1;3;4;5;3.5;0.71;0.2;4;5;9;4.5;0.71;0.16;0.02;0.02;0.03;0.02;0.01;0.28;5;9;0.03
Q7Z6J9-1;Q7Z6J9-1;SEN54_HUMAN;283989;TSEN54;tRNA-splicing endonuclease subunit Sen54;TSEN54,SEN54;NA;0;2;1;2;5;5;3.5;2.12;0.61;2;5;7;3.5;2.12;0.61;0.05;0.13;0.13;0.09;0.06;0.63;5;7;0.13
Q8WWZ4-1;Q8WWZ4-1;ABCAA_HUMAN;10349;ABCA10;ATP-binding cassette sub-family A member 10;ABCA10;NA;0;2;2;4;2;5;3;1.41;0.47;6;3;9;4.5;2.12;0.47;0.02;0.02;0.03;0.02;0;0.04;5;9;0.03
Q9Y6W6-1;Q9Y6W6-1;DUS10_HUMAN;11221;DUSP10;Dual specificity protein phosphatase 10;DUSP10,MKP5;NA;0;1;1;5;5;5;5;0;0;6;7;13;6.5;0.71;0.11;0.12;0.12;0.12;0.12;0;0;5;13;0.12
Q6NUS6-1;Q6NUS6-1;TECT3_HUMAN;26123;TCTN3;Tectonic-3;TCTN3,TECT3,C10orf61;NA;0;5;2;4;4;5;4;0;0;4;4;8;4;0;0;0.07;0.07;0.09;0.07;0;0.03;5;8;0.09
Q9NX55-2;Q9NX55-2;HYPK_HUMAN;25764;HYPK;Huntingtin-interacting protein K;HYPK,C15orf63;NA;0;2;1;4;4;5;4;0;0;11;10;21;10.5;0.71;0.07;0.43;0.45;0.51;0.44;0.02;0.04;5;21;0.51
Q9BSK4;Q9BSK4;FEM1A_HUMAN;55527;FEM1A;Protein fem-1 homolog A;FEM1A,EPRAP;NA;0;1;1;3;4;5;3.5;0.71;0.2;3;6;9;4.5;2.12;0.47;0.06;0.06;0.08;0.06;0.01;0.09;5;9;0.08
Q9H5U6-1;Q9H5U6-1;ZCHC4_HUMAN;29063;ZCCHC4;Zinc finger CCHC domain-containing protein 4;ZCCHC4;NA;0;3;2;4;4;5;4;0;0;4;4;8;4;0;0;0.08;0.07;0.09;0.07;0.01;0.1;5;8;0.09
P49450-1;P49450-1;CENPA_HUMAN;1058;CENPA;Histone H3-like centromeric protein A;CENPA;NA;0;2;2;5;4;5;4.5;0.71;0.16;5;5;10;5;0;0;0.24;0.19;0.24;0.21;0.03;0.14;5;10;0.24
P56211-1;P56211-1;ARP19_HUMAN;10776;ARPP19;cAMP-regulated phosphoprotein 19;ARPP19;NA;0;2;2;5;5;5;5;0;0;10;12;22;11;1.41;0.13;0.4;0.4;0.4;0.4;0;0;5;22;0.4
Q8N9F7-1;Q8N9F7-1;GDPD1_HUMAN;284161;GDPD1;Glycerophosphodiester phosphodiesterase domain-containing protein 1;GDPD1,GDE4;NA;0;3;1;4;3;5;3.5;0.71;0.2;4;3;7;3.5;0.71;0.2;0.17;0.11;0.21;0.14;0.04;0.27;5;7;0.21
Q8IW41-1;Q8IW41-1;MAPK5_HUMAN;8550;MAPKAPK5;MAP kinase-activated protein kinase 5;MAPKAPK5,PRAK;NA;0;2;2;4;4;5;4;0;0;6;5;11;5.5;0.71;0.13;0.12;0.1;0.14;0.11;0.01;0.12;5;11;0.14
Q70Z35-1;Q70Z35-1;PREX2_HUMAN;80243;PREX2;Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 2 protein;PREX2,DEPDC2;NA;0;2;1;0;5;5;2.5;3.54;1.41;0;5;5;2.5;3.54;1.41;0;0.03;0.03;0.01;0.02;1.41;5;5;0.03
P0CJ92;P0CJ92;GOG8H_HUMAN;NA;GOLGA8H;Golgin subfamily A member 8H;GOLGA8H;NA;0;1;1;5;4;5;4.5;0.71;0.16;5;4;9;4.5;0.71;0.16;0.1;0.08;0.1;0.09;0.01;0.11;5;9;0.1
P17050;P17050;NAGAB_HUMAN;4668;NAGA;Alpha-N-acetylgalactosaminidase;NAGA;NA;0;1;1;5;4;5;4.5;0.71;0.16;6;4;10;5;1.41;0.28;0.16;0.13;0.16;0.14;0.02;0.13;5;10;0.16
Q8IZC4-1;Q8IZC4-1;RTKN2_HUMAN;219790;RTKN2;Rhotekin-2;RTKN2,PLEKHK1;NA;0;3;1;3;3;5;3;0;0;3;4;7;3.5;0.71;0.2;0.05;0.06;0.08;0.05;0.01;0.2;5;7;0.08
O95674-1;O95674-1;CDS2_HUMAN;8760;CDS2;Phosphatidate cytidylyltransferase 2;CDS2;NA;0;2;1;5;4;5;4.5;0.71;0.16;7;6;13;6.5;0.71;0.11;0.13;0.1;0.13;0.12;0.02;0.16;5;13;0.13
Q8N7Q3;Q8N7Q3;ZN676_HUMAN;163223;ZNF676;Zinc finger protein 676;ZNF676;NA;0;1;1;4;5;5;4.5;0.71;0.16;9;9;18;9;0;0;0.16;0.22;0.22;0.19;0.04;0.2;5;18;0.22
Q63ZY3-1;Q63ZY3-1;KANK2_HUMAN;25959;KANK2;KN motif and ankyrin repeat domain-containing protein 2;KANK2,ANKRD25,KIAA1518,MXRA3,SIP;NA;0;3;3;4;4;5;4;0;0;6;5;11;5.5;0.71;0.13;0.05;0.06;0.07;0.06;0.01;0.13;5;11;0.07
P61769;P61769;B2MG_HUMAN;567;B2M;Beta-2-microglobulin;B2M;NA;0;1;1;5;4;5;4.5;0.71;0.16;19;19;38;19;0;0;0.55;0.4;0.55;0.47;0.1;0.21;5;38;0.55
Q8WUH6;Q8WUH6;CL023_HUMAN;90488;C12orf23;UPF0444 transmembrane protein C12orf23;C12orf23;NA;0;1;1;5;5;5;5;0;0;7;8;15;7.5;0.71;0.09;0.66;0.66;0.66;0.66;0;0;5;15;0.66
Q6ZSS7;Q6ZSS7;MFSD6_HUMAN;54842;MFSD6;Major facilitator superfamily domain-containing protein 6;MFSD6,MMR2;NA;0;1;1;5;4;5;4.5;0.71;0.16;6;4;10;5;1.41;0.28;0.08;0.07;0.08;0.08;0.01;0.08;5;10;0.08
Q99550-1;Q99550-1;MPP9_HUMAN;10198;MPHOSPH9;M-phase phosphoprotein 9;MPHOSPH9,MPP9;NA;0;2;2;5;0;5;2.5;3.54;1.41;6;0;6;3;4.24;1.41;0.06;0;0.06;0.03;0.04;1.41;5;6;0.06
O15054-1;O15054-1;KDM6B_HUMAN;23135;KDM6B;Lysine-specific demethylase 6B;KDM6B,JMJD3,KIAA0346;NA;0;2;2;4;3;5;3.5;0.71;0.2;4;3;7;3.5;0.71;0.2;0.03;0.03;0.04;0.03;0;0.09;5;7;0.04
Q86YC2;Q86YC2;PALB2_HUMAN;79728;PALB2;Partner and localizer of BRCA2;PALB2,FANCN;NA;0;1;1;4;3;5;3.5;0.71;0.2;4;3;7;3.5;0.71;0.2;0.04;0.03;0.05;0.04;0.01;0.24;5;7;0.05
Q9UHJ3-1;Q9UHJ3-1;SMBT1_HUMAN;51460;SFMBT1;Scm-like with four MBT domains protein 1;SFMBT1,RU1;NA;0;2;1;4;5;5;4.5;0.71;0.16;4;5;9;4.5;0.71;0.16;0.05;0.06;0.06;0.05;0.01;0.13;5;9;0.06
P48509;P48509;CD151_HUMAN;977;CD151;CD151 antigen;CD151,TSPAN24;NA;0;1;1;4;5;5;4.5;0.71;0.16;5;7;12;6;1.41;0.24;0.14;0.17;0.17;0.15;0.02;0.15;5;12;0.17
Q6PJW8-1;Q6PJW8-1;CNST_HUMAN;163882;CNST;Consortin;CNST,C1orf71;NA;0;2;2;3;5;5;4;1.41;0.35;3;5;8;4;1.41;0.35;0.05;0.07;0.07;0.06;0.02;0.28;5;8;0.07
Q7Z5Y7-1;Q7Z5Y7-1;KCD20_HUMAN;222658;KCTD20;BTB/POZ domain-containing protein KCTD20;KCTD20,C6orf69;NA;0;1;1;4;4;5;4;0;0;4;4;8;4;0;0;0.17;0.17;0.21;0.17;0;0.01;5;8;0.21
Q9HBH9-1;Q9HBH9-1;MKNK2_HUMAN;2872;MKNK2;MAP kinase-interacting serine/threonine-protein kinase 2;MKNK2,GPRK7,MNK2;NA;0;2;1;3;3;5;3;0;0;3;3;6;3;0;0;0.14;0.08;0.17;0.11;0.04;0.34;5;6;0.17
O75387-1;O75387-1;LAT3_HUMAN;8501;SLC43A1;Large neutral amino acids transporter small subunit 3;SLC43A1,PB39,LAT3,POV1;NA;0;2;2;5;5;5;5;0;0;6;6;12;6;0;0;0.14;0.14;0.14;0.14;0;0;5;12;0.14
O95544;O95544;NADK_HUMAN;65220;NADK;NAD kinase;NADK;NA;0;1;1;2;4;5;3;1.41;0.47;2;4;6;3;1.41;0.47;0.05;0.1;0.13;0.08;0.04;0.47;5;6;0.13
Q9UKA2;Q9UKA2;FBXL4_HUMAN;26235;FBXL4;F-box/LRR-repeat protein 4;FBXL4,FBL5,FBL4;NA;0;1;1;2;5;5;3.5;2.12;0.61;3;5;8;4;1.41;0.35;0.03;0.11;0.11;0.07;0.06;0.86;5;8;0.11
Q9Y2G5-1;Q9Y2G5-1;OFUT2_HUMAN;23275;POFUT2;GDP-fucose protein O-fucosyltransferase 2;POFUT2,C21orf80,KIAA0958,FUT13;NA;0;3;3;4;5;5;4.5;0.71;0.16;5;7;12;6;1.41;0.24;0.12;0.16;0.16;0.14;0.02;0.15;5;12;0.16
A1IGU5;A1IGU5;ARH37_HUMAN;389337;ARHGEF37;Rho guanine nucleotide exchange factor 37;ARHGEF37;NA;0;1;1;0;5;5;2.5;3.54;1.41;0;5;5;2.5;3.54;1.41;0;0.08;0.08;0.04;0.05;1.41;5;5;0.08
Q9NX70;Q9NX70;MED29_HUMAN;55588;MED29;Mediator of RNA polymerase II transcription subunit 29;MED29,IXL;NA;0;1;1;5;5;5;5;0;0;7;8;15;7.5;0.71;0.09;0.29;0.29;0.29;0.29;0;0;5;15;0.29
Q15833-1;Q15833-1;STXB2_HUMAN;6813;STXBP2;Syntaxin-binding protein 2;STXBP2,UNC18B;NA;0;2;2;0;5;5;2.5;3.54;1.41;0;5;5;2.5;3.54;1.41;0;0.06;0.06;0.03;0.04;1.41;5;5;0.06
P41208;P41208;CETN2_HUMAN;1069;CETN2;Centrin-2;CETN2,CALT,CEN2;NA;0;1;1;5;4;5;4.5;0.71;0.16;7;6;13;6.5;0.71;0.11;0.37;0.27;0.37;0.32;0.07;0.22;5;13;0.37
Q5M7Z0-1;Q5M7Z0-1;RNFT1_HUMAN;51136;RNFT1;RING finger and transmembrane domain-containing protein 1;RNFT1;NA;0;3;1;4;3;5;3.5;0.71;0.2;5;3;8;4;1.41;0.35;0.17;0.09;0.2;0.13;0.06;0.44;5;8;0.2
P49675;P49675;STAR_HUMAN;6770;STAR;Steroidogenic acute regulatory protein, mitochondrial;STAR,STARD1;NA;0;1;1;5;1;5;3;2.83;0.94;5;1;6;3;2.83;0.94;0.17;0.04;0.17;0.11;0.09;0.86;5;6;0.17
Q9H4B7;Q9H4B7;TBB1_HUMAN;81027;TUBB1;Tubulin beta-1 chain;TUBB1;NA;0;1;1;5;5;5;5;0;0;119;145;264;132;18.38;0.14;0.08;0.08;0.08;0.08;0;0;5;264;0.08
Q86VW0;Q86VW0;SESD1_HUMAN;91404;SESTD1;SEC14 domain and spectrin repeat-containing protein 1;SESTD1,SOLO;NA;0;1;1;4;3;5;3.5;0.71;0.2;4;3;7;3.5;0.71;0.2;0.06;0.05;0.07;0.06;0.01;0.13;5;7;0.07
Q14588;Q14588;ZN234_HUMAN;10780;ZNF234;Zinc finger protein 234;ZNF234,ZNF269;NA;0;1;1;5;4;5;4.5;0.71;0.16;8;9;17;8.5;0.71;0.08;0.15;0.14;0.15;0.15;0.01;0.06;5;17;0.15
Q86XN8-1;Q86XN8-1;MEX3D_HUMAN;399664;MEX3D;RNA-binding protein MEX3D;MEX3D,RKHD1,KIAA2031,RNF193;NA;0;2;2;5;4;5;4.5;0.71;0.16;7;6;13;6.5;0.71;0.11;0.11;0.1;0.11;0.1;0.01;0.12;5;13;0.11
Q9NQH7-3;Q9NQH7-3;XPP3_HUMAN;63929;XPNPEP3;Probable Xaa-Pro aminopeptidase 3;XPNPEP3;NA;0;1;1;3;5;5;4;1.41;0.35;22;25;47;23.5;2.12;0.09;0.1;0.15;0.15;0.13;0.04;0.32;5;47;0.15
P11055;P11055;MYH3_HUMAN;4621;MYH3;Myosin-3;MYH3;NA;0;1;1;2;4;5;3;1.41;0.47;3;5;8;4;1.41;0.35;0.01;0.02;0.02;0.01;0.01;0.52;5;8;0.02
Q15572-1;Q15572-1;TAF1C_HUMAN;9013;TAF1C;TATA box-binding protein-associated factor RNA polymerase I subunit C;TAF1C;NA;0;5;3;3;4;5;3.5;0.71;0.2;4;5;9;4.5;0.71;0.16;0.04;0.06;0.07;0.05;0.01;0.26;5;9;0.07
Q6NV74;Q6NV74;K121L_HUMAN;343990;KIAA1211L;Uncharacterized protein KIAA1211-like;KIAA1211L,C2orf55;NA;0;1;1;4;2;5;3;1.41;0.47;4;3;7;3.5;0.71;0.2;0.03;0.03;0.05;0.03;0;0.08;5;7;0.05
Q9UBW8;Q9UBW8;CSN7A_HUMAN;50813;COPS7A;COP9 signalosome complex subunit 7a;COPS7A,DERP10,CSN7A;NA;0;1;1;5;3;5;4;1.41;0.35;6;4;10;5;1.41;0.28;0.25;0.16;0.25;0.21;0.06;0.3;5;10;0.25
P19419-1;P19419-1;ELK1_HUMAN;2002;ELK1;ETS domain-containing protein Elk-1;ELK1;NA;0;1;1;4;4;5;4;0;0;5;4;9;4.5;0.71;0.16;0.15;0.17;0.19;0.16;0.01;0.05;5;9;0.19
Q9NRX4-1;Q9NRX4-1;PHP14_HUMAN;29085;PHPT1;14 kDa phosphohistidine phosphatase;PHPT1,PHP14;NA;0;2;1;5;5;5;5;0;0;10;12;22;11;1.41;0.13;0.47;0.47;0.47;0.47;0;0;5;22;0.47
Q9NRP2;Q9NRP2;COXM2_HUMAN;56942;CMC2;COX assembly mitochondrial protein 2 homolog;CMC2,C16orf61;NA;0;1;1;5;3;5;4;1.41;0.35;6;4;10;5;1.41;0.28;0.54;0.34;0.54;0.44;0.14;0.32;5;10;0.54
Q9C0C7-1;Q9C0C7-1;AMRA1_HUMAN;55626;AMBRA1;Activating molecule in BECN1-regulated autophagy protein 1;AMBRA1,KIAA1736;NA;0;5;4;4;4;5;4;0;0;4;4;8;4;0;0;0.03;0.03;0.04;0.03;0;0.02;5;8;0.04
Q96S97;Q96S97;MYADM_HUMAN;91663;MYADM;Myeloid-associated differentiation marker;MYADM;NA;0;1;1;5;4;5;4.5;0.71;0.16;6;5;11;5.5;0.71;0.13;0.21;0.16;0.21;0.18;0.04;0.22;5;11;0.21
Q9NSG2-3;Q9NSG2-3;CA112_HUMAN;55732;C1orf112;Uncharacterized protein C1orf112;C1orf112;NA;0;1;1;5;4;5;4.5;0.71;0.16;6;5;11;5.5;0.71;0.13;0.1;0.08;0.1;0.09;0.01;0.12;5;11;0.1
P25445-1;P25445-1;TNR6_HUMAN;355;FAS;Tumor necrosis factor receptor superfamily member 6;FAS,APT1,FAS1,TNFRSF6;NA;0;2;2;5;5;5;5;0;0;5;5;10;5;0;0;0.19;0.19;0.19;0.19;0;0;5;10;0.19
Q8NEW0;Q8NEW0;ZNT7_HUMAN;148867;SLC30A7;Zinc transporter 7;SLC30A7,ZNT7,ZNTL2;NA;0;1;1;5;5;5;5;0;0;8;9;17;8.5;0.71;0.08;0.13;0.13;0.13;0.13;0;0;5;17;0.13
Q9Y536;Q9Y536;PAL4A_HUMAN;653598,653505,164022,100996725;PPIAL4A;Peptidyl-prolyl cis-trans isomerase A-like 4A/B/C;PPIAL4B,PPIAL4C,PPIAL4A,COAS2;NA;0;1;1;5;5;5;5;0;0;161;161;322;161;0;0;0.28;0.28;0.28;0.28;0;0;5;322;0.28
Q96PE2;Q96PE2;ARHGH_HUMAN;9828;ARHGEF17;Rho guanine nucleotide exchange factor 17;ARHGEF17,KIAA0337,TEM4;NA;0;1;1;1;5;5;3;2.83;0.94;1;5;6;3;2.83;0.94;0.01;0.02;0.02;0.02;0.01;0.82;5;6;0.02
Q15973-4;Q15973-4;ZN124_HUMAN;7678;ZNF124;Zinc finger protein 124;ZNF124;NA;0;3;1;5;3;5;4;1.41;0.35;7;4;11;5.5;2.12;0.39;0.18;0.1;0.18;0.14;0.06;0.39;5;11;0.18
Q9H977;Q9H977;WDR54_HUMAN;84058;WDR54;WD repeat-containing protein 54;WDR54;NA;0;1;1;5;5;5;5;0;0;5;5;10;5;0;0;0.27;0.27;0.27;0.27;0;0;5;10;0.27
Q8WZA1;Q8WZA1;PMGT1_HUMAN;55624;POMGNT1;Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1;POMGNT1,MGAT1.2;NA;0;1;1;4;2;5;3;1.41;0.47;5;2;7;3.5;2.12;0.61;0.07;0.04;0.11;0.06;0.02;0.36;5;7;0.11
