"";"Protein.Acs";"X.1";"X";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5396";"Peptide.Count.P5455";"Spectra.Count.P5396";"Spectra.Count.P5455";"DNSAF.P5396";"DNSAF.P5455";"Unspecific.Spectra.Count";"Go.Cc";"norm.sc";"Go.Mf"
"206";"Q4KMQ2";258;258;"Q4KMQ2-1,Q4KMQ2-2";"ANO6_HUMAN";"Anoctamin-6";"ANO6";2;2;"1.36775781707946E-4";0;2;0;2;"0";"0";0;"plasma membrane, intracellular, chloride channel complex, extracellular vesicular exosome";0,00043917435221783;"voltage-gated chloride channel activity, calcium activated cation channel activity, intracellular calcium activated chloride channel activity, voltage-gated ion channel activity"
"207";"Q5XKE5";259;259;"Q5XKE5";"K2C79_HUMAN";"Keratin, type II cytoskeletal 79";"KRT79";0;0;"0";0;0;0;0;"0";"0";13;"extracellular vesicular exosome, keratin filament";0;"enzyme binding, structural molecule activity"
"208";"Q5ZPR3";260;260;"Q5ZPR3-1,Q5ZPR3-4";"CD276_HUMAN";"CD276 antigen";"CD276";2;4;"4.66164649266781E-4";0;2;0;4;"0";"0";0;"external side of plasma membrane, integral component of membrane";0,000878348704435661;"protein binding, receptor binding"
"209";"Q6P4Q7";261;261;"Q6P4Q7";"CNNM4_HUMAN";"Metal transporter CNNM4";"CNNM4";2;3;"4.81803721371215E-4";0;2;0;3;"0";"8.60242038396173E-4";0;"plasma membrane, integral component of membrane";0,000658761528326746;"adenyl nucleotide binding"
"210";"Q6PCB8";262;262;"Q6PCB8";"EMB_HUMAN";"Embigin";"EMB";2;3;"0.00114188955370854";0;2;0;3;"0";"0.00203879993809491";0;"integral component of plasma membrane";0,000658761528326746;"organic cyclic compound binding"
"211";"Q6YHK3";264;264;"Q6YHK3-1,Q6YHK3-2,Q6YHK3-4";"CD109_HUMAN";"CD109 antigen";"CD109";2;2;"5.74237422626207E-5";0;2;0;2;"0";"0";0;"anchored component of membrane, extracellular space, plasma membrane";0,00043917435221783;"serine-type endopeptidase inhibitor activity, transforming growth factor beta binding"
"212";"Q71U36";265;265;"Q71U36";"TBA1A_HUMAN";"Tubulin alpha-1A chain";"TUBA1A";0;0;"0";0;0;0;0;"0";"0";35;"cytosol, microtubule, cytoplasmic microtubule, extracellular vesicular exosome";0;"protein binding, structural constituent of cytoskeleton, structural molecule activity, GTP binding, GTPase activity"
"213";"Q7Z3B1";266;266;"Q7Z3B1";"NEGR1_HUMAN";"Neuronal growth regulator 1";"NEGR1";3;5;"0.00175799380443828";0;3;0;5;"0";"0.00313883041316871";0;"anchored component of membrane, plasma membrane";0,00109793588054458;"protein binding"
"214";"Q86VP6";267;267;"Q86VP6-1";"CAND1_HUMAN";"Cullin-associated NEDD8-dissociated protein 1";"CAND1";9;11;"0.00111311022349312";0;9;0;11;"0";"0";0;"cytoplasm, cullin-RING ubiquitin ligase complex, nucleus, extracellular vesicular exosome";0,00241545893719807;"protein binding"
"215";"Q8IWA5";268;268;"Q8IWA5-1,Q8IWA5-2,Q8IWA5-3";"CTL2_HUMAN";"Choline transporter-like protein 2";"SLC44A2";4;6;"3.52594791371758E-4";0;4;0;6;"0";"0";0;"lysosomal membrane, integral component of membrane, extracellular vesicular exosome, plasma membrane";0,00131752305665349;"choline transmembrane transporter activity, signal transducer activity"
"216";"Q8NC51";270;270;"Q8NC51-1,Q8NC51-2,Q8NC51-3,Q8NC51-4";"PAIRB_HUMAN";"Plasminogen activator inhibitor 1 RNA-binding protein";"SERBP1";5;8;"6.10127261540345E-4";0;5;0;8;"0";"0";0;"nucleus, extracellular vesicular exosome, cytoplasm, perinuclear region of cytoplasm, plasma membrane";0,00175669740887132;"poly(A) RNA binding, mRNA 3'-UTR binding, protein binding"
"217";"Q8WTV0";272;272;"Q8WTV0-1,Q8WTV0-2,Q8WTV0-4";"SCRB1_HUMAN";"Scavenger receptor class B member 1";"SCARB1";4;7;"5.26124232777544E-4";0;4;0;7;"0";"0";0;"cell surface, integral component of plasma membrane, caveola, extracellular vesicular exosome, lysosomal membrane, endocytic vesicle membrane, microvillus membrane";0,00153711023276241;"high-density lipoprotein particle binding, protein binding, high-density lipoprotein particle receptor activity, 1-phosphatidylinositol binding, phosphatidylserine binding, low-density lipoprotein particle binding, apolipoprotein A-I binding, apolipoprotein binding, lipopolysaccharide receptor activity, transporter activity, lipopolysaccharide binding"
"218";"Q8WUX1";273;273;"Q8WUX1-1";"S38A5_HUMAN";"Sodium-coupled neutral amino acid transporter 5";"SLC38A5";6;18;"0.00474658327198336";0;6;0;18;"0";"0";0;"plasma membrane, integral component of membrane";0,00395256916996047;"glycine transmembrane transporter activity"
"219";"Q92536";274;274;"Q92536";"YLAT2_HUMAN";"Y+L amino acid transporter 2";"SLC7A6";5;9;"0.00232514249868298";0;5;0;9;"0";"0.00415145262252455";2;"basolateral plasma membrane, integral component of plasma membrane";0,00197628458498024;"amino acid transmembrane transporter activity, antiporter activity"
"220";"Q92556";275;275;"Q92556-1,Q92556-2,Q92556-3";"ELMO1_HUMAN";"Engulfment and cell motility protein 1";"ELMO1";2;2;"1.14136599132719E-4";0;2;0;2;"0";"0";0;"cytoskeleton, cytosol, plasma membrane";0,00043917435221783;"protein binding, SH3 domain binding"
"221";"Q92688";277;277;"Q92688-1,Q92688-2";"AN32B_HUMAN";"Acidic leucine-rich nuclear phosphoprotein 32 family member B";"ANP32B";4;4;"9.9176064824088E-4";0;4;0;4;"0";"0";0;"nucleus, extracellular vesicular exosome, cytoplasm";0,000878348704435661;"RNA polymerase binding, histone binding"
"222";"Q92692";278;278;"Q92692-1,Q92692-2";"PVRL2_HUMAN";"Poliovirus receptor-related protein 2";"PVRL2";5;5;"5.78373426367242E-4";0;5;0;5;"0";"0";0;"zonula adherens, cell surface, integral component of membrane, plasma membrane";0,00109793588054458;"virus receptor activity, identical protein binding, cell adhesion molecule binding, protein homodimerization activity, coreceptor activity, protein binding"
"223";"Q92854";279;279;"Q92854-1";"SEM4D_HUMAN";"Semaphorin-4D";"SEMA4D";11;18;"0.00259905719765214";0;11;0;18;"0";"0";0;"extracellular space, integral component of plasma membrane";0,00395256916996047;"receptor binding, receptor activity, semaphorin receptor binding, protein binding, transmembrane signaling receptor activity"
"224";"Q95604";281;281;"Q95604";"1C17_HUMAN";"HLA class I histocompatibility antigen, Cw-17 alpha chain";"HLA-C";0;0;"0";0;0;0;0;"0";"0";15;"MHC class I protein complex, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, early endosome membrane, Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane, cell surface";0;"peptide antigen binding"
"225";"Q969P0";282;282;"Q969P0-1,Q969P0-3";"IGSF8_HUMAN";"Immunoglobulin superfamily member 8";"IGSF8";2;2;"2.03043982633329E-4";0;2;0;2;"0";"0";0;"plasma membrane, integral component of membrane, extracellular vesicular exosome";0,00043917435221783;"protein binding"
"226";"Q96DU3";284;284;"Q96DU3-1,Q96DU3-2,Q96DU3-3";"SLAF6_HUMAN";"SLAM family member 6";"SLAMF6";2;2;"2.49931649305684E-4";0;2;0;2;"0";"0";0;"integral component of membrane, extracellular vesicular exosome, plasma membrane";0,00043917435221783;"receptor activity"
"227";"Q96J84";286;286;"Q96J84-1,Q96J84-2";"KIRR1_HUMAN";"Kin of IRRE-like protein 1";"KIRREL";3;3;"2.46630042313535E-4";0;3;0;3;"0";"0";0;"integral component of membrane, perinuclear region of cytoplasm, cell-cell junction, dendritic shaft, plasma membrane";0,000658761528326746;"myosin binding, protein binding"
"228";"Q99808";289;289;"Q99808";"S29A1_HUMAN";"Equilibrative nucleoside transporter 1";"SLC29A1";8;18;"0.00491313005345646";0;8;0;18;"0";"0.00877220499680308";0;"basolateral plasma membrane, apical plasma membrane, integral component of plasma membrane";0,00395256916996047;"nucleoside transmembrane transporter activity"
"229";"Q9BX67";292;292;"Q9BX67-1";"JAM3_HUMAN";"Junctional adhesion molecule C";"JAM3";7;12;"0.00481803721371215";0;7;0;12;"0";"0";0;"integral component of membrane, tight junction, plasma membrane, cell-cell contact zone, desmosome, Schmidt-Lanterman incisure, extracellular space, paranodal junction";0,00263504611330698;"integrin binding, protein binding"
"230";"Q9H2H9";295;295;"Q9H2H9";"S38A1_HUMAN";"Sodium-coupled neutral amino acid transporter 1";"SLC38A1";3;4;"0.0010223076907945";0;3;0;4;"0";"0.00182529111500899";0;"integral component of membrane, axon, plasma membrane, extracellular vesicular exosome";0,000878348704435661;"neutral amino acid transmembrane transporter activity, sodium:amino acid symporter activity, L-glutamine transmembrane transporter activity"
"231";"Q9NPH3";296;296;"Q9NPH3-1";"IL1AP_HUMAN";"Interleukin-1 receptor accessory protein";"IL1RAP";7;12;"0.00262033602851011";0;7;0;12;"0";"0";0;"integral component of plasma membrane, extracellular region";0,00263504611330698;"interleukin-1 receptor activity, signal transducer activity"
"232";"Q9UGN4";301;301;"Q9UGN4-1,Q9UGN4-2";"CLM8_HUMAN";"CMRF35-like molecule 8";"CD300A";5;11;"0.00228950765032865";0;5;0;11;"0";"0";0;"plasma membrane, membrane, extracellular vesicular exosome, integral component of membrane";0,00241545893719807;"phosphatidylethanolamine binding, phosphatidylserine binding, protein binding, signaling receptor activity"
"233";"Q9UIB8";303;303;"Q9UIB8-1,Q9UIB8-2,Q9UIB8-3,Q9UIB8-4,Q9UIB8-5,Q9UIB8-6";"SLAF5_HUMAN";"SLAM family member 5";"CD84";2;2;"1.2025696749201E-4";0;2;0;2;"0";"0";0;"integral component of plasma membrane";0,00043917435221783;"protein binding, receptor activity"
"234";"Q9UIQ6";304;304;"Q9UIQ6-1,Q9UIQ6-2,Q9UIQ6-3";"LCAP_HUMAN";"Leucyl-cystinyl aminopeptidase";"LNPEP";6;8;"3.23813883197998E-4";0;6;0;8;"0";"0";0;"extracellular region, lysosomal membrane, perinuclear region of cytoplasm, early endosome lumen, cytosol, cytoplasmic vesicle membrane, integral component of plasma membrane";0,00175669740887132;"aminopeptidase activity, zinc ion binding, metallopeptidase activity"
"235";"Q9UIW2";305;305;"Q9UIW2";"PLXA1_HUMAN";"Plexin-A1";"PLXNA1";9;10;"6.5646604089784E-4";0;9;0;10;"0";"0.00117209490111996";0;"semaphorin receptor complex, cytoplasm, extracellular vesicular exosome, integral component of membrane, plasma membrane, nucleus";0,00219587176108915;"semaphorin receptor activity, receptor activity"
"236";"Q9Y277";307;307;"Q9Y277-1,Q9Y277-2";"VDAC3_HUMAN";"Voltage-dependent anion-selective channel protein 3";"VDAC3";2;2;"8.79618101443325E-4";0;2;0;2;"0";"0";3;"pore complex, mitochondrial outer membrane, extracellular vesicular exosome";0,00043917435221783;"nucleotide binding, voltage-gated anion channel activity, porin activity"
"237";"Q9Y289";308;308;"Q9Y289";"SC5A6_HUMAN";"Sodium-dependent multivitamin transporter";"SLC5A6";6;12;"0.00235211265551302";0;6;0;12;"0";"0.00419960680161911";0;"vesicle membrane, integral component of plasma membrane, brush border membrane";0,00263504611330698;"sodium-dependent multivitamin transmembrane transporter activity"
"238";"Q9Y490";309;309;"Q9Y490";"TLN1_HUMAN";"Talin-1";"TLN1";3;4;"1.959322492786E-4";0;3;0;4;"0";"3.4982950531656E-4";0;"cytosol, actin cytoskeleton, ruffle, intracellular membrane-bounded organelle, centrosome, focal adhesion, cell-cell junction, extracellular vesicular exosome, plasma membrane, cell surface, ruffle membrane";0,000878348704435661;"integrin binding, vinculin binding, LIM domain binding, structural constituent of cytoskeleton, protein binding"
"239";"Q9Y4D7";310;310;"Q9Y4D7-1";"PLXD1_HUMAN";"Plexin-D1";"PLXND1";21;33;"0.00219739479746914";0;21;0;33;"0";"0";2;"intracellular, integral component of plasma membrane";0,0072463768115942;"semaphorin receptor activity, protein binding, protein domain specific binding"
"240";"Q9Y5S1";311;311;"Q9Y5S1";"TRPV2_HUMAN";"Transient receptor potential cation channel subfamily V member 2";"TRPV2";2;2;"3.25827123963954E-4";0;2;0;2;"0";"5.81751814796714E-4";0;"cell surface, cell body, melanosome, endomembrane system, growth cone membrane, axonal growth cone, integral component of plasma membrane";0,00043917435221783;"cation channel activity, ion channel activity, ion transmembrane transporter activity, calcium channel activity"
"241";"Q9Y624";312;312;"Q9Y624";"JAM1_HUMAN";"Junctional adhesion molecule A";"F11R";7;11;"0.00457901530065731";0;7;0;11;"0";"0.00817565593904947";0;"tight junction, integral component of membrane, plasma membrane, cell-cell junction, extracellular vesicular exosome";0,00241545893719807;"protein binding"
"242";"Q9Y666";314;314;"Q9Y666-1";"S12A7_HUMAN";"Solute carrier family 12 member 7";"SLC12A7";8;12;"0.00137912422553164";0;8;0;12;"0";"0";0;"integral component of plasma membrane";0,00263504611330698;"protein kinase binding, potassium:chloride symporter activity"
"243";"Q9Y6M7";316;316;"Q9Y6M7-1,Q9Y6M7-2,Q9Y6M7-3,Q9Y6M7-4";"S4A7_HUMAN";"Sodium bicarbonate cotransporter 3";"SLC4A7";3;3;"7.68941276900106E-5";0;3;0;3;"0";"0";0;"basolateral plasma membrane, stereocilium, plasma membrane, integral component of membrane, apical plasma membrane";0,000658761528326746;"inorganic anion exchanger activity, sodium:bicarbonate symporter activity"
